Node Number	X Location (in)	Y Location (in)	Z Location (in)	Middle Principal Elastic Strain (in/in)
1	7.5	2.1818	0.	4.3591e-004
2	7.5	2.3636	0.	3.3066e-004
3	7.5	2.5455	0.	2.9816e-004
4	7.5	2.7273	0.	2.7934e-004
5	7.5	2.9091	0.	2.7183e-004
6	7.5	3.0909	0.	2.7183e-004
7	7.5	3.2727	0.	2.7934e-004
8	7.5	3.4545	0.	2.9816e-004
9	7.5	3.6364	0.	3.3066e-004
10	7.5	3.8182	0.	4.3591e-004
11	7.6667	2.1818	0.	4.3724e-004
12	7.6667	2.3636	0.	3.3245e-004
13	7.6667	2.5455	0.	2.9855e-004
14	7.6667	2.7273	0.	2.7905e-004
15	7.6667	2.9091	0.	2.7131e-004
16	7.6667	3.0909	0.	2.7131e-004
17	7.6667	3.2727	0.	2.7905e-004
18	7.6667	3.4545	0.	2.9855e-004
19	7.6667	3.6364	0.	3.3245e-004
20	7.6667	3.8182	0.	4.3724e-004
21	7.3171	5.8182	0.	2.0083e-005
22	7.3171	5.6364	0.	2.6171e-005
23	7.3171	5.4545	0.	2.9882e-005
24	7.3171	5.2727	0.	3.2658e-005
25	7.3171	5.0909	0.	3.5088e-005
26	7.3171	4.9091	0.	3.7559e-005
27	7.3171	4.7273	0.	4.1259e-005
28	7.3171	4.5455	0.	4.6136e-005
29	7.3171	4.3636	0.	6.0904e-005
30	7.3171	4.1818	0.	1.0198e-004
31	7.3171	4.	0.	1.9383e-004
32	7.3171	3.8182	0.	3.1076e-004
33	7.3171	3.6364	0.	2.9743e-004
34	7.3171	3.4545	0.	2.8241e-004
35	7.3171	3.2727	0.	2.7048e-004
36	7.3171	3.0909	0.	2.6548e-004
37	7.3171	2.9091	0.	2.6548e-004
38	7.3171	2.7273	0.	2.7048e-004
39	7.3171	2.5455	0.	2.8241e-004
40	7.3171	2.3636	0.	2.9743e-004
41	7.3171	2.1818	0.	3.1076e-004
42	7.3171	2.	0.	1.9383e-004
43	7.3171	1.8182	0.	1.0198e-004
44	7.3171	1.6364	0.	6.0904e-005
45	7.3171	1.4545	0.	4.6136e-005
46	7.3171	1.2727	0.	4.1259e-005
47	7.3171	1.0909	0.	3.7559e-005
48	7.3171	0.90909	0.	3.5088e-005
49	7.3171	0.72727	0.	3.2658e-005
50	7.3171	0.54545	0.	2.9882e-005
51	7.3171	0.36364	0.	2.6171e-005
52	7.3171	0.18182	0.	2.0083e-005
53	7.1341	5.8182	0.	3.8929e-005
54	7.1341	5.6364	0.	4.2506e-005
55	7.1341	5.4545	0.	4.6055e-005
56	7.1341	5.2727	0.	4.9683e-005
57	7.1341	5.0909	0.	5.3823e-005
58	7.1341	4.9091	0.	5.9222e-005
59	7.1341	4.7273	0.	6.7001e-005
60	7.1341	4.5455	0.	7.981e-005
61	7.1341	4.3636	0.	1.0314e-004
62	7.1341	4.1818	0.	1.4423e-004
63	7.1341	4.	0.	2.0638e-004
64	7.1341	3.8182	0.	2.4691e-004
65	7.1341	3.6364	0.	2.5792e-004
66	7.1341	3.4545	0.	2.5887e-004
67	7.1341	3.2727	0.	2.5593e-004
68	7.1341	3.0909	0.	2.5391e-004
69	7.1341	2.9091	0.	2.5391e-004
70	7.1341	2.7273	0.	2.5593e-004
71	7.1341	2.5455	0.	2.5887e-004
72	7.1341	2.3636	0.	2.5792e-004
73	7.1341	2.1818	0.	2.4691e-004
74	7.1341	2.	0.	2.0638e-004
75	7.1341	1.8182	0.	1.4423e-004
76	7.1341	1.6364	0.	1.0314e-004
77	7.1341	1.4545	0.	7.981e-005
78	7.1341	1.2727	0.	6.7001e-005
79	7.1341	1.0909	0.	5.9222e-005
80	7.1341	0.90909	0.	5.3823e-005
81	7.1341	0.72727	0.	4.9683e-005
82	7.1341	0.54545	0.	4.6055e-005
83	7.1341	0.36364	0.	4.2506e-005
84	7.1341	0.18182	0.	3.8929e-005
85	6.9512	5.8182	0.	5.5713e-005
86	6.9512	5.6364	0.	5.8055e-005
87	6.9512	5.4545	0.	6.1228e-005
88	6.9512	5.2727	0.	6.5215e-005
89	6.9512	5.0909	0.	7.0347e-005
90	6.9512	4.9091	0.	7.7253e-005
91	6.9512	4.7273	0.	8.709e-005
92	6.9512	4.5455	0.	1.016e-004
