Node Number	X Location (in)	Y Location (in)	Z Location (in)	Minimum Principal Elastic Strain (in/in)
1	4.7109	2.9908	0.	-1.6345e-004
2	4.0847	3.1336	0.	-2.1242e-004
3	5.464	4.406	0.	-9.3384e-005
4	3.0271	0.66478	0.	-9.9304e-005
5	2.4814	1.8654	0.	-1.25e-004
6	5.2932	0.60462	0.	-6.5926e-005
7	3.067	5.1772	0.	-1.0998e-004
8	3.3269	4.6416	0.	-1.1195e-004
9	3.6996	4.3745	0.	-1.3796e-004
10	5.2868	5.4167	0.	-6.5067e-005
11	5.5877	3.5148	0.	-1.232e-004
12	2.1308	4.5398	0.	-1.182e-004
13	3.2897	3.3572	0.	-1.5109e-004
14	1.1784	2.2101	0.	-1.432e-004
15	1.212	3.3693	0.	-1.4245e-004
16	1.1311	4.6012	0.	-1.3512e-004
17	2.0317	0.943	0.	-1.3454e-004
18	6.1575	1.0365	0.	-8.9341e-005
19	7.1468	1.9927	0.	-7.8413e-005
20	8.4329	2.021	0.	-7.051e-005
21	9.629	1.9885	0.	-6.0217e-005
22	10.744	1.8703	0.	-5.1276e-005
23	11.825	1.8538	0.	-4.3533e-005
24	12.924	1.8671	0.	-3.6339e-005
25	13.987	1.7989	0.	-2.9827e-005
26	15.086	1.7525	0.	-2.3853e-005
27	16.183	1.8311	0.	-1.8477e-005
28	17.342	1.9408	0.	-1.3686e-005
29	18.468	1.9561	0.	-9.6551e-006
30	19.584	1.9757	0.	-6.4163e-006
31	20.683	1.9864	0.	-3.9529e-006
32	21.741	1.8915	0.	-2.1898e-006
33	22.799	1.5359	0.	-8.3163e-007
34	22.938	2.8882	0.	-1.0767e-006
35	23.398	3.6127	0.	-4.6095e-007
36	22.963	4.699	0.	-8.5658e-007
37	21.902	3.9138	0.	-1.764e-006
38	20.687	3.967	0.	-3.9402e-006
39	19.552	3.9412	0.	-6.517e-006
40	18.433	3.9015	0.	-9.7873e-006
41	17.326	3.8713	0.	-1.3727e-005
42	16.227	3.8696	0.	-1.8277e-005
43	15.133	3.8823	0.	-2.3585e-005
44	14.051	3.8926	0.	-2.9487e-005
45	12.963	3.9065	0.	-3.6018e-005
46	11.875	3.9322	0.	-4.3105e-005
47	10.772	3.9476	0.	-5.1072e-005
48	9.624	3.9452	0.	-6.0381e-005
49	8.4406	3.969	0.	-7.0046e-005
50	7.1512	4.0106	0.	-7.8229e-005
51	6.1764	4.9942	0.	-9.475e-005
52	4.9859	4.9748	0.	-7.2855e-005
53	3.2028	1.14	0.	-1.0366e-004
54	2.502	2.9552	0.	-1.3464e-004
55	1.0525	1.1239	0.	-1.3522e-004
56	5.0095	1.0712	0.	-6.8321e-005
