Node Numbers,X Locations (inches),Y Locations (inches),Z Locations (inches),Equivalent Elastic Strains (in/in),Equivalent Stress (psi),Max Principal Elastic Strain (in/in),Max Principal Stress (psi),Middle Principal Elastic Strain (in/in),Middle Principal Stress (psi),Min Principal Elastic Strain (in/in),Min Principal Stress (psi),Total Deformation (in)
1,7.9902,2.8782,0,0.00084447,8438.8,0.00038655,915.98,0.00016992,-711.71,-0.00082913,-8218.1,0.30394
2,7.8245,3.1807,0,0.00074975,7492.4,0.00032945,1213.1,0.00021676,366.39,-0.00071928,-6666.7,0.29156
3,9.7121,2.9348,0,0.00032824,3280.1,0.0001136,18.567,0.00010101,-76.046,-0.00032911,-3307.8,0.45633
4,7.4265,3.1927,0,0.00064636,6459.1,0.00037958,1612.8,4.7139e-05,-885.06,-0.00059665,-5722.2,0.26319
5,6.5982,3.2859,0,0.00044988,4495.7,0.00020954,765.36,0.00011134,27.512,-0.00043182,-4053.6,0.2098
6,5.0953,2.7005,0,0.00035079,3505.5,0.00011338,-267.85,9.5113e-05,-405.1,-0.00036204,-3839.9,0.12752
7,10.25,4.0587,0,0.00030789,3076.8,0.00012094,324.89,9.8376e-05,155.36,-0.00029937,-2833.1,0.50852
8,7.9927,3.4541,0,0.001053,10522,0.00053781,2549,0.00024389,340.64,-0.00098626,-8902.2,0.30373
9,8.8571,3.4598,0,0.00053055,5301.8,0.00025554,623.37,8.6045e-05,-650.17,-0.0005194,-5199.2,0.37638
10,20.042,3,0,8.745e-05,873.89,3.145e-05,-7.2878,2.3692e-05,-65.579,-8.8543e-05,-908.87,1.7085
11,16.107,2.9772,0,0.00017615,1760.3,6.3309e-05,54.255,5.4263e-05,-13.714,-0.00017536,-1739,1.1836
12,12.036,2.9656,0,0.00022455,2244,8.4445e-05,65.882,6.2264e-05,-100.78,-0.00022468,-2256.8,0.69795
13,3.2228,2.8348,0,0.00052009,5197.3,0.00030399,1437.2,5.7152e-05,-417.52,-0.00047728,-4433,0.051672
14,8.1178,3.3717,0,0.00092051,9198.7,0.00052611,2806.5,0.00015693,32.585,-0.00084027,-7460,0.3138
15,10.175,1.7452,0,0.00032387,3236.5,0.00012353,235.03,9.9956e-05,57.934,-0.00031852,-3086.4,0.50006
16,10.175,1.7452,0.1,0.00032387,3236.5,0.00031852,3086.4,-9.9956e-05,-57.934,-0.00012353,-235.03,0.50006
17,8.1178,3.3717,0.1,0.00092051,9198.7,0.00084027,7460,-0.00015693,-32.585,-0.00052611,-2806.5,0.3138
18,3.2228,2.8348,0.1,0.00052009,5197.3,0.00047728,4433,-5.7152e-05,417.52,-0.00030399,-1437.2,0.051672
19,12.036,2.9656,0.1,0.00022455,2244,0.00022468,2256.8,-6.2264e-05,100.78,-8.4445e-05,-65.882,0.69795
20,16.107,2.9772,0.1,0.00017615,1760.3,0.00017536,1739,-5.4263e-05,13.714,-6.3309e-05,-54.255,1.1836
21,20.042,3,0.1,8.745e-05,873.89,8.8543e-05,908.87,-2.3692e-05,65.579,-3.145e-05,7.2879,1.7085
22,8.8571,3.4598,0.1,0.00053055,5301.8,0.0005194,5199.2,-8.6045e-05,650.17,-0.00025554,-623.37,0.37638
23,7.9927,3.4541,0.1,0.001053,10522,0.00098626,8902.2,-0.00024389,-340.64,-0.00053781,-2549,0.30373
24,10.25,4.0587,0.1,0.00030789,3076.8,0.00029937,2833.1,-9.8376e-05,-155.36,-0.00012094,-324.89,0.50852
25,5.0953,2.7005,0.1,0.00035079,3505.5,0.00036204,3839.9,-9.5113e-05,405.1,-0.00011338,267.85,0.12752
26,6.5982,3.2859,0.1,0.00044988,4495.7,0.00043182,4053.6,-0.00011134,-27.512,-0.00020954,-765.36,0.2098
27,7.4265,3.1927,0.1,0.00064636,6459.1,0.00059665,5722.2,-4.7139e-05,885.06,-0.00037958,-1612.8,0.26319
28,9.7121,2.9348,0.1,0.00032824,3280.1,0.00032911,3307.8,-0.00010101,76.046,-0.0001136,-18.567,0.45633
29,7.8245,3.1807,0.1,0.00074975,7492.4,0.00071928,6666.7,-0.00021676,-366.39,-0.00032945,-1213.1,0.29156
30,7.9902,2.8782,0.1,0.00084447,8438.8,0.00082913,8218.1,-0.00016992,711.71,-0.00038655,-915.98,0.30394
31,24,6,0.1,4.5583e-05,455.52,4.8205e-05,537.76,-8.2771e-06,113.38,-1.5852e-05,56.463,2.263
32,24,3,0.1,4.3711e-05,436.81,4.6712e-05,527.94,-8.436e-06,113.58,-1.401e-05,71.699,2.2641
33,24,0,0.1,4.5828e-05,457.96,4.8424e-05,539.54,-8.3387e-06,113.05,-1.5992e-05,55.542,2.2626
