Node Number	X Location (in)	Y Location (in)	Z Location (in)	Minimum Principal Elastic Strain (in/in)
1	6.0507	2.8813	0.	-1.3524e-004
2	7.1879	2.7006	0.	-1.0037e-004
3	5.4356	3.0799	0.	-1.7334e-004
4	6.4387	4.6174	0.	-8.6463e-005
5	4.2327	0.63784	0.	-8.5657e-005
6	6.3584	0.56704	0.	-6.5756e-005
7	4.4049	4.7849	0.	-1.2075e-004
8	6.3858	5.4681	0.	-6.2499e-005
9	6.4435	3.7858	0.	-1.1572e-004
10	7.413	3.7775	0.	-8.5864e-005
11	4.5381	1.811	0.	-1.213e-004
12	4.4647	5.5187	0.	-8.4209e-005
13	3.192	0.89535	0.	-1.1666e-004
14	3.5586	5.3172	0.	-1.0255e-004
15	2.7201	4.8071	0.	-1.2299e-004
16	1.3118	4.7814	0.	-1.3532e-004
17	1.1409	1.245	0.	-1.3525e-004
18	2.1953	1.151	0.	-1.3069e-004
19	7.3161	0.75816	0.	-7.0172e-005
20	8.1555	1.2952	0.	-7.1254e-005
21	9.5573	1.236	0.	-6.133e-005
22	10.777	1.2137	0.	-5.12e-005
23	11.933	1.1955	0.	-4.2955e-005
24	13.064	1.1727	0.	-3.5501e-005
25	14.177	1.1687	0.	-2.8826e-005
26	15.264	1.1666	0.	-2.2916e-005
27	16.359	1.1671	0.	-1.7725e-005
28	17.443	1.1691	0.	-1.322e-005
29	18.531	1.1742	0.	-9.4002e-006
30	19.617	1.1813	0.	-6.2576e-006
31	20.705	1.1867	0.	-3.7934e-006
32	21.803	1.1869	0.	-1.9871e-006
33	22.902	1.1952	0.	-8.4846e-007
34	1.3473	3.6305	0.	-1.3842e-004
35	1.2599	2.4515	0.	-1.3896e-004
36	22.887	2.3929	0.	-9.8915e-007
37	22.891	3.6034	0.	-9.8841e-007
38	22.898	4.7962	0.	-8.5586e-007
39	21.799	4.7912	0.	-1.995e-006
40	20.697	4.7883	0.	-3.8143e-006
41	19.606	4.7279	0.	-6.3017e-006
42	18.518	4.6814	0.	-9.4453e-006
43	17.436	4.6588	0.	-1.3263e-005
44	16.352	4.6513	0.	-1.7745e-005
45	15.268	4.6513	0.	-2.2924e-005
46	14.179	4.6531	0.	-2.877e-005
47	13.078	4.7311	0.	-3.5378e-005
48	11.962	4.7569	0.	-4.2775e-005
49	10.812	4.7677	0.	-5.0883e-005
50	9.6989	4.7936	0.	-5.9508e-005
51	8.5972	4.8456	0.	-6.8023e-005
52	7.4127	4.9856	0.	-6.728e-005
53	2.6691	3.6908	0.	-1.2372e-004
54	2.5539	2.4167	0.	-1.1923e-004
55	21.792	3.5889	0.	-2.097e-006
56	8.3184	2.4994	0.	-7.0916e-005
57	9.5179	2.4125	0.	-6.0686e-005
58	10.728	2.3873	0.	-5.1275e-005
59	11.908	2.3689	0.	-4.2916e-005
60	13.05	2.3528	0.	-3.5433e-005
61	14.168	2.3442	0.	-2.8774e-005
62	15.26	2.3424	0.	-2.2899e-005
63	16.355	2.3439	0.	-1.7726e-005
64	17.441	2.3491	0.	-1.3235e-005
65	18.529	2.3558	0.	-9.4241e-006
66	19.616	2.3647	0.	-6.3026e-006
67	20.704	2.3732	0.	-3.8575e-006
