Node Numbers,X Locations (inches),Y Locations (inches),Z Locations (inches),Equivalent Elastic Strains (in/in),Equivalent Stress (psi),Max Principal Elastic Strain (in/in),Max Principal Stress (psi),Middle Principal Elastic Strain (in/in),Middle Principal Stress (psi),Min Principal Elastic Strain (in/in),Min Principal Stress (psi),Total Deformation (in)
1,3.8455,2.7621,0,0.00020554,2054,9.0096e-05,379.73,6.4372e-05,186.45,-0.00019522,-1764.1,0.020643
2,6.1161,1.609,0,9.072e-05,906.57,3.9074e-05,-33.31,9.6683e-06,-254.25,-9.3568e-05,-1029.9,0.053587
3,4.1924,3.237,0,0.00019858,1984.4,9.2564e-05,362.15,5.1424e-05,53.044,-0.0001897,-1758.7,0.024635
4,3.3337,0.52577,0,0.00010311,1030.4,4.68e-05,180.01,2.831e-05,41.087,-9.8644e-05,-912.8,0.01359
5,3.4092,1.3347,0,0.0001277,1276.1,5.8485e-05,176.22,2.9426e-05,-42.124,-0.000124,-1194.9,0.015229
6,5.3398,0.54485,0,7.1875e-05,718.25,3.1265e-05,103.38,2.0113e-05,19.586,-6.9415e-05,-653.09,0.038671
7,2.7474,4.184,0,0.00011329,1132.1,4.3015e-05,-9.2933,2.659e-05,-132.7,-0.0001152,-1198,0.010227
8,5.7825,4.5648,0,0.00010275,1026.8,4.0587e-05,108.08,3.2394e-05,46.52,-9.9978e-05,-948.07,0.047878
9,5.2608,5.0116,0,6.3568e-05,635.24,2.9812e-05,108.33,1.5357e-05,-0.27498,-6.1029e-05,-574.21,0.03844
10,3.1801,5.3454,0,9.0701e-05,906.39,3.7542e-05,82.549,2.4274e-05,-17.145,-8.9176e-05,-869.56,0.01235
11,2.4678,0.82173,0,0.00011141,1113.3,4.0296e-05,-41.831,2.6667e-05,-144.23,-0.00011422,-1202.8,0.0077426
12,5.4606,5.4568,0,7.0189e-05,701.41,2.7614e-05,76.407,2.257e-05,38.507,-6.8157e-05,-643.18,0.041311
13,2.1679,5.0668,0,0.0001306,1305.1,4.703e-05,6.3854,3.6903e-05,-69.705,-0.00013151,-1335.1,0.0059045
14,1.1318,4.873,0,0.00014087,1407.7,7.8889e-05,292.79,1.2585e-05,-205.4,-0.00013261,-1296.3,0.001617
15,1.4985,1.4237,0,0.00013998,1398.9,7.4871e-05,251.71,1.6106e-05,-189.82,-0.0001336,-1314.7,0.003038
16,6.3225,0.66257,0,7.188e-05,718.3,2.4939e-05,-26.151,1.9187e-05,-69.367,-7.3407e-05,-765.09,0.056344
17,7.1845,0.96593,0,8.5828e-05,857.69,3.2668e-05,35.619,2.4089e-05,-28.837,-8.5531e-05,-852.48,0.073238
18,8.317,1.3983,0,6.832e-05,682.73,2.5275e-05,-12.292,1.6611e-05,-77.394,-6.9612e-05,-725.24,0.097142
19,9.86,1.2648,0,5.9213e-05,591.72,2.0635e-05,1.2589,1.7783e-05,-20.176,-5.9506e-05,-600.89,0.13193
20,11.191,1.205,0,4.8287e-05,482.54,1.6194e-05,-2.6145,1.5256e-05,-9.6627,-4.8492e-05,-488.64,0.16428
21,12.419,1.1806,0,3.9724e-05,396.97,1.321e-05,0.80108,1.3012e-05,-0.68068,-3.9722e-05,-396.9,0.19568
22,13.611,1.1745,0,3.2212e-05,321.9,1.0976e-05,3.7989,1.0392e-05,-0.59318,-3.2155e-05,-320.27,0.22733
23,14.772,1.1804,0,2.5628e-05,256.1,9.0046e-06,6.1465,8.0894e-06,-0.72989,-2.5529e-05,-253.32,0.25902
24,15.929,1.185,0,1.9816e-05,198.03,7.1865e-06,7.4227,6.1156e-06,-0.62377,-1.9688e-05,-194.5,0.29128
25,17.078,1.1881,0,1.4825e-05,148.14,5.5957e-06,8.1002,4.4284e-06,-0.67066,-1.4679e-05,-144.23,0.32384
26,18.236,1.1931,0,1.0553e-05,105.45,4.2023e-06,8.3884,3.0093e-06,-0.57528,-1.0391e-05,-101.26,0.35702
27,19.387,1.1921,0,7.0631e-06,70.582,3.0614e-06,8.5397,1.8393e-06,-0.64241,-6.8838e-06,-66.184,0.39028
28,20.544,1.1894,0,4.3426e-06,43.396,2.1456e-06,8.4385,9.3893e-07,-0.62819,-4.1381e-06,-38.775,0.42391
29,21.696,1.1938,0,2.4031e-06,24.014,1.4691e-06,8.2101,2.9173e-07,-0.63635,-2.1487e-06,-18.973,0.45747
30,22.847,1.1961,0,1.2494e-06,12.486,1.0064e-06,7.6208,-9.3178e-08,-0.6412,-9.0517e-07,-6.7422,0.49105
31,1.3069,3.7841,0,0.00015088,1507.7,8.7334e-05,313.33,6.7505e-06,-292.14,-0.0001411,-1403,0.0023581
32,1.3915,2.672,0,0.00014784,1477.4,8.7574e-05,329.39,4.3497e-06,-295.92,-0.00013698,-1357.8,0.0027336
33,22.841,2.3948,0,1.582e-06,15.809,1.3471e-06,10.632,-2.3698e-07,-1.2709,-1.0403e-06,-7.3065,0.49118
34,22.841,3.6011,0,1.5811e-06,15.8,1.3458e-06,10.615,-2.3644e-07,-1.2736,-1.0404e-06,-7.3142,0.49145
35,22.842,4.8062,0,1.2528e-06,12.519,1.0063e-06,7.5869,-9.1833e-08,-0.66399,-9.109e-07,-6.8181,0.49169
36,21.685,4.8071,0,2.4142e-06,24.125,1.4684e-06,8.143,2.9855e-07,-0.64701,-2.1633e-06,-19.145,0.45795
37,20.531,4.7951,0,4.3661e-06,43.631,2.1532e-06,8.437,9.4731e-07,-0.62329,-4.162e-06,-39.012,0.42429
38,19.381,4.7885,0,7.0864e-06,70.815,3.0606e-06,8.4603,1.8553e-06,-0.59573,-6.909e-06,-66.447,0.3909
39,18.23,4.7873,0,1.0571e-05,105.64,4.2069e-06,8.3256,3.0122e-06,-0.65148,-1.0412e-05,-101.51,0.35765
40,17.081,4.7803,0,1.4818e-05,148.08,5.5855e-06,8.0282,4.4339e-06,-0.62442,-1.4673e-05,-144.19,0.3247
41,15.927,4.7539,0,1.985e-05,198.37,7.2048e-06,7.4947,6.1212e-06,-0.64677,-1.9721e-05,-194.82,0.29202
42,14.772,4.749,0,2.5643e-05,256.25,9.0108e-06,6.2445,8.1012e-06,-0.5897,-2.554e-05,-253.35,0.25981
43,13.605,4.7642,0,3.2265e-05,322.43,1.1052e-05,4.5498,1.0378e-05,-0.51643,-3.2193e-05,-320.38,0.22796
44,12.436,4.7695,0,3.9684e-05,396.57,1.3322e-05,2.1477,1.2909e-05,-0.95928,-3.9663e-05,-395.97,0.19694
45,11.252,4.7837,0,4.7996e-05,479.63,1.5988e-05,1.7455,1.5747e-05,-0.062045,-4.7967e-05,-478.79,0.16661
46,10.028,4.7884,0,5.6388e-05,563.49,1.8899e-05,-3.8066,1.7765e-05,-12.321,-5.6657e-05,-571.5,0.13666
47,8.7717,4.7313,0,6.6419e-05,663.74,2.3897e-05,13.417,1.9759e-05,-17.678,-6.6437e-05,-665.32,0.10771
48,7.5849,4.8718,0,7.808e-05,780.26,3.0539e-05,40.989,2.1255e-05,-28.77,-7.7638e-05,-771.81,0.082205
49,6.5408,5.1824,0,7.4244e-05,741.92,2.7038e-05,10.71,2.111e-05,-33.833,-7.4537e-05,-752.48,0.061294
50,6.7448,2.9447,0,9.4822e-05,947.57,3.627e-05,-14.934,2.1069e-05,-129.15,-9.6755e-05,-1014.4,0.065918
51,6.7575,3.887,0,8.1998e-05,819.42,3.2442e-05,-17.123,1.5775e-05,-142.35,-8.399e-05,-891.95,0.06616
52,8.3781,2.6161,0,6.9123e-05,690.75,2.3968e-05,-25.526,1.8441e-05,-67.055,-7.0604e-05,-736.1,0.09917
53,9.9145,2.4078,0,5.8292e-05,582.52,2.1523e-05,10.988,1.6295e-05,-28.289,-5.8487e-05,-590.17,0.13392
54,11.16,2.3971,0,4.8155e-05,481.22,1.6326e-05,-2.3155,1.4938e-05,-12.742,-4.8403e-05,-488.66,0.1642
55,12.38,2.3683,0,3.9635e-05,396.08,1.309e-05,-0.8775,1.2982e-05,-1.6876,-3.9679e-05,-397.36,0.19531
56,13.576,2.3575,0,3.2253e-05,322.31,1.1065e-05,4.226,1.0316e-05,-1.3976,-3.2201e-05,-320.86,0.22697
57,14.76,2.3628,0,2.5658e-05,256.4,9.0911e-06,6.8624,8.0339e-06,-1.0806,-2.5551e-05,-253.42,0.25921
58,15.908,2.3693,0,1.9908e-05,198.95,7.3489e-06,8.5852,6.0238e-06,-1.3708,-1.9767e-05,-195.15,0.29116
59,17.07,2.3736,0,1.488e-05,148.7,5.7445e-06,9.3911,4.3373e-06,-1.1821,-1.4712e-05,-144.31,0.32403
60,18.22,2.3854,0,1.0652e-05,106.45,4.3956e-06,9.9667,2.9021e-06,-1.2544,-1.046e-05,-101.65,0.35695
61,19.377,2.3967,0,7.1732e-06,71.682,3.2656e-06,10.286,1.7298e-06,-1.2532,-6.9495e-06,-66.466,0.39035
62,20.536,2.3968,0,4.4894e-06,44.863,2.3839e-06,10.514,8.1625e-07,-1.2645,-4.2145e-06,-39.063,0.424
63,21.689,2.3982,0,2.6228e-06,26.209,1.7466e-06,10.653,1.6676e-07,-1.2174,-2.2521e-06,-19.392,0.45756
64,21.68,3.5955,0,2.6337e-06,26.319,1.7485e-06,10.615,1.7129e-07,-1.2355,-2.2657e-06,-19.546,0.45757
65,20.529,3.5919,0,4.5015e-06,44.984,2.3865e-06,10.494,8.2141e-07,-1.2652,-4.2277e-06,-39.202,0.42406
