Node Numbers,X Locations (inches),Y Locations (inches),Z Locations (inches),Equivalent Elastic Strains (in/in),Equivalent Stress (psi),Max Principal Elastic Strain (in/in),Max Principal Stress (psi),Middle Principal Elastic Strain (in/in),Middle Principal Stress (psi),Min Principal Elastic Strain (in/in),Min Principal Stress (psi),Total Deformation (in)
1,1.53,2,0,0.0017631,17619,0.00081429,2357,0.00038538,-865.67,-0.0017154,-16650,0.016813
2,1.36,2,0,0.0011545,11537,0.00039608,151.78,0.00036927,-49.704,-0.0011526,-11485,0.013142
3,1.19,2,0,0.0009497,9490.4,0.00035634,-10.023,0.00023724,-904.86,-0.00096209,-9916.2,0.0099912
4,1.02,2,0,0.00083756,8369.8,0.0003461,6.8989,0.00015084,-1460.2,-0.00085258,-8999.5,0.0073085
5,0.85,2,0,0.00077088,7703.4,0.00034096,6.042,9.3862e-05,-1850.5,-0.00078528,-8456,0.0050629
6,0.68,2,0,0.00073074,7302.4,0.00033838,-15.778,5.4628e-05,-2147.8,-0.0007438,-8146.8,0.0032377
7,0.51,2,0,0.00071707,7165.7,0.00034796,71.413,2.7917e-05,-2333.3,-0.00072459,-7987.4,0.001824
8,0.34,2,0,0.00068739,6869.1,0.00032353,-275.34,1.1283e-05,-2621.5,-0.00070591,-8010.1,0.00081791
9,0.17,2,0,0.00079037,7898.2,0.00044475,1092.3,2.1702e-06,-2233.1,-0.00075536,-7924.9,0.00022052
10,1.8667,2.1818,0,0.0021432,21417,0.00081156,1361.6,0.00065355,174.38,-0.0021146,-20624,0.02908
11,1.8667,2.3636,0,0.0016878,16867,0.00062625,803.25,0.00051212,-54.218,-0.0016734,-16476,0.030453
12,1.8667,2.5455,0,0.001483,14819,0.00052439,419.77,0.00046827,-1.8982,-0.0014754,-14606,0.031415
13,1.8667,2.7273,0,0.0013763,13754,0.00047222,212.33,0.00044304,-6.9533,-0.0013727,-13650,0.032026
