Node Number	X Location (in)	Y Location (in)	Z Location (in)	Middle Principal Stress (psi)
1	18.6	2.1818	0.	63.401
2	18.6	2.3636	0.	-10.364
3	18.6	2.5455	0.	0.10444
4	18.6	2.7273	0.	-1.2034
5	18.6	2.9091	0.	-0.66597
6	18.6	3.0909	0.	-0.66597
7	18.6	3.2727	0.	-1.2034
8	18.6	3.4545	0.	0.10444
9	18.6	3.6364	0.	-10.364
10	18.6	3.8182	0.	63.401
11	18.767	2.1818	0.	-2.6689
12	18.767	2.3636	0.	-12.297
13	18.767	2.5455	0.	0.4327
14	18.767	2.7273	0.	-1.2862
15	18.767	2.9091	0.	-0.6127
16	18.767	3.0909	0.	-0.6127
17	18.767	3.2727	0.	-1.2862
18	18.767	3.4545	0.	0.4327
19	18.767	3.6364	0.	-12.297
20	18.767	3.8182	0.	-2.6688
21	18.416	5.8182	0.	-5.1444
22	18.416	5.6364	0.	-2.2973
23	18.416	5.4545	0.	-1.8044
24	18.416	5.2727	0.	-1.6326
25	18.416	5.0909	0.	-1.6032
26	18.416	4.9091	0.	-2.14
27	18.416	4.7273	0.	-1.2853
28	18.416	4.5455	0.	-6.7954
29	18.416	4.3636	0.	7.4163
30	18.416	4.1818	0.	-36.772
31	18.416	4.	0.	-169.84
32	18.416	3.8182	0.	9.494
33	18.416	3.6364	0.	-5.4223
34	18.416	3.4545	0.	1.6075
35	18.416	3.2727	0.	-1.0811
36	18.416	3.0909	0.	-0.27581
37	18.416	2.9091	0.	-0.27581
38	18.416	2.7273	0.	-1.0811
39	18.416	2.5455	0.	1.6075
40	18.416	2.3636	0.	-5.4223
41	18.416	2.1818	0.	9.494
42	18.416	2.	0.	-169.84
43	18.416	1.8182	0.	-36.772
44	18.416	1.6364	0.	7.4164
45	18.416	1.4545	0.	-6.7954
46	18.416	1.2727	0.	-1.2853
47	18.416	1.0909	0.	-2.14
48	18.416	0.90909	0.	-1.6032
49	18.416	0.72727	0.	-1.6326
50	18.416	0.54545	0.	-1.8044
51	18.416	0.36364	0.	-2.2973
52	18.416	0.18182	0.	-5.1444
53	18.232	5.8182	0.	-0.23001
54	18.232	5.6364	0.	0.16959
55	18.232	5.4545	0.	0.35207
56	18.232	5.2727	0.	0.50009
57	18.232	5.0909	0.	0.56503
58	18.232	4.9091	0.	0.68485
59	18.232	4.7273	0.	0.63071
60	18.232	4.5455	0.	0.58982
61	18.232	4.3636	0.	2.3327
62	18.232	4.1818	0.	5.9306
63	18.232	4.	0.	20.021
64	18.232	3.8182	0.	10.574
65	18.232	3.6364	0.	-1.6148
66	18.232	3.4545	0.	0.35544
67	18.232	3.2727	0.	-9.3581e-002
68	18.232	3.0909	0.	-0.10537
69	18.232	2.9091	0.	-0.10537
70	18.232	2.7273	0.	-9.358e-002
71	18.232	2.5455	0.	0.35544
72	18.232	2.3636	0.	-1.6148
73	18.232	2.1818	0.	10.574
74	18.232	2.	0.	20.021
75	18.232	1.8182	0.	5.9306
76	18.232	1.6364	0.	2.3327
77	18.232	1.4545	0.	0.58982
78	18.232	1.2727	0.	0.63071
79	18.232	1.0909	0.	0.68485
80	18.232	0.90909	0.	0.56503
81	18.232	0.72727	0.	0.50009
82	18.232	0.54545	0.	0.35207
83	18.232	0.36364	0.	0.16959
84	18.232	0.18182	0.	-0.23001
85	18.048	5.8182	0.	0.15195
86	18.048	5.6364	0.	-2.9681e-002
87	18.048	5.4545	0.	-2.2538e-002
88	18.048	5.2727	0.	-6.9932e-002
89	18.048	5.0909	0.	-0.11679
90	18.048	4.9091	0.	-0.25561
91	18.048	4.7273	0.	-0.32636
92	18.048	4.5455	0.	-0.2872
93	18.048	4.3636	0.	-2.6916
94	18.048	4.1818	0.	-1.206
95	18.048	4.	0.	-3.536
96	18.048	3.8182	0.	-2.7796
97	18.048	3.6364	0.	1.505
98	18.048	3.4545	0.	0.16113
99	18.048	3.2727	0.	0.17094
100	18.048	3.0909	0.	9.3642e-002
101	18.048	2.9091	0.	9.3643e-002
102	18.048	2.7273	0.	0.17094
103	18.048	2.5455	0.	0.16113
104	18.048	2.3636	0.	1.505
105	18.048	2.1818	0.	-2.7796
106	18.048	2.	0.	-3.536
107	18.048	1.8182	0.	-1.206
108	18.048	1.6364	0.	-2.6916
109	18.048	1.4545	0.	-0.2872
110	18.048	1.2727	0.	-0.32636
111	18.048	1.0909	0.	-0.25561
112	18.048	0.90909	0.	-0.11679
113	18.048	0.72727	0.	-6.9929e-002
114	18.048	0.54545	0.	-2.2536e-002
115	18.048	0.36364	0.	-2.9681e-002
116	18.048	0.18182	0.	0.15195
117	17.863	5.8182	0.	0.39588
118	17.863	5.6364	0.	0.11687
119	17.863	5.4545	0.	0.11665
120	17.863	5.2727	0.	4.8222e-002
121	17.863	5.0909	0.	-5.1691e-003
122	17.863	4.9091	0.	-5.5651e-002
123	17.863	4.7273	0.	-0.15812
124	17.863	4.5455	0.	-0.26015
125	17.863	4.3636	0.	0.30259
126	17.863	4.1818	0.	-4.6919e-002
127	17.863	4.	0.	0.67418
128	17.863	3.8182	0.	1.0923
129	17.863	3.6364	0.	0.12198
130	17.863	3.4545	0.	0.22878
131	17.863	3.2727	0.	0.20561
132	17.863	3.0909	0.	0.16728
133	17.863	2.9091	0.	0.16728
134	17.863	2.7273	0.	0.20561
135	17.863	2.5455	0.	0.22878
136	17.863	2.3636	0.	0.12198
137	17.863	2.1818	0.	1.0923
138	17.863	2.	0.	0.67418
139	17.863	1.8182	0.	-4.692e-002
140	17.863	1.6364	0.	0.3026
141	17.863	1.4545	0.	-0.26015
142	17.863	1.2727	0.	-0.15812
143	17.863	1.0909	0.	-5.5649e-002
144	17.863	0.90909	0.	-5.1658e-003
145	17.863	0.72727	0.	4.8222e-002
146	17.863	0.54545	0.	0.11665
147	17.863	0.36364	0.	0.11687
148	17.863	0.18182	0.	0.39588
149	17.679	5.8182	0.	0.2807
150	17.679	5.6364	0.	4.4461e-002
151	17.679	5.4545	0.	8.2741e-002
152	17.679	5.2727	0.	1.4737e-002
153	17.679	5.0909	0.	-3.1296e-002
154	17.679	4.9091	0.	-7.8987e-002
155	17.679	4.7273	0.	-0.10698
156	17.679	4.5455	0.	-0.14414
157	17.679	4.3636	0.	-0.2544
158	17.679	4.1818	0.	-0.15219
159	17.679	4.	0.	-0.22925
160	17.679	3.8182	0.	-0.22534
161	17.679	3.6364	0.	7.6689e-002
162	17.679	3.4545	0.	0.15452
163	17.679	3.2727	0.	0.1561
164	17.679	3.0909	0.	0.16616
165	17.679	2.9091	0.	0.16616
166	17.679	2.7273	0.	0.1561
167	17.679	2.5455	0.	0.15452
168	17.679	2.3636	0.	7.6689e-002
169	17.679	2.1818	0.	-0.22534
170	17.679	2.	0.	-0.22925
171	17.679	1.8182	0.	-0.15218
172	17.679	1.6364	0.	-0.2544
173	17.679	1.4545	0.	-0.14414
174	17.679	1.2727	0.	-0.10698
175	17.679	1.0909	0.	-7.8988e-002
176	17.679	0.90909	0.	-3.1294e-002
177	17.679	0.72727	0.	1.474e-002
