Node Numbers,X Locations (inches),Y Locations (inches),Z Locations (inches),Equivalent Elastic Strains (in/in),Equivalent Stress (psi),Max Principal Elastic Strain (in/in),Max Principal Stress (psi),Middle Principal Elastic Strain (in/in),Middle Principal Stress (psi),Min Principal Elastic Strain (in/in),Min Principal Stress (psi),Total Deformation (in)
1,20.6,2.1818,0,0.00027942,2792.3,0.00013029,492.49,7.0577e-05,43.815,-0.00026758,-2496.9,1.7849
2,20.6,2.3636,0,0.00021569,2155.5,9.8127e-05,326.45,5.3849e-05,-6.2349,-0.00020831,-1976,1.7851
3,20.6,2.5455,0,0.00019013,1900,8.4944e-05,271.46,4.8813e-05,-0.020535,-0.00018405,-1749.7,1.7853
4,20.6,2.7273,0,0.00017696,1768.4,7.8412e-05,244.14,4.5819e-05,-0.74613,-0.00017154,-1633.9,1.7854
5,20.6,2.9091,0,0.00017138,1712.6,7.5604e-05,232.44,4.4611e-05,-0.43079,-0.00016624,-1584.7,1.7854
6,20.6,3.0909,0,0.00017138,1712.6,7.5604e-05,232.44,4.4611e-05,-0.43079,-0.00016624,-1584.7,1.7854
7,20.6,3.2727,0,0.00017696,1768.4,7.8412e-05,244.14,4.5819e-05,-0.74613,-0.00017154,-1633.9,1.7854
8,20.6,3.4545,0,0.00019013,1900,8.4944e-05,271.46,4.8813e-05,-0.020534,-0.00018405,-1749.7,1.7853
9,20.6,3.6364,0,0.00021569,2155.5,9.8127e-05,326.45,5.3849e-05,-6.2349,-0.00020831,-1976,1.7851
10,20.6,3.8182,0,0.00027942,2792.3,0.00013029,492.49,7.0577e-05,43.815,-0.00026758,-2496.9,1.7849
11,20.767,2.1818,0,0.00026754,2673.5,0.00011085,266.08,7.358e-05,-13.921,-0.00026214,-2536.4,1.808
12,20.767,2.3636,0,0.00021154,2113.9,9.1231e-05,256.67,5.6029e-05,-7.8229,-0.00020606,-1977,1.8082
13,20.767,2.5455,0,0.00018535,1852.2,7.97e-05,226.1,4.9649e-05,0.31225,-0.00018046,-1728.6,1.8084
14,20.767,2.7273,0,0.00017212,1720.1,7.4023e-05,209.45,4.604e-05,-0.80213,-0.00016761,-1606.1,1.8085
15,20.767,2.9091,0,0.00016647,1663.5,7.1485e-05,201.49,4.4619e-05,-0.37056,-0.00016213,-1553.8,1.8085
16,20.767,3.0909,0,0.00016647,1663.5,7.1485e-05,201.49,4.4619e-05,-0.37056,-0.00016213,-1553.8,1.8085
17,20.767,3.2727,0,0.00017212,1720.1,7.4023e-05,209.45,4.604e-05,-0.80213,-0.00016761,-1606.1,1.8085
18,20.767,3.4545,0,0.00018535,1852.2,7.97e-05,226.1,4.9649e-05,0.31225,-0.00018046,-1728.6,1.8084
19,20.767,3.6364,0,0.00021154,2113.9,9.1231e-05,256.67,5.6029e-05,-7.8229,-0.00020606,-1977,1.8082
20,20.767,3.8182,0,0.00026754,2673.5,0.00011085,266.08,7.358e-05,-13.921,-0.00026214,-2536.4,1.808
21,20.416,5.8182,0,1.7015e-05,170.04,8.1351e-06,29.425,3.8499e-06,-2.7723,-1.6332e-05,-154.41,1.7546
22,20.416,5.6364,0,2.5355e-05,253.38,1.4353e-05,74.321,4.3018e-06,-1.2019,-2.3252e-05,-208.23,1.7551
23,20.416,5.4545,0,3.6055e-05,360.3,2.2865e-05,138.97,4.2409e-06,-0.96216,-3.1607e-05,-270.31,1.7556
24,20.416,5.2727,0,4.8245e-05,482.12,3.2748e-05,215.9,3.8962e-06,-0.88223,-4.0779e-05,-336.56,1.7561
25,20.416,5.0909,0,6.2113e-05,620.7,4.4076e-05,305.16,3.347e-06,-0.86148,-5.0989e-05,-409.12,1.7566
26,20.416,4.9091,0,7.8236e-05,781.82,5.7258e-05,409.36,2.6166e-06,-1.1942,-6.2734e-05,-492.21,1.7571
27,20.416,4.7273,0,9.7681e-05,976.13,7.3037e-05,534.15,1.8706e-06,-0.56768,-7.6912e-05,-592.51,1.7576
28,20.416,4.5455,0,0.00012252,1224.4,9.2873e-05,686.89,9.0544e-07,-4.1222,-9.5276e-05,-726.8,1.7581
