Node Number	X Location (in)	Y Location (in)	Z Location (in)	Maximum Principal Stress (psi)
1	2.6267	3.5532	0.	1156.7
2	1.9006	2.8984	0.	59.353
3	1.1314	3.471	0.	2965.8
4	3.4169	3.6378	0.	208.1
5	2.4656	2.0634	0.	-47.501
6	3.2761	1.4467	0.	1213.1
7	2.2487	2.9984	0.	1278.
8	2.4269	3.2884	0.	-38.429
9	19.118	2.9855	0.	126.43
10	14.289	3.0853	0.	102.9
11	8.0646	3.3573	0.	-60.39
12	4.3309	4.6653	0.	578.37
13	2.7642	2.7292	0.	-12.524
14	1.8108	2.9023	0.	-100.13
15	2.5897	1.6896	0.	4228.9
16	1.8557	2.9004	0.	-377.7
17	5.3444	1.9955	0.	173.72
18	5.3444	1.9955	0.1	4020.9
19	1.8557	2.9004	0.1	11713
20	2.5897	1.6896	0.1	4462.1
21	1.8108	2.9023	0.1	10631
22	2.7642	2.7292	0.1	8516.6
23	4.3309	4.6653	0.1	4316.9
24	8.0646	3.3573	0.1	3091.8
25	14.289	3.0853	0.1	2040.6
26	19.118	2.9855	0.1	1131.4
27	2.4269	3.2884	0.1	12941
28	2.2487	2.9984	0.1	10094
29	3.2761	1.4467	0.1	4460.2
30	2.4656	2.0634	0.1	11499
31	3.4169	3.6378	0.1	5657.6
32	1.1314	3.471	0.1	7719.9
33	1.9006	2.8984	0.1	10705
34	2.6267	3.5532	0.1	7396.3
35	2.1667	1.	0.1	5325.5
36	2.1667	1.5	0.1	4904.7
37	2.1667	2.	0.1	19922
38	2.	2.	0.1	18597
39	2.	1.5	0.1	10361
40	2.	1.	0.1	9273.6
41	2.1667	5.	0.1	5912.1
42	2.1667	4.5	0.1	11017
43	2.1667	4.	0.1	24016
44	2.	4.	0.1	20125
45	2.	4.5	0.1	11089
46	2.	5.	0.1	3637.1
47	2.1667	6.	0.1	4384.5
48	4.7867	6.	0.1	3675.7
49	8.28	6.	0.1	2822.4
50	13.52	6.	0.1	2169.3
51	18.76	6.	0.1	1292.6
52	24.	6.	0.1	755.72
53	24.	3.	0.1	661.43
54	3.2782e-014	3.75	0.1	6618.5
55	3.937e-014	6.	0.1	3735.
56	1.	6.	0.1	3015.8
57	2.	6.	0.1	4297.8
58	24.	0.	0.1	614.43
59	19.633	0.	0.1	967.91
60	15.267	0.	0.1	1923.2
61	10.9	0.	0.1	2588.1
62	6.5333	0.	0.1	3354.8
63	4.35	0.	0.1	3685.2
64	2.1667	0.	0.1	3701.6
65	2.	0.	0.1	3260.1
66	0.	0.	0.1	4668.4
67	2.	0.	0.	939.73
68	0.	0.	0.	-2050.1
69	4.35	0.	0.	110.95
70	6.5333	0.	0.	980.51
71	10.9	0.	0.	147.79
72	15.267	0.	0.	89.751
73	19.633	0.	0.	268.84
74	2.1667	0.	0.	-291.15
75	24.	0.	0.	140.2
76	1.	6.	0.	566.05
77	2.	6.	0.	-412.66
78	3.937e-014	6.	0.	-1723.8
79	3.2782e-014	3.75	0.	-3205.4
80	24.	3.	0.	45.104
81	24.	6.	0.	-28.823
82	18.76	6.	0.	27.735
83	13.52	6.	0.	141.32
84	8.28	6.	0.	98.034
85	4.7867	6.	0.	492.49
86	2.1667	6.	0.	147.08
87	2.	4.5	0.	2936.9
88	2.	5.	0.	157.16
89	2.	4.	0.	-725.91
90	2.1667	5.	0.	-191.24
91	2.1667	4.5	0.	-855.4
92	2.1667	4.	0.	65.846
93	2.	1.5	0.	1419.8
94	2.	1.	0.	1526.8
95	2.	2.	0.	3218.7
96	2.1667	1.	0.	-65.821
97	2.1667	1.5	0.	2647.3
98	2.1667	2.	0.	568.34
99	3.0218	3.5955	0.	679.57
100	2.5268	3.4208	0.	557.62
101	2.6267	3.5532	5.e-002	727.04
102	2.3967	3.7766	0.	382.51
103	1.516	3.1847	0.	653.83
104	2.0746	2.9484	0.	591.35
105	1.8781	2.8994	0.	-191.17
106	1.9006	2.8984	5.e-002	1026.4
107	1.9503	2.4492	0.	1053.9
108	1.69	3.2347	0.	1809.3
109	1.4711	3.1867	0.	537.61
110	1.4935	3.1857	0.	-40.461
111	1.1314	3.471	5.e-002	1708.8
112	1.0657	4.7355	0.	1560.7
113	0.5657	3.6105	0.	-213.18
114	1.5657	3.9855	0.	2145.1
115	1.5657	4.2355	0.	1331.8
116	1.5657	3.7355	0.	1108.1
117	1.5657	2.4855	0.	1180.2
118	3.8739	4.1515	0.	379.
119	3.0906	3.1835	0.	4.6024
120	4.3807	2.8166	0.	118.98
121	3.4169	3.6378	5.e-002	287.69
