nodeNumbers,xLocations,yLocations,zLocations,elasticStrains,equivalentStress,maxPrincipalElasticStrain,maxPrincipalStress,middlePrincipalElasticStrain,middlePrincipalStress,minPrincipalElasticStrain,minPrincipalStress,totalDeformation
67,0.52412,0.060675,0,4.2935e-06,295820,2.3204e-06,72883,7.4952e-07,-8493,-4.011e-06,-255110,0.010763
68,0.55251,0.060719,0,2.5375e-06,174830,1.7177e-06,73758,1.3694e-07,-8130.8,-2.1574e-06,-126990,0.011589
69,0.55241,0.091236,0,2.5465e-06,175450,1.7239e-06,73985,1.3653e-07,-8247.2,-2.1651e-06,-127480,0.011595
70,0.4957,0.091197,0,6.8079e-06,469070,3.1631e-06,72486,1.5933e-06,-8838.9,-6.5737e-06,-431930,0.009949
71,0.46767,0.09119,0,1.0028e-05,690960,4.215e-06,71144,2.6809e-06,-8327.7,-9.8236e-06,-656120,0.009141
72,0.43969,0.091136,0,1.3973e-05,962750,5.4925e-06,68932,4.0088e-06,-7929.1,-1.3789e-05,-929950,0.0083405
73,0.41146,0.091226,0,1.8671e-05,1286400,7.0152e-06,65419,5.5672e-06,-9591.2,-1.8509e-05,-1256900,0.0075413
74,0.38307,0.092007,0,2.4041e-05,1656400,8.859e-06,74196,7.3378e-06,-4610,-2.3849e-05,-1620200,0.0067494
75,0.35546,0.092838,0,2.9434e-05,2028000,1.0832e-05,70900,8.7391e-06,-37497,-2.932e-05,-2009100,0.0059938
76,0.32855,0.094413,0,3.5828e-05,2468600,1.1937e-05,18067,1.1871e-05,14617,-3.5747e-05,-2452200,0.0052744
77,0.30648,0.097581,0,4.2125e-05,2902400,1.5043e-05,113810,1.3473e-05,32490,-4.1752e-05,-2828400,0.0046995
78,0.52416,0.091193,0,4.2925e-06,295750,2.3225e-06,73174,7.4836e-07,-8374.3,-4.0085e-06,-254800,0.010774
79,0.1499,0.12754,0,5.1813e-05,3569900,2.5677e-05,706620,1.1233e-05,-41666,-4.9311e-05,-3178100,0.0012077
80,0.11127,0.024372,0,7.8754e-05,5426100,4.2405e-05,1368400,1.4565e-05,-73825,-7.3445e-05,-4633200,0.00061875
81,0.081547,0.051696,0,0.00011773,8111500,4.7425e-05,-505560,1.6105e-05,-2128100,-0.00012245,-9305700,0.00035715
82,0.14661,0.024192,0,6.2699e-05,4319900,3.752e-05,1428300,8.6881e-06,-65347,-5.6459e-05,-3440300,0.0011194
83,0.15234,0.032956,0,0.00010117,6970900,4.5846e-05,915840,2.3589e-05,-237150,-9.8456e-05,-6559700,0.0012348
84,0.13637,0.066958,0,0.00016155,11131000,8.0096e-05,3023100,4.6929e-05,1304900,-0.00014942,-8867100,0.0010076
85,0.13591,0.092881,0,0.00021143,14567000,0.00011881,3387200,2.3749e-05,-1537200,-0.0001976,-13004000,0.00099969
86,0.14646,0.089478,0,0.00012698,8749200,7.3234e-05,3301100,3.0028e-05,1062900,-0.00011306,-6349800,0.0011735
87,0.10714,0.095831,0,0.00015366,10587000,7.0048e-05,1949400,4.3037e-05,550060,-0.00014649,-9268100,0.00061233
88,0.11445,0.079694,0,0.00017258,11891000,6.66e-05,518700,4.7141e-05,-489380,-0.00017204,-11844000,0.0007081
89,0.13509,0.090635,0,0.00023175,15968000,0.00010026,1304900,5.1736e-05,-1209100,-0.00022935,-15771000,0.0009885
90,0.12678,0.084027,0,0.00020324,14003000,0.00010815,3275100,3.6361e-05,-444050,-0.00019081,-12212000,0.00086986
91,0.12678,0.084027,0.00254,0.00020324,14003000,0.00019081,12212000,-3.6361e-05,444050,-0.00010815,-3275100,0.00086986
92,0.13509,0.090635,0.00254,0.00023175,15968000,0.00022935,15771000,-5.1736e-05,1209100,-0.00010026,-1304900,0.0009885
93,0.11445,0.079694,0.00254,0.00017258,11891000,0.00017204,11844000,-4.7141e-05,489380,-6.66e-05,-518700,0.0007081
94,0.10714,0.095831,0.00254,0.00015366,10587000,0.00014649,9268100,-4.3037e-05,-550060,-7.0048e-05,-1949400,0.00061233
95,0.14646,0.089478,0.00254,0.00012698,8749200,0.00011306,6349800,-3.0028e-05,-1062900,-7.3234e-05,-3301100,0.0011735
96,0.13591,0.092881,0.00254,0.00021143,14567000,0.0001976,13004000,-2.3749e-05,1537200,-0.00011881,-3387200,0.00099969
97,0.13637,0.066958,0.00254,0.00016155,11131000,0.00014942,8867100,-4.6929e-05,-1304900,-8.0096e-05,-3023100,0.0010076
98,0.15234,0.032956,0.00254,0.00010117,6970900,9.8456e-05,6559700,-2.3589e-05,237150,-4.5846e-05,-915840,0.0012348
99,0.14661,0.024192,0.00254,6.2699e-05,4319900,5.6459e-05,3440300,-8.6881e-06,65347,-3.752e-05,-1428300,0.0011194
100,0.081547,0.051696,0.00254,0.00011773,8111500,0.00012245,9305700,-1.6105e-05,2128100,-4.7425e-05,505560,0.00035715
101,0.11127,0.024372,0.00254,7.8754e-05,5426100,7.3445e-05,4633200,-1.4565e-05,73825,-4.2405e-05,-1368400,0.00061875
102,0.1499,0.12754,0.00254,5.1813e-05,3569900,4.9311e-05,3178100,-1.1233e-05,41666,-2.5677e-05,-706620,0.0012077
103,0.52416,0.091193,0.00254,4.2925e-06,295750,4.0085e-06,254800,-7.4836e-07,8374.3,-2.3225e-06,-73174,0.010774
104,0.30648,0.097581,0.00254,4.2125e-05,2902400,4.1752e-05,2828400,-1.3473e-05,-32490,-1.5043e-05,-113810,0.0046995
105,0.32855,0.094413,0.00254,3.5828e-05,2468600,3.5747e-05,2452200,-1.1871e-05,-14617,-1.1937e-05,-18067,0.0052744
106,0.35546,0.092838,0.00254,2.9434e-05,2028000,2.932e-05,2009100,-8.7391e-06,37497,-1.0832e-05,-70900,0.0059938
107,0.38307,0.092007,0.00254,2.4041e-05,1656400,2.3849e-05,1620200,-7.3378e-06,4610,-8.859e-06,-74196,0.0067494
108,0.41146,0.091226,0.00254,1.8671e-05,1286400,1.8509e-05,1256900,-5.5672e-06,9591.2,-7.0152e-06,-65419,0.0075413
109,0.43969,0.091136,0.00254,1.3973e-05,962750,1.3789e-05,929950,-4.0088e-06,7929.1,-5.4925e-06,-68932,0.0083405
110,0.46767,0.09119,0.00254,1.0028e-05,690960,9.8236e-06,656120,-2.6809e-06,8327.7,-4.215e-06,-71144,0.009141
111,0.4957,0.091197,0.00254,6.8079e-06,469070,6.5737e-06,431930,-1.5933e-06,8838.9,-3.1631e-06,-72486,0.009949
112,0.55241,0.091236,0.00254,2.5465e-06,175450,2.1651e-06,127480,-1.3653e-07,8247.2,-1.7239e-06,-73985,0.011595
113,0.55251,0.060719,0.00254,2.5375e-06,174830,2.1574e-06,126990,-1.3694e-07,8130.8,-1.7177e-06,-73758,0.011589
114,0.52412,0.060675,0.00254,4.2935e-06,295820,4.011e-06,255110,-7.4952e-07,8493,-2.3204e-06,-72883,0.010763
115,0.49579,0.060637,0.00254,6.7925e-06,468000,6.5607e-06,431070,-1.6005e-06,8280.7,-3.1465e-06,-71806,0.0099426
116,0.46761,0.0607,0.00254,1.0027e-05,690860,9.8261e-06,656710,-2.6851e-06,8564.4,-4.2042e-06,-70128,0.0091302
117,0.43968,0.060707,0.00254,1.3969e-05,962450,1.3789e-05,930340,-4.0138e-06,8084.6,-5.4788e-06,-67810,0.0083312
118,0.41143,0.060945,0.00254,1.8641e-05,1284400,1.8482e-05,1255300,-5.5648e-06,9594.3,-6.9934e-06,-64416,0.0075313
119,0.38279,0.061422,0.00254,2.4058e-05,1657600,2.3905e-05,1628900,-7.3901e-06,7633,-8.7493e-06,-62782,0.0067327
120,0.35403,0.062395,0.00254,3.0033e-05,2069300,2.9968e-05,2057600,-9.3475e-06,20839,-1.0576e-05,-42780,0.0059464
121,0.32398,0.064516,0.00254,3.7978e-05,2616700,3.7929e-05,2608000,-1.19e-05,26660,-1.3238e-05,-42673,0.0051463
122,0.28825,0.077176,0.00254,4.5399e-05,3128000,4.5531e-05,3156500,-1.3988e-05,73126,-1.5677e-05,-14362,0.0042331
123,0.25247,0.076898,0.00254,5.6757e-05,3910500,5.7226e-05,4011800,-1.6446e-05,195270,-1.9953e-05,13572,0.0033613
124,0.17819,0.078686,0.00254,8.2446e-05,5680600,8.5278e-05,6392300,-1.3026e-05,1299700,-3.2984e-05,265800,0.0017505
125,0.21867,0.074701,0.00254,6.8149e-05,4695500,6.8779e-05,4848700,-1.7685e-05,369500,-2.5524e-05,-36582,0.00259
126,0.18128,0.13043,0.00254,6.8821e-05,4741700,6.9167e-05,4827400,-1.9143e-05,252610,-2.5278e-05,-65226,0.0018022
127,0.20642,0.11312,0.00254,7.1504e-05,4926600,7.2281e-05,5097600,-1.9766e-05,329150,-2.5604e-05,26686,0.0023268
128,0.2443,0.11346,0.00254,6.0839e-05,4191800,6.1182e-05,4278400,-1.6532e-05,252470,-2.2595e-05,-61594,0.0031711
129,0.27376,0.11636,0.00254,5.1145e-05,3523900,5.1448e-05,3586000,-1.6017e-05,91002,-1.7119e-05,33883,0.0038755
130,0.30133,0.12226,0.00254,4.2614e-05,2936100,4.2697e-05,2953500,-1.3522e-05,41110,-1.4427e-05,-5779,0.0045659
131,0.32928,0.12412,0.00254,3.6277e-05,2499500,3.6235e-05,2491400,-1.1599e-05,13391,-1.2419e-05,-29074,0.005293
132,0.35577,0.12398,0.00254,2.9859e-05,2057300,2.976e-05,2037600,-9.6422e-06,-3644.4,-1.0256e-05,-35448,0.0060031
133,0.38404,0.12232,0.00254,2.3801e-05,1639900,2.3663e-05,1612800,-7.543e-06,-3828.4,-8.4242e-06,-49480,0.0067788
134,0.41202,0.12187,0.00254,1.8497e-05,1274400,1.8349e-05,1246400,-5.6595e-06,2632.8,-6.8057e-06,-56745,0.0075611
135,0.43984,0.12166,0.00254,1.3886e-05,956710,1.3729e-05,927980,-4.1025e-06,4234.2,-5.3154e-06,-58598,0.0083499
136,0.46792,0.12174,0.00254,9.9403e-06,684880,9.7721e-06,655060,-2.7961e-06,3969,-4.0162e-06,-59241,0.0091542
137,0.49616,0.12176,0.00254,6.6784e-06,460140,6.4939e-06,429080,-1.7161e-06,3763.6,-2.9348e-06,-59369,0.0099691
138,0.52436,0.12171,0.00254,4.1416e-06,285350,3.9309e-06,252710,-8.7458e-07,3766.3,-2.0804e-06,-58699,0.010787
139,0.55262,0.1218,0.00254,2.3154e-06,159530,2.0566e-06,124300,-2.6704e-07,3929,-1.4363e-06,-56642,0.011609
140,0.5811,0.12174,0.00254,1.2277e-06,84589,8.7578e-07,44172,1.0067e-07,4018.3,-1.0003e-06,-53015,0.012438
141,0.58081,0.091279,0.00254,1.5652e-06,107840,1.0136e-06,48351,2.4636e-07,8601.9,-1.3428e-06,-73721,0.012422
142,0.58108,0.06084,0.00254,1.5599e-06,107470,1.0056e-06,47621,2.4704e-07,8325.4,-1.3416e-06,-73971,0.01242
143,0.037782,0.059889,0.00254,0.00014822,10213000,0.00013916,9623400,-5.8331e-06,2112200,-8.5309e-05,-2005100,7.7907e-05
144,0.037099,0.088995,0.00254,0.00014664,10104000,0.00013742,9451100,-6.477e-06,1996700,-8.4557e-05,-2048200,7.6586e-05
145,0.58118,0.030378,0.00254,1.2209e-06,84120,8.7019e-07,43882,1.0124e-07,4046.3,-9.9526e-07,-52757,0.012413
146,0.55297,0.030415,0.00254,2.3011e-06,158550,2.0375e-06,122730,-2.5894e-07,3764.5,-1.4369e-06,-57259,0.011592
147,0.52476,0.030206,0.00254,4.1081e-06,283050,3.894e-06,249990,-8.5838e-07,3795.3,-2.0757e-06,-59270,0.010771
148,0.49653,0.030241,0.00254,6.6415e-06,457600,6.4512e-06,425690,-1.6928e-06,3795.6,-2.9389e-06,-60757,0.0099526
149,0.46836,0.030218,0.00254,9.8751e-06,680400,9.7024e-06,649870,-2.7634e-06,4087,-4.0106e-06,-60521,0.0091396
150,0.44017,0.03024,0.00254,1.3826e-05,952600,1.3671e-05,924310,-4.0846e-06,4458.9,-5.2898e-06,-57972,0.0083321
151,0.41182,0.030452,0.00254,1.8499e-05,1274600,1.8365e-05,1249100,-5.693e-06,2803,-6.7503e-06,-51970,0.0075282
152,0.38336,0.030899,0.00254,2.3955e-05,1650500,2.3885e-05,1636900,-7.6268e-06,4421.3,-8.3124e-06,-31097,0.0067332
153,0.35402,0.031683,0.00254,3.0721e-05,2116700,3.0628e-05,2098000,-1.013e-05,-13479,-1.033e-05,-23867,0.0059296
154,0.32336,0.034611,0.00254,3.741e-05,2577600,3.7459e-05,2588100,-1.1838e-05,34282,-1.2743e-05,-12628,0.0051135
155,0.29253,0.038168,0.00254,4.5287e-05,3120300,4.5406e-05,3144800,-1.4397e-05,46714,-1.5247e-05,2698.3,0.0043214
156,0.26193,0.039532,0.00254,5.4097e-05,3727300,5.4478e-05,3805300,-1.6807e-05,112410,-1.8119e-05,44415,0.0035676
157,0.22926,0.039318,0.00254,6.5505e-05,4513300,6.5868e-05,4601300,-1.8214e-05,245540,-2.4005e-05,-54461,0.0028058
158,0.19778,0.036937,0.00254,7.23e-05,4981500,7.3279e-05,5182300,-2.1594e-05,267460,-2.4118e-05,136680,0.0021219
159,0.17539,0.020118,0.00254,6.9945e-05,4819200,7.0494e-05,4933300,-2.1175e-05,184440,-2.3834e-05,46671,0.0016529
160,0.061336,0.025758,0.00254,0.00013384,9221700,0.0001362,9702200,-4.0036e-05,572370,-4.3532e-05,391230,0.00019051
161,0.032186,0.030988,0.00254,0.0001422,9797300,0.00013415,9073500,-1.2621e-05,1470400,-7.9277e-05,-1982700,5.2578e-05
162,0.031274,0.11938,0.00254,0.00014246,9815400,0.00013491,9048400,-1.6343e-05,1212800,-7.761e-05,-1961200,5.1439e-05
163,0.059476,0.12265,0.00254,0.00012551,8647500,0.00012913,9386400,-3.5539e-05,855680,-3.9958e-05,626750,0.00018322
164,0.080173,0.12808,0.00254,0.00011102,7649400,0.00011099,7647400,-3.4678e-05,100970,-3.8577e-05,-101010,0.00032524
165,0.085667,0.019569,0.00254,0.0001091,7516700,0.00010843,7393700,-3.3071e-05,63418,-4.0021e-05,-296590,0.00036669
166,0.074429,0.086078,0.00254,0.0001178,8116100,0.00012287,9322400,-1.848e-05,1999800,-4.5578e-05,596020,0.0003029
167,0.090676,0.10794,0.00254,0.00014025,9663500,0.00013896,9440800,-4.0206e-05,159150,-5.4165e-05,-563960,0.00043401
168,0.17667,0.099057,0.00254,8.3508e-05,5753700,8.4768e-05,6048500,-2.0515e-05,594380,-3.1295e-05,35933,0.0017228
169,0.15452,0.13879,0.00254,6.4407e-05,4437700,6.1818e-05,3944100,-1.9328e-05,-259580,-2.774e-05,-695370,0.0012816
170,0.11501,0.10754,0.00254,0.00014615,10070000,0.00013568,8563800,-2.4618e-05,259640,-8.0533e-05,-2637000,0.0006905
171,0.10765,0.12054,0.00254,0.00010985,7568900,0.00010531,6841400,-2.5206e-05,80260,-5.2534e-05,-1335500,0.00058939
172,0.10252,0.13562,0.00254,8.8878e-05,6123700,8.7321e-05,5838800,-2.5692e-05,-15787,-3.5473e-05,-522530,0.00051327
173,0.15181,0.0152,0.00254,6.5571e-05,4517800,6.2585e-05,4013000,-1.6037e-05,-59981,-3.1218e-05,-846380,0.0011996
174,0.099903,0.034255,0.00254,0.00011617,8004400,0.00011385,7593500,-3.2159e-05,29812,-4.796e-05,-788760,0.0005154
175,0.10612,0.013436,0.00254,7.5227e-05,5183200,7.3736e-05,4917100,-2.1068e-05,5790.5,-3.0847e-05,-500790,0.00054761
176,0.15952,0.11662,0.00254,8.9894e-05,6193700,8.6769e-05,5613000,-2.5822e-05,-219700,-3.8713e-05,-887530,0.0013918
177,0.12419,0.095188,0.00254,0.00027267,18787000,0.00025777,16490000,-5.6159e-05,227680,-0.00013922,-4075000,0.00082435
178,0.16139,0.046338,0.00254,9.6946e-05,6679500,0.00010176,7750400,-1.7177e-05,1589200,-3.5275e-05,651630,0.0014145
179,0.14586,0.079814,0.00254,0.00014985,10325000,0.0001488,10507000,-2.3828e-05,1563700,-6.932e-05,-792930,0.0011637
180,0.15681,0.06607,0.00254,0.00014314,9862200,0.00014436,10198000,-3.4649e-05,924460,-5.563e-05,-162410,0.0013461
181,0.1016,0.1524,0,7.7846e-05,5363600,2.9373e-05,258070,2.2791e-05,-82910,-7.7295e-05,-5267800,0.00047313
182,0.0762,0.1524,0,0.00012077,8320900,4.3715e-05,363020,3.8103e-05,72321,-0.00011964,-8099400,0.00025971
183,0.0508,0.1524,0,0.00014001,9646800,4.7639e-05,-74598,4.2761e-05,-327320,-0.00014097,-9845200,0.00010605
184,0.0254,0.1524,0,0.00014119,9728300,6.0872e-05,1315800,3.9337e-05,200250,-0.00013676,-8922200,2.2253e-05
185,0.127,0.1524,0,3.9364e-05,2712200,1.4717e-05,-687350,-1.0081e-07,-1455000,-4.3449e-05,-3700600,0.00072502
186,1e-15,0.1524,0,7.052e-05,4858800,5.9715e-06,-4031300,-1.1311e-06,-4399300,-9.1169e-05,-9063700,0
187,0.0254,-4.3141e-33,0,0.00014103,9716700,5.9735e-05,1267500,4.0595e-05,275950,-0.00013667,-8907000,2.2417e-05
188,0.0508,-8.6282e-33,0,0.00014625,10077000,5.4818e-05,386610,4.2128e-05,-270780,-0.00014573,-10003000,0.00010638
189,0.0762,-1.2942e-32,0,0.00012144,8367500,4.7564e-05,448450,3.3066e-05,-302640,-0.00012072,-8269200,0.00026216
190,0.1016,-1.7256e-32,0,7.477e-05,5151700,2.5162e-05,-84479,2.2716e-05,-211200,-7.5483e-05,-5298300,0.0004792
191,0.127,0,0,3.4614e-05,2384900,1.2517e-05,-595010,9.5365e-07,-1194000,-3.82e-05,-3222300,0.00073348
192,0,0,0,6.9441e-05,4784500,5.8009e-06,-4067300,-2.3208e-06,-4488000,-9.0348e-05,-9048200,0
193,0.15937,0,0,5.253e-05,3619300,1.7219e-05,-145960,1.5586e-05,-230550,-5.3448e-05,-3806800,0.0013152
194,0.18751,0,0,6.899e-05,4753400,2.3937e-05,78902,2.1827e-05,-30402,-6.8857e-05,-4728200,0.0018657
195,0.21565,0,0,7.2966e-05,5027400,2.9122e-05,493910,2.1988e-05,124330,-7.1293e-05,-4708000,0.0024592
196,0.24379,0,0,6.0717e-05,4183400,2.1133e-05,79235,1.9225e-05,-19612,-6.0557e-05,-4152700,0.0030962
197,0.27193,0,0,5.1824e-05,3570700,1.7565e-05,36254,1.6798e-05,-3475.3,-5.174e-05,-3554100,0.0037707
198,0.30007,0,0,4.4081e-05,3037200,1.5372e-05,76875,1.4167e-05,14463,-4.3848e-05,-2991000,0.0044773
199,0.32821,0,0,3.76e-05,2590700,1.3563e-05,110080,1.1906e-05,24232,-3.7253e-05,-2522400,0.0052112
200,0.35635,0,0,3.0247e-05,2084000,1.0768e-05,61349,9.4567e-06,-6604.7,-3.01e-05,-2055800,0.0059678
201,0.38449,0,0,2.385e-05,1643300,8.6672e-06,60473,7.3142e-06,-9621.2,-2.3709e-05,-1616700,0.0067428
202,0.41263,0,0,1.8486e-05,1273700,6.9611e-06,72418,5.5894e-06,1358.2,-1.8282e-05,-1235300,0.0075321
203,0.44076,0,0,1.3802e-05,950970,5.421e-06,73925,4.0479e-06,2792.6,-1.3584e-05,-910620,0.0083323
204,0.4689,0,0,9.833e-06,677500,4.1098e-06,74407,2.7363e-06,3251.2,-9.6007e-06,-635860,0.0091406
205,0.49704,0,0,6.5835e-06,453600,3.0233e-06,73575,1.6596e-06,2931.4,-6.3345e-06,-411200,0.0099543
206,0.52518,0,0,4.0458e-06,278750,2.1423e-06,70696,8.2992e-07,2709.8,-3.7734e-06,-235760,0.010772
207,0.55332,0,0,2.1829e-06,150400,1.4368e-06,64333,2.3638e-07,2143.6,-1.8741e-06,-107190,0.011591
208,0.58146,0,0,1.0144e-06,69895,8.8428e-07,52731,-9.1159e-08,2199,-6.5547e-07,-27035,0.012411
209,0.13123,0,0,3.6118e-05,2488600,1.5741e-05,-190190,1.9429e-06,-905010,-3.7685e-05,-2957900,0.00079699
210,0.6096,0,0,4.5936e-07,31650,4.7716e-07,35479,-1.0153e-07,5500.5,-1.6162e-07,2387.3,0.013231
211,1.0658e-15,0.12192,0,0.00010183,7016300,4.0121e-07,-6869200,-1.469e-06,-6966100,-0.00013596,-13933000,0
212,7.9936e-16,0.09144,0,0.00010501,7235200,4.2042e-08,-7076200,-7.8509e-07,-7119000,-0.00014003,-14333000,0
213,5.3291e-16,0.06096,0,0.00010368,7143700,1.4335e-06,-6900300,-1.9992e-06,-7078200,-0.00013815,-14131000,0
214,2.6645e-16,0.03048,0,9.841e-05,6780400,1.5734e-07,-6637700,-1.0198e-06,-6698700,-0.00013131,-13448000,0
215,0.6096,0.03048,0,8.2924e-07,57134,7.7249e-07,47071,-2.1403e-07,-4035.6,-4.1821e-07,-14613,0.013241
216,0.6096,0.06096,0,1.2393e-06,85391,1.157e-06,69899,-3.6513e-07,-8952.9,-5.9372e-07,-20795,0.013251
217,0.6096,0.09144,0,1.237e-06,85232,1.1531e-06,69539,-3.5924e-07,-8806,-5.9884e-07,-21219,0.01326
218,0.6096,0.12192,0,8.3172e-07,57305,7.7241e-07,46851,-2.115e-07,-4119.9,-4.2494e-07,-15177,0.013268
219,0.6096,0.1524,0,4.6184e-07,31821,4.7919e-07,35594,-1.002e-07,5578.7,-1.648e-07,2232.2,0.013276
220,0.58146,0.1524,0,1.0101e-06,69595,8.8118e-07,52639,-9.0259e-08,2313.4,-6.5192e-07,-26783,0.012456
221,0.55332,0.1524,0,2.1954e-06,151260,1.4508e-06,65345,2.3456e-07,2337.8,-1.8805e-06,-107230,0.011636
222,0.52518,0.1524,0,4.0442e-06,278640,2.1567e-06,72081,8.1943e-07,2806.1,-3.7645e-06,-234660,0.010817
223,0.49704,0.1524,0,6.5978e-06,454590,3.0474e-06,75374,1.6532e-06,3147.2,-6.3413e-06,-411010,0.0099996
224,0.4689,0.1524,0,9.859e-06,679280,4.166e-06,78597,2.7162e-06,3490.5,-9.6111e-06,-635120,0.0091859
225,0.44076,0.1524,0,1.3821e-05,952250,5.4946e-06,79891,4.0151e-06,3248.2,-1.3582e-05,-908360,0.0083777
226,0.41263,0.1524,0,1.846e-05,1271900,6.9766e-06,74390,5.5649e-06,1257.6,-1.825e-05,-1232500,0.0075774
227,0.38449,0.1524,0,2.3748e-05,1636200,8.5913e-06,58435,7.3262e-06,-7103.6,-2.3607e-05,-1609600,0.0067881
228,0.35635,0.1524,0,3.0053e-05,2070700,1.0301e-05,37174,9.7627e-06,9310.1,-2.9937e-05,-2047300,0.0060131
229,0.32821,0.1524,0,3.6731e-05,2530700,1.2281e-05,13769,1.2034e-05,1007.9,-3.6694e-05,-2523300,0.0052563
230,0.30007,0.1524,0,4.4594e-05,3072500,1.5275e-05,33331,1.4211e-05,-21773,-4.456e-05,-3066400,0.0045219
231,0.27193,0.1524,0,5.277e-05,3635900,1.7588e-05,-16576,1.6899e-05,-52284,-5.2938e-05,-3670200,0.0038149
232,0.24379,0.1524,0,6.0001e-05,4134000,2.0663e-05,-27604,1.7956e-05,-167810,-6.0457e-05,-4230000,0.0031409
233,0.21565,0.1524,0,6.9621e-05,4796900,2.4944e-05,182590,2.2051e-05,32739,-6.9064e-05,-4687400,0.0025043
234,0.18751,0.1524,0,6.8974e-05,4752300,2.5697e-05,253140,2.1109e-05,15467,-6.8246e-05,-4613500,0.0019101
235,0.15937,0.1524,0,5.1346e-05,3537700,1.6978e-05,-127600,1.5183e-05,-220570,-5.2192e-05,-3710900,0.0013584
236,0.13123,0.1524,0,3.1632e-05,2179400,1.3434e-05,-217550,1.6647e-06,-827270,-3.3267e-05,-2636900,0.00083761
237,0.127,0.0381,0,0.0001621,11169000,9.868e-05,4044700,2.4337e-05,193450,-0.00014424,-8539800,0.00082223
238,0.127,0.0254,0,0.00013098,9024200,8.5097e-05,3375800,8.6234e-06,-585840,-0.00011426,-6951600,0.00079095
239,0.127,0.0127,0,4.0325e-05,2778400,1.3945e-05,-641800,3.1772e-06,-1199600,-4.4254e-05,-3656800,0.00076138
240,0.127,0.0508,0,0.00024054,16574000,7.7433e-05,-2535000,4.8392e-05,-4039500,-0.00025602,-19810000,0.00084886
241,0.13123,0.0127,0,2.6964e-05,1857800,1.0423e-05,-489100,-1.103e-06,-1086200,-2.9785e-05,-2572000,0.00082246
242,0.13123,0.0254,0,0.00010071,6938800,5.7232e-05,1853800,1.3727e-05,-399920,-9.3055e-05,-5931700,0.00084949
243,0.13123,0.0381,0,0.00016069,11071000,0.00010556,4665800,1.6715e-05,63125,-0.00013824,-7964500,0.00087934
244,0.13123,0.0508,0,0.00028242,19459000,0.00010168,-176460,7.6113e-05,-1501100,-0.00028607,-20264000,0.00090847
245,0.127,0.1143,0,0.00016411,11307000,0.00011441,4963400,3.4849e-06,-782820,-0.00013705,-8063200,0.00081864
246,0.127,0.127,0,8.5007e-05,5857000,3.1549e-05,81652,2.3078e-05,-357200,-8.5508e-05,-5982400,0.00078542
247,0.127,0.1397,0,5.4642e-05,3764900,1.7555e-05,-749730,8.6198e-06,-1212600,-5.9174e-05,-4724600,0.00075453
248,0.127,0.1016,0,0.00050566,34840000,0.00024012,1129800,4.3705e-05,-9045400,-0.00050875,-37665000,0.00085201
249,0.13123,0.1397,0,2.5779e-05,1776200,8.8989e-06,-622100,-1.1504e-06,-1142700,-2.929e-05,-2600400,0.00085539
250,0.13123,0.127,0,9.3887e-05,6468800,5.5872e-05,1697100,6.459e-06,-862690,-8.6143e-05,-5659900,0.0008745
251,0.13123,0.1143,0,0.00013967,9623200,7.6324e-05,2673500,2.7257e-05,131600,-0.00012905,-7965500,0.00089557
252,0.13123,0.1016,0,0.00022714,15650000,5.5675e-05,-4490700,4.7887e-05,-4894200,-0.00025024,-20338000,0.00091581
253,0.13123,0.1397,0.00254,2.5779e-05,1776200,2.929e-05,2600400,1.1504e-06,1142700,-8.8989e-06,622100,0.00085539
254,0.13123,0.127,0.00254,9.3887e-05,6468800,8.6143e-05,5659900,-6.459e-06,862690,-5.5872e-05,-1697100,0.0008745
255,0.13123,0.1143,0.00254,0.00013967,9623200,0.00012905,7965500,-2.7257e-05,-131600,-7.6324e-05,-2673500,0.00089557
256,0.13123,0.1016,0.00254,0.00022714,15650000,0.00025024,20338000,-4.7887e-05,4894200,-5.5675e-05,4490700,0.00091581
257,0.127,0.1016,0.00254,0.00050566,34840000,0.00050875,37665000,-4.3705e-05,9045400,-0.00024012,-1129800,0.00085201
258,0.127,0.1143,0.00254,0.00016411,11307000,0.00013705,8063200,-3.4849e-06,782820,-0.00011441,-4963400,0.00081864
259,0.127,0.127,0.00254,8.5007e-05,5857000,8.5508e-05,5982400,-2.3078e-05,357200,-3.1549e-05,-81652,0.00078542
260,0.127,0.1397,0.00254,5.4642e-05,3764900,5.9174e-05,4724600,-8.6198e-06,1212600,-1.7555e-05,749730,0.00075453
261,0.13123,0.0127,0.00254,2.6964e-05,1857800,2.9785e-05,2572000,1.103e-06,1086200,-1.0423e-05,489100,0.00082246
262,0.13123,0.0254,0.00254,0.00010071,6938800,9.3055e-05,5931700,-1.3727e-05,399920,-5.7232e-05,-1853800,0.00084949
263,0.13123,0.0381,0.00254,0.00016069,11071000,0.00013824,7964500,-1.6715e-05,-63125,-0.00010556,-4665800,0.00087934
264,0.13123,0.0508,0.00254,0.00028242,19459000,0.00028607,20264000,-7.6113e-05,1501100,-0.00010168,176460,0.00090847
265,0.127,0.0508,0.00254,0.00024054,16574000,0.00025602,19810000,-4.8392e-05,4039500,-7.7433e-05,2535000,0.00084886
266,0.127,0.0381,0.00254,0.0001621,11169000,0.00014424,8539800,-2.4337e-05,-193450,-9.868e-05,-4044700,0.00082223
267,0.127,0.0254,0.00254,0.00013098,9024200,0.00011426,6951600,-8.6234e-06,585840,-8.5097e-05,-3375800,0.00079095
