nodeNumbers,xLocations,yLocations,zLocations,elasticStrains,equivalentStress,maxPrincipalElasticStrain,maxPrincipalStress,middlePrincipalElasticStrain,middlePrincipalStress,minPrincipalElasticStrain,minPrincipalStress,totalDeformation
268,0.127,0.0127,0.00254,4.0325e-05,2778400,4.4254e-05,3656800,-3.1772e-06,1199600,-1.3945e-05,641800,0.00076138
269,0.13123,0.1524,0.00254,3.1632e-05,2179400,3.3267e-05,2636900,-1.6647e-06,827270,-1.3434e-05,217550,0.00083761
270,0.15937,0.1524,0.00254,5.1346e-05,3537700,5.2192e-05,3710900,-1.5183e-05,220570,-1.6978e-05,127600,0.0013584
271,0.18751,0.1524,0.00254,6.8974e-05,4752300,6.8246e-05,4613500,-2.1109e-05,-15467,-2.5697e-05,-253140,0.0019101
272,0.21565,0.1524,0.00254,6.9621e-05,4796900,6.9064e-05,4687400,-2.2051e-05,-32739,-2.4944e-05,-182590,0.0025043
273,0.24379,0.1524,0.00254,6.0001e-05,4134000,6.0457e-05,4230000,-1.7956e-05,167810,-2.0663e-05,27604,0.0031409
274,0.27193,0.1524,0.00254,5.277e-05,3635900,5.2938e-05,3670200,-1.6899e-05,52284,-1.7588e-05,16576,0.0038149
275,0.30007,0.1524,0.00254,4.4594e-05,3072500,4.456e-05,3066400,-1.4211e-05,21773,-1.5275e-05,-33331,0.0045219
276,0.32821,0.1524,0.00254,3.6731e-05,2530700,3.6694e-05,2523300,-1.2034e-05,-1007.9,-1.2281e-05,-13769,0.0052563
277,0.35635,0.1524,0.00254,3.0053e-05,2070700,2.9937e-05,2047300,-9.7627e-06,-9310.1,-1.0301e-05,-37174,0.0060131
278,0.38449,0.1524,0.00254,2.3748e-05,1636200,2.3607e-05,1609600,-7.3262e-06,7103.6,-8.5913e-06,-58435,0.0067881
279,0.41263,0.1524,0.00254,1.846e-05,1271900,1.825e-05,1232500,-5.5649e-06,-1257.6,-6.9766e-06,-74390,0.0075774
280,0.44076,0.1524,0.00254,1.3821e-05,952250,1.3582e-05,908360,-4.0151e-06,-3248.2,-5.4946e-06,-79891,0.0083777
281,0.4689,0.1524,0.00254,9.859e-06,679280,9.6111e-06,635120,-2.7162e-06,-3490.5,-4.166e-06,-78596,0.0091859
282,0.49704,0.1524,0.00254,6.5978e-06,454590,6.3413e-06,411010,-1.6532e-06,-3147.2,-3.0474e-06,-75374,0.0099996
283,0.52518,0.1524,0.00254,4.0442e-06,278640,3.7645e-06,234660,-8.1943e-07,-2806.1,-2.1567e-06,-72081,0.010817
284,0.55332,0.1524,0.00254,2.1954e-06,151260,1.8805e-06,107230,-2.3456e-07,-2337.8,-1.4508e-06,-65345,0.011636
285,0.58146,0.1524,0.00254,1.0101e-06,69595,6.5192e-07,26783,9.0258e-08,-2313.4,-8.8118e-07,-52639,0.012456
286,0.6096,0.1524,0.00254,4.6184e-07,31821,1.648e-07,-2232.2,1.002e-07,-5578.6,-4.7919e-07,-35594,0.013276
287,0.6096,0.12192,0.00254,8.3172e-07,57305,4.2494e-07,15177,2.115e-07,4119.9,-7.7241e-07,-46851,0.013268
288,0.6096,0.09144,0.00254,1.237e-06,85232,5.9884e-07,21219,3.5924e-07,8806,-1.1531e-06,-69539,0.01326
289,0.6096,0.06096,0.00254,1.2393e-06,85391,5.9372e-07,20795,3.6513e-07,8952.9,-1.157e-06,-69899,0.013251
290,0.6096,0.03048,0.00254,8.2924e-07,57134,4.1821e-07,14613,2.1403e-07,4035.6,-7.7249e-07,-47071,0.013241
291,2.6645e-16,0.03048,0.00254,9.841e-05,6780400,0.00013131,13448000,1.0198e-06,6698700,-1.5734e-07,6637700,0
292,5.3291e-16,0.06096,0.00254,0.00010368,7143700,0.00013815,14131000,1.9992e-06,7078200,-1.4335e-06,6900300,0
293,7.9936e-16,0.09144,0.00254,0.00010501,7235200,0.00014003,14333000,7.8509e-07,7119000,-4.2042e-08,7076200,0
294,1.0658e-15,0.12192,0.00254,0.00010183,7016300,0.00013596,13933000,1.469e-06,6966100,-4.0121e-07,6869200,0
295,0.6096,0,0.00254,4.5936e-07,31650,1.6162e-07,-2387.3,1.0153e-07,-5500.4,-4.7716e-07,-35479,0.013231
296,0.58146,0,0.00254,1.0144e-06,69895,6.5547e-07,27035,9.1159e-08,-2199,-8.8428e-07,-52731,0.012411
297,0.55332,0,0.00254,2.1829e-06,150400,1.8741e-06,107190,-2.3638e-07,-2143.6,-1.4368e-06,-64333,0.011591
298,0.52518,0,0.00254,4.0458e-06,278750,3.7734e-06,235760,-8.2992e-07,-2709.8,-2.1423e-06,-70696,0.010772
299,0.49704,0,0.00254,6.5835e-06,453600,6.3345e-06,411200,-1.6596e-06,-2931.4,-3.0233e-06,-73575,0.0099543
300,0.4689,0,0.00254,9.833e-06,677500,9.6007e-06,635860,-2.7363e-06,-3251.2,-4.1098e-06,-74407,0.0091406
301,0.44076,0,0.00254,1.3802e-05,950970,1.3584e-05,910620,-4.0479e-06,-2792.6,-5.421e-06,-73925,0.0083323
302,0.41263,0,0.00254,1.8486e-05,1273700,1.8282e-05,1235300,-5.5894e-06,-1358.2,-6.9611e-06,-72418,0.0075321
303,0.38449,0,0.00254,2.385e-05,1643300,2.3709e-05,1616700,-7.3142e-06,9621.2,-8.6672e-06,-60473,0.0067428
304,0.35635,0,0.00254,3.0247e-05,2084000,3.01e-05,2055800,-9.4567e-06,6604.7,-1.0768e-05,-61349,0.0059678
305,0.32821,0,0.00254,3.76e-05,2590700,3.7253e-05,2522400,-1.1906e-05,-24232,-1.3563e-05,-110080,0.0052112
306,0.30007,0,0.00254,4.4081e-05,3037200,4.3848e-05,2991000,-1.4167e-05,-14463,-1.5372e-05,-76875,0.0044773
307,0.27193,0,0.00254,5.1824e-05,3570700,5.174e-05,3554100,-1.6798e-05,3475.3,-1.7565e-05,-36254,0.0037707
308,0.24379,0,0.00254,6.0717e-05,4183400,6.0557e-05,4152700,-1.9225e-05,19612,-2.1133e-05,-79235,0.0030962
309,0.21565,0,0.00254,7.2966e-05,5027400,7.1293e-05,4708000,-2.1988e-05,-124330,-2.9122e-05,-493910,0.0024592
310,0.18751,0,0.00254,6.899e-05,4753400,6.8857e-05,4728200,-2.1827e-05,30402,-2.3937e-05,-78902,0.0018657
311,0.15937,0,0.00254,5.253e-05,3619300,5.3448e-05,3806800,-1.5586e-05,230550,-1.7219e-05,145960,0.0013152
312,0.13123,0,0.00254,3.6118e-05,2488600,3.7685e-05,2957900,-1.9429e-06,905010,-1.5741e-05,190190,0.00079699
313,0.127,0,0.00254,3.4614e-05,2384900,3.82e-05,3222300,-9.5365e-07,1194000,-1.2517e-05,595010,0.00073348
314,0.1016,-1.7256e-32,0.00254,7.477e-05,5151700,7.5483e-05,5298300,-2.2716e-05,211200,-2.5162e-05,84479,0.0004792
315,0.0762,-1.2942e-32,0.00254,0.00012144,8367500,0.00012072,8269200,-3.3066e-05,302640,-4.7564e-05,-448450,0.00026216
316,0.0508,-8.6282e-33,0.00254,0.00014625,10077000,0.00014573,10003000,-4.2128e-05,270780,-5.4818e-05,-386610,0.00010638
317,0.0254,-4.3141e-33,0.00254,0.00014103,9716700,0.00013667,8907000,-4.0595e-05,-275950,-5.9735e-05,-1267500,2.2417e-05
318,0,0,0.00254,6.9441e-05,4784500,9.0348e-05,9048200,2.3208e-06,4488000,-5.8009e-06,4067300,0
319,1e-15,0.1524,0.00254,7.052e-05,4858800,9.1169e-05,9063700,1.1311e-06,4399300,-5.9715e-06,4031300,0
320,0.0254,0.1524,0.00254,0.00014119,9728300,0.00013676,8922200,-3.9337e-05,-200250,-6.0872e-05,-1315800,2.2253e-05
321,0.0508,0.1524,0.00254,0.00014001,9646800,0.00014097,9845200,-4.2761e-05,327320,-4.7639e-05,74598,0.00010605
322,0.0762,0.1524,0.00254,0.00012077,8320900,0.00011964,8099400,-3.8103e-05,-72321,-4.3715e-05,-363020,0.00025971
323,0.1016,0.1524,0.00254,7.7846e-05,5363600,7.7295e-05,5267800,-2.2791e-05,82910,-2.9373e-05,-258070,0.00047313
324,0.127,0.1524,0.00254,3.9364e-05,2712200,4.3449e-05,3700600,1.0081e-07,1455000,-1.4717e-05,687350,0.00072502
325,0.15134,0.072942,0,0.00014255,9821500,6.2151e-05,460890,2.592e-05,-1416000,-0.00014294,-10164000,0.0012541
326,0.1591,0.056204,0,0.00011967,8245100,4.2445e-05,-400400,2.891e-05,-1101600,-0.00012305,-8973700,0.0013806
327,0.1675,0.072378,0,0.00011228,7736300,4.2309e-05,-155160,2.5665e-05,-1017400,-0.00011465,-8286500,0.0015446
328,0.14659,0.066514,0,0.00015135,10428000,6.1579e-05,1267200,4.6852e-05,504320,-0.00014667,-9521200,0.0011705
329,0.15681,0.06607,0.00127,1.2543e-05,864230,9.6317e-06,498960,-4.1075e-13,0.073377,-9.6317e-06,-498960,0.0013459
330,0.14616,0.084646,0,0.00013549,9335500,5.9582e-05,1441200,3.8098e-05,328210,-0.0001304,-8401000,0.0011693
331,0.14048,0.085224,0,0.00018766,12930000,6.458e-05,1831.2,5.7424e-05,-368880,-0.00018851,-13109000,0.0010761
332,0.13632,0.08192,0,0.00017167,11828000,7.3086e-05,1223300,4.4234e-05,-271410,-0.00016829,-11281000,0.0010112
333,0.14586,0.079814,0.00127,2.9626e-05,2041200,2.2749e-05,1178500,3.8877e-13,-0.065826,-2.2749e-05,-1178500,0.0011635
334,0.17958,0.041637,0,8.434e-05,5811000,2.9688e-05,-394590,1.9225e-05,-936610,-8.7349e-05,-6457600,0.0017582
335,0.15686,0.039647,0,9.8467e-05,6784400,3.8525e-05,26649,2.2162e-05,-820990,-9.9849e-05,-7141700,0.001325
336,0.16139,0.046338,0.00127,6.8253e-06,470260,5.241e-06,271510,4.625e-13,0.047515,-5.241e-06,-271510,0.0014143
337,0.14631,0.048569,0,0.00018836,12978000,6.0587e-05,-822860,5.3854e-05,-1171700,-0.00019323,-13972000,0.0011486
338,0.1196,0.10136,0,0.00020006,13784000,0.00010212,2954300,4.0719e-05,-226570,-0.0001893,-12142000,0.00075543
339,0.12964,0.092911,0,0.0002426,16715000,0.00010786,2074600,5.8788e-05,-467660,-0.00023652,-15766000,0.00090424
340,0.12548,0.089607,0,0.00023645,16291000,0.00012249,3613000,4.6263e-05,-335730,-0.00022309,-14289000,0.00084837
341,0.12419,0.095188,0.00127,3.8237e-06,263450,2.9361e-06,152100,-2.8985e-13,-0.23701,-2.9361e-06,-152100,0.00082413
342,0.1256,0.098394,0,0.00037876,26096000,0.00015985,1057900,7.6761e-05,-3246700,-0.00038027,-26923000,0.00083868
343,0.16809,0.10784,0,8.6375e-05,5951200,3.2525e-05,297390,2.5557e-05,-63578,-8.5679e-05,-5826100,0.0015565
344,0.1704,0.12353,0,7.913e-05,5452100,3.0073e-05,376790,2.4351e-05,80356,-7.7915e-05,-5217500,0.0015934
345,0.15471,0.12208,0,6.8994e-05,4753700,2.9081e-05,635740,2.034e-05,182920,-6.6739e-05,-4328100,0.0013002
346,0.15952,0.11662,0.00127,1.0333e-05,711940,7.9344e-06,411040,2.0122e-13,-0.017679,-7.9344e-06,-411040,0.0013916
347,0.14538,0.11546,0,0.00010065,6934700,4.4059e-05,1083300,2.885e-05,295340,-9.6759e-05,-6211700,0.001138
348,0.095891,0.016502,0,9.1118e-05,6278000,3.3177e-05,281760,2.8517e-05,40391,-9.0272e-05,-6113400,0.00045387
349,0.10869,0.018904,0,7.6565e-05,5275300,3.6019e-05,903150,1.8331e-05,-13190,-7.3498e-05,-4770300,0.00058301
350,0.10612,0.013436,0.00127,7.6799e-06,529140,5.8972e-06,305500,1.1182e-13,0.0010101,-5.8972e-06,-305500,0.00054745
351,0.10386,0.0067182,0,7.4105e-05,5105800,2.727e-05,170110,2.1887e-05,-108750,-7.387e-05,-5069400,0.00051351
352,0.11656,0.013068,0,5.5125e-05,3798100,1.8023e-05,-297040,1.4494e-05,-479830,-5.6994e-05,-4183300,0.00065309
353,0.092785,0.026912,0,0.00011235,7741100,4.0825e-05,378700,3.5731e-05,114770,-0.00011109,-7491000,0.00043901
354,0.10558,0.029313,0,9.538e-05,6571700,4.1015e-05,862670,2.64e-05,105540,-9.2515e-05,-6054800,0.00056744
355,0.090725,0.042975,0,0.0001164,8020000,4.5407e-05,23195,2.6331e-05,-965030,-0.00011806,-8445100,0.00043514
356,0.099903,0.034255,0.00127,1.119e-05,771000,8.5927e-06,445140,1.2378e-12,0.085845,-8.5927e-06,-445140,0.00051522
357,0.11345,0.036177,0,0.00012805,8822700,6.2085e-05,1834700,3.1779e-05,264730,-0.00012134,-7667600,0.00066144
358,0.1636,0.017659,0,6.5926e-05,4542300,2.5523e-05,296090,1.9213e-05,-30796,-6.5144e-05,-4400800,0.0014231
359,0.14921,0.019696,0,6.3609e-05,4382700,3.4108e-05,1123800,1.2348e-05,-3427.4,-5.9247e-05,-3712400,0.0011595
360,0.15181,0.0152,0.00127,6.9139e-06,476370,5.309e-06,275030,-1.1261e-21,0.0072928,-5.309e-06,-275030,0.0011994
361,0.15559,0.0076,0,5.8118e-05,4004400,2.3072e-05,290810,1.6321e-05,-58893,-5.738e-05,-3876900,0.0012572
362,0.14152,0.01395,0,4.3876e-05,3023100,1.4242e-05,-162130,1.272e-05,-241000,-4.486e-05,-3223900,0.0010102
363,0.10508,0.12808,0,9.8597e-05,6793300,4.3107e-05,882570,2.5837e-05,-12112,-9.5806e-05,-6313800,0.00055113
364,0.091345,0.13185,0,9.9192e-05,6834300,3.4963e-05,204950,3.1668e-05,34261,-9.8578e-05,-6713100,0.00041484
365,0.10252,0.13562,0.00127,6.1417e-06,423170,4.7161e-06,244320,-2.1032e-13,-0.014453,-4.7161e-06,-244320,0.00051309
366,0.10206,0.14401,0,8.2878e-05,5710300,3.1867e-05,361500,2.4396e-05,-25568,-8.1906e-05,-5532500,0.00049387
367,0.11476,0.13766,0,6.8797e-05,4740100,2.309e-05,-291010,1.8125e-05,-548220,-7.0792e-05,-5154500,0.00063177
368,0.11133,0.11404,0,0.00012778,8803900,6.637e-05,1977800,2.5018e-05,-164460,-0.00012044,-7699600,0.00063906
369,0.099163,0.11424,0,0.00012096,8334500,4.3526e-05,440840,3.9654e-05,240230,-0.00011926,-7992100,0.00051046
370,0.10765,0.12054,0.00127,4.5186e-06,311330,3.4697e-06,179750,-1.0551e-13,-2.5619e-11,-3.4697e-06,-179750,0.00058922
371,0.11732,0.12377,0,9.2226e-05,6354400,3.7656e-05,481380,2.4269e-05,-212130,-9.1149e-05,-6191300,0.00068722
372,0.11108,0.10169,0,0.00014624,10076000,6.5355e-05,1778500,4.2321e-05,585200,-0.00013964,-8841300,0.00065225
373,0.11501,0.10754,0.00127,1.2931e-05,890940,9.9294e-06,514390,-2.5701e-12,-0.12231,-9.9294e-06,-514390,0.00069032
374,0.121,0.11092,0,0.00014525,10008000,9.0401e-05,3434000,1.405e-05,-521290,-0.0001293,-7947200,0.00075553
375,0.1679,0.13461,0,6.4886e-05,4470700,2.2435e-05,169280,2.1931e-05,143120,-6.4115e-05,-4314400,0.0015378
376,0.15221,0.13317,0,5.7996e-05,3995900,2.6588e-05,694750,1.5375e-05,113890,-5.5539e-05,-3559800,0.0012447
377,0.15452,0.13879,0.00127,5.8676e-06,404280,4.5056e-06,233410,-9.5571e-22,-0.0052479,-4.5056e-06,-233410,0.0012814
378,0.15694,0.1456,0,5.7288e-05,3947100,2.1884e-05,259310,1.7247e-05,19050,-5.6522e-05,-3802500,0.00132
379,0.14288,0.13925,0,4.3529e-05,2999100,1.4129e-05,-180440,1.2356e-05,-272310,-4.463e-05,-3224400,0.0010672
380,0.19155,0.10609,0,7.7454e-05,5336600,2.8426e-05,-32520,2.0126e-05,-462510,-7.8487e-05,-5571100,0.0020183
381,0.17743,0.088872,0,8.2751e-05,5701600,3.2066e-05,-154650,1.6692e-05,-951110,-8.4872e-05,-6212600,0.0017377
382,0.17667,0.099057,0.00127,3.2216e-06,221970,2.4738e-06,128150,1.4654e-13,0.033568,-2.4738e-06,-128150,0.0017226
383,0.15395,0.10033,0,0.00014562,10033000,3.961e-05,-2464100,2.9496e-05,-2988000,-0.00015892,-12749000,0.0012994
384,0.082552,0.09701,0,0.00012889,8880600,4.9757e-05,-21972,2.9457e-05,-1073600,-0.00013091,-9381600,0.00036791
385,0.085425,0.11801,0,0.00012555,8650600,4.5546e-05,289750,3.8255e-05,-87930,-0.00012497,-8543500,0.00037915
386,0.098909,0.10189,0,0.00014561,10033000,5.981e-05,1137700,4.2936e-05,263540,-0.00014174,-9303500,0.00051926
387,0.090676,0.10794,0.00127,5.7689e-06,397480,4.4298e-06,229480,-2.4603e-13,0.010926,-4.4298e-06,-229480,0.00043381
388,0.066953,0.10436,0,0.00012139,8363800,4.2765e-05,-611540,2.7e-05,-1428300,-0.00012599,-9353800,0.0002426
389,0.055764,0.087536,0,0.0001312,9039700,6.4933e-05,719110,1.2292e-05,-2007900,-0.00012982,-9370100,0.00017173
390,0.077988,0.068887,0,0.00011597,7990500,4.6087e-05,-572270,1.6023e-05,-2129700,-0.00012098,-9226900,0.00033192
391,0.094438,0.082886,0,0.00014208,9789000,4.8588e-05,-427270,3.8205e-05,-965130,-0.00014535,-10474000,0.00048388
392,0.074429,0.086078,0.00127,5.3952e-06,371730,4.1429e-06,214620,1.1052e-13,0.0037973,-4.1429e-06,-214620,0.0003027
393,0.073502,0.022663,0,0.00012143,8366700,4.0902e-05,-92649,3.7428e-05,-272600,-0.00012231,-8547900,0.00027256
394,0.085667,0.019569,0.00127,4.4921e-06,309510,3.4494e-06,178690,-3.1408e-13,0.042125,-3.4494e-06,-178690,0.0003665
395,0.080933,0.0097843,0,0.00011489,7915800,4.1002e-05,227940,3.5679e-05,-47799,-0.00011439,-7822100,0.00031423
396,0.069825,0.12536,0,0.00011824,8146600,3.8372e-05,-309260,3.6e-05,-432170,-0.00012006,-8516700,0.00024995
397,0.080173,0.12808,0.00127,3.1155e-06,214660,2.3923e-06,123930,-6.9697e-13,0.0072966,-2.3923e-06,-123930,0.00032506
398,0.078187,0.14024,0,0.00011584,7981200,4.0462e-05,196590,3.7042e-05,19417,-0.00011528,-7871700,0.00029413
399,0.045375,0.12101,0,0.00013284,9152600,5.8759e-05,665890,2.5962e-05,-1033200,-0.00013202,-9217200,0.00010729
400,0.059476,0.12265,0.00127,3.4288e-06,236250,2.6329e-06,136400,8.967e-13,-2.8932e-11,-2.6329e-06,-136400,0.00018302
401,0.055138,0.13752,0,0.00013269,9142600,4.3557e-05,-363200,3.934e-05,-581680,-0.000135,-9613100,0.00014563
402,0.034187,0.10418,0,0.00014411,9929000,8.1049e-05,2002900,1.1052e-05,-1623300,-0.00013577,-9229500,6.417e-05
403,0.031274,0.11938,0.00127,4.0019e-06,275730,3.073e-06,159190,-6.5182e-22,-3.3767e-11,-3.073e-06,-159190,5.1223e-05
404,0.028337,0.13589,0,0.00014034,9669600,6.9213e-05,1637100,2.6976e-05,-551050,-0.00013494,-8939100,3.7625e-05
405,0.015637,0.12065,0,0.00012046,8299900,3.8831e-05,-2463100,7.064e-06,-4108800,-0.00013489,-11463000,1.3029e-05
406,0.046761,0.028373,0,0.00013651,9405300,6.1379e-05,794390,2.6327e-05,-1021500,-0.00013514,-9386400,0.00011074
407,0.034984,0.045438,0,0.00014509,9997000,8.2277e-05,1993000,9.1628e-06,-1794600,-0.00013657,-9344300,6.5233e-05
408,0.032186,0.030988,0.00127,3.6542e-06,251770,2.806e-06,145360,8.3487e-13,0.013548,-2.806e-06,-145360,5.2364e-05
409,0.028793,0.015494,0,0.00013976,9629600,6.9319e-05,1615400,2.5839e-05,-637040,-0.00013445,-8940700,3.8017e-05
410,0.016093,0.030734,0,0.0001186,8171200,3.9691e-05,-2328800,5.4481e-06,-4102800,-0.00013235,-11241000,1.3337e-05
411,0.071442,0.038727,0,0.00012538,8638500,4.5392e-05,-452890,2.8146e-05,-1346300,-0.00012931,-9503400,0.00026918
412,0.061336,0.025758,0.00127,2.001e-06,137870,1.5365e-06,79599,-3.2592e-22,0.0084806,-1.5365e-06,-79599,0.00019031
413,0.056068,0.012879,0,0.0001399,9638800,4.7714e-05,-78000,4.2483e-05,-349010,-0.00014091,-9849400,0.00014847
414,0.18658,0.028527,0,7.1038e-05,4894500,2.3512e-05,-115740,2.1783e-05,-205270,-7.1821e-05,-5054400,0.0018849
415,0.16386,0.026537,0,8.488e-05,5848200,3.3388e-05,359360,2.3486e-05,-153590,-8.4127e-05,-5728500,0.0014399
416,0.17539,0.020118,0.00127,3.8807e-06,267380,2.9799e-06,154370,-1.3645e-13,0.012505,-2.9799e-06,-154370,0.0016527
417,0.18145,0.010059,0,6.9411e-05,4782400,2.388e-05,15811,2.1456e-05,-109750,-6.9625e-05,-4828100,0.001759
418,0.21352,0.038127,0,6.8871e-05,4745200,2.3959e-05,-46409,1.9991e-05,-251950,-6.9559e-05,-4891100,0.0024569
419,0.18798,0.057811,0,7.7184e-05,5318000,2.8474e-05,-205200,1.7383e-05,-779770,-7.9276e-05,-5787200,0.0019367
420,0.19778,0.036937,0.00127,1.0778e-06,74260,8.2762e-07,42874,2.963e-14,0.0005902,-8.2762e-07,-42874,0.0021217
421,0.20671,0.018468,0,7.2484e-05,4994200,2.5327e-05,111640,2.3012e-05,-8324.1,-7.2214e-05,-4941400,0.0022909
422,0.2456,0.039425,0,5.9776e-05,4118600,2.1034e-05,3573.3,1.7528e-05,-178050,-6.0163e-05,-4202800,0.0031805
423,0.22397,0.057009,0,6.6823e-05,4604100,2.4753e-05,44942,1.796e-05,-306960,-6.7323e-05,-4725000,0.0026995
424,0.22926,0.039318,0.00127,4.5228e-07,31162,3.4729e-07,17991,-1.9953e-13,0.0018588,-3.4729e-07,-17991,0.0028056
425,0.23653,0.019659,0,6.3013e-05,4341600,2.2308e-05,53310,1.8913e-05,-122540,-6.3145e-05,-4373500,0.0029522
426,0.27723,0.03885,0,4.9691e-05,3423700,1.6606e-05,-27535,1.5678e-05,-75599,-4.9941e-05,-3475000,0.0039399
427,0.2572,0.058215,0,5.5387e-05,3816200,1.9008e-05,-30447,1.6623e-05,-154010,-5.5821e-05,-3906900,0.0034663
428,0.26193,0.039532,0.00127,5.858e-07,40361,4.4982e-07,23303,-8.0844e-14,0.022221,-4.4982e-07,-23303,0.0035674
429,0.26693,0.019766,0,5.2934e-05,3647200,1.7696e-05,-11645,1.6927e-05,-51493,-5.3088e-05,-3678600,0.0036709
430,0.30795,0.03639,0,4.1333e-05,2847900,1.3937e-05,1970.7,1.3162e-05,-38183,-4.1419e-05,-2865700,0.0047136
431,0.29039,0.057672,0,4.5327e-05,3123100,1.5348e-05,-49.406,1.4295e-05,-54625,-4.5457e-05,-3150000,0.0042794
432,0.29253,0.038168,0.00127,7.3574e-07,50692,5.6496e-07,29267,-1.1335e-13,0.017362,-5.6496e-07,-29267,0.0043213
433,0.2963,0.019084,0,4.4639e-05,3075600,1.511e-05,26742,1.4445e-05,-7706.3,-4.459e-05,-3066000,0.004401
434,0.33869,0.033147,0,3.406e-05,2346700,1.1439e-05,13165,1.1078e-05,-5494.8,-3.404e-05,-2342800,0.0055184
435,0.32367,0.049564,0,3.7613e-05,2591600,1.2919e-05,23919,1.187e-05,-30406,-3.7623e-05,-2594400,0.0051311
436,0.32336,0.034611,0.00127,5.6002e-07,38585,4.3003e-07,22277,1.8101e-13,0.0069061,-4.3003e-07,-22277,0.0051134
437,0.32579,0.017306,0,3.7458e-05,2580800,1.3059e-05,56466,1.1926e-05,-2203.4,-3.7316e-05,-2553200,0.0051636
438,0.36869,0.031291,0,2.7334e-05,1883300,9.2194e-06,22202,8.9784e-06,9718,-2.7255e-05,-1867300,0.0063291
439,0.35403,0.047039,0,3.0343e-05,2090600,1.0326e-05,26747,9.8386e-06,1500.9,-3.0271e-05,-2076400,0.0059389
440,0.35402,0.031683,0.00127,7.4772e-07,51518,5.7416e-07,29744,2.9534e-15,0.0087622,-5.7416e-07,-29744,0.0059295
441,0.35519,0.015841,0,3.0445e-05,2097700,1.042e-05,35894,9.8921e-06,8561.8,-3.0333e-05,-2075300,0.0059496
442,0.39759,0.030675,0,2.1224e-05,1462300,7.5293e-06,41427,6.6603e-06,-3593.6,-2.1123e-05,-1442900,0.0071291
443,0.38308,0.04616,0,2.3981e-05,1652300,8.5089e-06,45801,7.5092e-06,-5990.1,-2.3874e-05,-1631800,0.0067337
444,0.38336,0.030899,0.00127,5.6068e-07,38631,4.3053e-07,22304,9.6043e-16,0.011735,-4.3053e-07,-22304,0.0067331
445,0.38393,0.01545,0,2.387e-05,1644600,8.4622e-06,44353,7.4705e-06,-7020.2,-2.3769e-05,-1625400,0.0067387
446,0.426,0.030346,0,1.6159e-05,1113400,6.0183e-06,54879,4.8888e-06,-3631,-1.6016e-05,-1086600,0.0079289
447,0.41162,0.045698,0,1.854e-05,1277400,6.8459e-06,56846,5.6294e-06,-6172.8,-1.8398e-05,-1250900,0.0075304
448,0.41182,0.030452,0.00127,3.8558e-07,26566,2.9607e-07,15338,-8.7574e-23,0.014547,-2.9608e-07,-15338,0.0075281
449,0.41222,0.015226,0,1.8457e-05,1271700,6.8246e-06,60580,5.6418e-06,-690.66,-1.8293e-05,-1240600,0.0075307
450,0.45427,0.030229,0,1.1847e-05,816290,4.6484e-06,59157,3.424e-06,-4273.2,-1.1685e-05,-787000,0.008735
451,0.43993,0.045474,0,1.3862e-05,955080,5.3537e-06,61305,4.0496e-06,-6251.7,-1.37e-05,-925760,0.0083321
452,0.44017,0.03024,0.00127,3.2471e-07,22373,2.4934e-07,12917,5.2322e-14,0.015083,-2.4934e-07,-12917,0.008332
453,0.44047,0.01512,0,1.3778e-05,949270,5.3239e-06,64317,4.0666e-06,-816.62,-1.3597e-05,-915850,0.0083326
454,0.48245,0.030229,0,8.2545e-06,568740,3.4729e-06,60543,2.2281e-06,-3942.1,-8.075e-06,-537690,0.0095455
455,0.46799,0.045459,0,9.9131e-06,683010,4.0753e-06,63661,2.7246e-06,-6307.2,-9.7325e-06,-651640,0.0091353
456,0.46836,0.030218,0.00127,2.755e-07,18982,2.1155e-07,10959,1.3886e-13,0.016489,-2.1155e-07,-10959,0.0091396
457,0.46863,0.015109,0,9.8173e-06,676410,4.0287e-06,65832,2.7503e-06,-393.89,-9.6205e-06,-641260,0.0091404
458,0.51065,0.030223,0,5.3693e-06,369940,2.5055e-06,59918,1.2756e-06,-3796.4,-5.1708e-06,-337750,0.010362
459,0.49616,0.045439,0,6.6789e-06,460180,3.0112e-06,64652,1.647e-06,-6018.9,-6.4749e-06,-426770,0.0099479
460,0.49653,0.030241,0.00127,2.2665e-07,15616,1.7404e-07,9016,1.4489e-13,0.017416,-1.7404e-07,-9016,0.0099526
461,0.49679,0.01512,0,6.5746e-06,452990,2.9493e-06,65518,1.6767e-06,-408.67,-6.3615e-06,-416820,0.0099537
462,0.53887,0.030311,0,3.1953e-06,220150,1.7551e-06,58203,5.5863e-07,-3781.5,-2.9645e-06,-186300,0.011181
463,0.52444,0.045441,0,4.1639e-06,286890,2.169e-06,64571,8.043e-07,-6126.1,-3.9238e-06,-251060,0.010767
464,0.52476,0.030206,0.00127,1.7199e-07,11850,1.3206e-07,6841.5,1.465e-13,0.017815,-1.3206e-07,-6841.5,0.010771
465,0.52497,0.015103,0,4.0367e-06,278130,2.0763e-06,63288,8.4457e-07,-520.76,-3.8014e-06,-241200,0.010772
466,0.56708,0.030397,0,1.7448e-06,120210,1.2161e-06,55008,7.8725e-08,-3912,-1.4537e-06,-83299,0.012002
467,0.55274,0.045567,0,2.3857e-06,164380,1.5525e-06,64224,1.9827e-07,-5930.8,-2.073e-06,-123590,0.01159
