Node Number	X Location (in)	Y Location (in)	Z Location (in)	Minimum Principal Elastic Strain (in/in)
1	3.575	2.5779	0.	-1.9395e-004
2	4.5517	3.3993	0.	-1.4888e-004
3	4.8627	1.6119	0.	-9.7103e-005
4	3.3148	3.6915	0.	-1.9329e-004
5	5.7454	3.3507	0.	-1.1764e-004
6	3.1062	0.5171	0.	-9.5451e-005
7	3.1377	1.2884	0.	-1.3175e-004
8	5.097	0.61549	0.	-8.0966e-005
9	2.8768	5.3017	0.	-1.0035e-004
10	2.9817	4.6909	0.	-1.1318e-004
11	3.1363	4.1481	0.	-1.364e-004
12	5.1707	4.7148	0.	-1.0206e-004
13	4.776	5.0589	0.	-6.814e-005
14	5.8761	2.3441	0.	-1.0787e-004
15	1.988	4.2273	0.	-1.3124e-004
16	1.8996	5.0908	0.	-1.275e-004
17	2.5626	2.5145	0.	-1.6591e-004
18	2.2531	0.77839	0.	-1.1e-004
19	4.9752	5.465	0.	-6.7747e-005
20	1.0041	3.799	0.	-1.4184e-004
21	1.2923	2.6463	0.	-1.3278e-004
22	0.93597	4.9171	0.	-1.3292e-004
23	6.0152	1.1817	0.	-8.7123e-005
24	7.1787	1.1987	0.	-8.0989e-005
25	8.3757	1.1948	0.	-7.0841e-005
26	9.5305	1.198	0.	-6.1183e-005
27	10.676	1.1936	0.	-5.2248e-005
28	11.809	1.1832	0.	-4.3938e-005
29	12.936	1.1704	0.	-3.6406e-005
30	14.042	1.1687	0.	-2.9627e-005
31	15.146	1.1684	0.	-2.3569e-005
32	16.25	1.1692	0.	-1.8234e-005
33	17.351	1.1717	0.	-1.3597e-005
34	18.454	1.1764	0.	-9.6625e-006
35	19.556	1.1831	0.	-6.427e-006
36	20.66	1.1878	0.	-3.8908e-006
37	21.772	1.1878	0.	-2.0345e-006
38	22.887	1.1948	0.	-8.6501e-007
39	22.874	2.3926	0.	-1.005e-006
40	22.877	3.6018	0.	-1.0044e-006
41	22.884	4.7964	0.	-8.7146e-007
42	21.77	4.7919	0.	-2.0412e-006
43	20.653	4.7896	0.	-3.9096e-006
44	19.546	4.736	0.	-6.4667e-006
