Node Number	X Location (in)	Y Location (in)	Z Location (in)	Maximum Principal Elastic Strain (in/in)
1	6.2148	2.8008	0.	8.0283e-005
2	6.011	3.2021	0.	6.8191e-005
3	6.949	1.4327	0.	3.967e-005
4	3.8492	3.3492	0.	4.7962e-005
5	7.1768	4.2699	0.	3.1029e-005
6	4.9521	0.39654	0.	2.3035e-005
7	6.9989	0.55877	0.	2.7739e-005
8	4.8886	4.6827	0.	5.8204e-005
9	6.8434	5.4753	0.	2.7038e-005
10	7.247	3.6235	0.	4.1759e-005
11	4.9792	5.3967	0.	4.2887e-005
12	4.5325	1.465	0.	3.7396e-005
13	3.3969	1.2487	0.	4.2705e-005
14	4.517	2.3833	0.	4.6897e-005
15	8.1673	1.8101	0.	2.3983e-005
16	4.0194	5.1966	0.	3.5945e-005
17	1.3717	4.7612	0.	7.6164e-005
18	1.1798	1.1933	0.	7.7374e-005
19	2.3196	1.1688	0.	4.8869e-005
20	7.909	0.96395	0.	2.4335e-005
21	9.2418	0.9805	0.	2.1907e-005
22	10.394	1.095	0.	1.8136e-005
23	11.459	1.2122	0.	1.5408e-005
24	12.629	1.1944	0.	1.2806e-005
25	13.788	1.1794	0.	1.0683e-005
26	14.944	1.1731	0.	8.7069e-006
27	16.083	1.1796	0.	6.9545e-006
28	17.218	1.1822	0.	5.4046e-006
29	18.343	1.1825	0.	4.0812e-006
30	19.476	1.192	0.	2.9733e-006
31	20.601	1.194	0.	2.1058e-006
32	21.737	1.1924	0.	1.4468e-006
33	22.867	1.1953	0.	9.9811e-007
34	1.346	3.6042	0.	8.5316e-005
35	1.2367	2.4022	0.	8.6782e-005
36	22.858	2.3936	0.	1.3394e-006
37	22.855	3.6007	0.	1.3417e-006
38	22.861	4.7958	0.	1.0007e-006
39	21.729	4.7974	0.	1.4476e-006
40	20.595	4.796	0.	2.1074e-006
41	19.463	4.7985	0.	2.9777e-006
42	18.337	4.7761	0.	4.0837e-006
43	17.21	4.7358	0.	5.3996e-006
44	16.055	4.7273	0.	6.9544e-006
45	14.918	4.7501	0.	8.6856e-006
46	13.754	4.7582	0.	1.0634e-005
47	12.56	4.7598	0.	1.2993e-005
48	11.305	4.7299	0.	1.5455e-005
49	10.027	4.7464	0.	2.0268e-005
50	8.5088	4.7542	0.	2.4882e-005
51	7.8137	5.3017	0.	2.421e-005
52	3.5191	2.3367	0.	5.1346e-005
53	8.4581	3.7393	0.	2.6351e-005
54	2.6916	3.4977	0.	4.6924e-005
55	2.3931	2.3653	0.	4.831e-005
56	9.2425	1.8983	0.	2.2605e-005
57	10.228	2.2439	0.	1.8339e-005
58	11.328	2.3859	0.	1.6082e-005
59	12.531	2.3835	0.	1.2853e-005
60	13.721	2.3622	0.	1.0802e-005
61	14.898	2.3493	0.	8.8529e-006
62	16.064	2.3549	0.	7.0889e-006
63	17.206	2.3643	0.	5.5677e-006
64	18.34	2.3701	0.	4.2642e-006
65	19.462	2.3872	0.	3.196e-006
66	20.583	2.3975	0.	2.3485e-006
67	21.72	2.3906	0.	1.7258e-006
68	21.721	3.5976	0.	1.727e-006
69	20.578	3.5951	0.	2.3492e-006
70	19.451	3.5862	0.	3.2003e-006
71	18.336	3.572	0.	4.2687e-006
72	17.212	3.5467	0.	5.5697e-006
73	16.056	3.5225	0.	7.1174e-006
74	14.886	3.5477	0.	8.8621e-006
75	13.706	3.56	0.	1.0787e-005
76	12.494	3.5684	0.	1.2789e-005
77	9.7282	3.4508	0.	2.0877e-005
78	6.6375	5.08	0.	2.818e-005
79	6.9864	4.7442	0.	3.883e-005
80	4.6039	0.79956	0.	5.7193e-005
81	5.3372	2.3473	0.	7.9808e-005
82	2.9499	4.7159	0.	4.3094e-005
83	5.1701	5.0365	0.	4.109e-005
84	4.2292	4.1021	0.	4.3512e-005
85	6.6839	0.99572	0.	2.893e-005
86	7.3135	2.0536	0.	3.8743e-005
87	5.0699	3.2499	0.	5.7379e-005
88	7.846	2.8194	0.	3.1099e-005
89	6.904	2.8581	0.	4.9647e-005
90	8.8178	2.6451	0.	2.2939e-005
91	11.2	3.5512	0.	1.6747e-005
92	11.2	3.5512	0.1	4.8175e-005
93	8.8178	2.6451	0.1	6.8587e-005
94	6.904	2.8581	0.1	1.0798e-004
95	7.846	2.8194	0.1	8.6365e-005
96	5.0699	3.2499	0.1	1.3407e-004
97	7.3135	2.0536	0.1	9.2525e-005
98	6.6839	0.99572	0.1	5.4605e-005
99	4.2292	4.1021	0.1	1.1813e-004
100	5.1701	5.0365	0.1	6.6766e-005
101	2.9499	4.7159	0.1	1.2076e-004
102	5.3372	2.3473	0.1	1.4528e-004
103	4.6039	0.79956	0.1	8.2668e-005
104	6.9864	4.7442	0.1	8.2409e-005
105	6.6375	5.08	0.1	5.907e-005
106	9.7282	3.4508	0.1	5.8457e-005
107	12.494	3.5684	0.1	3.8848e-005
108	13.706	3.56	0.1	3.1447e-005
109	14.886	3.5477	0.1	2.487e-005
110	16.056	3.5225	0.1	1.9088e-005
111	17.212	3.5467	0.1	1.4165e-005
112	18.336	3.572	0.1	1.0074e-005
113	19.451	3.5862	0.1	6.7383e-006
114	20.578	3.5951	0.1	4.1134e-006
115	21.721	3.5976	0.1	2.2082e-006
116	21.72	2.3906	0.1	2.2076e-006
117	20.583	2.3975	0.1	4.1031e-006
118	19.462	2.3872	0.1	6.7116e-006
119	18.34	2.3701	0.1	1.005e-005
120	17.206	2.3643	0.1	1.4178e-005
121	16.064	2.3549	0.1	1.9072e-005
122	14.898	2.3493	0.1	2.4807e-005
123	13.721	2.3622	0.1	3.1345e-005
124	12.531	2.3835	0.1	3.8601e-005
125	11.328	2.3859	0.1	4.6788e-005
126	10.228	2.2439	0.1	5.4842e-005
127	9.2425	1.8983	0.1	6.2742e-005
128	2.3931	2.3653	0.1	1.2578e-004
129	2.6916	3.4977	0.1	1.2226e-004
130	8.4581	3.7393	0.1	7.3303e-005
131	3.5191	2.3367	0.1	1.1914e-004
132	7.8137	5.3017	0.1	6.9153e-005
133	8.5088	4.7542	0.1	6.8182e-005
134	10.027	4.7464	0.1	5.7473e-005
135	11.305	4.7299	0.1	4.7362e-005
136	12.56	4.7598	0.1	3.8975e-005
137	13.754	4.7582	0.1	3.1301e-005
138	14.918	4.7501	0.1	2.4754e-005
139	16.055	4.7273	0.1	1.9086e-005
140	17.21	4.7358	0.1	1.4178e-005
141	18.337	4.7761	0.1	1.0053e-005
142	19.463	4.7985	0.1	6.6749e-006
143	20.595	4.796	0.1	4.0236e-006
144	21.729	4.7974	0.1	2.0985e-006
145	22.861	4.7958	0.1	8.8872e-007
146	22.855	3.6007	0.1	1.0231e-006
147	22.858	2.3936	0.1	1.0212e-006
148	1.2367	2.4022	0.1	1.392e-004
149	1.346	3.6042	0.1	1.3698e-004
150	22.867	1.1953	0.1	8.8444e-007
