Node Numbers,X Locations (inches),Y Locations (inches),Z Locations (inches),Equivalent Elastic Strains (in/in),Equivalent Stress (psi),Max Principal Elastic Strain (in/in),Max Principal Stress (psi),Middle Principal Elastic Strain (in/in),Middle Principal Stress (psi),Min Principal Elastic Strain (in/in),Min Principal Stress (psi),Total Deformation (in)
1,6.1,2.1818,0,0.0016964,16953,0.00069863,1785.8,0.00048381,171.73,-0.0016574,-15916,0.21104
2,6.1,2.3636,0,0.0013432,13423,0.00056107,1408.7,0.00036811,-41.162,-0.0013141,-12680,0.21232
3,6.1,2.5455,0,0.0011828,11820,0.00048493,1149.3,0.00033211,1.0329,-0.0011591,-11203,0.21322
4,6.1,2.7273,0,0.0010998,10990,0.00044645,1010.8,0.00031132,-4.5521,-0.0010791,-10452,0.21381
5,6.1,2.9091,0,0.0010643,10636,0.00042948,947.82,0.00030302,-2.3319,-0.001045,-10131,0.21409
6,6.1,3.0909,0,0.0010643,10636,0.00042948,947.82,0.00030302,-2.3319,-0.001045,-10131,0.21409
7,6.1,3.2727,0,0.0010998,10990,0.00044645,1010.8,0.00031132,-4.5521,-0.0010791,-10452,0.21381
8,6.1,3.4545,0,0.0011828,11820,0.00048493,1149.3,0.00033211,1.0329,-0.0011591,-11203,0.21322
9,6.1,3.6364,0,0.0013432,13423,0.00056107,1408.7,0.00036811,-41.162,-0.0013141,-12680,0.21232
10,6.1,3.8182,0,0.0016964,16953,0.00069863,1785.8,0.00048381,171.73,-0.0016574,-15916,0.21104
11,6.2667,2.1818,0,0.0016797,16786,0.00067836,1567.2,0.0004841,107.66,-0.0016465,-15901,0.22385
12,6.2667,2.3636,0,0.0013366,13357,0.00055425,1350,0.00036877,-43.596,-0.001309,-12649,0.22511
13,6.2667,2.5455,0,0.0011769,11760,0.00048047,1119,0.00033175,1.6431,-0.0011538,-11160,0.226
14,6.2667,2.7273,0,0.0010942,10935,0.00044316,993.01,0.00031039,-4.575,-0.001074,-10406,0.22658
15,6.2667,2.9091,0,0.0010589,10581,0.0004266,934.61,0.00030192,-2.2007,-0.0010399,-10084,0.22686
16,6.2667,3.0909,0,0.0010589,10581,0.0004266,934.61,0.00030192,-2.2007,-0.0010399,-10084,0.22686
17,6.2667,3.2727,0,0.0010942,10935,0.00044316,993.01,0.00031039,-4.575,-0.001074,-10406,0.22658
18,6.2667,3.4545,0,0.0011769,11760,0.00048047,1119,0.00033175,1.6431,-0.0011538,-11160,0.226
19,6.2667,3.6364,0,0.0013366,13357,0.00055425,1350,0.00036877,-43.596,-0.001309,-12649,0.22511
20,6.2667,3.8182,0,0.0016797,16786,0.00067836,1567.2,0.0004841,107.66,-0.0016465,-15901,0.22385
21,5.9152,5.8182,0,0.00010111,1010.4,4.7323e-05,155.1,2.2882e-05,-28.541,-9.7695e-05,-934.51,0.1783
22,5.9152,5.6364,0,0.00014664,1465.4,7.4985e-05,321.69,3.0359e-05,-13.606,-0.00013849,-1282.3,0.18009
23,5.9152,5.4545,0,0.00020388,2037.4,0.00011458,586.37,3.5193e-05,-10.109,-0.00018742,-1682.7,0.1819
24,5.9152,5.2727,0,0.00026769,2675.1,0.00016025,902.43,3.8978e-05,-8.7287,-0.00024058,-2109.2,0.18372
25,5.9152,5.0909,0,0.0003396,3393.6,0.00021239,1268.8,4.2389e-05,-8.4558,-0.00029961,-2578.1,0.18557
