Node Number	X Location (in)	Y Location (in)	Z Location (in)	Equivalent Elastic Strain (in/in)
1	8.1973	2.6832	0.	8.8114e-004
2	8.111	3.3004	0.	8.0156e-004
3	9.4048	2.5491	0.	3.8131e-004
4	6.2717	2.8	0.	4.1793e-004
5	9.0236	3.5685	0.	4.7855e-004
6	6.5252	1.0671	0.	3.9448e-004
7	8.7317	3.0973	0.	6.5872e-004
8	7.5433	2.7535	0.	6.8091e-004
9	8.5062	2.5775	0.	7.1781e-004
10	11.308	2.8838	0.	3.0046e-004
11	12.724	1.9475	0.	2.2284e-004
12	15.232	1.9617	0.	1.982e-004
13	17.492	1.9653	0.	1.4413e-004
14	19.677	1.9666	0.	9.5092e-005
15	21.853	1.9796	0.	5.0574e-005
16	21.945	3.9685	0.	4.8818e-005
17	19.865	3.9603	0.	9.0921e-005
18	17.777	3.953	0.	1.3681e-004
19	15.736	3.9448	0.	1.8521e-004
20	13.785	4.0428	0.	2.2517e-004
21	12.001	4.3873	0.	2.6092e-004
22	10.143	4.685	0.	2.6452e-004
23	8.9675	4.0744	0.	4.0493e-004
24	1.8854	2.1121	0.	5.5095e-004
25	4.0026	2.4954	0.	4.608e-004
26	5.2077	1.5497	0.	4.4628e-004
27	1.9741	4.0876	0.	5.5527e-004
28	5.8035	4.7746	0.	4.1234e-004
29	3.7953	4.3166	0.	4.8129e-004
30	5.8052	3.6189	0.	4.229e-004
31	9.9742	1.9624	0.	2.9901e-004
32	10.185	3.3614	0.	3.2044e-004
33	10.096	1.0211	0.	2.9759e-004
34	6.9547	2.1432	0.	4.5479e-004
35	6.9547	2.1432	0.1	4.5479e-004
36	10.096	1.0211	0.1	2.9759e-004
37	10.185	3.3614	0.1	3.2044e-004
38	9.9742	1.9624	0.1	2.9901e-004
39	5.8052	3.6189	0.1	4.229e-004
40	3.7953	4.3166	0.1	4.8129e-004
41	5.8035	4.7746	0.1	4.1234e-004
42	1.9741	4.0876	0.1	5.5527e-004
43	5.2077	1.5497	0.1	4.4628e-004
44	4.0026	2.4954	0.1	4.608e-004
45	1.8854	2.1121	0.1	5.5095e-004
46	8.9675	4.0744	0.1	4.0493e-004
47	10.143	4.685	0.1	2.6452e-004
48	12.001	4.3873	0.1	2.6092e-004
49	13.785	4.0428	0.1	2.2517e-004
50	15.736	3.9448	0.1	1.8521e-004
51	17.777	3.953	0.1	1.3681e-004
52	19.865	3.9603	0.1	9.0921e-005
53	21.945	3.9685	0.1	4.8818e-005
54	21.853	1.9796	0.1	5.0574e-005
55	19.677	1.9666	0.1	9.5092e-005
56	17.492	1.9653	0.1	1.4413e-004
57	15.232	1.9617	0.1	1.982e-004
58	12.724	1.9475	0.1	2.2284e-004
59	11.308	2.8838	0.1	3.0046e-004
60	8.5062	2.5775	0.1	7.1781e-004
61	7.5433	2.7535	0.1	6.8091e-004
62	8.7317	3.0973	0.1	6.5872e-004
63	6.5252	1.0671	0.1	3.9448e-004
64	9.0236	3.5685	0.1	4.7855e-004
65	6.2717	2.8	0.1	4.1793e-004
66	9.4048	2.5491	0.1	3.8131e-004
67	8.111	3.3004	0.1	8.0156e-004
68	8.1973	2.6832	0.1	8.8114e-004
69	8.1667	5.	0.1	4.3944e-004
70	8.1667	4.5	0.1	6.6544e-004
71	8.1667	4.	0.1	1.3187e-003
72	8.	4.	0.1	1.1865e-003
73	8.	4.5	0.1	6.5736e-004
74	8.	5.	0.1	4.3489e-004
75	8.1667	1.	0.1	3.1494e-004
76	8.1667	1.5	0.1	5.9652e-004
77	8.1667	2.	0.1	1.2902e-003
78	8.	2.	0.1	1.5395e-003
79	8.	1.5	0.1	7.8249e-004
80	8.	1.	0.1	3.7606e-004
81	8.1667	6.	0.1	2.063e-004
82	10.146	6.	0.1	2.2948e-004
83	12.125	6.	0.1	2.7571e-004
84	14.104	6.	0.1	2.2305e-004
85	16.083	6.	0.1	1.7719e-004
86	18.063	6.	0.1	1.3263e-004
87	20.042	6.	0.1	8.7887e-005
88	22.021	6.	0.1	4.588e-005
89	24.	6.	0.1	2.444e-005
90	24.	4.	0.1	2.8329e-005
91	24.	2.	0.1	2.8873e-005
92	1.7484e-014	2.	0.1	3.9348e-004
93	3.4968e-014	4.	0.1	3.9445e-004
94	24.	0.	0.1	2.6983e-005
95	21.738	0.	0.1	5.1343e-005
96	19.476	0.	0.1	9.9809e-005
97	17.214	0.	0.1	1.5354e-004
98	14.952	0.	0.1	2.1074e-004
99	12.69	0.	0.1	2.2971e-004
100	10.429	0.	0.1	2.3854e-004
101	8.1667	0.	0.1	2.4763e-004
102	8.	0.	0.1	2.3922e-004
103	6.4	9.7055e-031	0.1	3.4002e-004
104	4.8	7.2791e-031	0.1	4.7689e-004
105	3.2	4.8527e-031	0.1	5.2963e-004
106	1.6	2.4264e-031	0.1	5.4147e-004
107	0.	0.	0.1	3.323e-004
108	3.937e-014	6.	0.1	3.5537e-004
109	2.	6.	0.1	5.4468e-004
110	4.	6.	0.1	5.0235e-004
