Node Number	X Location (in)	Y Location (in)	Z Location (in)	Maximum Principal Elastic Strain (in/in)
1	5.5922	2.9384	0.	1.055e-004
2	4.6206	2.8917	0.	5.5721e-005
3	6.539	4.371	0.	3.5307e-005
4	4.3749	0.52613	0.	4.2378e-005
5	6.2055	0.60883	0.	3.0804e-005
6	4.3773	4.6139	0.	5.9939e-005
7	6.196	5.4738	0.	2.5057e-005
8	6.6397	3.3634	0.	3.7402e-005
9	3.3697	3.7749	0.	4.7489e-005
10	4.3617	1.3019	0.	5.8239e-005
11	4.3475	5.3914	0.	4.5258e-005
12	3.4476	0.76871	0.	3.5148e-005
13	3.5325	2.6578	0.	4.965e-005
14	3.3881	4.9478	0.	3.6896e-005
15	2.209	4.8504	0.	5.0496e-005
16	1.0941	4.8109	0.	7.8218e-005
17	1.2289	1.2683	0.	7.746e-005
18	2.5971	1.3216	0.	4.4648e-005
19	7.2593	0.97702	0.	2.5011e-005
20	8.1512	1.9719	0.	2.7307e-005
21	9.5055	2.0168	0.	2.2799e-005
22	10.719	1.9961	0.	1.7956e-005
23	11.852	1.871	0.	1.4656e-005
24	12.937	1.857	0.	1.1961e-005
25	14.04	1.8779	0.	9.7373e-006
26	15.106	1.832	0.	8.072e-006
27	16.261	1.9582	0.	6.4922e-006
28	17.342	1.9232	0.	5.1099e-006
29	18.477	1.9788	0.	3.8704e-006
30	19.578	1.9822	0.	2.8565e-006
31	20.691	2.0084	0.	2.0206e-006
32	21.744	1.8908	0.	1.4861e-006
33	22.8	1.5356	0.	1.0286e-006
34	1.1494	3.634	0.	8.7637e-005
35	1.2219	2.438	0.	8.6725e-005
36	22.936	2.8924	0.	1.6071e-006
37	23.399	3.6072	0.	1.0507e-006
38	22.965	4.699	0.	1.0133e-006
39	21.905	3.9143	0.	1.38e-006
40	20.715	3.9874	0.	2.0137e-006
41	19.562	3.9633	0.	2.8216e-006
42	18.464	3.9581	0.	3.86e-006
43	17.355	3.9372	0.	5.107e-006
44	16.259	3.9128	0.	6.5548e-006
45	15.165	3.9086	0.	8.1111e-006
46	14.075	3.9133	0.	9.7987e-006
47	12.985	3.9261	0.	1.1786e-005
48	11.877	3.9464	0.	1.4578e-005
49	10.727	3.9687	0.	1.7925e-005
50	9.517	3.9618	0.	2.2829e-005
51	8.1772	3.9413	0.	2.6419e-005
52	7.2905	4.9411	0.	2.8125e-005
53	2.2943	3.7179	0.	5.4233e-005
54	2.43	2.5455	0.	5.0425e-005
55	6.0053	5.025	0.	2.6439e-005
56	4.6122	0.94395	0.	4.2226e-005
57	3.9433	1.8592	0.	4.5492e-005
58	4.5726	4.9974	0.	3.8985e-005
59	4.3335	4.1158	0.	5.7505e-005
60	5.9884	1.0147	0.	3.068e-005
61	6.2972	1.485	0.	4.0516e-005
62	6.5123	2.2477	0.	3.2568e-005
63	5.3084	3.429	0.	9.3465e-005
64	4.9519	3.7918	0.	1.1925e-004
65	4.3781	3.3554	0.	7.644e-005
66	4.5059	3.7895	0.	7.2296e-005
67	4.5059	3.7895	0.1	1.5484e-004
68	4.3781	3.3554	0.1	1.5985e-004
69	4.9519	3.7918	0.1	1.7262e-004
70	5.3084	3.429	0.1	1.8529e-004
71	6.5123	2.2477	0.1	1.0128e-004
72	6.2972	1.485	0.1	8.3494e-005
73	5.9884	1.0147	0.1	5.0814e-005
74	4.3335	4.1158	0.1	1.4745e-004
75	4.5726	4.9974	0.1	6.4914e-005
76	3.9433	1.8592	0.1	1.2534e-004
77	4.6122	0.94395	0.1	7.0833e-005
78	6.0053	5.025	0.1	5.2612e-005
79	2.43	2.5455	0.1	1.2777e-004
80	2.2943	3.7179	0.1	1.2996e-004
81	7.2905	4.9411	0.1	7.6256e-005
82	8.1772	3.9413	0.1	6.9456e-005
83	9.517	3.9618	0.1	6.1313e-005
84	10.727	3.9687	0.1	5.1167e-005
85	11.877	3.9464	0.1	4.269e-005
86	12.985	3.9261	0.1	3.5504e-005
87	14.075	3.9133	0.1	2.913e-005
88	15.165	3.9086	0.1	2.3247e-005
89	16.259	3.9128	0.1	1.8124e-005
90	17.355	3.9372	0.1	1.3543e-005
91	18.464	3.9581	0.1	9.6454e-006
92	19.562	3.9633	0.1	6.4449e-006
93	20.715	3.9874	0.1	3.8909e-006
94	21.905	3.9143	0.1	1.7474e-006
95	22.965	4.699	0.1	8.558e-007
96	23.399	3.6072	0.1	4.6148e-007
97	22.936	2.8924	0.1	1.0733e-006
98	1.2219	2.438	0.1	1.4007e-004
99	1.1494	3.634	0.1	1.4136e-004
100	22.8	1.5356	0.1	8.2898e-007
101	21.744	1.8908	0.1	2.1727e-006
102	20.691	2.0084	0.1	3.9456e-006
103	19.578	1.9822	0.1	6.3904e-006
104	18.477	1.9788	0.1	9.6131e-006
105	17.342	1.9232	0.1	1.3555e-005
106	16.261	1.9582	0.1	1.8164e-005
107	15.106	1.832	0.1	2.3533e-005
108	14.04	1.8779	0.1	2.938e-005
109	12.937	1.857	0.1	3.5866e-005
110	11.852	1.871	0.1	4.2919e-005
111	10.719	1.9961	0.1	5.123e-005
112	9.5055	2.0168	0.1	6.1504e-005
113	8.1512	1.9719	0.1	7.0951e-005
114	7.2593	0.97702	0.1	7.1159e-005
115	2.5971	1.3216	0.1	1.2385e-004
116	1.2289	1.2683	0.1	1.3498e-004
117	1.0941	4.8109	0.1	1.3524e-004
118	2.209	4.8504	0.1	1.3235e-004
119	3.3881	4.9478	0.1	1.0196e-004
120	3.5325	2.6578	0.1	1.2976e-004
121	3.4476	0.76871	0.1	1.0188e-004
122	4.3475	5.3914	0.1	8.4972e-005
123	4.3617	1.3019	0.1	1.2095e-004
124	3.3697	3.7749	0.1	1.1247e-004
125	6.6397	3.3634	0.1	9.7063e-005
126	6.196	5.4738	0.1	5.5001e-005
127	4.3773	4.6139	0.1	1.1017e-004
128	6.2055	0.60883	0.1	6.0239e-005
129	4.3749	0.52613	0.1	8.6265e-005
130	6.539	4.371	0.1	7.9498e-005
131	4.6206	2.8917	0.1	1.4966e-004
132	5.5922	2.9384	0.1	1.8508e-004
133	5.3867	4.	0.	1.5496e-004
134	5.3867	4.5	0.	6.3331e-005
135	5.3867	5.	0.	6.447e-005
136	5.3867	5.5	0.	9.3225e-006
137	5.22	4.	0.	1.9211e-004
138	5.22	5.5	0.	1.185e-005
139	5.22	5.	0.	5.9047e-005
140	5.22	4.5	0.	9.6467e-005
141	5.3867	2.	0.	9.0917e-005
142	5.3867	1.5	0.	7.6493e-005
143	5.3867	1.	0.	5.5752e-005
144	5.3867	0.5	0.	8.6375e-006
145	5.22	2.	0.	1.0636e-004
146	5.22	0.5	0.	1.3562e-005
147	5.22	1.	0.	7.2771e-005
148	5.22	1.5	0.	1.2326e-004
149	5.3867	6.	0.	1.1196e-005
150	6.4816	6.	0.	2.0112e-005
151	7.5765	6.	0.	2.9595e-005
152	8.6714	6.	0.	2.5252e-005
153	9.7663	6.	0.	2.0183e-005
154	10.861	6.	0.	1.6767e-005
155	11.956	6.	0.	1.4281e-005
156	13.051	6.	0.	1.2227e-005
157	14.146	6.	0.	1.0401e-005
158	15.241	6.	0.	8.6666e-006
159	16.336	6.	0.	7.0586e-006
160	17.431	6.	0.	5.638e-006
161	18.525	6.	0.	4.3548e-006
162	19.62	6.	0.	3.2702e-006
163	20.715	6.	0.	2.2486e-006
164	21.81	6.	0.	1.3945e-006
165	22.905	6.	0.	1.3079e-006
166	24.	6.	0.	5.4967e-007
167	24.	4.8	0.	6.9015e-007
168	24.	3.6	0.	1.3013e-006
169	24.	2.4	0.	9.9052e-007
170	24.	1.2	0.	6.8684e-007
171	1.049e-014	1.2	0.	5.5926e-007
172	2.0981e-014	2.4	0.	1.8675e-007
173	3.1471e-014	3.6	0.	9.8777e-008
174	4.1961e-014	4.8	0.	3.8204e-007
175	24.	0.	0.	5.5605e-007
176	5.3867	0.	0.	1.5745e-005
177	22.905	0.	0.	1.2243e-006
178	21.81	0.	0.	1.598e-006
179	20.715	0.	0.	2.3409e-006
180	19.62	0.	0.	3.2345e-006
181	18.525	0.	0.	4.249e-006
182	17.431	0.	0.	5.6218e-006
183	16.336	0.	0.	6.8816e-006
184	15.241	0.	0.	8.8124e-006
185	14.146	0.	0.	1.0498e-005
186	13.051	0.	0.	1.2417e-005
187	11.956	0.	0.	1.4339e-005
