Node Number	X Location (in)	Y Location (in)	Z Location (in)	Middle Principal Stress (psi)
1	5.5922	2.9384	0.	180.05
2	4.6206	2.8917	0.	-32.894
3	6.539	4.371	0.	-3.9501
4	4.3749	0.52613	0.	12.799
5	6.2055	0.60883	0.	3.5131
6	4.3773	4.6139	0.	-58.55
7	6.196	5.4738	0.	5.9021
8	6.6397	3.3634	0.	-168.76
9	3.3697	3.7749	0.	-214.3
10	4.3617	1.3019	0.	-33.624
11	4.3475	5.3914	0.	8.1516
12	3.4476	0.76871	0.	-36.439
13	3.5325	2.6578	0.	-176.26
14	3.3881	4.9478	0.	-32.828
15	2.209	4.8504	0.	-203.46
16	1.0941	4.8109	0.	-242.6
17	1.2289	1.2683	0.	-229.69
18	2.5971	1.3216	0.	-178.15
19	7.2593	0.97702	0.	17.312
20	8.1512	1.9719	0.	-75.384
21	9.5055	2.0168	0.	-45.783
22	10.719	1.9961	0.	-27.605
23	11.852	1.871	0.	-11.315
24	12.937	1.857	0.	-4.4669
25	14.04	1.8779	0.	-0.61709
26	15.106	1.832	0.	-1.9079
27	16.261	1.9582	0.	-0.74644
28	17.342	1.9232	0.	-1.5371
29	18.477	1.9788	0.	-0.99162
30	19.578	1.9822	0.	-1.3471
31	20.691	2.0084	0.	-0.79583
32	21.744	1.8908	0.	-1.4533
33	22.8	1.5356	0.	-1.1175
34	1.1494	3.634	0.	-327.96
35	1.2219	2.438	0.	-315.92
36	22.936	2.8924	0.	-1.1123
37	23.399	3.6072	0.	1.1409
38	22.965	4.699	0.	0.15137
39	21.905	3.9143	0.	-0.43901
40	20.715	3.9874	0.	-0.71983
41	19.562	3.9633	0.	-1.209
42	18.464	3.9581	0.	-1.1521
43	17.355	3.9372	0.	-1.0829
44	16.259	3.9128	0.	-1.2285
45	15.165	3.9086	0.	-1.2124
46	14.075	3.9133	0.	-0.67991
47	12.985	3.9261	0.	-3.0785
48	11.877	3.9464	0.	-11.313
49	10.727	3.9687	0.	-27.52
50	9.517	3.9618	0.	-45.116
51	8.1772	3.9413	0.	-66.597
52	7.2905	4.9411	0.	22.069
53	2.2943	3.7179	0.	-353.73
54	2.43	2.5455	0.	-338.7
55	6.0053	5.025	0.	49.624
56	4.6122	0.94395	0.	9.3057
57	3.9433	1.8592	0.	-264.14
58	4.5726	4.9974	0.	71.288
59	4.3335	4.1158	0.	-249.69
60	5.9884	1.0147	0.	3.1014
61	6.2972	1.485	0.	2.6021
62	6.5123	2.2477	0.	-91.735
63	5.3084	3.429	0.	-31.72
64	4.9519	3.7918	0.	131.61
65	4.3781	3.3554	0.	-37.334
66	4.5059	3.7895	0.	-217.05
67	4.5059	3.7895	0.1	217.05
68	4.3781	3.3554	0.1	37.334
69	4.9519	3.7918	0.1	-131.61
70	5.3084	3.429	0.1	31.72
71	6.5123	2.2477	0.1	91.735
72	6.2972	1.485	0.1	-2.6021
73	5.9884	1.0147	0.1	-3.1014
74	4.3335	4.1158	0.1	249.69
75	4.5726	4.9974	0.1	-71.288
76	3.9433	1.8592	0.1	264.14
77	4.6122	0.94395	0.1	-9.3057
78	6.0053	5.025	0.1	-49.624
79	2.43	2.5455	0.1	338.7
80	2.2943	3.7179	0.1	353.73
81	7.2905	4.9411	0.1	-22.069
82	8.1772	3.9413	0.1	66.597
83	9.517	3.9618	0.1	45.116
84	10.727	3.9687	0.1	27.52
85	11.877	3.9464	0.1	11.313
86	12.985	3.9261	0.1	3.0785
87	14.075	3.9133	0.1	0.67991
88	15.165	3.9086	0.1	1.2124
89	16.259	3.9128	0.1	1.2285
90	17.355	3.9372	0.1	1.0829
91	18.464	3.9581	0.1	1.1521
92	19.562	3.9633	0.1	1.209
93	20.715	3.9874	0.1	0.71983
94	21.905	3.9143	0.1	0.43901
95	22.965	4.699	0.1	-0.15137
96	23.399	3.6072	0.1	-1.1409
97	22.936	2.8924	0.1	1.1123
98	1.2219	2.438	0.1	315.92
99	1.1494	3.634	0.1	327.96
100	22.8	1.5356	0.1	1.1175
101	21.744	1.8908	0.1	1.4533
102	20.691	2.0084	0.1	0.79583
103	19.578	1.9822	0.1	1.3471
104	18.477	1.9788	0.1	0.99162
105	17.342	1.9232	0.1	1.5371
106	16.261	1.9582	0.1	0.74644
107	15.106	1.832	0.1	1.9079
108	14.04	1.8779	0.1	0.61709
109	12.937	1.857	0.1	4.4669
110	11.852	1.871	0.1	11.315
111	10.719	1.9961	0.1	27.605
112	9.5055	2.0168	0.1	45.783
113	8.1512	1.9719	0.1	75.384
114	7.2593	0.97702	0.1	-17.312
115	2.5971	1.3216	0.1	178.15
116	1.2289	1.2683	0.1	229.69
117	1.0941	4.8109	0.1	242.6
118	2.209	4.8504	0.1	203.46
119	3.3881	4.9478	0.1	32.828
120	3.5325	2.6578	0.1	176.26
121	3.4476	0.76871	0.1	36.439
122	4.3475	5.3914	0.1	-8.1516
123	4.3617	1.3019	0.1	33.624
124	3.3697	3.7749	0.1	214.3
125	6.6397	3.3634	0.1	168.76
126	6.196	5.4738	0.1	-5.9021
127	4.3773	4.6139	0.1	58.55
128	6.2055	0.60883	0.1	-3.5131
129	4.3749	0.52613	0.1	-12.799
130	6.539	4.371	0.1	3.9501
131	4.6206	2.8917	0.1	32.894
132	5.5922	2.9384	0.1	-180.05
133	5.3867	4.	0.	-478.41
134	5.3867	4.5	0.	-61.31
135	5.3867	5.	0.	-59.336
136	5.3867	5.5	0.	-160.41
137	5.22	4.	0.	-313.73
138	5.22	5.5	0.	-175.65
139	5.22	5.	0.	-127.01
140	5.22	4.5	0.	10.511
141	5.3867	2.	0.	-397.45
142	5.3867	1.5	0.	-40.553
143	5.3867	1.	0.	-68.344
144	5.3867	0.5	0.	-153.59
145	5.22	2.	0.	-339.4
146	5.22	0.5	0.	-201.76
147	5.22	1.	0.	-88.278
148	5.22	1.5	0.	-23.61
149	5.3867	6.	0.	-74.44
150	6.4816	6.	0.	-72.897
151	7.5765	6.	0.	-20.109
152	8.6714	6.	0.	-10.575
153	9.7663	6.	0.	-16.607
154	10.861	6.	0.	-12.93
155	11.956	6.	0.	-3.4633
156	13.051	6.	0.	-0.81831
157	14.146	6.	0.	-0.15343
158	15.241	6.	0.	0.91566
159	16.336	6.	0.	1.0091
160	17.431	6.	0.	0.55137
161	18.525	6.	0.	0.95159
162	19.62	6.	0.	0.83854
163	20.715	6.	0.	0.76362
164	21.81	6.	0.	-5.7984e-002
165	22.905	6.	0.	-0.78105
166	24.	6.	0.	1.3943
167	24.	4.8	0.	-0.7218
168	24.	3.6	0.	-1.9243
169	24.	2.4	0.	-0.73972
170	24.	1.2	0.	0.29171
171	1.049e-014	1.2	0.	-990.01
172	2.0981e-014	2.4	0.	-1033.3
173	3.1471e-014	3.6	0.	-1018.6
174	4.1961e-014	4.8	0.	-975.3
175	24.	0.	0.	-6.0584e-002
176	5.3867	0.	0.	-109.76
177	22.905	0.	0.	0.95903
178	21.81	0.	0.	0.66385
179	20.715	0.	0.	0.16352
180	19.62	0.	0.	0.76689
181	18.525	0.	0.	1.0085
182	17.431	0.	0.	0.63757
183	16.336	0.	0.	1.144
184	15.241	0.	0.	1.1381
185	14.146	0.	0.	-8.6029e-002
186	13.051	0.	0.	-0.89568
187	11.956	0.	0.	-1.9082
188	10.861	0.	0.	-12.339
189	9.7663	0.	0.	-18.482
190	8.6714	0.	0.	-7.0787
191	7.5765	0.	0.	-15.81
192	6.4816	0.	0.	-54.624
193	0.	0.	0.	-662.57
194	5.22	0.	0.	-186.88
195	4.176	2.7175e-030	0.	-68.181
196	3.132	2.0381e-030	0.	-8.6358
197	2.088	1.3588e-030	0.	-39.797
198	1.044	6.7938e-031	0.	-26.47
199	3.937e-014	6.	0.	-652.21
200	5.22	6.	0.	-182.18
201	1.044	6.	0.	-79.949
202	2.088	6.	0.	-103.73
203	3.132	6.	0.	2.4113
204	4.176	6.	0.	-91.476
205	5.3867	5.5	0.1	160.41
206	5.3867	5.	0.1	59.336
207	5.3867	4.5	0.1	61.31
208	5.3867	4.	0.1	478.41
209	5.22	4.	0.1	313.73
210	5.22	4.5	0.1	-10.511
211	5.22	5.	0.1	127.01
212	5.22	5.5	0.1	175.65
213	5.3867	0.5	0.1	153.59
214	5.3867	1.	0.1	68.344
215	5.3867	1.5	0.1	40.553
216	5.3867	2.	0.1	397.45
217	5.22	2.	0.1	339.4
218	5.22	1.5	0.1	23.61
219	5.22	1.	0.1	88.278
220	5.22	0.5	0.1	201.76
221	5.3867	6.	0.1	74.44
222	6.4816	6.	0.1	72.897
223	7.5765	6.	0.1	20.109
224	8.6714	6.	0.1	10.575
225	9.7663	6.	0.1	16.607
226	10.861	6.	0.1	12.93
227	11.956	6.	0.1	3.4633
228	13.051	6.	0.1	0.81831
229	14.146	6.	0.1	0.15343
230	15.241	6.	0.1	-0.91566
231	16.336	6.	0.1	-1.0091
232	17.431	6.	0.1	-0.55137
233	18.525	6.	0.1	-0.95159
234	19.62	6.	0.1	-0.83854
235	20.715	6.	0.1	-0.76362
236	21.81	6.	0.1	5.7985e-002
237	22.905	6.	0.1	0.78105
238	24.	6.	0.1	-1.3943
239	24.	4.8	0.1	0.7218
240	24.	3.6	0.1	1.9243
241	24.	2.4	0.1	0.73972
242	24.	1.2	0.1	-0.29171
243	1.049e-014	1.2	0.1	990.01
244	2.0981e-014	2.4	0.1	1033.3
245	3.1471e-014	3.6	0.1	1018.6
246	4.1961e-014	4.8	0.1	975.3
247	24.	0.	0.1	6.0584e-002
248	22.905	0.	0.1	-0.95903
249	21.81	0.	0.1	-0.66385
250	20.715	0.	0.1	-0.16352
251	19.62	0.	0.1	-0.76689
252	18.525	0.	0.1	-1.0085
253	17.431	0.	0.1	-0.63757
254	16.336	0.	0.1	-1.144
255	15.241	0.	0.1	-1.1381
256	14.146	0.	0.1	8.6029e-002
257	13.051	0.	0.1	0.89568
258	11.956	0.	0.1	1.9082
259	10.861	0.	0.1	12.339
260	9.7663	0.	0.1	18.482
261	8.6714	0.	0.1	7.0787
262	7.5765	0.	0.1	15.81
263	6.4816	0.	0.1	54.624
264	5.3867	0.	0.1	109.76
265	5.22	0.	0.1	186.88
266	4.176	2.7175e-030	0.1	68.181
267	3.132	2.0381e-030	0.1	8.6358
268	2.088	1.3588e-030	0.1	39.797
269	1.044	6.7938e-031	0.1	26.47
