Node Number	X Location (in)	Y Location (in)	Z Location (in)	Maximum Principal Elastic Strain (in/in)
1	2.7052	3.1452	0.	3.7638e-004
2	1.7916	3.0567	0.	3.5719e-004
3	0.94542	3.6106	0.	3.1675e-004
4	3.206	2.1322	0.	1.993e-004
5	3.4551	3.3132	0.	2.3642e-004
6	2.6884	2.5513	0.	2.8661e-004
7	2.1801	3.2396	0.	5.6664e-004
8	16.572	3.0788	0.	5.9843e-005
9	4.6283	3.9062	0.	1.7196e-004
10	2.1873	2.5942	0.	4.3889e-004
11	2.3708	2.7303	0.	5.0007e-004
12	3.8606	1.5508	0.	1.7165e-004
13	3.8606	1.5508	0.1	4.3697e-004
14	2.3708	2.7303	0.1	1.0567e-003
15	2.1873	2.5942	0.1	1.1068e-003
16	4.6283	3.9062	0.1	4.2477e-004
17	16.572	3.0788	0.1	1.9093e-004
18	2.1801	3.2396	0.1	1.2045e-003
19	2.6884	2.5513	0.1	8.1431e-004
20	3.4551	3.3132	0.1	5.6424e-004
21	3.206	2.1322	0.1	5.4038e-004
22	0.94542	3.6106	0.1	7.0871e-004
23	1.7916	3.0567	0.1	9.0037e-004
24	2.7052	3.1452	0.1	8.0247e-004
25	2.1667	1.	0.1	5.5895e-004
26	2.1667	1.5	0.1	9.2589e-004
27	2.1667	2.	0.1	2.1037e-003
28	2.	2.	0.1	2.36e-003
29	2.	1.5	0.1	1.138e-003
30	2.	1.	0.1	8.1766e-004
31	2.1667	5.	0.1	6.9455e-004
32	2.1667	4.5	0.1	9.9831e-004
33	2.1667	4.	0.1	2.3796e-003
34	2.	4.	0.1	1.6132e-003
35	2.	4.5	0.1	1.1122e-003
36	2.	5.	0.1	4.762e-004
37	2.1667	6.	0.1	4.5318e-004
38	5.8056	6.	0.1	3.3013e-004
39	9.4444	6.	0.1	2.8614e-004
40	16.722	6.	0.1	1.7347e-004
41	24.	6.	0.1	1.0331e-004
42	24.	3.	0.1	1.0419e-004
43	2.6226e-014	3.	0.1	4.644e-004
44	3.937e-014	6.	0.1	2.5522e-004
45	1.	6.	0.1	3.6396e-004
46	2.	6.	0.1	3.4424e-004
47	24.	0.	0.1	9.5176e-005
48	18.178	0.	0.1	1.5223e-004
49	12.356	0.	0.1	2.574e-004
50	7.9889	0.	0.1	2.769e-004
51	5.0778	0.	0.1	3.5459e-004
52	2.1667	0.	0.1	4.0555e-004
53	2.	0.	0.1	3.1942e-004
54	0.	0.	0.1	3.1251e-004
55	2.	0.	0.	2.5902e-004
56	0.	0.	0.	3.1633e-005
57	5.0778	0.	0.	1.6249e-004
58	7.9889	0.	0.	1.1686e-004
59	12.356	0.	0.	1.3918e-004
60	18.178	0.	0.	9.8776e-005
61	2.1667	0.	0.	2.2737e-004
62	24.	0.	0.	3.6165e-005
63	1.	6.	0.	2.1651e-004
64	2.	6.	0.	1.4453e-004
65	3.937e-014	6.	0.	4.172e-006
66	2.6226e-014	3.	0.	3.2614e-005
67	24.	3.	0.	2.4655e-005
68	24.	6.	0.	2.9698e-005
69	16.722	6.	0.	6.5324e-005
70	9.4444	6.	0.	1.0087e-004
71	5.8056	6.	0.	1.3723e-004
72	2.1667	6.	0.	2.2193e-004
73	2.	4.5	0.	6.0593e-004
74	2.	5.	0.	1.8231e-004
75	2.	4.	0.	5.8041e-004
76	2.1667	5.	0.	2.5682e-004
77	2.1667	4.5	0.	3.3067e-004
78	2.1667	4.	0.	8.4738e-004
79	2.	1.5	0.	5.7062e-004
80	2.	1.	0.	5.0817e-004
81	2.	2.	0.	1.0682e-003
82	2.1667	1.	0.	1.9451e-004
83	2.1667	1.5	0.	3.0552e-004
84	2.1667	2.	0.	6.6862e-004
85	3.0801	3.2292	0.	3.0521e-004
86	2.6968	2.8482	0.	3.1548e-004
87	2.4426	3.1924	0.	4.6834e-004
88	2.7052	3.1452	5.e-002	6.4961e-005
89	2.4359	3.5726	0.	5.2306e-004
90	1.3685	3.3337	0.	2.6459e-004
91	1.9858	3.1481	0.	4.5247e-004
92	1.9894	2.8254	0.	3.9609e-004
93	1.7916	3.0567	5.e-002	4.8748e-005
94	1.8958	2.5284	0.	6.1908e-004
95	0.94542	3.6106	5.e-002	1.495e-005
96	0.97271	4.8053	0.	2.6654e-004
97	0.47271	3.3053	0.	1.5875e-004
98	1.4727	4.0553	0.	4.5811e-004
99	1.4727	4.3053	0.	2.4486e-004
100	1.4727	3.8053	0.	3.8221e-004
101	1.4727	2.5553	0.	4.4289e-004
102	3.3306	2.7227	0.	1.9998e-004
103	2.9472	2.3417	0.	2.4186e-004
104	3.5333	1.8415	0.	1.7779e-004
105	3.206	2.1322	5.e-002	1.8121e-005
106	2.6864	1.8161	0.	2.4305e-004
107	4.0417	3.6097	0.	1.7553e-004
108	3.4551	3.3132	5.e-002	1.5947e-005
109	2.8109	3.9066	0.	2.3498e-004
110	2.5296	2.6408	0.	3.7842e-004
111	2.6884	2.5513	5.e-002	3.2504e-005
112	2.4275	2.2756	0.	4.5743e-004
113	2.2755	2.985	0.	4.274e-004
114	2.1801	3.2396	5.e-002	3.5717e-005
115	2.0901	3.6198	0.	5.3931e-004
116	16.572	3.0788	5.e-002	4.3595e-006
117	12.28	1.5394	0.	8.8071e-005
118	14.464	1.5394	0.	9.9028e-005
119	17.375	1.5394	0.	7.7236e-005
120	20.286	3.0394	0.	4.2216e-005
121	16.647	4.5394	0.	6.1929e-005
122	4.2445	2.7285	0.	1.6843e-004
123	4.6283	3.9062	5.e-002	3.0014e-005
124	6.3086	1.9531	0.	1.442e-004
125	5.2169	4.9531	0.	1.5243e-004
126	3.3975	4.4531	0.	2.1213e-004
127	2.279	2.6622	0.	4.24e-004
128	2.1873	2.5942	5.e-002	6.0291e-005
129	2.177	2.2971	0.	5.1026e-004
130	2.3708	2.7303	5.e-002	3.058e-005
131	3.8606	1.5508	5.e-002	1.5593e-005
132	4.4692	0.77541	0.	1.6694e-004
133	3.0136	1.2754	0.	1.7441e-004
134	4.2445	2.7285	0.1	4.242e-004
135	3.5333	1.8415	0.1	4.8854e-004
136	3.0136	1.2754	0.1	4.899e-004
137	4.4692	0.77541	0.1	3.9528e-004
138	2.279	2.6622	0.1	1.0806e-003
139	2.2755	2.985	0.1	1.1304e-003
140	2.5296	2.6408	0.1	9.352e-004
141	1.9894	2.8254	0.1	1.001e-003
142	2.177	2.2971	0.1	1.6032e-003
143	4.0417	3.6097	0.1	4.9403e-004
144	3.3975	4.4531	0.1	5.4818e-004
145	5.2169	4.9531	0.1	3.7717e-004
146	6.3086	1.9531	0.1	3.5063e-004
147	16.647	4.5394	0.1	1.8199e-004
148	20.286	3.0394	0.1	1.4753e-004
149	17.375	1.5394	0.1	1.7127e-004
150	14.464	1.5394	0.1	2.2414e-004
151	12.28	1.5394	0.1	2.3383e-004
152	1.9858	3.1481	0.1	1.0494e-003
153	2.4426	3.1924	0.1	1.0026e-003
154	2.0901	3.6198	0.1	1.3973e-003
155	2.9472	2.3417	0.1	6.7714e-004
156	2.6968	2.8482	0.1	8.0554e-004
157	2.4275	2.2756	0.1	1.4573e-003
158	3.3306	2.7227	0.1	5.4799e-004
159	3.0801	3.2292	0.1	6.8263e-004
160	2.8109	3.9066	0.1	7.5643e-004
161	2.6864	1.8161	0.1	7.0823e-004
162	1.3685	3.3337	0.1	8.0449e-004
163	1.4727	2.5553	0.1	8.4482e-004
164	1.4727	3.8053	0.1	1.1599e-003
165	1.4727	4.0553	0.1	8.3702e-004
166	1.4727	4.3053	0.1	5.5896e-004
167	0.47271	3.3053	0.1	5.8094e-004
168	0.97271	4.8053	0.1	5.2777e-004
169	1.8958	2.5284	0.1	1.5225e-003
170	2.4359	3.5726	0.1	1.5655e-003
171	2.1667	1.25	0.1	7.4113e-004
172	2.1667	0.5	0.1	4.814e-004
173	2.1667	1.	5.e-002	4.416e-005
174	2.1667	1.75	0.1	1.4733e-003
175	2.1667	1.5	5.e-002	7.2072e-005
176	2.0833	2.	0.1	2.0723e-003
177	2.1667	2.	5.e-002	1.2655e-004
178	2.	1.75	0.1	1.7405e-003
179	2.	2.	5.e-002	1.4015e-004
180	2.	1.25	0.1	9.7597e-004
181	2.	1.5	5.e-002	1.5906e-004
182	1.	2.	0.1	6.1875e-004
183	2.	0.5	0.1	5.5957e-004
184	2.	1.	5.e-002	4.2814e-005
185	2.1667	4.75	0.1	8.4539e-004
186	2.1667	5.5	0.1	5.7189e-004
187	2.1667	5.	5.e-002	8.1774e-005
188	2.1667	4.25	0.1	1.6831e-003
189	2.1667	4.5	5.e-002	2.2157e-005
190	2.0833	4.	0.1	1.879e-003
191	2.1667	4.	5.e-002	6.9959e-005
192	2.	4.25	0.1	1.2741e-003
193	2.	4.	5.e-002	1.5973e-004
194	2.	4.75	0.1	7.9205e-004
195	2.	4.5	5.e-002	1.0848e-004
196	2.	5.5	0.1	3.723e-004
197	2.	5.	5.e-002	6.2253e-005
198	3.9861	6.	0.1	3.7321e-004
199	2.1667	6.	5.e-002	2.474e-005
200	7.625	6.	0.1	3.0701e-004
201	5.8056	6.	5.e-002	3.5728e-005
202	13.083	6.	0.1	2.2971e-004
203	8.7167	3.	0.1	2.8137e-004
204	9.4444	6.	5.e-002	1.069e-005
205	20.361	6.	0.1	1.3835e-004
206	16.722	6.	5.e-002	1.1594e-005
207	24.	4.5	0.1	1.0358e-004
208	24.	6.	5.e-002	7.2777e-006
209	24.	1.5	0.1	9.9557e-005
210	24.	3.	5.e-002	1.7709e-006
211	3.9339e-014	4.5	0.1	3.5781e-004
212	1.3113e-014	1.5	0.1	3.7871e-004
213	2.6581e-014	3.	5.e-002	5.3104e-005
214	0.5	6.	0.1	2.9844e-004
215	5.2451e-014	6.	5.e-002	1.4764e-005
216	1.5	6.	0.1	3.3852e-004
217	1.	6.	5.e-002	1.6159e-005
218	2.	6.	5.e-002	4.8546e-005
219	21.089	0.	0.1	1.236e-004
220	24.	0.	5.e-002	1.1335e-005
221	15.267	0.	0.1	2.0464e-004
222	18.178	0.	5.e-002	1.2778e-006
223	10.172	0.	0.1	2.6698e-004
224	12.356	0.	5.e-002	5.8569e-006
225	6.5333	0.	0.1	3.1375e-004
226	7.9889	0.	5.e-002	1.0864e-005
227	3.6222	0.	0.1	3.6658e-004
228	5.0778	0.	5.e-002	2.0466e-005
229	2.1667	0.	5.e-002	4.3297e-005
230	1.	1.8804e-030	0.1	3.1085e-004
231	2.	3.7609e-030	5.e-002	4.4591e-005
232	0.	0.	5.e-002	7.2184e-005
233	1.	1.8804e-030	0.	1.3143e-004
234	2.	0.5	0.	3.8182e-004
235	1.3113e-014	1.5	0.	7.2212e-006
