Node Number	X Location (in)	Y Location (in)	Z Location (in)	Middle Principal Elastic Strain (in/in)
1	2.2606	3.5039	0.	4.1738e-004
2	2.8319	3.874	0.	1.7811e-004
3	1.3652	2.7	0.	1.8708e-004
4	1.4275	4.8171	0.	1.1588e-004
5	2.8006	1.9331	0.	9.9394e-005
6	3.52	3.6739	0.	1.5052e-004
7	3.5104	4.4282	0.	1.6645e-004
8	4.4009	3.4367	0.	1.1835e-004
9	4.5192	4.2442	0.	1.3741e-004
10	4.1586	1.4066	0.	1.5614e-004
11	4.6624	2.3782	0.	1.2452e-004
12	5.1289	1.7183	0.	1.342e-004
13	21.916	2.0217	0.	1.2028e-005
14	5.5586	4.0611	0.	1.3036e-004
15	6.0423	1.9325	0.	1.3275e-004
16	7.0957	2.0241	0.	1.2486e-004
17	8.0954	2.0364	0.	1.2103e-004
18	9.143	2.0363	0.	1.15e-004
19	10.209	2.0313	0.	1.0724e-004
20	11.263	2.0355	0.	9.8862e-005
21	12.324	2.0344	0.	8.9949e-005
22	13.393	2.0312	0.	8.067e-005
23	14.454	2.0289	0.	7.1473e-005
24	15.512	2.0318	0.	6.2595e-005
25	16.568	2.0358	0.	5.3882e-005
26	17.627	2.0366	0.	4.5375e-005
27	18.69	2.0369	0.	3.6936e-005
28	19.763	2.0322	0.	2.8579e-005
29	20.835	2.033	0.	2.0151e-005
30	21.87	3.0261	0.	1.2089e-005
31	20.738	4.0431	0.	2.1026e-005
32	19.652	4.0341	0.	2.9549e-005
33	18.561	4.0369	0.	3.8049e-005
34	17.471	4.0378	0.	4.6719e-005
35	16.383	4.038	0.	5.5507e-005
36	15.303	4.039	0.	6.4542e-005
37	14.216	4.0353	0.	7.3711e-005
38	13.138	4.0301	0.	8.3086e-005
39	12.055	4.0318	0.	9.2114e-005
40	10.965	4.0336	0.	1.0096e-004
41	9.8852	4.0354	0.	1.0922e-004
42	8.7956	4.035	0.	1.1683e-004
43	7.7095	4.0255	0.	1.2374e-004
44	6.6158	4.0054	0.	1.2837e-004
45	2.5867	2.4368	0.	2.6975e-004
46	0.92747	3.1516	0.	7.1907e-005
47	22.917	5.0096	0.	4.5974e-006
48	21.824	5.0151	0.	1.3607e-005
49	20.725	5.0265	0.	2.1682e-005
50	19.633	5.0265	0.	3.0031e-005
51	18.542	5.0265	0.	3.8472e-005
52	17.45	5.0265	0.	4.7065e-005
53	16.358	5.0265	0.	5.5885e-005
54	15.267	5.0265	0.	6.4848e-005
55	14.186	5.0185	0.	7.4032e-005
56	13.099	5.0172	0.	8.3418e-005
57	12.014	5.0165	0.	9.3107e-005
58	10.927	5.0176	0.	1.0266e-004
59	9.8372	5.0182	0.	1.1172e-004
60	8.7327	5.0182	0.	1.2061e-004
61	7.6515	5.0115	0.	1.2878e-004
62	6.583	5.0141	0.	1.3682e-004
63	5.5308	5.0505	0.	1.4286e-004
64	4.4592	5.1308	0.	1.4982e-004
65	3.3546	5.2523	0.	1.1108e-004
66	2.766	4.8958	0.	3.18e-005
67	2.8665	4.426	0.	1.3135e-004
68	22.96	1.0034	0.	4.2933e-006
69	22.953	2.0134	0.	2.6385e-006
70	22.946	3.0185	0.	2.5517e-006
71	22.922	4.0203	0.	3.0347e-006
72	3.2487	0.58839	0.	9.7766e-005
73	4.2796	0.72924	0.	1.592e-004
74	5.27	0.85263	0.	1.4771e-004
75	6.2761	0.9591	0.	1.3926e-004
76	7.2629	1.0024	0.	1.3259e-004
77	8.2869	1.0149	0.	1.2449e-004
78	9.3205	1.0196	0.	1.1594e-004
79	10.363	1.0192	0.	1.0734e-004
80	11.411	1.0193	0.	9.8296e-005
81	12.46	1.02	0.	8.8988e-005
82	13.509	1.0186	0.	7.9783e-005
83	14.559	1.0174	0.	7.0768e-005
84	15.608	1.0182	0.	6.1982e-005
85	16.655	1.0197	0.	5.3402e-005
86	17.703	1.0208	0.	4.4999e-005
87	18.754	1.0212	0.	3.6777e-005
88	19.807	1.0208	0.	2.8617e-005
89	20.873	1.0223	0.	2.0667e-005
90	21.911	1.0135	0.	1.2856e-005
91	0.8625	0.875	0.	7.8788e-005
92	1.3936	1.276	0.	1.1537e-004
93	1.3265	1.888	0.	1.5702e-004
94	0.67559	5.0856	0.	6.6961e-005
95	1.3517	5.2883	0.	9.141e-005
96	0.94099	4.0894	0.	5.9294e-005
97	0.66457	2.0029	0.	3.6105e-005
98	3.1866	1.1309	0.	1.09e-004
99	2.9814	1.5985	0.	1.5852e-004
100	2.6134	3.2939	0.	2.9469e-004
101	21.832	4.0287	0.	1.2586e-005
102	2.1945	2.7673	0.	3.5981e-004
103	3.204	3.0529	0.	1.9347e-004
104	3.2794	2.2696	0.	1.4472e-004
105	3.8219	2.7169	0.	1.2753e-004
106	20.784	3.0333	0.	2.0489e-005
107	5.4495	2.9884	0.	1.1686e-004
108	6.7138	3.0192	0.	1.2338e-004
109	19.699	3.0371	0.	2.9053e-005
110	7.8448	3.0395	0.	1.2072e-004
111	18.618	3.0386	0.	3.7509e-005
112	8.9357	3.0376	0.	1.1526e-004
113	17.538	3.0403	0.	4.6109e-005
114	10.015	3.0371	0.	1.0785e-004
115	16.462	3.0397	0.	5.4768e-005
116	11.092	3.037	0.	9.9658e-005
117	15.396	3.038	0.	6.3649e-005
118	12.175	3.0354	0.	9.107e-005
119	14.324	3.0352	0.	7.2648e-005
120	13.257	3.0335	0.	8.1958e-005
121	1.8116	3.1018	0.	3.0499e-004
122	3.8747	1.923	0.	1.1592e-004
123	3.8747	1.923	0.1	-1.1592e-004
124	1.8116	3.1018	0.1	-3.0499e-004
125	13.257	3.0335	0.1	-8.1958e-005
126	14.324	3.0352	0.1	-7.2648e-005
127	12.175	3.0354	0.1	-9.107e-005
128	15.396	3.038	0.1	-6.3649e-005
129	11.092	3.037	0.1	-9.9658e-005
130	16.462	3.0397	0.1	-5.4768e-005
131	10.015	3.0371	0.1	-1.0785e-004
132	17.538	3.0403	0.1	-4.6109e-005
133	8.9357	3.0376	0.1	-1.1526e-004
134	18.618	3.0386	0.1	-3.7509e-005
135	7.8448	3.0395	0.1	-1.2072e-004
136	19.699	3.0371	0.1	-2.9053e-005
137	6.7138	3.0192	0.1	-1.2338e-004
138	5.4495	2.9884	0.1	-1.1686e-004
139	20.784	3.0333	0.1	-2.0489e-005
140	3.8219	2.7169	0.1	-1.2753e-004
141	3.2794	2.2696	0.1	-1.4472e-004
142	3.204	3.0529	0.1	-1.9347e-004
143	2.1945	2.7673	0.1	-3.5981e-004
144	21.832	4.0287	0.1	-1.2586e-005
145	2.6134	3.2939	0.1	-2.9469e-004
146	2.9814	1.5985	0.1	-1.5852e-004
147	3.1866	1.1309	0.1	-1.09e-004
148	0.66457	2.0029	0.1	-3.6105e-005
149	0.94099	4.0894	0.1	-5.9294e-005
150	1.3517	5.2883	0.1	-9.141e-005
151	0.67559	5.0856	0.1	-6.6961e-005
152	1.3265	1.888	0.1	-1.5702e-004
153	1.3936	1.276	0.1	-1.1537e-004
154	0.8625	0.875	0.1	-7.8788e-005
155	21.911	1.0135	0.1	-1.2856e-005
156	20.873	1.0223	0.1	-2.0667e-005
157	19.807	1.0208	0.1	-2.8617e-005
158	18.754	1.0212	0.1	-3.6777e-005
159	17.703	1.0208	0.1	-4.4999e-005
160	16.655	1.0197	0.1	-5.3402e-005
161	15.608	1.0182	0.1	-6.1982e-005
162	14.559	1.0174	0.1	-7.0768e-005
163	13.509	1.0186	0.1	-7.9783e-005
164	12.46	1.02	0.1	-8.8988e-005
165	11.411	1.0193	0.1	-9.8296e-005
166	10.363	1.0192	0.1	-1.0734e-004
167	9.3205	1.0196	0.1	-1.1594e-004
168	8.2869	1.0149	0.1	-1.2449e-004
169	7.2629	1.0024	0.1	-1.3259e-004
170	6.2761	0.9591	0.1	-1.3926e-004
171	5.27	0.85263	0.1	-1.4771e-004
172	4.2796	0.72924	0.1	-1.592e-004
173	3.2487	0.58839	0.1	-9.7766e-005
174	22.922	4.0203	0.1	-3.0347e-006
175	22.946	3.0185	0.1	-2.5517e-006
176	22.953	2.0134	0.1	-2.6385e-006
177	22.96	1.0034	0.1	-4.2933e-006
178	2.8665	4.426	0.1	-1.3135e-004
179	2.766	4.8958	0.1	-3.18e-005
180	3.3546	5.2523	0.1	-1.1108e-004
181	4.4592	5.1308	0.1	-1.4982e-004
182	5.5308	5.0505	0.1	-1.4286e-004
183	6.583	5.0141	0.1	-1.3682e-004
184	7.6515	5.0115	0.1	-1.2878e-004
185	8.7327	5.0182	0.1	-1.2061e-004
186	9.8372	5.0182	0.1	-1.1172e-004
187	10.927	5.0176	0.1	-1.0266e-004
188	12.014	5.0165	0.1	-9.3107e-005
189	13.099	5.0172	0.1	-8.3418e-005
190	14.186	5.0185	0.1	-7.4032e-005
191	15.267	5.0265	0.1	-6.4848e-005
192	16.358	5.0265	0.1	-5.5885e-005
193	17.45	5.0265	0.1	-4.7065e-005
194	18.542	5.0265	0.1	-3.8472e-005
195	19.633	5.0265	0.1	-3.0031e-005
196	20.725	5.0265	0.1	-2.1682e-005
197	21.824	5.0151	0.1	-1.3607e-005
198	22.917	5.0096	0.1	-4.5974e-006
199	0.92747	3.1516	0.1	-7.1907e-005
200	2.5867	2.4368	0.1	-2.6975e-004
201	6.6158	4.0054	0.1	-1.2837e-004
202	7.7095	4.0255	0.1	-1.2374e-004
203	8.7956	4.035	0.1	-1.1683e-004
204	9.8852	4.0354	0.1	-1.0922e-004
205	10.965	4.0336	0.1	-1.0096e-004
206	12.055	4.0318	0.1	-9.2114e-005
207	13.138	4.0301	0.1	-8.3086e-005
208	14.216	4.0353	0.1	-7.3711e-005
209	15.303	4.039	0.1	-6.4542e-005
210	16.383	4.038	0.1	-5.5507e-005
211	17.471	4.0378	0.1	-4.6719e-005
212	18.561	4.0369	0.1	-3.8049e-005
