Node Number	X Location (in)	Y Location (in)	Z Location (in)	Maximum Principal Stress (psi)
1	5.3706	3.7381	0.	667.42
2	4.0966	2.3626	0.	-53.817
3	4.556	3.9244	0.	38.235
4	6.0225	3.9584	0.	-58.09
5	5.8823	2.036	0.	-63.755
6	5.352	2.949	0.	82.02
7	4.0064	3.7469	0.	-8.1639
8	4.8071	3.3342	0.	95.445
9	2.958	5.0623	0.	43.778
10	7.2256	2.5682	0.	-2.3415
11	7.3926	1.7302	0.	3.5029
12	3.9811	1.2299	0.	120.42
13	8.2879	1.9325	0.	3.6965
14	9.2214	1.9785	0.	-0.58829
15	10.206	2.0016	0.	0.50788
16	11.187	1.9779	0.	-0.24868
17	12.169	1.9829	0.	0.1193
18	13.154	1.9829	0.	3.969
19	14.14	1.9829	0.	6.4362
20	15.126	1.9829	0.	7.9756
21	16.112	1.9829	0.	9.0003
22	17.098	1.9829	0.	9.7182
23	18.084	1.9829	0.	10.028
24	19.069	2.0315	0.	10.447
25	20.056	2.0299	0.	10.498
26	22.035	4.0439	0.	10.436
27	21.037	4.0567	0.	10.495
28	20.057	4.0551	0.	10.502
29	19.07	4.0685	0.	10.312
30	18.084	4.0685	0.	10.038
31	17.098	4.0685	0.	9.6689
32	16.112	4.0685	0.	9.0236
33	15.126	4.0685	0.	8.0097
34	14.14	4.0685	0.	6.3801
35	13.154	4.0685	0.	4.0028
36	12.168	4.0685	0.	0.14238
37	11.174	4.0565	0.	-0.3394
38	10.193	4.0323	0.	-3.914e-002
39	9.2158	4.0475	0.	-0.87056
40	8.3563	4.1036	0.	3.2742
41	2.2528	3.6735	0.	-43.525
42	5.2163	3.519	0.	465.9
43	5.3646	2.4002	0.	577.54
44	0.97684	0.95285	0.	258.32
45	1.9681	0.89137	0.	-54.255
46	2.9588	0.76609	0.	45.441
47	4.0134	0.61447	0.	89.355
48	4.1013	1.7315	0.	49.101
49	1.0625	4.9343	0.	259.06
50	1.0891	3.9135	0.	287.63
51	1.0365	2.9139	0.	298.89
52	0.9783	1.9215	0.	301.08
53	3.9635	5.2492	0.	84.401
54	2.0249	4.9316	0.	-52.325
55	6.2339	5.5074	0.	74.762
56	6.1158	5.121	0.	100.56
57	6.0063	4.465	0.	82.102
58	23.019	5.0077	0.	7.0864
59	22.036	5.0208	0.	7.7719
60	21.042	5.0342	0.	8.2043
61	20.056	5.0342	0.	8.3919
62	19.07	5.0342	0.	8.3929
63	18.084	5.0342	0.	8.3156
64	17.098	5.0342	0.	8.0881
65	16.112	5.0342	0.	7.6322
66	15.126	5.0342	0.	6.9558
67	14.14	5.0342	0.	5.9423
68	13.154	5.0342	0.	4.276
69	12.168	5.0342	0.	1.8052
70	11.182	5.0342	0.	-0.50579
71	10.2	5.0219	0.	-0.23639
72	9.2392	5.0374	0.	-1.9709
73	8.304	5.083	0.	8.0302
74	7.3163	5.1712	0.	16.305
75	23.023	1.0001	0.	7.1786
76	23.012	2.0109	0.	10.342
77	23.034	3.	0.	11.77
78	23.019	4.0148	0.	10.385
79	6.3507	0.71565	0.	72.179
80	7.3459	0.85132	0.	26.23
81	8.2885	0.93904	0.	1.0196
82	9.2105	0.96576	0.	-0.34626
83	10.195	0.98048	0.	-0.47889
84	11.182	0.97887	0.	-0.82877
85	12.169	0.97815	0.	1.763
86	13.154	0.96576	0.	4.2213
87	14.14	0.96576	0.	5.8719
88	15.126	0.96576	0.	7.0006
89	16.112	0.96576	0.	7.7429
90	17.098	0.96576	0.	8.0237
91	18.087	0.99751	0.	8.4331
92	19.077	1.0095	0.	8.5099
93	20.062	1.0179	0.	8.5812
94	21.051	1.0179	0.	8.4082
95	22.044	0.99577	0.	7.8305
96	5.804	1.07	0.	368.09
97	5.9042	1.5	0.	165.27
98	4.5029	4.8827	0.	474.05
99	4.4351	4.4476	0.	262.72
100	5.9653	3.5171	0.	-7.7714
101	1.9568	1.7749	0.	-64.097
102	6.7209	4.8195	0.	83.095
103	22.031	2.0372	0.	10.532
104	6.4735	1.4767	0.	17.857
105	5.7147	2.578	0.	63.207
106	3.7346	4.3201	0.	26.306
107	5.6891	3.1779	0.	-11.414
108	4.8607	2.656	0.	345.5
109	6.7424	4.3426	0.	15.235
110	6.7389	3.6827	0.	2.1561
111	6.4876	2.1855	0.	8.5954
112	2.9632	1.5089	0.	65.37
113	3.1855	2.8799	0.	29.205
114	2.038	2.6844	0.	-73.649
115	3.0569	4.1815	0.	20.689
116	22.034	3.0377	0.	11.754
117	21.046	2.0368	0.	10.569
118	7.5685	4.2367	0.	0.86718
