Node Number	X Location (in)	Y Location (in)	Z Location (in)	Equivalent (von-Mises) Stress (psi)
1	3.22	2.5476	0.	1856.9
2	3.2754	3.3987	0.	1737.7
3	4.4134	1.5283	0.	1141.7
4	4.2738	4.1493	0.	1242.7
5	1.6261	0.80736	0.	1052.5
6	1.8669	2.9229	0.	2103.9
7	3.7286	0.6262	0.	836.72
8	1.6507	5.0443	0.	1113.7
9	3.5971	5.4767	0.	785.67
10	4.3241	2.583	0.	1374.1
11	0.95399	2.2118	0.	1612.3
12	1.1493	3.4106	0.	1672.5
13	0.85239	4.7774	0.	1375.
14	4.8673	0.85555	0.	991.7
15	5.8487	1.1243	0.	924.9
16	7.0237	1.2002	0.	834.82
17	8.2108	1.2108	0.	727.14
18	9.3765	1.2131	0.	627.7
19	10.527	1.1995	0.	535.85
20	11.663	1.2047	0.	451.21
21	12.795	1.2093	0.	374.52
22	13.905	1.2113	0.	305.67
23	15.022	1.2019	0.	243.71
24	16.146	1.1913	0.	188.86
25	17.268	1.1775	0.	140.95
26	18.387	1.1773	0.	100.62
27	19.507	1.1791	0.	67.496
28	20.628	1.1908	0.	41.756
29	21.75	1.1921	0.	23.321
30	22.874	1.1951	0.	12.307
31	22.863	2.3932	0.	15.706
32	22.86	3.6009	0.	15.728
33	22.868	4.7955	0.	12.367
34	21.744	4.7978	0.	23.404
35	20.613	4.7933	0.	42.028
36	19.493	4.7897	0.	67.944
37	18.374	4.787	0.	100.93
38	17.257	4.786	0.	141.5
39	16.136	4.7851	0.	189.04
40	15.02	4.7996	0.	243.73
41	13.905	4.8235	0.	305.75
42	12.775	4.8254	0.	375.47
43	11.65	4.8153	0.	452.27
44	10.51	4.8105	0.	536.26
45	9.3589	4.8073	0.	628.6
46	8.174	4.7855	0.	728.87
47	6.9538	4.7661	0.	843.14
48	5.6337	4.7264	0.	922.08
49	4.5899	5.2438	0.	1050.6
50	0.80184	1.0682	0.	1356.9
51	5.5249	2.2641	0.	945.38
52	6.8944	2.369	0.	838.8
53	8.1316	2.4005	0.	726.02
54	9.3331	2.411	0.	626.34
55	10.513	2.4198	0.	534.2
56	11.647	2.4191	0.	450.92
57	12.767	2.4276	0.	375.3
58	13.887	2.4272	0.	306.5
59	14.998	2.3973	0.	244.75
60	16.133	2.3831	0.	189.64
61	17.25	2.3832	0.	142.08
62	18.368	2.3846	0.	101.76
63	19.487	2.3876	0.	68.975
64	20.607	2.3916	0.	43.468
65	21.732	2.3901	0.	25.684
66	21.733	3.5972	0.	25.721
67	20.609	3.5936	0.	43.475
68	19.487	3.5888	0.	68.974
69	18.358	3.5727	0.	102.11
70	17.246	3.585	0.	142.24
71	16.121	3.5869	0.	189.98
72	14.998	3.6028	0.	244.73
73	13.887	3.62	0.	306.61
74	12.769	3.6249	0.	375.
75	11.644	3.6277	0.	451.29
76	10.489	3.6126	0.	535.45
77	9.3182	3.6087	0.	627.39
78	8.1107	3.5879	0.	728.31
79	6.8753	3.5514	0.	844.05
80	5.6765	3.4961	0.	949.18
81	3.3699	5.0817	0.	862.04
82	3.8594	4.6969	0.	1204.4
83	1.7344	1.519	0.	1561.3
84	2.1374	3.3765	0.	2709.5
85	1.8366	4.1532	0.	1707.1
86	2.6809	3.3515	0.	2614.8
87	3.5743	1.1553	0.	1013.
88	3.7813	1.945	0.	1411.9
89	4.4437	3.4105	0.	1310.9
90	2.3206	3.8247	0.	3317.7
91	1.9222	2.2955	0.	1883.8
92	2.0054	1.7772	0.	1553.6
93	2.272	4.1777	0.	2549.1
94	3.3255	1.5048	0.	1439.7
95	2.6548	2.6786	0.	2691.3
96	2.6548	2.6786	0.1	2691.3
97	3.3255	1.5048	0.1	1439.7
98	2.272	4.1777	0.1	2549.1
99	2.0054	1.7772	0.1	1553.6
100	1.9222	2.2955	0.1	1883.8
101	2.3206	3.8247	0.1	3317.7
102	4.4437	3.4105	0.1	1310.9
103	3.7813	1.945	0.1	1411.9
104	3.5743	1.1553	0.1	1013.
105	2.6809	3.3515	0.1	2614.8
106	1.8366	4.1532	0.1	1707.1
107	2.1374	3.3765	0.1	2709.5
108	1.7344	1.519	0.1	1561.3
109	3.8594	4.6969	0.1	1204.4
110	3.3699	5.0817	0.1	862.04
111	5.6765	3.4961	0.1	949.18
112	6.8753	3.5514	0.1	844.05
113	8.1107	3.5879	0.1	728.31
114	9.3182	3.6087	0.1	627.39
115	10.489	3.6126	0.1	535.45
116	11.644	3.6277	0.1	451.29
117	12.769	3.6249	0.1	375.
118	13.887	3.62	0.1	306.61
119	14.998	3.6028	0.1	244.73
120	16.121	3.5869	0.1	189.98
121	17.246	3.585	0.1	142.24
122	18.358	3.5727	0.1	102.11
123	19.487	3.5888	0.1	68.974
124	20.609	3.5936	0.1	43.475
125	21.733	3.5972	0.1	25.721
126	21.732	2.3901	0.1	25.684
127	20.607	2.3916	0.1	43.468
128	19.487	2.3876	0.1	68.975
129	18.368	2.3846	0.1	101.76
130	17.25	2.3832	0.1	142.08
131	16.133	2.3831	0.1	189.64
132	14.998	2.3973	0.1	244.75
133	13.887	2.4272	0.1	306.5
134	12.767	2.4276	0.1	375.3
135	11.647	2.4191	0.1	450.92
136	10.513	2.4198	0.1	534.2
137	9.3331	2.411	0.1	626.34
138	8.1316	2.4005	0.1	726.02
139	6.8944	2.369	0.1	838.8
140	5.5249	2.2641	0.1	945.38
141	0.80184	1.0682	0.1	1356.9
142	4.5899	5.2438	0.1	1050.6
143	5.6337	4.7264	0.1	922.08
144	6.9538	4.7661	0.1	843.14
145	8.174	4.7855	0.1	728.87
146	9.3589	4.8073	0.1	628.6
147	10.51	4.8105	0.1	536.26
148	11.65	4.8153	0.1	452.27
