Node Number	X Location (in)	Y Location (in)	Z Location (in)	Middle Principal Stress (psi)
1	5.627	2.9994	0.	158.65
2	4.5429	2.5977	0.	1.1538
3	7.5085	3.0197	0.	-356.6
4	3.84	1.9093	0.	35.364
5	6.2588	1.981	0.	-276.38
6	6.4054	2.6436	0.	-126.13
7	4.8811	2.8335	0.	-233.27
8	5.6287	2.3679	0.	120.36
9	20.878	3.	0.	-6.2858
10	17.756	3.	0.	-6.8472
11	14.514	3.0005	0.	-2.9981
12	11.127	2.9351	0.	-55.723
13	8.1902	4.1572	0.	35.152
14	2.2134	3.2977	0.	-156.02
15	5.2708	3.163	0.	23.754
16	5.073	2.7314	0.	43.025
17	8.3925	1.5882	0.	-37.541
18	8.3925	1.5882	0.1	37.541
19	5.073	2.7314	0.1	-43.025
20	5.2708	3.163	0.1	-23.754
21	2.2134	3.2977	0.1	156.02
22	8.1902	4.1572	0.1	-35.152
23	11.127	2.9351	0.1	55.723
24	14.514	3.0005	0.1	2.9981
25	17.756	3.	0.1	6.8472
26	20.878	3.	0.1	6.2858
27	5.6287	2.3679	0.1	-120.36
28	4.8811	2.8335	0.1	233.27
29	6.4054	2.6436	0.1	126.13
30	6.2588	1.981	0.1	276.38
31	3.84	1.9093	0.1	-35.364
32	7.5085	3.0197	0.1	356.6
33	4.5429	2.5977	0.1	-1.1538
34	5.627	2.9994	0.1	-158.65
35	5.2667	5.	0.1	198.67
36	5.2667	4.5	0.1	128.07
37	5.2667	4.	0.1	654.33
38	5.1	4.	0.1	1033.9
39	5.1	4.5	0.1	108.27
40	5.1	5.	0.1	373.01
41	5.2667	1.	0.1	84.781
42	5.2667	1.5	0.1	253.5
43	5.2667	2.	0.1	183.86
44	5.1	2.	0.1	406.06
45	5.1	1.5	0.1	166.08
46	5.1	1.	0.1	260.51
47	5.2667	6.	0.1	55.801
48	8.3889	6.	0.1	48.066
49	11.511	6.	0.1	26.291
50	14.633	6.	0.1	0.55922
51	17.756	6.	0.1	10.721
52	20.878	6.	0.1	5.9962
53	24.	6.	0.1	6.872
54	24.	3.	0.1	6.7095
55	2.6226e-014	3.	0.1	941.07
56	24.	0.	0.1	6.3268
57	20.878	0.	0.1	5.8139
58	17.756	0.	0.1	9.8944
59	14.633	0.	0.1	4.8276
60	11.511	0.	0.1	10.652
61	8.3889	0.	0.1	18.926
62	5.2667	0.	0.1	69.974
63	5.1	0.	0.1	181.31
64	2.55	1.0919e-030	0.1	187.14
