Node Numbers,X Locations (inches),Y Locations (inches),Z Locations (inches),Equivalent Elastic Strains (in/in),Equivalent Stress (psi),Max Principal Elastic Strain (in/in),Max Principal Stress (psi),Middle Principal Elastic Strain (in/in),Middle Principal Stress (psi),Min Principal Elastic Strain (in/in),Min Principal Stress (psi),Total Deformation (in)
1,5.627,2.9994,0,0.00013849,1384,6.4356e-05,320.08,4.287e-05,158.65,-0.00012964,-1137.5,0.038902
2,4.5429,2.5977,0,0.00015835,1582.4,8.9318e-05,464.68,2.7626e-05,1.1538,-0.00014525,-1297.8,0.024767
3,7.5085,3.0197,0,5.2336e-05,523,2.9096e-05,-38.988,-1.3177e-05,-356.6,-5.1242e-05,-642.62,0.071065
4,3.84,1.9093,0,0.00011738,1173,6.3397e-05,326.97,2.4587e-05,35.364,-0.00010847,-964.36,0.017646
5,6.2588,1.981,0,8.7921e-05,878.6,4.3974e-05,31.58,2.9872e-06,-276.38,-8.7937e-05,-959.55,0.049337
6,6.4054,2.6436,0,9.6504e-05,964.37,4.1543e-05,45.849,1.8654e-05,-126.13,-9.6712e-05,-992.94,0.051687
7,4.8811,2.8335,0,0.00018259,1824.6,9.6581e-05,321.95,2.2686e-05,-233.27,-0.00017463,-1715.8,0.028661
8,5.6287,2.3679,0,0.00016117,1610.6,7.9453e-05,392.55,4.3228e-05,120.36,-0.00015071,-1336.8,0.039004
9,20.878,3,0,4.421e-06,44.18,1.9942e-06,2.9694,7.6241e-07,-6.2858,-4.4041e-06,-45.105,0.37979
10,17.756,3,0,1.2882e-05,128.73,4.3538e-06,-2.8097,3.8164e-06,-6.8472,-1.3041e-05,-133.51,0.30061
11,14.514,3.0005,0,2.6527e-05,265.09,9.291e-06,4.682,8.2688e-06,-2.9981,-2.649e-05,-264.17,0.22111
12,11.127,2.9351,0,3.4012e-05,339.89,1.4586e-05,9.0494,5.9657e-06,-55.723,-3.434e-05,-358.56,0.14407
13,8.1902,4.1572,0,5.8429e-05,583.89,2.9313e-05,143.92,1.4837e-05,35.152,-5.4617e-05,-486.7,0.083014
14,2.2134,3.2977,0,0.00010988,1098,6.5416e-05,283.34,6.9407e-06,-156.02,-0.0001009,-966.31,0.0060273
15,5.2708,3.163,0,0.00019869,1985.5,9.7938e-05,412.86,4.6151e-05,23.754,-0.00018838,-1738.4,0.033602
16,5.073,2.7314,0,0.00024032,2401.5,8.9556e-05,148.87,7.5468e-05,43.025,-0.00023688,-2303.8,0.031105
17,8.3925,1.5882,0,3.9958e-05,399.31,1.6439e-05,17.814,9.0717e-06,-37.541,-4.0005e-05,-406.28,0.088644
18,8.3925,1.5882,0.1,3.9958e-05,399.31,4.0005e-05,406.28,-9.0717e-06,37.541,-1.6439e-05,-17.814,0.088644
19,5.073,2.7314,0.1,0.00024032,2401.5,0.00023688,2303.8,-7.5468e-05,-43.025,-8.9556e-05,-148.87,0.031105
20,5.2708,3.163,0.1,0.00019869,1985.5,0.00018838,1738.4,-4.6151e-05,-23.754,-9.7938e-05,-412.86,0.033602
21,2.2134,3.2977,0.1,0.00010988,1098,0.0001009,966.31,-6.9407e-06,156.02,-6.5416e-05,-283.34,0.0060273
