Node Number	X Location (in)	Y Location (in)	Z Location (in)	Middle Principal Elastic Strain (in/in)
1	0.175	2.	0.	2.4018e-005
2	0.35	2.	0.	1.3691e-004
3	0.525	2.	0.	4.2706e-004
4	0.86667	2.1818	0.	6.9177e-004
5	0.86667	2.3636	0.	5.0365e-004
6	0.86667	2.5455	0.	3.6977e-004
7	0.86667	2.7273	0.	2.9421e-004
8	0.86667	2.9091	0.	2.5882e-004
9	0.86667	3.0909	0.	2.5882e-004
10	0.86667	3.2727	0.	2.9421e-004
11	0.86667	3.4545	0.	3.6977e-004
12	0.86667	3.6364	0.	5.0365e-004
13	0.86667	3.8182	0.	6.9177e-004
14	0.175	4.	0.	2.4018e-005
15	0.35	4.	0.	1.3691e-004
16	0.525	4.	0.	4.2706e-004
17	0.525	5.8182	0.	4.041e-006
18	0.525	5.6364	0.	8.2321e-006
19	0.525	5.4545	0.	1.4344e-005
20	0.525	5.2727	0.	2.336e-005
21	0.525	5.0909	0.	3.6542e-005
22	0.525	4.9091	0.	5.5406e-005
23	0.525	4.7273	0.	8.2467e-005
24	0.525	4.5455	0.	1.2028e-004
25	0.525	4.3636	0.	1.7967e-004
26	0.525	4.1818	0.	2.7661e-004
27	0.35	5.8182	0.	5.3059e-006
28	0.35	5.6364	0.	6.5244e-006
29	0.35	5.4545	0.	8.6945e-006
30	0.35	5.2727	0.	1.3708e-005
31	0.35	5.0909	0.	2.2422e-005
32	0.35	4.9091	0.	3.593e-005
33	0.35	4.7273	0.	5.615e-005
34	0.35	4.5455	0.	8.2774e-005
35	0.35	4.3636	0.	1.1418e-004
36	0.35	4.1818	0.	1.4264e-004
37	0.175	5.8182	0.	3.4978e-006
38	0.175	5.6364	0.	2.6929e-006
39	0.175	5.4545	0.	1.8512e-006
40	0.175	5.2727	0.	2.3835e-006
41	0.175	5.0909	0.	3.9806e-006
42	0.175	4.9091	0.	6.6977e-006
43	0.175	4.7273	0.	1.0648e-005
44	0.175	4.5455	0.	1.6101e-005
45	0.175	4.3636	0.	2.0622e-005
46	0.175	4.1818	0.	2.1336e-005
47	0.175	3.8182	0.	3.1807e-005
48	0.35	3.8182	0.	1.5995e-004
49	0.525	3.8182	0.	3.7483e-004
50	0.7	3.8182	0.	6.4189e-004
51	0.175	3.6364	0.	3.9475e-005
52	0.35	3.6364	0.	1.6179e-004
53	0.525	3.6364	0.	3.367e-004
54	0.7	3.6364	0.	4.7452e-004
55	0.175	3.4545	0.	3.7726e-005
56	0.35	3.4545	0.	1.3623e-004
57	0.525	3.4545	0.	2.5075e-004
58	0.7	3.4545	0.	3.4129e-004
59	0.175	3.2727	0.	3.0444e-005
60	0.35	3.2727	0.	1.0546e-004
61	0.525	3.2727	0.	1.9366e-004
62	0.7	3.2727	0.	2.6406e-004
63	0.175	3.0909	0.	2.5368e-005
64	0.35	3.0909	0.	8.7674e-005
65	0.525	3.0909	0.	1.6344e-004
66	0.7	3.0909	0.	2.2684e-004
67	0.175	2.9091	0.	2.5368e-005
68	0.35	2.9091	0.	8.7674e-005
69	0.525	2.9091	0.	1.6344e-004
70	0.7	2.9091	0.	2.2684e-004
71	0.175	2.7273	0.	3.0444e-005
72	0.35	2.7273	0.	1.0546e-004
73	0.525	2.7273	0.	1.9366e-004
74	0.7	2.7273	0.	2.6406e-004
75	0.175	2.5455	0.	3.7726e-005
76	0.35	2.5455	0.	1.3623e-004
77	0.525	2.5455	0.	2.5075e-004
78	0.7	2.5455	0.	3.4129e-004
79	0.175	2.3636	0.	3.9475e-005
80	0.35	2.3636	0.	1.6179e-004
81	0.525	2.3636	0.	3.367e-004
82	0.7	2.3636	0.	4.7452e-004
83	0.175	2.1818	0.	3.1807e-005
84	0.35	2.1818	0.	1.5995e-004
85	0.525	2.1818	0.	3.7483e-004
86	0.7	2.1818	0.	6.4189e-004
87	1.0503	5.8182	0.	2.5908e-005
88	1.2339	5.8182	0.	5.0126e-005
89	1.4175	5.8182	0.	7.1315e-005
90	1.6011	5.8182	0.	9.0364e-005
91	1.7847	5.8182	0.	1.0702e-004
92	1.9683	5.8182	0.	1.2129e-004
93	2.1519	5.8182	0.	1.3321e-004
94	2.3354	5.8182	0.	1.4293e-004
95	2.519	5.8182	0.	1.5065e-004
96	2.7026	5.8182	0.	1.5663e-004
97	2.8862	5.8182	0.	1.6111e-004
98	3.0698	5.8182	0.	1.6432e-004
99	3.2534	5.8182	0.	1.6649e-004
100	3.437	5.8182	0.	1.678e-004
101	3.6206	5.8182	0.	1.684e-004
102	3.8042	5.8182	0.	1.6841e-004
103	3.9878	5.8182	0.	1.6761e-004
104	4.1714	5.8182	0.	1.6644e-004
105	4.355	5.8182	0.	1.6511e-004
106	4.5386	5.8182	0.	1.6364e-004
107	4.7222	5.8182	0.	1.6209e-004
108	4.9058	5.8182	0.	1.6046e-004
109	5.0894	5.8182	0.	1.5879e-004
110	5.273	5.8182	0.	1.5709e-004
111	5.4566	5.8182	0.	1.5537e-004
112	5.6402	5.8182	0.	1.5363e-004
113	5.8238	5.8182	0.	1.5188e-004
114	6.0074	5.8182	0.	1.5013e-004
115	6.191	5.8182	0.	1.4838e-004
116	6.3746	5.8182	0.	1.4662e-004
117	6.5582	5.8182	0.	1.4487e-004
118	6.7418	5.8182	0.	1.4312e-004
119	6.9254	5.8182	0.	1.4138e-004
120	7.109	5.8182	0.	1.3963e-004
121	7.2926	5.8182	0.	1.3789e-004
122	7.4762	5.8182	0.	1.3614e-004
123	7.6598	5.8182	0.	1.3438e-004
124	7.8434	5.8182	0.	1.3257e-004
125	8.027	5.8182	0.	1.3075e-004
126	8.2106	5.8182	0.	1.2893e-004
127	8.3942	5.8182	0.	1.2711e-004
128	8.5778	5.8182	0.	1.2531e-004
129	8.7614	5.8182	0.	1.2351e-004
130	8.945	5.8182	0.	1.2172e-004
131	9.1286	5.8182	0.	1.1994e-004
132	9.3122	5.8182	0.	1.1816e-004
133	9.4958	5.8182	0.	1.164e-004
134	9.6794	5.8182	0.	1.1465e-004
135	9.863	5.8182	0.	1.129e-004
136	10.047	5.8182	0.	1.1116e-004
137	10.23	5.8182	0.	1.0943e-004
138	10.414	5.8182	0.	1.0771e-004
139	10.597	5.8182	0.	1.06e-004
140	10.781	5.8182	0.	1.043e-004
141	10.965	5.8182	0.	1.026e-004
142	11.148	5.8182	0.	1.0091e-004
143	11.332	5.8182	0.	9.9229e-005
144	11.515	5.8182	0.	9.7555e-005
145	11.699	5.8182	0.	9.5889e-005
146	11.883	5.8182	0.	9.4231e-005
147	12.066	5.8182	0.	9.258e-005
148	12.25	5.8182	0.	9.0936e-005
149	12.433	5.8182	0.	8.9299e-005
150	12.617	5.8182	0.	8.767e-005
151	12.801	5.8182	0.	8.6047e-005
152	12.984	5.8182	0.	8.4432e-005
153	13.168	5.8182	0.	8.2824e-005
154	13.351	5.8182	0.	8.1222e-005
155	13.535	5.8182	0.	7.9628e-005
156	13.719	5.8182	0.	7.804e-005
157	13.902	5.8182	0.	7.6459e-005
158	14.086	5.8182	0.	7.4885e-005
159	14.269	5.8182	0.	7.3317e-005
160	14.453	5.8182	0.	7.1757e-005
161	14.637	5.8182	0.	7.0202e-005
162	14.82	5.8182	0.	6.8655e-005
163	15.004	5.8182	0.	6.7114e-005
164	15.187	5.8182	0.	6.5579e-005
165	15.371	5.8182	0.	6.4051e-005
166	15.554	5.8182	0.	6.253e-005
167	15.738	5.8182	0.	6.1015e-005
168	15.922	5.8182	0.	5.9506e-005
169	16.105	5.8182	0.	5.8003e-005
170	16.289	5.8182	0.	5.6507e-005
171	16.472	5.8182	0.	5.5017e-005
172	16.656	5.8182	0.	5.3533e-005
173	16.84	5.8182	0.	5.2055e-005
174	17.023	5.8182	0.	5.0584e-005
175	17.207	5.8182	0.	4.9118e-005
