Node Number	X Location (in)	Y Location (in)	Z Location (in)	Middle Principal Stress (psi)
1	11.8	2.1818	0.	128.6
2	11.8	2.3636	0.	-26.337
3	11.8	2.5455	0.	0.61965
4	11.8	2.7273	0.	-2.9363
5	11.8	2.9091	0.	-1.5405
6	11.8	3.0909	0.	-1.5405
7	11.8	3.2727	0.	-2.9363
8	11.8	3.4545	0.	0.61966
9	11.8	3.6364	0.	-26.337
10	11.8	3.8182	0.	128.6
11	11.967	2.1818	0.	48.144
12	11.967	2.3636	0.	-28.844
13	11.967	2.5455	0.	1.0079
14	11.967	2.7273	0.	-3.0538
15	11.967	2.9091	0.	-1.4835
16	11.967	3.0909	0.	-1.4835
17	11.967	3.2727	0.	-3.0538
18	11.967	3.4545	0.	1.0079
19	11.967	3.6364	0.	-28.844
20	11.967	3.8182	0.	48.144
21	11.616	5.8182	0.	-14.613
22	11.616	5.6364	0.	-6.7617
23	11.616	5.4545	0.	-5.1974
24	11.616	5.2727	0.	-4.6315
25	11.616	5.0909	0.	-4.5604
26	11.616	4.9091	0.	-5.8756
27	11.616	4.7273	0.	-4.2082
28	11.616	4.5455	0.	-17.133
29	11.616	4.3636	0.	13.904
30	11.616	4.1818	0.	-96.831
31	11.616	4.	0.	-413.01
32	11.616	3.8182	0.	17.261
33	11.616	3.6364	0.	-12.013
34	11.616	3.4545	0.	3.9828
35	11.616	3.2727	0.	-2.4319
36	11.616	3.0909	0.	-0.49172
37	11.616	2.9091	0.	-0.49172
38	11.616	2.7273	0.	-2.4319
39	11.616	2.5455	0.	3.9828
40	11.616	2.3636	0.	-12.013
41	11.616	2.1818	0.	17.261
42	11.616	2.	0.	-413.01
43	11.616	1.8182	0.	-96.831
44	11.616	1.6364	0.	13.904
45	11.616	1.4545	0.	-17.133
46	11.616	1.2727	0.	-4.2082
47	11.616	1.0909	0.	-5.8756
48	11.616	0.90909	0.	-4.5604
49	11.616	0.72727	0.	-4.6315
50	11.616	0.54545	0.	-5.1974
51	11.616	0.36364	0.	-6.7617
52	11.616	0.18182	0.	-14.613
53	11.431	5.8182	0.	-2.616
54	11.431	5.6364	0.	-1.0056
55	11.431	5.4545	0.	-0.16698
56	11.431	5.2727	0.	0.39438
57	11.431	5.0909	0.	0.61938
58	11.431	4.9091	0.	0.91025
59	11.431	4.7273	0.	0.74881
60	11.431	4.5455	0.	0.47525
61	11.431	4.3636	0.	4.166
62	11.431	4.1818	0.	11.764
63	11.431	4.	0.	51.878
64	11.431	3.8182	0.	26.109
65	11.431	3.6364	0.	-4.085
66	11.431	3.4545	0.	1.032
67	11.431	3.2727	0.	-6.4516e-002
68	11.431	3.0909	0.	-0.1401
69	11.431	2.9091	0.	-0.1401
70	11.431	2.7273	0.	-6.4515e-002
71	11.431	2.5455	0.	1.032
