Node Number	X Location (in)	Y Location (in)	Z Location (in)	Minimum Principal Stress (psi)
1	5.3547	3.2947	0.	-1993.3
2	4.5631	2.5198	0.	-1097.2
3	6.2553	2.8966	0.	-1020.7
4	3.6009	2.3653	0.	-1034.3
5	5.6914	2.8777	0.	-1192.8
6	5.2106	2.837	0.	-2083.1
7	5.4575	2.5239	0.	-3107.
8	21.324	3.1008	0.	-33.506
9	18.648	3.2015	0.	-96.244
10	15.971	3.4031	0.	-199.51
11	13.295	3.4031	0.	-355.27
12	10.618	3.2015	0.	-507.58
13	7.9364	3.0172	0.	-340.43
14	2.2117	3.594	0.	-946.36
15	2.2117	3.594	0.1	-350.28
16	7.9364	3.0172	0.1	-195.47
17	10.618	3.2015	0.1	-39.055
18	13.295	3.4031	0.1	12.194
19	15.971	3.4031	0.1	3.264
20	18.648	3.2015	0.1	-4.643
21	21.324	3.1008	0.1	-5.7085
22	5.4575	2.5239	0.1	257.36
23	5.2106	2.837	0.1	-216.62
24	5.6914	2.8777	0.1	-380.77
25	3.6009	2.3653	0.1	-30.193
26	6.2553	2.8966	0.1	-81.177
27	4.5631	2.5198	0.1	-494.68
28	5.3547	3.2947	0.1	-190.08
29	5.2667	5.	0.1	205.86
30	5.2667	4.5	0.1	187.94
31	5.2667	4.	0.1	454.93
32	5.1	4.	0.1	191.49
33	5.1	4.5	0.1	16.059
34	5.1	5.	0.1	345.35
35	5.2667	1.	0.1	107.85
36	5.2667	1.5	0.1	-588.5
37	5.2667	2.	0.1	-37.275
38	5.1	2.	0.1	197.29
39	5.1	1.5	0.1	51.681
40	5.1	1.	0.1	83.196
41	5.2667	6.	0.1	123.81
42	7.9429	6.	0.1	-54.726
43	10.619	6.	0.1	-32.453
44	13.295	6.	0.1	12.59
45	15.971	6.	0.1	1.4625
46	18.648	6.	0.1	-7.2828
47	21.324	6.	0.1	-10.946
48	24.	6.	0.1	-6.0977
49	24.	3.	0.1	1.9793
50	2.6226e-014	3.	0.1	923.98
51	24.	0.	0.1	-4.2344
52	21.324	0.	0.1	-12.689
53	18.648	0.	0.1	-11.388
54	15.971	0.	0.1	-1.2104
55	13.295	0.	0.1	11.033
56	10.619	0.	0.1	-31.688
57	7.9429	0.	0.1	-78.567
58	5.2667	0.	0.1	27.122
59	5.1	0.	0.1	213.77
60	2.55	1.0919e-030	0.1	-348.48
61	0.	0.	0.1	780.61
62	3.937e-014	6.	0.1	746.61
63	2.55	6.	0.1	-303.82
64	5.1	6.	0.1	79.756
65	2.55	6.	0.	-923.33
66	5.1	6.	0.	-1155.7
67	3.937e-014	6.	0.	-1675.3
68	2.55	1.0919e-030	0.	-865.35
69	5.1	0.	0.	-1093.4
70	0.	0.	0.	-1703.6
71	7.9429	0.	0.	-491.36
72	10.619	0.	0.	-502.53
73	13.295	0.	0.	-347.47
74	15.971	0.	0.	-199.51
