Node Numbers,X Locations (inches),Y Locations (inches),Z Locations (inches),Equivalent Elastic Strains (in/in),Equivalent Stress (psi),Max Principal Elastic Strain (in/in),Max Principal Stress (psi),Middle Principal Elastic Strain (in/in),Middle Principal Stress (psi),Min Principal Elastic Strain (in/in),Min Principal Stress (psi),Total Deformation (in)
1,1.8193,2.9821,0,0.0010957,10950,0.00040536,9.5734,0.00028618,-885.87,-0.0011079,-11360,0.019743
2,0.90439,3.9233,0,0.00057746,5770.6,0.00025037,1333.7,0.00021109,1038.6,-0.00053654,-4578.9,0.0042533
3,2.8145,2.6354,0,0.00070705,7065.6,0.00027065,-161.73,0.00015182,-1054.5,-0.00072349,-7631.3,0.056222
4,2.0682,3.4706,0,0.001198,11972,0.00059063,2886,0.00031801,837.66,-0.0011214,-9977.7,0.026806
5,21.035,3.0495,0,6.8118e-05,680.71,2.8446e-05,50.644,1.6659e-05,-37.913,-6.7468e-05,-670.01,1.9164
6,18.085,3.0493,0,0.00013219,1321,4.6815e-05,40.057,4.1867e-05,2.88,-0.00013142,-1299.1,1.521
7,15.135,3.049,0,0.00020132,2011.8,6.664e-05,-14.693,6.4743e-05,-28.952,-0.00020206,-2033.6,1.1486
8,12.022,3.0448,0,0.00027368,2734.9,0.00010155,150.83,8.496e-05,26.181,-0.00027045,-2644.3,0.79385
9,8.4575,3.1419,0,0.00025803,2578.5,9.5548e-05,9.0963,6.7883e-05,-198.77,-0.00026063,-2667.1,0.45285
10,3.9248,3.9463,0,0.00039353,3932.6,0.00016433,-339.82,3.2228e-05,-1332.4,-0.00041246,-4673.6,0.11841
11,3.9417,2.8712,0,0.00044874,4484.3,0.00015233,-139.75,0.0001279,-323.24,-0.00045634,-4713,0.11829
12,6.4367,1.6978,0,0.000249,2488.3,9.7646e-05,-224.92,3.2252e-05,-716.27,-0.00026134,-2922.2,0.28414
13,3.5272,1.9464,0,0.00043704,4367.4,0.00016943,-85.318,9.1278e-05,-672.49,-0.00044696,-4716.6,0.090946
14,3.0777,3.3557,0,0.00062264,6222.1,0.00023738,572.03,0.00020358,318.09,-0.0006071,-5773.1,0.070062
15,2.4236,3.1097,0,0.0011503,11495,0.00050629,1835.6,0.00032849,499.58,-0.0011047,-10269,0.03978
16,2.2202,2.6889,0,0.0010524,10516,0.00049397,1045.8,0.00017735,-1333.1,-0.0010369,-10456,0.031197
17,4.1153,1.0208,0,0.0004126,4123.1,0.00024669,1419.4,6.3909e-05,46.052,-0.00037013,-3215.1,0.12007
18,4.1153,1.0208,0.1,0.0004126,4123.1,0.00037013,3215.1,-6.3909e-05,-46.052,-0.00024669,-1419.4,0.12007
19,2.2202,2.6889,0.1,0.0010524,10516,0.0010369,10456,-0.00017735,1333.1,-0.00049397,-1045.8,0.031197
20,2.4236,3.1097,0.1,0.0011503,11495,0.0011047,10269,-0.00032849,-499.58,-0.00050629,-1835.6,0.03978
21,3.0777,3.3557,0.1,0.00062264,6222.1,0.0006071,5773.1,-0.00020358,-318.09,-0.00023738,-572.03,0.070062
