Node Number	X Location (in)	Y Location (in)	Z Location (in)	Maximum Principal Stress (psi)
1	3.8722	2.3943	0.	943.71
2	3.6732	3.3386	0.	355.15
3	2.3855	0.419	0.	239.13
4	2.2941	4.2517	0.	-740.4
5	2.0309	5.3046	0.	-8.0373
6	4.0698	5.0719	0.	761.94
7	4.3411	4.6815	0.	419.58
8	4.9299	3.382	0.	-150.61
9	4.2347	0.56458	0.	358.21
10	2.3416	1.6582	0.	-77.503
11	1.0865	5.0972	0.	935.15
12	4.2825	5.4766	0.	322.52
13	5.1803	0.78184	0.	366.22
14	1.9093	3.5077	0.	1703.8
15	1.6489	2.0341	0.	1116.3
16	1.3238	4.2911	0.	1439.4
17	6.0767	1.3959	0.	0.52015
18	7.8025	1.3334	0.	73.588
19	8.9951	1.2784	0.	-16.664
20	10.183	1.2432	0.	17.421
21	11.342	1.2057	0.	0.33525
22	12.496	1.1823	0.	-0.31569
23	13.657	1.1816	0.	4.4477
24	14.802	1.1814	0.	9.939
25	15.953	1.1831	0.	14.066
26	17.098	1.1857	0.	18.391
27	18.247	1.1865	0.	23.543
28	19.393	1.1846	0.	30.176
29	20.546	1.1958	0.	40.447
30	21.7	1.1934	0.	56.595
31	22.849	1.1959	0.	83.914
32	22.843	2.3946	0.	123.54
33	22.843	3.6001	0.	123.57
34	22.844	4.8066	0.	83.642
35	21.69	4.8074	0.	56.541
36	20.541	4.7975	0.	40.788
37	19.39	4.8005	0.	30.602
38	18.243	4.7837	0.	24.686
39	17.096	4.7498	0.	19.522
40	15.948	4.7231	0.	14.796
41	14.805	4.7091	0.	9.782
42	13.659	4.7063	0.	3.6169
43	12.509	4.7348	0.	0.1126
44	11.339	4.766	0.	0.89533
45	10.194	4.7359	0.	19.141
46	9.0075	4.6878	0.	-21.456
47	7.8195	4.6433	0.	-18.698
48	5.9372	4.5917	0.	178.92
49	5.0464	5.1868	0.	-102.22
50	6.1525	2.5164	0.	-49.187
51	6.1076	3.4843	0.	72.184
52	7.7058	2.4629	0.	11.779
53	8.9812	2.4436	0.	4.5521
54	10.168	2.4055	0.	-10.402
55	11.333	2.3864	0.	-0.15786
56	12.486	2.3649	0.	1.3336
57	13.653	2.365	0.	3.2317e-002
58	14.801	2.3675	0.	6.4723
59	15.951	2.3688	0.	12.725
60	17.096	2.372	0.	18.54
61	18.242	2.3757	0.	25.751
62	19.387	2.3905	0.	36.69
63	20.533	2.3996	0.	53.862
64	21.689	2.3921	0.	80.582
