Node Numbers,X Locations (inches),Y Locations (inches),Z Locations (inches),Equivalent Elastic Strains (in/in),Equivalent Stress (psi),Max Principal Elastic Strain (in/in),Max Principal Stress (psi),Middle Principal Elastic Strain (in/in),Middle Principal Stress (psi),Min Principal Elastic Strain (in/in),Min Principal Stress (psi),Total Deformation (in)
1,3.8722,2.3943,0,0.0009211,7769.8,0.00030001,943.71,0.00026938,713.58,-0.00074907,-6938.6,0.10018
2,3.6732,3.3386,0,0.0010449,10074,0.00036011,355.15,0.0003185,42.499,-0.0010009,-9871.2,0.088603
3,2.3855,0.419,0,0.00040072,3203.6,0.00015787,239.13,3.0064e-05,-721.14,-0.00031779,-3334.8,0.024257
4,2.2941,4.2517,0,0.00087267,8412.2,0.00029665,-740.4,0.00017498,-1654.6,-0.00087881,-9572.4,0.028331
5,2.0309,5.3046,0,0.00045276,4482.4,0.0001599,-8.0373,0.00012679,-256.78,-0.00045254,-4609.7,0.018753
6,4.0698,5.0719,0,0.00044502,4091.1,0.0002093,761.94,7.0654e-05,-279.79,-0.00039111,-3749.3,0.10359
7,4.3411,4.6815,0,0.00061133,5841.2,0.00023584,419.58,0.00015679,-174.32,-0.00057808,-5695.8,0.12573
8,4.9299,3.382,0,0.00054847,5431.7,0.00021597,-150.61,9.9109e-05,-1028.7,-0.00055826,-5967.9,0.17428
9,4.2347,0.56458,0,0.00037436,3688.5,0.00015469,358.21,9.7402e-05,-72.241,-0.00036235,-3526.7,0.11429
10,2.3416,1.6582,0,0.00065358,6354.7,0.00023693,-77.503,0.00015511,-692.25,-0.00064677,-6717.3,0.029621
11,1.0865,5.0972,0,0.0005847,5828.8,0.00029488,935.15,9.1776e-05,-590.88,-0.00056224,-5504.9,0.0052837
12,4.2825,5.4766,0,0.00034642,3367.5,0.000137,322.52,9.6245e-05,16.307,-0.00033017,-3187.6,0.11574
13,5.1803,0.78184,0,0.00045665,4500,0.00017991,366.22,0.00012814,-22.764,-0.00044321,-4315.7,0.18828
14,1.9093,3.5077,0,0.00063715,6149.5,0.00035998,1703.8,6.7321e-05,-495.18,-0.00056456,-5242.9,0.02077
15,1.6489,2.0341,0,0.0006213,6085.5,0.00033096,1116.3,6.0681e-05,-914.44,-0.00057955,-5724.9,0.01521
16,1.3238,4.2911,0,0.00070935,7015.1,0.00040838,1439.4,2.4284e-05,-1446.6,-0.00065605,-6558.3,0.0090379
17,6.0767,1.3959,0,0.00041221,4102.8,0.00014491,0.52015,0.00011933,-191.66,-0.00041348,-4195,0.2667
18,7.8025,1.3334,0,0.00039742,3958.1,0.00014193,73.588,0.00011824,-104.45,-0.00039631,-3970.5,0.43105
19,8.9951,1.2784,0,0.00036219,3617.4,0.00012117,-16.664,0.00011503,-62.791,-0.00036332,-3656.9,0.55867
20,10.183,1.2432,0,0.00033146,3311.6,0.00011201,17.421,0.00010647,-24.188,-0.00033148,-3314.8,0.69612
21,11.342,1.2057,0,0.00029976,2994.9,9.9777e-05,0.33525,9.7447e-05,-17.172,-0.00029998,-3003.3,0.83929
22,12.496,1.1823,0,0.00026933,2690.7,8.9005e-05,-0.31569,8.8567e-05,-3.6034,-0.00026932,-2692.6,0.98997
23,13.657,1.1816,0,0.00023915,2389,7.9283e-05,4.4477,7.8635e-05,-0.42252,-0.00023899,-2387,1.1488
24,14.802,1.1814,0,0.00021,2097.5,7.0103e-05,9.939,6.8763e-05,-0.12697,-0.00020973,-2092.6,1.3117
25,15.953,1.1831,0,0.00018139,1811.5,6.099e-05,14.066,5.9134e-05,0.1172,-0.00018103,-1804.4,1.4811
26,17.098,1.1857,0,0.00015374,1535.1,5.2232e-05,18.391,4.9774e-05,-0.077378,-0.0001533,-1525.9,1.6543
27,18.247,1.1865,0,0.00012681,1265.9,4.3765e-05,23.543,4.0635e-05,0.027872,-0.00012626,-1254,1.832
28,19.393,1.1846,0,0.00010081,1005.9,3.5726e-05,30.176,3.1719e-05,0.065132,-0.00010012,-990.49,2.0126
29,20.546,1.1958,0,7.552e-05,753.14,2.8231e-05,40.447,2.2826e-05,-0.16249,-7.4598e-05,-732.17,2.197
30,21.7,1.1934,0,5.1331e-05,511.36,2.1534e-05,56.595,1.4012e-05,0.074688,-4.9973e-05,-480.68,2.3835
31,22.849,1.1959,0,2.92e-05,290.67,1.631e-05,83.914,5.1288e-06,-0.09374,-2.6736e-05,-239.51,2.5706
32,22.843,2.3946,0,3.2636e-05,325.23,2.046e-05,123.54,4.0345e-06,0.12587,-2.8634e-05,-245.33,2.5698
33,22.843,3.6001,0,3.264e-05,325.24,2.0472e-05,123.57,4.0113e-06,-0.10477,-2.863e-05,-245.36,2.5694
34,22.844,4.8066,0,2.9295e-05,291.62,1.6326e-05,83.642,5.167e-06,-0.19896,-2.6843e-05,-240.71,2.5687
35,21.69,4.8074,0,5.1556e-05,513.63,2.1608e-05,56.541,1.4085e-05,0.013175,-5.0202e-05,-483.01,2.3809
36,20.541,4.7975,0,7.565e-05,754.43,2.8298e-05,40.788,2.286e-05,-0.072475,-7.472e-05,-733.25,2.1953
37,19.39,4.8005,0,0.00010086,1006.5,3.5778e-05,30.602,3.1716e-05,0.082822,-0.00010016,-990.79,2.0113
38,18.243,4.7837,0,0.00012694,1267.2,4.3904e-05,24.686,4.0618e-05,0.0021254,-0.00012637,-1254.7,1.8304
39,17.096,4.7498,0,0.0001538,1535.8,5.2344e-05,19.522,4.9744e-05,-0.0088417,-0.00015334,-1525.9,1.653
40,15.948,4.7231,0,0.00018149,1812.6,6.1082e-05,14.796,5.9135e-05,0.17061,-0.00018112,-1805,1.4795
41,14.805,4.7091,0,0.00020983,2095.9,7.0043e-05,9.782,6.8704e-05,-0.27727,-0.00020957,-2091.1,1.3114
42,13.659,4.7063,0,0.00023892,2386.7,7.9134e-05,3.6169,7.8608e-05,-0.33909,-0.00023878,-2385.1,1.1484
43,12.509,4.7348,0,0.00026861,2683.5,8.8963e-05,0.1126,8.8043e-05,-6.7994,-0.00026865,-2686.8,0.9909
44,11.339,4.766,0,0.00029937,2990.9,9.978e-05,0.89533,9.7136e-05,-18.971,-0.0002996,-2999.9,0.83795
45,10.194,4.7359,0,0.00033089,3305.8,0.00011191,19.141,0.00010627,-23.194,-0.00033086,-3307.6,0.69648
46,9.0075,4.6878,0,0.0003629,3621.8,0.00012113,-21.456,0.00011505,-67.137,-0.00036391,-3665.9,0.55915
47,7.8195,4.6433,0,0.00039558,3925.5,0.0001364,-18.698,0.00011631,-169.61,-0.00039581,-4017.5,0.43182
48,5.9372,4.5917,0,0.00044325,4345.6,0.0001626,178.92,0.0001271,-87.772,-0.00043269,-4293.8,0.25336
49,5.0464,5.1868,0,0.00046763,4412.4,0.00015898,-102.22,0.00011309,-447.01,-0.00044987,-4676.9,0.17617
50,6.1525,2.5164,0,0.00043236,4318.5,0.00014505,-49.187,0.00013394,-132.68,-0.00043518,-4408.8,0.2759
51,6.1076,3.4843,0,0.00043913,4379.4,0.00016368,72.184,0.00011818,-269.66,-0.0004406,-4468.2,0.2715
52,7.7058,2.4629,0,0.00040035,3998.5,0.00014192,11.779,0.00011614,-181.97,-0.00040267,-4080.1,0.42374
53,8.9812,2.4436,0,0.00036309,3627.3,0.00012593,4.5521,0.0001097,-117.44,-0.00036475,-3682.3,0.55968
54,10.168,2.4055,0,0.00032927,3289.8,0.0001111,-10.402,0.0001035,-67.503,-0.0003305,-3328.4,0.69689
55,11.333,2.3864,0,0.00029856,2982.9,9.9974e-05,-0.15786,9.6002e-05,-30.004,-0.000299,-2997.9,0.84058
56,12.486,2.3649,0,0.00026853,2682.8,8.9348e-05,1.3336,8.744e-05,-12.995,-0.00026866,-2688.6,0.99079
57,13.653,2.365,0,0.00023833,2380.9,7.8714e-05,0.032317,7.8472e-05,-1.7894,-0.00023828,-2381.8,1.1502
58,14.801,2.3675,0,0.00020935,2091.2,6.9594e-05,6.4723,6.874e-05,0.051047,-0.00020915,-2087.9,1.3133
59,15.951,2.3688,0,0.00018092,1807,6.0744e-05,12.725,5.9025e-05,-0.1884,-0.00018061,-1800.7,1.4821
60,17.096,2.372,0,0.00015337,1531.6,5.2132e-05,18.54,4.9646e-05,-0.14088,-0.00015295,-1522.4,1.6551
61,18.242,2.3757,0,0.0001267,1265,4.392e-05,25.751,4.0489e-05,-0.026736,-0.00012613,-1251.9,1.8322
62,19.387,2.3905,0,0.00010102,1008.3,3.6341e-05,36.69,3.1474e-05,0.11983,-0.00010023,-989.42,2.0124
63,20.533,2.3996,0,7.6544e-05,763.67,2.9672e-05,53.862,2.2503e-05,-0.0013086,-7.5361e-05,-735.32,2.1954
64,21.689,2.3921,0,5.3334e-05,531.71,2.416e-05,80.582,1.3377e-05,-0.43324,-5.1379e-05,-486.99,2.3821
65,21.686,3.5992,0,5.3393e-05,532.27,2.4153e-05,80.423,1.3428e-05,-0.16066,-5.1439e-05,-487.54,2.3813
66,20.53,3.5981,0,7.6614e-05,764.32,2.9676e-05,53.727,2.2543e-05,0.1355,-7.5427e-05,-735.98,2.1946
67,19.381,3.591,0,0.00010118,1009.9,3.6456e-05,37.19,3.1464e-05,-0.31626,-0.00010038,-990.94,2.0111
68,18.241,3.5792,0,0.0001267,1264.9,4.3907e-05,25.681,4.0501e-05,0.092294,-0.00012612,-1251.9,1.8317
69,17.091,3.5571,0,0.0001535,1532.8,5.2114e-05,18.087,4.974e-05,0.25259,-0.00015307,-1523.6,1.6541
70,15.946,3.5471,0,0.00018101,1807.7,6.0709e-05,12.126,5.9092e-05,-0.024196,-0.00018069,-1801.6,1.4812
71,14.802,3.5401,0,0.00020929,2090.4,6.954e-05,6.2195,6.8737e-05,0.19058,-0.00020907,-2087.2,1.3132
72,13.654,3.5356,0,0.00023833,2380.6,7.8744e-05,0.55302,7.8441e-05,-1.7262,-0.00023824,-2381.1,1.1501
73,12.486,3.5413,0,0.0002686,2683,8.9149e-05,-0.58621,8.7616e-05,-12.111,-0.0002687,-2689.3,0.99051
74,11.321,3.5428,0,0.00029873,2983.8,9.9888e-05,-2.3868,9.6024e-05,-31.425,-0.00029916,-3000.6,0.83882
75,10.159,3.5326,0,0.00032939,3289.5,0.00011214,-3.7445,0.00010231,-77.64,-0.0003305,-3329.6,0.69551
76,8.9893,3.5322,0,0.00036114,3604,0.00012726,43.953,0.00010896,-93.549,-0.0003613,-3626.8,0.56029
77,7.7124,3.489,0,0.00039454,3932.5,0.00013752,-25.149,0.0001144,-198.84,-0.00039705,-4041.6,0.42413
78,4.6189,4.0918,0,0.00053921,4674.1,0.00019022,400.55,0.00012895,-59.819,-0.00046023,-4486.7,0.14924
79,2.2026,0.81292,0,0.00058534,5379.2,0.00022519,412.46,0.0001321,-286.97,-0.00053274,-5282.3,0.022669
80,2.9281,2.285,0,0.0013267,12711,0.00052437,1392.9,0.00036691,209.8,-0.0012405,-11868,0.050989
81,2.0557,4.6899,0,0.00050439,4930.8,0.0001669,-431.26,0.00011554,-817.13,-0.00051353,-5543.7,0.021551
82,3.9432,1.0506,0,0.00038886,3722.2,0.00014865,151.42,9.1711e-05,-276.4,-0.00037275,-3766.2,0.097003
83,4.3515,1.3409,0,0.00053937,5125.3,0.00021284,492.03,0.00013869,-65.127,-0.00050334,-4889.1,0.12785
84,4.52,2.0476,0,0.00065558,6386.1,0.00021673,-474.08,0.00015663,-925.66,-0.00066166,-7074,0.14292
85,2.8264,2.8441,0,0.0010751,10378,0.00042699,1125.9,0.00030055,175.95,-0.0010131,-9694.1,0.048636
86,4.8458,2.7387,0,0.00054675,5420.7,0.00021688,-8.9975,0.00011034,-809.52,-0.00055192,-5785.5,0.16819
87,4.0259,1.6043,0,0.00058465,5599,0.00018654,-181.44,0.00016539,-340.29,-0.000569,-5858.2,0.1065
88,3.8256,1.3763,0,0.00081607,7548.1,0.00041326,2161.1,0.0001531,206.35,-0.00069582,-6172.1,0.091345
89,3.8089,2.8285,0,0.0010278,10037,0.00035866,297.41,0.00031236,-50.43,-0.00099977,-9909.3,0.097173
90,3.8424,2.1145,0,0.0010359,9689.1,0.00041609,873.65,0.00023101,-516.95,-0.00095599,-9435.6,0.097053
91,4.1236,1.8983,0,0.00072357,6426.2,0.00027094,833.7,0.0001873,205.28,-0.00062308,-5883.6,0.11459
92,4.1236,1.8983,0.1,0.00072357,6426.2,0.00062308,5883.6,-0.0001873,-205.28,-0.00027094,-833.7,0.11459
93,3.8424,2.1145,0.1,0.0010359,9689.1,0.00095599,9435.6,-0.00023101,516.95,-0.00041609,-873.65,0.097053
94,3.8089,2.8285,0.1,0.0010278,10037,0.00099977,9909.3,-0.00031236,50.43,-0.00035866,-297.41,0.097173
95,3.8256,1.3763,0.1,0.00081607,7548.1,0.00069582,6172.1,-0.0001531,-206.35,-0.00041326,-2161.1,0.091345
96,4.0259,1.6043,0.1,0.00058465,5599,0.000569,5858.2,-0.00016539,340.29,-0.00018654,181.44,0.1065
97,4.8458,2.7387,0.1,0.00054675,5420.7,0.00055192,5785.5,-0.00011034,809.52,-0.00021688,8.9975,0.16819
98,2.8264,2.8441,0.1,0.0010751,10378,0.0010131,9694.1,-0.00030055,-175.95,-0.00042699,-1125.9,0.048636
99,4.52,2.0476,0.1,0.00065558,6386.1,0.00066166,7074,-0.00015663,925.66,-0.00021673,474.08,0.14292
100,4.3515,1.3409,0.1,0.00053937,5125.3,0.00050334,4889.1,-0.00013869,65.127,-0.00021284,-492.03,0.12785
101,3.9432,1.0506,0.1,0.00038886,3722.2,0.00037275,3766.2,-9.1711e-05,276.4,-0.00014865,-151.42,0.097003
102,2.0557,4.6899,0.1,0.00050439,4930.8,0.00051353,5543.7,-0.00011554,817.13,-0.0001669,431.26,0.021551
103,2.9281,2.285,0.1,0.0013267,12711,0.0012405,11868,-0.00036691,-209.8,-0.00052437,-1392.9,0.050989
104,2.2026,0.81292,0.1,0.00058534,5379.2,0.00053274,5282.3,-0.0001321,286.97,-0.00022519,-412.46,0.022669
105,4.6189,4.0918,0.1,0.00053921,4674.1,0.00046023,4486.7,-0.00012895,59.819,-0.00019022,-400.55,0.14924
106,7.7124,3.489,0.1,0.00039454,3932.5,0.00039705,4041.6,-0.0001144,198.84,-0.00013752,25.149,0.42413
107,8.9893,3.5322,0.1,0.00036114,3604,0.0003613,3626.8,-0.00010896,93.549,-0.00012726,-43.953,0.56029
108,10.159,3.5326,0.1,0.00032939,3289.5,0.0003305,3329.6,-0.00010231,77.64,-0.00011214,3.7445,0.69551
109,11.321,3.5428,0.1,0.00029873,2983.8,0.00029916,3000.6,-9.6024e-05,31.425,-9.9888e-05,2.3869,0.83882
110,12.486,3.5413,0.1,0.0002686,2683,0.0002687,2689.3,-8.7616e-05,12.111,-8.9149e-05,0.58621,0.99051
111,13.654,3.5356,0.1,0.00023833,2380.6,0.00023824,2381.1,-7.8441e-05,1.7262,-7.8744e-05,-0.55302,1.1501
112,14.802,3.5401,0.1,0.00020929,2090.4,0.00020907,2087.2,-6.8737e-05,-0.19058,-6.954e-05,-6.2195,1.3132
113,15.946,3.5471,0.1,0.00018101,1807.7,0.00018069,1801.6,-5.9092e-05,0.024196,-6.0709e-05,-12.126,1.4812
114,17.091,3.5571,0.1,0.0001535,1532.8,0.00015307,1523.6,-4.974e-05,-0.25259,-5.2114e-05,-18.087,1.6541
115,18.241,3.5792,0.1,0.0001267,1264.9,0.00012612,1251.9,-4.0501e-05,-0.092294,-4.3907e-05,-25.681,1.8317
116,19.381,3.591,0.1,0.00010118,1009.9,0.00010038,990.94,-3.1464e-05,0.31626,-3.6456e-05,-37.19,2.0111
117,20.53,3.5981,0.1,7.6614e-05,764.32,7.5427e-05,735.98,-2.2543e-05,-0.1355,-2.9676e-05,-53.727,2.1946
118,21.686,3.5992,0.1,5.3393e-05,532.27,5.1439e-05,487.54,-1.3428e-05,0.16066,-2.4153e-05,-80.423,2.3813
119,21.689,2.3921,0.1,5.3334e-05,531.71,5.1379e-05,486.99,-1.3377e-05,0.43324,-2.416e-05,-80.582,2.3821
120,20.533,2.3996,0.1,7.6544e-05,763.67,7.5361e-05,735.32,-2.2503e-05,0.0013084,-2.9672e-05,-53.862,2.1954
121,19.387,2.3905,0.1,0.00010102,1008.3,0.00010023,989.42,-3.1474e-05,-0.11983,-3.6341e-05,-36.69,2.0124
122,18.242,2.3757,0.1,0.0001267,1265,0.00012613,1251.9,-4.0489e-05,0.026737,-4.392e-05,-25.751,1.8322
123,17.096,2.372,0.1,0.00015337,1531.6,0.00015295,1522.4,-4.9646e-05,0.14088,-5.2132e-05,-18.54,1.6551
124,15.951,2.3688,0.1,0.00018092,1807,0.00018061,1800.7,-5.9025e-05,0.1884,-6.0744e-05,-12.725,1.4821
125,14.801,2.3675,0.1,0.00020935,2091.2,0.00020915,2087.9,-6.874e-05,-0.051046,-6.9594e-05,-6.4723,1.3133
126,13.653,2.365,0.1,0.00023833,2380.9,0.00023828,2381.8,-7.8472e-05,1.7894,-7.8714e-05,-0.032317,1.1502
127,12.486,2.3649,0.1,0.00026853,2682.8,0.00026866,2688.6,-8.744e-05,12.995,-8.9348e-05,-1.3336,0.99079
128,11.333,2.3864,0.1,0.00029856,2982.9,0.000299,2997.9,-9.6002e-05,30.004,-9.9974e-05,0.15786,0.84058
129,10.168,2.4055,0.1,0.00032927,3289.8,0.0003305,3328.4,-0.0001035,67.503,-0.0001111,10.402,0.69689
130,8.9812,2.4436,0.1,0.00036309,3627.3,0.00036475,3682.3,-0.0001097,117.44,-0.00012593,-4.5521,0.55968
131,7.7058,2.4629,0.1,0.00040035,3998.5,0.00040267,4080.1,-0.00011614,181.97,-0.00014192,-11.779,0.42374
132,6.1076,3.4843,0.1,0.00043913,4379.4,0.0004406,4468.2,-0.00011818,269.66,-0.00016368,-72.184,0.2715
133,6.1525,2.5164,0.1,0.00043236,4318.5,0.00043518,4408.8,-0.00013394,132.68,-0.00014505,49.187,0.2759
134,5.0464,5.1868,0.1,0.00046763,4412.4,0.00044987,4676.9,-0.00011309,447.01,-0.00015898,102.22,0.17617
135,5.9372,4.5917,0.1,0.00044325,4345.6,0.00043269,4293.8,-0.0001271,87.772,-0.0001626,-178.92,0.25336
136,7.8195,4.6433,0.1,0.00039558,3925.5,0.00039581,4017.5,-0.00011631,169.61,-0.0001364,18.698,0.43182
137,9.0075,4.6878,0.1,0.0003629,3621.8,0.00036391,3665.9,-0.00011505,67.137,-0.00012113,21.456,0.55915
138,10.194,4.7359,0.1,0.00033089,3305.8,0.00033086,3307.6,-0.00010627,23.194,-0.00011191,-19.141,0.69648
139,11.339,4.766,0.1,0.00029937,2990.9,0.0002996,2999.9,-9.7136e-05,18.971,-9.978e-05,-0.89533,0.83795
140,12.509,4.7348,0.1,0.00026861,2683.5,0.00026865,2686.8,-8.8043e-05,6.7994,-8.8963e-05,-0.1126,0.9909
141,13.659,4.7063,0.1,0.00023892,2386.7,0.00023878,2385.1,-7.8608e-05,0.33909,-7.9134e-05,-3.6169,1.1484
142,14.805,4.7091,0.1,0.00020983,2095.9,0.00020957,2091.1,-6.8704e-05,0.27727,-7.0043e-05,-9.782,1.3114
143,15.948,4.7231,0.1,0.00018149,1812.6,0.00018112,1805,-5.9135e-05,-0.17061,-6.1082e-05,-14.796,1.4795
144,17.096,4.7498,0.1,0.0001538,1535.8,0.00015334,1525.9,-4.9744e-05,0.0088415,-5.2344e-05,-19.522,1.653
145,18.243,4.7837,0.1,0.00012694,1267.2,0.00012637,1254.7,-4.0618e-05,-0.0021259,-4.3904e-05,-24.686,1.8304
146,19.39,4.8005,0.1,0.00010086,1006.5,0.00010016,990.79,-3.1716e-05,-0.082822,-3.5778e-05,-30.602,2.0113
147,20.541,4.7975,0.1,7.565e-05,754.43,7.472e-05,733.25,-2.286e-05,0.072477,-2.8298e-05,-40.788,2.1953
148,21.69,4.8074,0.1,5.1556e-05,513.63,5.0202e-05,483.01,-1.4085e-05,-0.013176,-2.1608e-05,-56.541,2.3809
149,22.844,4.8066,0.1,2.9295e-05,291.62,2.6843e-05,240.71,-5.167e-06,0.19896,-1.6326e-05,-83.642,2.5687
150,22.843,3.6001,0.1,3.264e-05,325.24,2.863e-05,245.36,-4.0113e-06,0.10477,-2.0472e-05,-123.57,2.5694
151,22.843,2.3946,0.1,3.2636e-05,325.23,2.8634e-05,245.33,-4.0345e-06,-0.12587,-2.046e-05,-123.54,2.5698
152,22.849,1.1959,0.1,2.92e-05,290.67,2.6736e-05,239.51,-5.1288e-06,0.09374,-1.631e-05,-83.914,2.5706
153,21.7,1.1934,0.1,5.1331e-05,511.36,4.9973e-05,480.68,-1.4012e-05,-0.074687,-2.1534e-05,-56.595,2.3835
154,20.546,1.1958,0.1,7.552e-05,753.14,7.4598e-05,732.17,-2.2826e-05,0.16249,-2.8231e-05,-40.447,2.197
155,19.393,1.1846,0.1,0.00010081,1005.9,0.00010012,990.49,-3.1719e-05,-0.065134,-3.5726e-05,-30.176,2.0126
