Node Number	X Location (in)	Y Location (in)	Z Location (in)	Equivalent (von-Mises) Stress (psi)
1	3.0505	3.0357	0.	2761.3
2	3.8399	3.1265	0.	1759.4
3	4.8597	2.4153	0.	1261.4
4	3.1754	3.4953	0.	3041.
5	5.1756	3.2237	0.	1211.4
6	1.9986	0.81159	0.	1099.
7	2.0089	2.5438	0.	1351.4
8	4.3718	0.54791	0.	761.31
9	2.1414	4.9955	0.	1210.1
10	2.7184	4.0616	0.	1876.7
11	4.5439	4.6507	0.	1143.4
12	4.1188	5.0385	0.	829.69
13	1.18	4.5074	0.	1348.3
14	4.3063	5.4679	0.	800.64
15	0.9608	2.0943	0.	1542.9
16	0.96518	1.0271	0.	1385.
17	0.99238	3.2172	0.	1582.3
18	5.41	0.75817	0.	917.32
19	6.3403	1.1336	0.	860.5
20	7.3826	1.4513	0.	785.67
21	8.5845	1.5271	0.	692.34
22	9.8119	1.5181	0.	585.84
23	11.01	1.517	0.	495.64
24	12.207	1.5045	0.	412.88
25	13.364	1.5298	0.	337.9
26	14.517	1.5417	0.	270.98
27	15.68	1.5633	0.	210.79
28	16.901	1.6924	0.	149.39
29	18.225	1.216	0.	107.84
30	19.41	1.1925	0.	70.84
31	20.551	1.1969	0.	44.416
32	21.7	1.1927	0.	24.731
33	22.846	1.1916	0.	12.871
34	22.845	2.392	0.	16.204
35	22.843	3.5989	0.	16.138
36	22.843	4.8028	0.	12.698
37	21.689	4.8063	0.	24.093
38	20.556	4.7998	0.	42.933
39	19.43	4.8202	0.	69.795
40	18.284	4.8503	0.	104.14
41	17.125	4.89	0.	144.09
42	16.071	4.7198	0.	192.19
43	15.066	4.5937	0.	243.23
44	13.915	4.5942	0.	304.32
45	12.731	4.6411	0.	376.28
46	11.566	4.6367	0.	456.18
47	10.384	4.6257	0.	542.62
48	9.194	4.4961	0.	638.87
49	7.918	4.4615	0.	750.27
50	6.5097	4.4341	0.	831.95
51	5.43	5.1753	0.	927.34
52	6.702	2.8831	0.	799.89
53	18.389	2.4372	0.	101.92
54	19.436	2.4016	0.	69.634
55	20.543	2.391	0.	45.496
56	21.691	2.3939	0.	26.768
57	21.683	3.5912	0.	26.523
58	20.56	3.6007	0.	44.569
59	19.45	3.6229	0.	69.927
60	18.355	3.6874	0.	102.86
61	17.201	3.7941	0.	135.61
62	16.328	3.2685	0.	184.42
63	15.322	3.0841	0.	230.07
64	14.194	3.0754	0.	288.15
65	13.039	3.0715	0.	356.02
66	11.875	3.0356	0.	432.74
67	10.681	3.0556	0.	516.74
68	9.4399	3.0617	0.	614.18
69	8.1325	3.0192	0.	726.13
70	4.9215	4.0595	0.	1137.3
71	1.9941	1.6322	0.	1185.1
72	2.1335	3.311	0.	1451.1
73	2.7216	4.6788	0.	1528.5
74	4.0995	1.0596	0.	953.17
75	4.8065	1.3717	0.	999.84
76	4.1004	1.7893	0.	1448.6
77	3.7895	2.6396	0.	1757.6
78	17.602	2.539	0.	128.83
79	2.9372	4.1576	0.	2607.5
80	2.9615	4.4577	0.	2139.4
81	3.8705	1.4497	0.	1312.3
82	5.7407	1.9639	0.	975.81
83	2.3969	3.8438	0.	1546.3
84	2.3969	3.8438	0.1	1546.3
85	5.7407	1.9639	0.1	975.81
86	3.8705	1.4497	0.1	1312.3
87	2.9615	4.4577	0.1	2139.4
88	2.9372	4.1576	0.1	2607.5
89	17.602	2.539	0.1	128.83
90	3.7895	2.6396	0.1	1757.6
91	4.1004	1.7893	0.1	1448.6
92	4.8065	1.3717	0.1	999.84
93	4.0995	1.0596	0.1	953.17
94	2.7216	4.6788	0.1	1528.5
95	2.1335	3.311	0.1	1451.1
96	1.9941	1.6322	0.1	1185.1
97	4.9215	4.0595	0.1	1137.3
98	8.1325	3.0192	0.1	726.13
99	9.4399	3.0617	0.1	614.18
100	10.681	3.0556	0.1	516.74
101	11.875	3.0356	0.1	432.74
102	13.039	3.0715	0.1	356.02
103	14.194	3.0754	0.1	288.15
104	15.322	3.0841	0.1	230.07
105	16.328	3.2685	0.1	184.42
106	17.201	3.7941	0.1	135.61
107	18.355	3.6874	0.1	102.86
108	19.45	3.6229	0.1	69.927
109	20.56	3.6007	0.1	44.569
110	21.683	3.5912	0.1	26.523
111	21.691	2.3939	0.1	26.768
112	20.543	2.391	0.1	45.496
113	19.436	2.4016	0.1	69.634
114	18.389	2.4372	0.1	101.92
115	6.702	2.8831	0.1	799.89
116	5.43	5.1753	0.1	927.34
117	6.5097	4.4341	0.1	831.95
118	7.918	4.4615	0.1	750.27
119	9.194	4.4961	0.1	638.87
120	10.384	4.6257	0.1	542.62
121	11.566	4.6367	0.1	456.18
122	12.731	4.6411	0.1	376.28
123	13.915	4.5942	0.1	304.32
124	15.066	4.5937	0.1	243.23
125	16.071	4.7198	0.1	192.19
126	17.125	4.89	0.1	144.09
127	18.284	4.8503	0.1	104.14
128	19.43	4.8202	0.1	69.795
129	20.556	4.7998	0.1	42.933
130	21.689	4.8063	0.1	24.093
131	22.843	4.8028	0.1	12.698
132	22.843	3.5989	0.1	16.138
133	22.845	2.392	0.1	16.204
134	22.846	1.1916	0.1	12.871
135	21.7	1.1927	0.1	24.731
136	20.551	1.1969	0.1	44.416
137	19.41	1.1925	0.1	70.84
138	18.225	1.216	0.1	107.84
139	16.901	1.6924	0.1	149.39
140	15.68	1.5633	0.1	210.79
141	14.517	1.5417	0.1	270.98
142	13.364	1.5298	0.1	337.9
143	12.207	1.5045	0.1	412.88
144	11.01	1.517	0.1	495.64
145	9.8119	1.5181	0.1	585.84
146	8.5845	1.5271	0.1	692.34
147	7.3826	1.4513	0.1	785.67
148	6.3403	1.1336	0.1	860.5
149	5.41	0.75817	0.1	917.32
150	0.99238	3.2172	0.1	1582.3
151	0.96518	1.0271	0.1	1385.
152	0.9608	2.0943	0.1	1542.9
153	4.3063	5.4679	0.1	800.64
154	1.18	4.5074	0.1	1348.3
155	4.1188	5.0385	0.1	829.69
156	4.5439	4.6507	0.1	1143.4
157	2.7184	4.0616	0.1	1876.7
158	2.1414	4.9955	0.1	1210.1
159	4.3718	0.54791	0.1	761.31
160	2.0089	2.5438	0.1	1351.4
161	1.9986	0.81159	0.1	1099.
162	5.1756	3.2237	0.1	1211.4
163	3.1754	3.4953	0.1	3041.
164	4.8597	2.4153	0.1	1261.4
165	3.8399	3.1265	0.1	1759.4
166	3.0505	3.0357	0.1	2761.3
167	3.3467	5.5	0.1	467.16
168	3.3467	5.	0.1	1570.8
169	3.3467	4.5	0.1	1649.1
170	3.3467	4.	0.1	2827.1
171	3.18	4.	0.1	5070.7
172	3.18	4.5	0.1	1998.8
173	3.18	5.	0.1	769.23
174	3.18	5.5	0.1	778.54
175	3.3467	0.5	0.1	531.29
176	3.3467	1.	0.1	855.75
177	3.3467	1.5	0.1	2144.4
