Node Number	X Location (in)	Y Location (in)	Z Location (in)	Maximum Principal Elastic Strain (in/in)
1	6.6419	3.2602	0.	4.9832e-005
2	7.7703	3.4445	0.	3.6457e-005
3	6.9445	2.2798	0.	4.3817e-005
4	5.6154	2.7112	0.	7.5236e-005
5	7.1877	4.757	0.	4.0991e-005
6	4.8314	0.57832	0.	4.208e-005
7	7.0978	0.57565	0.	2.921e-005
8	5.0237	4.6831	0.	6.0374e-005
9	6.9314	5.4713	0.	2.8056e-005
10	7.5563	4.2141	0.	3.3148e-005
11	5.1032	5.3942	0.	4.4038e-005
12	4.8756	1.5156	0.	5.3537e-005
13	3.8864	1.1004	0.	4.164e-005
14	3.8999	3.2304	0.	4.8638e-005
15	4.9069	2.97	0.	5.7206e-005
16	4.1499	5.1873	0.	3.7735e-005
17	1.3902	4.7523	0.	7.6565e-005
18	1.2416	1.2002	0.	7.6519e-005
19	2.4912	1.1601	0.	4.717e-005
20	8.062	1.1907	0.	2.2706e-005
21	9.193	1.2514	0.	2.1849e-005
22	10.388	1.2323	0.	1.8541e-005
23	11.56	1.2277	0.	1.5207e-005
24	12.727	1.2117	0.	1.2393e-005
25	13.882	1.2003	0.	1.0351e-005
26	15.019	1.1949	0.	8.5025e-006
27	16.149	1.1897	0.	6.8005e-006
28	17.268	1.1897	0.	5.3119e-006
29	18.388	1.1899	0.	4.0174e-006
30	19.509	1.1903	0.	2.9396e-006
31	20.63	1.1909	0.	2.0787e-006
32	21.753	1.1921	0.	1.4325e-006
33	22.875	1.1951	0.	9.9154e-007
34	1.3731	3.5872	0.	8.5376e-005
35	1.2914	2.4007	0.	8.5354e-005
36	22.864	2.3932	0.	1.3319e-006
37	22.861	3.6009	0.	1.333e-006
38	22.869	4.7955	0.	9.9402e-007
39	21.741	4.793	0.	1.4346e-006
40	20.616	4.7925	0.	2.08e-006
41	19.493	4.7924	0.	2.9394e-006
42	18.372	4.7924	0.	4.016e-006
43	17.252	4.7924	0.	5.3082e-006
44	16.132	4.7924	0.	6.805e-006
45	15.009	4.792	0.	8.4976e-006
46	13.876	4.7904	0.	1.035e-005
47	12.725	4.7902	0.	1.2456e-005
48	11.542	4.7946	0.	1.518e-005
49	10.313	4.8308	0.	1.9644e-005
50	8.9107	4.8892	0.	2.1616e-005
51	7.9878	5.3088	0.	2.3973e-005
52	3.7243	2.229	0.	4.5217e-005
53	9.0092	3.6227	0.	2.2687e-005
54	2.712	3.4942	0.	4.5802e-005
55	2.538	2.304	0.	4.9759e-005
56	9.0412	2.4286	0.	2.336e-005
57	10.279	2.4449	0.	1.9232e-005
58	11.484	2.4323	0.	1.5488e-005
59	12.682	2.4077	0.	1.2456e-005
60	13.848	2.3966	0.	1.0338e-005
61	14.998	2.3867	0.	8.5491e-006
62	16.119	2.3863	0.	6.9296e-006
63	17.239	2.3864	0.	5.4641e-006
64	18.36	2.3866	0.	4.1999e-006
65	19.483	2.3872	0.	3.1459e-006
66	20.607	2.3882	0.	2.3148e-006
67	21.734	2.39	0.	1.7111e-006
68	21.731	3.5916	0.	1.7153e-006
69	20.604	3.5903	0.	2.3203e-006
70	19.479	3.5897	0.	3.1531e-006
71	18.357	3.5894	0.	4.2086e-006
72	17.236	3.5893	0.	5.4754e-006
73	16.114	3.5895	0.	6.9323e-006
74	14.988	3.5895	0.	8.5559e-006
75	13.843	3.5871	0.	1.0321e-005
76	12.681	3.5927	0.	1.2533e-005
77	11.473	3.6118	0.	1.5468e-005
78	10.236	3.649	0.	1.9527e-005
79	6.7889	5.0783	0.	2.7653e-005
80	5.1617	1.032	0.	3.4783e-005
81	4.7435	2.1799	0.	4.491e-005
82	2.9867	4.6912	0.	4.26e-005
83	5.3066	5.0354	0.	4.3661e-005
84	4.3143	4.0392	0.	4.7269e-005
85	6.804	1.0372	0.	2.5145e-005
86	7.0438	1.5665	0.	3.7839e-005
87	6.0473	2.95	0.	9.2825e-005
88	8.0229	2.3904	0.	3.1266e-005
89	8.0229	2.3904	0.1	8.0634e-005
90	6.0473	2.95	0.1	1.7115e-004
91	7.0438	1.5665	0.1	7.8404e-005
92	6.804	1.0372	0.1	4.8083e-005
93	4.3143	4.0392	0.1	1.2173e-004
94	5.3066	5.0354	0.1	6.825e-005
95	2.9867	4.6912	0.1	1.2117e-004
96	4.7435	2.1799	0.1	1.1997e-004
97	5.1617	1.032	0.1	6.6936e-005
