Node Numbers,X Locations (inches),Y Locations (inches),Z Locations (inches),Equivalent Elastic Strains (in/in),Equivalent Stress (psi),Max Principal Elastic Strain (in/in),Max Principal Stress (psi),Middle Principal Elastic Strain (in/in),Middle Principal Stress (psi),Min Principal Elastic Strain (in/in),Min Principal Stress (psi),Total Deformation (in)
1,11.9,2.1818,0,0.0010781,10774,0.00045798,1318.3,0.0002995,127.54,-0.0010486,-10001,0.70978
2,11.9,2.3636,0,0.00085342,8528.3,0.00036778,1035,0.0002265,-26.553,-0.00083129,-7974.4,0.71063
3,11.9,2.5455,0,0.0007533,7527.8,0.00032006,870.62,0.00020426,0.58048,-0.00073469,-7054.4,0.71123
4,11.9,2.7273,0,0.00070141,7009.3,0.00029599,783.57,0.00019131,-2.9645,-0.00068481,-6585.8,0.71161
5,11.9,2.9091,0,0.00067927,6788,0.00028542,744.44,0.00018613,-1.557,-0.00066355,-6385.7,0.7118
6,11.9,3.0909,0,0.00067927,6788,0.00028542,744.44,0.00018613,-1.557,-0.00066355,-6385.7,0.7118
7,11.9,3.2727,0,0.00070141,7009.3,0.00029599,783.57,0.00019131,-2.9645,-0.00068481,-6585.8,0.71161
8,11.9,3.4545,0,0.0007533,7527.8,0.00032006,870.62,0.00020426,0.58047,-0.00073469,-7054.4,0.71123
9,11.9,3.6364,0,0.00085342,8528.3,0.00036778,1035,0.0002265,-26.553,-0.00083129,-7974.4,0.71063
10,11.9,3.8182,0,0.0010781,10774,0.00045798,1318.3,0.0002995,127.54,-0.0010486,-10001,0.70978
11,12.067,2.1818,0,0.0010632,10625,0.00043443,1042.1,0.00030207,47.57,-0.0010412,-10045,0.72886
12,12.067,2.3636,0,0.00084841,8478.3,0.00035921,948.29,0.00022926,-28.07,-0.00082853,-7975.9,0.72968
13,12.067,2.5455,0,0.00074742,7469.1,0.00031347,813.47,0.00020535,1.0771,-0.00073024,-7028.6,0.73026
14,12.067,2.7273,0,0.00069542,6949.4,0.00029043,739.32,0.00019164,-2.9456,-0.00067991,-6551.4,0.73064
15,12.067,2.9091,0,0.00067317,6727.1,0.00028018,704.74,0.0001862,-1.4141,-0.00065842,-6347.5,0.73083
16,12.067,3.0909,0,0.00067317,6727.1,0.00028018,704.74,0.0001862,-1.4141,-0.00065842,-6347.5,0.73083
17,12.067,3.2727,0,0.00069542,6949.4,0.00029043,739.32,0.00019164,-2.9456,-0.00067991,-6551.4,0.73064
18,12.067,3.4545,0,0.00074742,7469.1,0.00031347,813.47,0.00020535,1.0771,-0.00073024,-7028.6,0.73026
19,12.067,3.6364,0,0.00084841,8478.3,0.00035921,948.3,0.00022926,-28.07,-0.00082853,-7975.9,0.72968
20,12.067,3.8182,0,0.0010632,10625,0.00043443,1042.1,0.00030207,47.57,-0.0010412,-10045,0.72886
21,11.717,5.8182,0,6.0481e-05,604.39,2.854e-05,97.244,1.3682e-05,-14.392,-5.8293e-05,-555.18,0.67501
22,11.717,5.6364,0,8.891e-05,888.49,4.7303e-05,219.72,1.7183e-05,-6.5923,-8.3095e-05,-760.04,0.6764
23,11.717,5.4545,0,0.000125,1249.2,7.3659e-05,405.24,1.9051e-05,-5.0589,-0.00011303,-997.47,0.67779
24,11.717,5.2727,0,0.00016579,1656.8,0.00010421,626.35,2.0249e-05,-4.5013,-0.00014594,-1253.2,0.67919
25,11.717,5.0909,0,0.00021221,2120.7,0.00013926,882.92,2.1166e-05,-4.4273,-0.00018285,-1537.3,0.68058
26,11.717,4.9091,0,0.00026655,2663.7,0.00018026,1183.1,2.2045e-05,-5.7292,-0.00022581,-1868,0.68198
27,11.717,4.7273,0,0.00033289,3326.6,0.00022978,1544.4,2.3694e-05,-4.0359,-0.00027844,-2274.2,0.68338
28,11.717,4.5455,0,0.00041863,4183.4,0.00029244,1985.2,2.5967e-05,-16.986,-0.00034749,-2823,0.68475
29,11.717,4.3636,0,0.00054034,5399.7,0.00037843,2594.6,3.4989e-05,14.204,-0.00044752,-3611.2,0.6861
30,11.717,4.1818,0,0.00072007,7195.7,0.00047836,3033.3,6.1782e-05,-96.726,-0.00061706,-5197.3,0.68737
31,11.717,4,0,0.00085195,8513.6,0.00047799,2236.4,0.00012562,-411.14,-0.00078942,-7286.4,0.68852
32,11.717,3.8182,0,0.00080351,8029.6,0.00035505,1108.3,0.00020989,17.554,-0.00077878,-7410.9,0.68948
33,11.717,3.6364,0,0.00075335,7528.3,0.0003222,889.54,0.00020219,-12.179,-0.00073437,-7049.1,0.69023
34,11.717,3.4545,0,0.00070023,6997.5,0.00029363,763.13,0.00019258,3.8574,-0.00068409,-6583,0.69079
35,11.717,3.2727,0,0.00066932,6688.6,0.00027931,709.03,0.00018461,-2.5152,-0.00065446,-6306.9,0.69115
36,11.717,3.0909,0,0.00065463,6541.8,0.00027222,682.74,0.00018128,-0.56543,-0.00064034,-6173.9,0.69133
37,11.717,2.9091,0,0.00065463,6541.8,0.00027222,682.74,0.00018128,-0.56543,-0.00064034,-6173.9,0.69133
38,11.717,2.7273,0,0.00066932,6688.6,0.00027931,709.03,0.00018461,-2.5152,-0.00065446,-6306.9,0.69115
39,11.717,2.5455,0,0.00070023,6997.5,0.00029363,763.13,0.00019258,3.8574,-0.00068409,-6583,0.69079
40,11.717,2.3636,0,0.00075335,7528.3,0.0003222,889.53,0.00020219,-12.179,-0.00073437,-7049.1,0.69023
41,11.717,2.1818,0,0.00080351,8029.6,0.00035505,1108.3,0.00020989,17.554,-0.00077878,-7410.9,0.68948
42,11.717,2,0,0.00085195,8513.6,0.00047799,2236.4,0.00012562,-411.14,-0.00078942,-7286.4,0.68852
43,11.717,1.8182,0,0.00072007,7195.7,0.00047836,3033.3,6.1782e-05,-96.726,-0.00061706,-5197.3,0.68737
44,11.717,1.6364,0,0.00054034,5399.7,0.00037843,2594.6,3.4989e-05,14.204,-0.00044752,-3611.2,0.6861
45,11.717,1.4545,0,0.00041863,4183.4,0.00029244,1985.2,2.5967e-05,-16.986,-0.00034749,-2823,0.68475
46,11.717,1.2727,0,0.00033289,3326.6,0.00022978,1544.4,2.3694e-05,-4.0359,-0.00027844,-2274.2,0.68338
47,11.717,1.0909,0,0.00026655,2663.7,0.00018026,1183.1,2.2045e-05,-5.7292,-0.00022581,-1868,0.68198
48,11.717,0.90909,0,0.00021221,2120.7,0.00013926,882.92,2.1166e-05,-4.4273,-0.00018285,-1537.3,0.68058
49,11.717,0.72727,0,0.00016579,1656.8,0.00010421,626.35,2.0249e-05,-4.5013,-0.00014594,-1253.2,0.67919
50,11.717,0.54545,0,0.000125,1249.2,7.3659e-05,405.24,1.9051e-05,-5.0589,-0.00011303,-997.47,0.67779
51,11.717,0.36364,0,8.891e-05,888.49,4.7303e-05,219.72,1.7183e-05,-6.5923,-8.3095e-05,-760.04,0.6764
52,11.717,0.18182,0,6.0481e-05,604.39,2.854e-05,97.244,1.3682e-05,-14.392,-5.8293e-05,-555.18,0.67501
53,11.534,5.8182,0,9.2947e-05,928.83,3.6673e-05,71.118,2.6856e-05,-2.6455,-9.1562e-05,-892.39,0.65663
54,11.534,5.6364,0,0.00010856,1084.9,4.7119e-05,137.18,2.8727e-05,-1.0085,-0.00010558,-1010.2,0.65798
55,11.534,5.4545,0,0.0001344,1343.1,6.5916e-05,265.82,3.0514e-05,-0.17635,-0.00012789,-1190.4,0.65932
56,11.534,5.2727,0,0.00016721,1671,8.9955e-05,433.23,3.2345e-05,0.37384,-0.00015557,-1411.6,0.66065
57,11.534,5.0909,0,0.00020626,2061.2,0.00011823,629.71,3.4503e-05,0.58796,-0.00018821,-1672.8,0.66197
58,11.534,4.9091,0,0.00025225,2520.8,0.00015073,851.62,3.7495e-05,0.85315,-0.00022674,-1984.5,0.66326
59,11.534,4.7273,0,0.0003071,3068.9,0.000188,1097,4.2087e-05,0.6819,-0.00027336,-2369.4,0.66452
60,11.534,4.5455,0,0.00037216,3719,0.0002289,1343.5,5.0128e-05,0.31867,-0.00033063,-2860.5,0.66574
61,11.534,4.3636,0,0.00044991,4496,0.0002708,1546.5,6.5473e-05,3.7229,-0.00040322,-3517.8,0.66689
62,11.534,4.1818,0,0.00052904,5286.7,0.00029748,1544.6,9.3447e-05,11.64,-0.00048561,-4339.2,0.66795
63,11.534,4,0,0.00057874,5783.4,0.00028067,1134.1,0.0001366,51.617,-0.00055092,-5114.1,0.66888
64,11.534,3.8182,0,0.00061469,6142.6,0.00026488,771.56,0.00016573,26.615,-0.00059771,-5709.6,0.66967
65,11.534,3.6364,0,0.00062517,6247.4,0.00025756,620.28,0.00017448,-3.9002,-0.00061234,-5915.8,0.67032
66,11.534,3.4545,0,0.00062159,6211.6,0.00025285,579.78,0.00017583,1.0549,-0.00060968,-5900.9,0.6708
67,11.534,3.2727,0,0.0006135,6130.8,0.00024849,558.38,0.00017416,-0.083849,-0.00060209,-5832.5,0.67113
68,11.534,3.0909,0,0.00060844,6080.2,0.00024612,549.84,0.00017292,-0.16365,-0.00059722,-5786.7,0.67129
69,11.534,2.9091,0,0.00060844,6080.2,0.00024612,549.84,0.00017292,-0.16365,-0.00059722,-5786.7,0.67129
70,11.534,2.7273,0,0.0006135,6130.8,0.00024849,558.38,0.00017416,-0.083848,-0.00060209,-5832.5,0.67113
71,11.534,2.5455,0,0.00062159,6211.6,0.00025285,579.78,0.00017583,1.0549,-0.00060968,-5900.9,0.6708
72,11.534,2.3636,0,0.00062517,6247.4,0.00025756,620.28,0.00017448,-3.9002,-0.00061234,-5915.8,0.67032
73,11.534,2.1818,0,0.00061469,6142.6,0.00026488,771.56,0.00016573,26.615,-0.00059771,-5709.6,0.66967
74,11.534,2,0,0.00057874,5783.4,0.00028067,1134.1,0.0001366,51.617,-0.00055092,-5114.1,0.66888
75,11.534,1.8182,0,0.00052904,5286.7,0.00029748,1544.6,9.3447e-05,11.64,-0.00048561,-4339.2,0.66795
76,11.534,1.6364,0,0.00044991,4496,0.0002708,1546.5,6.5473e-05,3.7229,-0.00040322,-3517.8,0.66689
