Node Number	X Location (in)	Y Location (in)	Z Location (in)	Minimum Principal Stress (psi)
1	5.4132	2.7346	0.	-1390.3
2	5.3932	2.0703	0.	-1217.1
3	3.8071	2.8004	0.	-2095.5
4	3.8323	3.8845	0.	-2775.7
5	5.2185	4.6501	0.	-845.23
6	2.9813	0.69257	0.	-915.22
7	2.4977	1.9691	0.	-1295.5
8	5.1267	0.58344	0.	-672.92
9	3.0091	5.2651	0.	-963.74
10	3.1777	4.5729	0.	-1164.7
11	3.5077	4.1342	0.	-1628.2
12	5.0887	5.4782	0.	-614.45
13	5.7917	4.0129	0.	-994.83
14	2.058	4.9948	0.	-1322.9
15	6.4197	2.1426	0.	-907.25
16	2.9945	3.369	0.	-1588.3
17	1.1843	2.263	0.	-1413.7
18	1.374	3.4692	0.	-1364.6
19	1.157	4.7665	0.	-1302.7
20	2.0184	0.9735	0.	-1336.7
21	6.1647	1.0367	0.	-787.72
22	7.4323	1.1309	0.	-779.15
23	8.5603	1.1902	0.	-696.54
24	9.6795	1.2128	0.	-601.54
25	10.793	1.2106	0.	-513.99
26	11.884	1.1741	0.	-433.01
27	12.988	1.179	0.	-358.61
28	14.077	1.2119	0.	-291.77
29	15.176	1.1962	0.	-231.72
30	16.284	1.1815	0.	-178.24
31	17.382	1.182	0.	-132.03
32	18.481	1.1811	0.	-92.924
33	19.581	1.1795	0.	-60.89
34	20.681	1.1911	0.	-35.776
35	21.784	1.1918	0.	-17.625
36	22.888	1.1952	0.	-6.2833
37	22.874	2.393	0.	-6.8943
38	22.874	3.6016	0.	-6.8985
39	22.884	4.7945	0.	-6.3144
40	21.78	4.7985	0.	-17.706
41	20.669	4.795	0.	-36.114
42	19.561	4.7947	0.	-61.458
43	18.467	4.7881	0.	-93.548
44	17.371	4.7839	0.	-132.51
45	16.275	4.7906	0.	-178.37
46	15.187	4.8027	0.	-230.91
47	14.099	4.8635	0.	-290.82
48	12.988	4.8346	0.	-358.76
49	11.878	4.8297	0.	-434.51
50	10.751	4.8241	0.	-516.89
51	9.6042	4.7943	0.	-609.14
52	8.3927	4.7711	0.	-729.97
53	6.9604	4.6809	0.	-852.19
54	6.0897	5.2061	0.	-773.01
55	7.4308	2.2601	0.	-808.63
56	8.5226	2.376	0.	-697.7
57	9.6509	2.4149	0.	-601.71
58	10.796	2.4368	0.	-511.44
59	11.902	2.4543	0.	-430.
60	12.973	2.4255	0.	-358.14
61	14.06	2.4188	0.	-291.8
62	15.163	2.3988	0.	-232.03
63	16.262	2.3791	0.	-178.9
64	17.361	2.3821	0.	-132.67
65	18.459	2.3877	0.	-93.621
66	19.558	2.3939	0.	-61.543
67	20.658	2.3938	0.	-36.427
68	21.771	2.3961	0.	-18.165
69	21.765	3.5984	0.	-18.272
70	20.661	3.597	0.	-36.376
71	19.559	3.5929	0.	-61.447
72	18.461	3.5878	0.	-93.581
73	17.358	3.5815	0.	-132.77
74	16.261	3.5874	0.	-178.76
75	15.167	3.6054	0.	-231.69
76	14.066	3.6457	0.	-291.81
77	12.984	3.64	0.	-357.52
78	11.887	3.6649	0.	-432.01
79	10.749	3.628	0.	-514.79
80	9.5916	3.6076	0.	-605.99
81	7.302	3.468	0.	-825.81
82	8.4068	3.5845	0.	-714.38
83	4.8972	5.0492	0.	-403.35
84	3.1621	1.1808	0.	-932.43
