Node Number	X Location (in)	Y Location (in)	Z Location (in)	Total Deformation (in)
1	5.4132	2.7346	0.	4.4681e-002
2	5.3932	2.0703	0.	4.3919e-002
3	3.8071	2.8004	0.	2.0882e-002
4	3.8323	3.8845	0.	2.0575e-002
5	5.2185	4.6501	0.	4.0945e-002
6	2.9813	0.69257	0.	1.0893e-002
7	2.4977	1.9691	0.	8.6705e-003
8	5.1267	0.58344	0.	3.73e-002
9	3.0091	5.2651	0.	1.1212e-002
10	3.1777	4.5729	0.	1.3415e-002
11	3.5077	4.1342	0.	1.6874e-002
12	5.0887	5.4782	0.	3.7818e-002
13	5.7917	4.0129	0.	5.1573e-002
14	2.058	4.9948	0.	5.4401e-003
15	6.4197	2.1426	0.	6.3166e-002
16	2.9945	3.369	0.	1.2705e-002
17	1.1843	2.263	0.	1.9848e-003
18	1.374	3.4692	0.	2.6805e-003
19	1.157	4.7665	0.	1.7705e-003
20	2.0184	0.9735	0.	5.1935e-003
21	6.1647	1.0367	0.	5.7229e-002
22	7.4323	1.1309	0.	8.3126e-002
23	8.5603	1.1902	0.	0.10824
24	9.6795	1.2128	0.	0.13486
25	10.793	1.2106	0.	0.1628
26	11.884	1.1741	0.	0.19141
27	12.988	1.179	0.	0.2214
28	14.077	1.2119	0.	0.25186
29	15.176	1.1962	0.	0.2833
30	16.284	1.1815	0.	0.31554
31	17.382	1.182	0.	0.34795
32	18.481	1.1811	0.	0.38069
33	19.581	1.1795	0.	0.41368
34	20.681	1.1911	0.	0.44683
35	21.784	1.1918	0.	0.48014
36	22.888	1.1952	0.	0.51354
37	22.874	2.393	0.	0.51342
38	22.874	3.6016	0.	0.51367
39	22.884	4.7945	0.	0.51418
40	21.78	4.7985	0.	0.48078
41	20.669	4.795	0.	0.44721
42	19.561	4.7947	0.	0.41384
43	18.467	4.7881	0.	0.38103
44	17.371	4.7839	0.	0.34836
45	16.275	4.7906	0.	0.31605
46	15.187	4.8027	0.	0.28438
47	14.099	4.8635	0.	0.25322
48	12.988	4.8346	0.	0.22216
49	11.878	4.8297	0.	0.19201
50	10.751	4.8241	0.	0.16247
51	9.6042	4.7943	0.	0.13377
52	8.3927	4.7711	0.	0.10518
53	6.9604	4.6809	0.	7.4152e-002
54	6.0897	5.2061	0.	5.6537e-002
55	7.4308	2.2601	0.	8.3954e-002
56	8.5226	2.376	0.	0.1082
57	9.6509	2.4149	0.	0.13493
58	10.796	2.4368	0.	0.16362
59	11.902	2.4543	0.	0.19258
60	12.973	2.4255	0.	0.22162
61	14.06	2.4188	0.	0.25195
62	15.163	2.3988	0.	0.28342
63	16.262	2.3791	0.	0.31536
64	17.361	2.3821	0.	0.34773
65	18.459	2.3877	0.	0.38041
66	19.558	2.3939	0.	0.41334
67	20.658	2.3938	0.	0.44644
68	21.771	2.3961	0.	0.48006
69	21.765	3.5984	0.	0.48013
70	20.661	3.597	0.	0.44678
71	19.559	3.5929	0.	0.41362
72	18.461	3.5878	0.	0.3807
73	17.358	3.5815	0.	0.34789
74	16.261	3.5874	0.	0.31558
75	15.167	3.6054	0.	0.28378
76	14.066	3.6457	0.	0.25235
77	12.984	3.64	0.	0.22217
78	11.887	3.6649	0.	0.1924
79	10.749	3.628	0.	0.16264
80	9.5916	3.6076	0.	0.13374
81	7.302	3.468	0.	8.1543e-002
82	8.4068	3.5845	0.	0.10581
83	4.8972	5.0492	0.	3.4963e-002
84	3.1621	1.1808	0.	1.29e-002
85	2.6597	2.6971	0.	1.0047e-002
86	1.0555	1.152	0.	1.4429e-003
87	4.9219	1.016	0.	3.44e-002
