Node Number	X Location (in)	Y Location (in)	Z Location (in)	Maximum Principal Stress (psi)
1	3.0455	3.0744	0.	217.34
2	3.8954	3.4844	0.	244.09
3	3.0037	3.7527	0.	793.66
4	5.0607	3.4483	0.	-22.633
5	1.9764	0.81174	0.	-66.21
6	1.9413	2.5521	0.	-97.467
7	4.419	0.59593	0.	86.893
8	2.1397	4.9255	0.	46.185
9	2.7468	4.176	0.	507.12
10	4.442	4.719	0.	165.27
11	4.0296	5.064	0.	117.62
12	4.8845	2.6363	0.	-21.048
13	1.1789	4.5071	0.	295.46
14	4.2086	5.4599	0.	133.27
15	0.93879	2.0985	0.	343.36
16	0.95255	1.028	0.	297.02
17	0.97365	3.2217	0.	375.22
18	5.4472	0.87575	0.	27.454
19	6.4665	1.1625	0.	-3.989
20	7.6923	1.1959	0.	0.75754
21	8.9181	1.2104	0.	-1.4777
22	10.126	1.2003	0.	-0.57275
23	11.303	1.1965	0.	1.7801
24	12.473	1.2141	0.	4.784
25	13.628	1.2128	0.	6.7393
26	14.788	1.1939	0.	7.6757
27	15.947	1.1886	0.	8.1987
28	17.097	1.1846	0.	8.5129
29	18.246	1.1839	0.	8.7201
30	19.395	1.1847	0.	8.7177
31	20.546	1.1924	0.	8.6234
32	21.696	1.1934	0.	8.2883
33	22.847	1.1959	0.	7.6547
34	22.841	2.3946	0.	10.679
35	22.841	3.6	0.	10.69
36	22.842	4.8062	0.	7.6223
37	21.686	4.8069	0.	8.2075
38	20.534	4.7953	0.	8.5328
39	19.378	4.7861	0.	8.6125
40	18.229	4.7815	0.	8.5443
41	17.082	4.781	0.	8.3401
42	15.931	4.7844	0.	8.0636
43	14.785	4.8046	0.	7.4736
44	13.629	4.8096	0.	6.4969
45	12.464	4.8106	0.	4.5819
46	11.29	4.803	0.	1.4128
47	10.105	4.7926	0.	-9.535e-002
48	8.8899	4.7853	0.	-3.8104
49	7.6251	4.7675	0.	8.6357
50	6.1941	4.7728	0.	-27.467
51	5.2842	5.2715	0.	9.7285
52	6.3059	3.498	0.	-29.544
53	6.0446	2.1948	0.	-14.836
54	7.5297	2.3788	0.	4.3032
55	8.8249	2.4017	0.	-3.0338
56	10.07	2.4017	0.	-0.27833
57	11.268	2.4106	0.	0.21862
58	12.442	2.4201	0.	4.6249
59	13.609	2.4172	0.	6.9668
60	14.765	2.4021	0.	8.5759
61	15.936	2.3854	0.	9.3821
62	17.088	2.3886	0.	10.066
63	18.237	2.389	0.	10.389
64	19.385	2.3911	0.	10.577
65	20.533	2.3938	0.	10.665
66	21.685	2.3922	0.	10.71
67	21.683	3.5985	0.	10.689
68	20.525	3.5916	0.	10.613
69	19.377	3.5841	0.	10.521
70	18.229	3.5806	0.	10.35
71	17.081	3.5798	0.	10.011
72	15.929	3.5835	0.	9.4558
73	14.767	3.6038	0.	8.549
74	13.608	3.6113	0.	7.0119
75	12.441	3.6125	0.	4.5243
76	11.258	3.6152	0.	-6.143e-002
77	10.059	3.5989	0.	0.33133
78	8.8074	3.5852	0.	-4.2138
79	7.5045	3.5488	0.	8.3512
80	4.8911	4.1903	0.	-8.8015
81	1.9533	1.6493	0.	-84.629
82	2.1336	3.2325	0.	-82.764
83	3.7714	2.6414	0.	148.07
84	2.7042	4.6782	0.	544.9
85	4.2108	1.1262	0.	143.93
86	5.0058	1.5295	0.	24.853
87	4.2725	1.932	0.	-17.997
88	3.9313	1.5148	0.	137.29
89	2.3881	3.7646	0.	46.864
90	2.3881	3.7646	0.1	1766.7
