Node Number	X Location (in)	Y Location (in)	Z Location (in)	Minimum Principal Stress (psi)
1	2.0101	2.9674	0.	-11431
2	2.8347	3.7602	0.	-7800.3
3	1.6395	1.5362	0.	-4918.7
4	2.7955	1.2914	0.	-3759.9
5	3.6764	3.1947	0.	-5993.4
6	21.385	2.4103	0.	-558.85
7	6.9488	2.3398	0.	-4228.1
8	8.2145	2.4278	0.	-3872.3
9	9.5241	2.4163	0.	-3501.1
10	10.85	2.416	0.	-3132.5
11	12.148	2.4193	0.	-2781.3
12	13.462	2.4192	0.	-2436.1
13	14.771	2.4229	0.	-2098.9
14	16.086	2.4233	0.	-1771.5
15	17.404	2.4214	0.	-1453.5
16	18.729	2.4181	0.	-1144.7
17	18.633	3.6189	0.	-1167.7
18	17.286	3.6204	0.	-1482.9
19	15.944	3.6224	0.	-1808.2
20	14.605	3.6227	0.	-2143.4
21	13.276	3.622	0.	-2486.2
22	11.933	3.6203	0.	-2842.
23	10.606	3.6185	0.	-3202.2
24	9.2438	3.6191	0.	-3581.7
25	7.8531	3.6153	0.	-3990.3
26	6.2717	3.6201	0.	-4402.7
27	5.7877	2.0814	0.	-4575.8
28	22.648	4.809	0.	-297.25
29	21.296	4.803	0.	-572.97
30	19.929	4.8088	0.	-874.49
31	18.577	4.8098	0.	-1181.8
32	17.221	4.8125	0.	-1500.8
33	15.866	4.8136	0.	-1830.5
34	14.514	4.8146	0.	-2170.3
35	13.158	4.814	0.	-2521.8
36	11.809	4.8133	0.	-2881.9
37	10.453	4.8117	0.	-3257.9
38	9.084	4.8076	0.	-3652.1
39	7.7081	4.7956	0.	-4035.7
40	6.3606	4.8649	0.	-4434.6
41	4.9732	5.0768	0.	-4576.4
42	3.6217	5.3452	0.	-3841.6
43	3.4568	4.8042	0.	-4203.8
44	3.2704	4.1792	0.	-5653.2
45	22.711	1.2069	0.	-283.78
46	22.696	2.4118	0.	-293.39
47	22.662	3.6185	0.	-300.5
48	3.5341	0.83154	0.	-3760.1
49	4.7875	0.92259	0.	-4612.6
50	6.0318	1.046	0.	-4507.
51	7.2459	1.1516	0.	-4146.7
52	8.4803	1.2016	0.	-3797.8
53	9.7397	1.2133	0.	-3447.1
54	11.023	1.2116	0.	-3092.4
55	12.318	1.2117	0.	-2740.8
56	13.611	1.2132	0.	-2399.7
57	14.907	1.2143	0.	-2067.5
58	16.203	1.215	0.	-1744.9
59	17.504	1.2148	0.	-1431.4
60	18.807	1.2145	0.	-1127.4
61	20.112	1.2117	0.	-832.78
62	21.41	1.2088	0.	-548.14
63	0.98262	0.69658	0.	-4697.
64	1.2481	1.2315	0.	-5008.5
65	0.93112	1.8015	0.	-5667.5
66	1.0335	4.9144	0.	-3778.5
67	1.5316	5.4847	0.	-2748.6
68	0.89167	4.0751	0.	-5985.7
69	1.0452	3.515	0.	-7478.1
70	1.5174	2.7038	0.	-7932.4
71	2.8391	1.702	0.	-5737.2
72	2.7364	1.9614	0.	-9147.6
73	2.4608	2.8558	0.	-10817
74	3.5244	1.7144	0.	-5243.3
75	3.4664	2.3169	0.	-5979.6
76	4.2958	3.6872	0.	-5253.1
77	21.329	3.6139	0.	-571.35
78	4.6849	1.8007	0.	-5004.2
79	19.983	3.6058	0.	-863.59
80	4.8501	4.2654	0.	-4812.
81	20.051	2.4166	0.	-848.79
82	2.9819	2.6323	0.	-7235.2
83	4.2469	2.6233	0.	-5480.7
84	1.6806	2.1229	0.	-8550.3
85	5.2623	2.9933	0.	-4893.5
86	5.2623	2.9933	0.1	78.482
87	1.6806	2.1229	0.1	-1544.3
88	4.2469	2.6233	0.1	21.43
89	2.9819	2.6323	0.1	15.656
90	20.051	2.4166	0.1	-41.452
91	4.8501	4.2654	0.1	-159.32
92	19.983	3.6058	0.1	-38.948
93	4.6849	1.8007	0.1	-38.002
94	21.329	3.6139	0.1	-65.838
95	4.2958	3.6872	0.1	-121.14
96	3.4664	2.3169	0.1	-81.152
97	3.5244	1.7144	0.1	-96.659
98	2.4608	2.8558	0.1	-359.41
99	2.7364	1.9614	0.1	568.94
100	2.8391	1.702	0.1	-1357.2
101	1.5174	2.7038	0.1	-450.72
102	1.0452	3.515	0.1	-1505.9
103	0.89167	4.0751	0.1	-1599.3
104	1.5316	5.4847	0.1	-162.05
105	1.0335	4.9144	0.1	-1291.5
106	0.93112	1.8015	0.1	-2632.5
107	1.2481	1.2315	0.1	32.327
108	0.98262	0.69658	0.1	-1004.3
109	21.41	1.2088	0.1	-50.508
110	20.112	1.2117	0.1	-34.309
111	18.807	1.2145	0.1	-26.484
112	17.504	1.2148	0.1	-21.104
113	16.203	1.215	0.1	-17.662
114	14.907	1.2143	0.1	-14.51
115	13.611	1.2132	0.1	-11.428
116	12.318	1.2117	0.1	-6.9285
117	11.023	1.2116	0.1	-4.0837
118	9.7397	1.2133	0.1	-6.6044
119	8.4803	1.2016	0.1	5.6975
120	7.2459	1.1516	0.1	0.47284
121	6.0318	1.046	0.1	-27.183
122	4.7875	0.92259	0.1	-147.52
123	3.5341	0.83154	0.1	-380.27
124	22.662	3.6185	0.1	-100.73
125	22.696	2.4118	0.1	-103.27
126	22.711	1.2069	0.1	-70.656
127	3.2704	4.1792	0.1	-45.6
128	3.4568	4.8042	0.1	-644.61
129	3.6217	5.3452	0.1	-527.55
130	4.9732	5.0768	0.1	-140.32
131	6.3606	4.8649	0.1	35.012
132	7.7081	4.7956	0.1	-5.974
133	9.084	4.8076	0.1	0.91366
134	10.453	4.8117	0.1	2.0312
135	11.809	4.8133	0.1	1.4826
136	13.158	4.814	0.1	-3.5923
137	14.514	4.8146	0.1	-8.0252
138	15.866	4.8136	0.1	-12.331
139	17.221	4.8125	0.1	-16.478
140	18.577	4.8098	0.1	-22.279
141	19.929	4.8088	0.1	-30.673
142	21.296	4.803	0.1	-47.952
143	22.648	4.809	0.1	-68.078
144	5.7877	2.0814	0.1	69.67
145	6.2717	3.6201	0.1	28.696
146	7.8531	3.6153	0.1	-33.563
147	9.2438	3.6191	0.1	10.857
148	10.606	3.6185	0.1	-2.8217
149	11.933	3.6203	0.1	2.3327
150	13.276	3.622	0.1	-0.39333
151	14.605	3.6227	0.1	-4.6391
152	15.944	3.6224	0.1	-9.5815
153	17.286	3.6204	0.1	-15.613
154	18.633	3.6189	0.1	-24.901
155	18.729	2.4181	0.1	-27.679
156	17.404	2.4214	0.1	-19.965
157	16.086	2.4233	0.1	-14.81
158	14.771	2.4229	0.1	-10.654
159	13.462	2.4192	0.1	-5.7522
160	12.148	2.4193	0.1	-0.26132
161	10.85	2.416	0.1	-2.4655
162	9.5241	2.4163	0.1	10.868
163	8.2145	2.4278	0.1	-17.716
164	6.9488	2.3398	0.1	-2.7994
165	21.385	2.4103	0.1	-67.805
166	3.6764	3.1947	0.1	-107.91
167	2.7955	1.2914	0.1	-2393.6
168	1.6395	1.5362	0.1	-3388.9
169	2.8347	3.7602	0.1	200.95
170	2.0101	2.9674	0.1	-538.57
171	2.1667	0.5	0.1	174.84
172	2.1667	1.	0.1	-478.
173	2.1667	1.5	0.1	-1695.
174	2.1667	2.	0.1	-1465.3
175	2.	2.	0.1	-1392.3
176	2.	1.5	0.1	-4431.5
177	2.	1.	0.1	366.2
178	2.	0.5	0.1	1066.1
179	2.1667	5.5	0.1	477.41
180	2.1667	5.	0.1	328.9
181	2.1667	4.5	0.1	-1066.8
182	2.1667	4.	0.1	1431.5
183	2.	4.	0.1	2869.9
184	2.	4.5	0.1	1041.9
185	2.	5.	0.1	568.02
186	2.	5.5	0.1	-1072.1
187	2.1667	6.	0.1	465.25
188	3.5313	6.	0.1	-456.85
189	4.8958	6.	0.1	-188.5
190	6.2604	6.	0.1	26.709
191	7.625	6.	0.1	8.2962
192	8.9896	6.	0.1	2.879
193	10.354	6.	0.1	12.105
194	11.719	6.	0.1	4.5539
195	13.083	6.	0.1	-2.0855
196	14.448	6.	0.1	-8.4333
197	15.813	6.	0.1	-14.443
198	17.177	6.	0.1	-20.532
199	18.542	6.	0.1	-28.201
200	19.906	6.	0.1	-38.002
201	21.271	6.	0.1	-49.818
202	22.635	6.	0.1	-61.429
203	24.	6.	0.1	-43.528
204	24.	4.8	0.1	-70.981
205	24.	3.6	0.1	-115.3
206	24.	2.4	0.1	-117.24
207	24.	1.2	0.1	-74.438
208	1.049e-014	1.2	0.1	3023.5
209	2.0981e-014	2.4	0.1	4143.5
210	3.1471e-014	3.6	0.1	3717.3
211	4.1961e-014	4.8	0.1	3263.1
212	3.937e-014	6.	0.1	1602.1
213	1.	6.	0.1	-857.96
214	1.5	6.	0.1	328.71
215	2.	6.	0.1	155.32
216	24.	0.	0.1	-47.373
217	22.716	0.	0.1	-65.549
218	21.431	0.	0.1	-57.931
219	20.147	0.	0.1	-46.808
220	18.863	0.	0.1	-41.924
221	17.578	0.	0.1	-39.013
222	16.294	0.	0.1	-37.027
223	15.01	0.	0.1	-35.303
224	13.725	0.	0.1	-32.974
225	12.441	0.	0.1	-29.831
226	11.157	0.	0.1	-24.741
227	9.8725	0.	0.1	-19.048
228	8.5882	0.	0.1	-5.4465
229	7.3039	0.	0.1	4.8219
230	6.0196	0.	0.1	14.432
231	4.7353	0.	0.1	-183.09
232	3.451	0.	0.1	-592.72
233	2.1667	0.	0.1	648.2
234	2.	0.	0.1	622.33
235	1.	1.8804e-030	0.1	-772.14
236	0.	0.	0.1	1002.2
237	1.	1.8804e-030	0.	-3813.
238	2.	0.	0.	-3137.5
239	0.	0.	0.	-3602.8
240	3.451	0.	0.	-3095.9
241	4.7353	0.	0.	-4359.5
242	6.0196	0.	0.	-4565.1
243	7.3039	0.	0.	-4188.1
244	8.5882	0.	0.	-3788.1
245	9.8725	0.	0.	-3425.4
246	11.157	0.	0.	-3063.1
247	12.441	0.	0.	-2712.1
248	13.725	0.	0.	-2371.8
249	15.01	0.	0.	-2042.6
250	16.294	0.	0.	-1723.2
251	17.578	0.	0.	-1413.7
252	18.863	0.	0.	-1112.6
253	20.147	0.	0.	-819.65
254	21.431	0.	0.	-527.19
255	22.716	0.	0.	-255.21
256	2.1667	0.	0.	-2852.4
257	24.	0.	0.	-118.17
258	1.5	6.	0.	-2669.6
259	1.	6.	0.	-3862.9
260	2.	6.	0.	-1053.6
261	3.937e-014	6.	0.	-3539.1
262	4.1961e-014	4.8	0.	-6785.6
263	3.1471e-014	3.6	0.	-7889.
264	2.0981e-014	2.4	0.	-10550
265	1.049e-014	1.2	0.	-7171.1
266	24.	1.2	0.	-151.8
267	24.	2.4	0.	-162.29
268	24.	3.6	0.	-165.78
269	24.	4.8	0.	-158.77
270	24.	6.	0.	-128.06
271	22.635	6.	0.	-275.07
272	21.271	6.	0.	-566.67
273	19.906	6.	0.	-876.69
274	18.542	6.	0.	-1192.7
275	17.177	6.	0.	-1516.9
276	15.813	6.	0.	-1850.8
277	14.448	6.	0.	-2196.4
278	13.083	6.	0.	-2552.9
279	11.719	6.	0.	-2924.6
280	10.354	6.	0.	-3311.7
281	8.9896	6.	0.	-3719.9
282	7.625	6.	0.	-4091.8
283	6.2604	6.	0.	-4443.6
284	4.8958	6.	0.	-4505.1
285	3.5313	6.	0.	-3309.9
286	2.1667	6.	0.	-3065.3
287	2.	4.5	0.	-11256
288	2.	5.	0.	-6633.3
289	2.	5.5	0.	-3370.
290	2.	4.	0.	-19882
291	2.1667	5.5	0.	-4216.4
292	2.1667	5.	0.	-6240.9
293	2.1667	4.5	0.	-9655.9
294	2.1667	4.	0.	-19657
295	2.	1.5	0.	-5564.4
296	2.	1.	0.	-5019.4
297	2.	0.5	0.	-3299.2
298	2.	2.	0.	-20224
299	2.1667	0.5	0.	-4612.2
300	2.1667	1.	0.	-3734.2
301	2.1667	1.5	0.	-8510.5
302	2.1667	2.	0.	-17077
303	1.7638	2.8356	0.	-9674.6
304	2.2355	2.9116	0.	-11086
305	1.8453	2.5451	0.	-9775.7
306	2.0101	2.9674	5.e-002	-781.05
307	2.0884	3.4837	0.	-15497
308	3.2556	3.4775	0.	-6868.7
309	3.0525	3.9697	0.	-6723.9
310	2.6477	3.308	0.	-9239.8
311	2.8347	3.7602	5.e-002	-155.25
312	2.5007	3.8801	0.	-13725
313	1.4438	1.3839	0.	-4940.7
314	1.66	1.8295	0.	-6465.3
315	1.6395	1.5362	5.e-002	-648.88
316	1.8197	1.5181	0.	-5006.4
317	3.1648	1.0615	0.	-3705.3
318	2.8173	1.4967	0.	-4732.9
319	2.7955	1.2914	5.e-002	-130.07
320	2.4811	1.1457	0.	-3680.5
321	3.9861	3.441	0.	-5622.
322	3.3292	2.9135	0.	-6613.3
323	3.9617	2.909	0.	-5735.9
324	3.6764	3.1947	5.e-002	-169.15
325	22.041	2.411	0.	-426.08
326	21.397	1.8096	0.	-552.68
327	21.357	3.0121	0.	-564.51
328	20.718	2.4135	0.	-703.81
329	21.385	2.4103	5.e-002	-10.723
330	7.5817	2.3838	0.	-4050.
331	6.6103	2.9799	0.	-4315.3
332	6.3683	2.2106	0.	-4401.7
333	7.0974	1.7457	0.	-4187.4
334	6.9488	2.3398	5.e-002	-27.409
335	8.8693	2.4221	0.	-3686.7
336	8.0338	3.0216	0.	-3931.3
337	8.3474	1.8147	0.	-3834.6
338	8.2145	2.4278	5.e-002	-13.82
339	10.187	2.4161	0.	-3316.7
340	9.384	3.0177	0.	-3541.2
341	9.6319	1.8148	0.	-3473.7
342	9.5241	2.4163	5.e-002	-8.6381
343	11.499	2.4176	0.	-2956.9
344	10.728	3.0172	0.	-3166.9
345	10.936	1.8138	0.	-3112.
346	10.85	2.416	5.e-002	-15.072
347	12.805	2.4192	0.	-2608.7
348	12.041	3.0198	0.	-2811.1
349	12.233	1.8155	0.	-2760.5
350	12.148	2.4193	5.e-002	-13.599
351	14.116	2.421	0.	-2267.5
352	13.369	3.0206	0.	-2460.6
353	13.536	1.8162	0.	-2417.3
354	13.462	2.4192	5.e-002	-13.801
355	15.429	2.4231	0.	-1935.2
356	14.688	3.0228	0.	-2120.5
357	14.839	1.8186	0.	-2082.6
358	14.771	2.4229	5.e-002	-13.267
359	16.745	2.4223	0.	-1612.5
360	16.015	3.0228	0.	-1789.2
361	16.145	1.8192	0.	-1757.5
362	16.086	2.4233	5.e-002	-12.832
363	18.067	2.4197	0.	-1299.1
364	17.345	3.0209	0.	-1467.5
365	17.454	1.8181	0.	-1441.6
366	17.404	2.4214	5.e-002	-12.235
367	18.681	3.0185	0.	-1155.5
368	18.768	1.8163	0.	-1135.2
369	19.39	2.4173	0.	-996.75
370	18.729	2.4181	5.e-002	-11.833
371	17.96	3.6197	0.	-1325.3
372	18.605	4.2143	0.	-1173.9
373	19.308	3.6123	0.	-1015.7
374	18.633	3.6189	5.e-002	-11.71
375	16.615	3.6214	0.	-1645.5
376	17.254	4.2164	0.	-1491.1
377	17.286	3.6204	5.e-002	-12.36
378	15.275	3.6225	0.	-1975.8
379	15.905	4.218	0.	-1818.7
380	15.944	3.6224	5.e-002	-12.772
381	13.94	3.6224	0.	-2314.8
382	14.559	4.2186	0.	-2156.3
383	14.605	3.6227	5.e-002	-13.351
384	12.604	3.6212	0.	-2664.1
385	13.217	4.218	0.	-2503.5
386	13.276	3.622	5.e-002	-13.659
387	11.269	3.6194	0.	-3022.1
388	11.871	4.2168	0.	-2861.5
389	11.933	3.6203	5.e-002	-13.385
390	9.9249	3.6188	0.	-3391.9
391	10.529	4.2151	0.	-3229.7
392	10.606	3.6185	5.e-002	-15.474
393	8.5485	3.6172	0.	-3785.9
394	9.1639	4.2133	0.	-3616.7
395	9.2438	3.6191	5.e-002	-5.0041
396	7.0624	3.6177	0.	-4196.4
397	7.7806	4.2055	0.	-4012.9
398	7.8531	3.6153	5.e-002	-17.733
399	6.3161	4.2425	0.	-4418.4
400	5.5609	3.9428	0.	-4607.2
401	5.767	3.3067	0.	-4648.1
402	6.2717	3.6201	5.e-002	-15.483
403	5.9098	1.5637	0.	-4541.4
404	5.2363	1.9411	0.	-4789.5
405	5.525	2.5374	0.	-4734.6
406	5.7877	2.0814	5.e-002	-27.615
407	21.972	4.806	0.	-435.07
408	22.655	4.2137	0.	-298.31
409	22.648	4.809	5.e-002	-10.943
410	23.324	4.8045	0.	-227.56
411	22.642	5.4045	0.	-284.7
412	20.613	4.8059	0.	-723.69
413	21.313	4.2084	0.	-571.33
414	21.296	4.803	5.e-002	-10.356
415	21.284	5.4015	0.	-568.5
