Node Number	X Location (in)	Y Location (in)	Z Location (in)	Equivalent (von-Mises) Stress (psi)
1	5.5791	2.4013	0.	2234.4
2	6.4199	3.5299	0.	1377.4
3	6.7314	1.5648	0.	892.99
4	5.7208	3.02	0.	1714.3
5	4.2763	3.5784	0.	1402.9
6	7.6867	3.5177	0.	869.73
7	4.4742	0.64224	0.	794.98
8	7.0257	0.59727	0.	580.9
9	4.7844	4.7252	0.	1215.7
10	6.8869	4.7302	0.	918.38
11	6.4766	5.0637	0.	621.88
12	4.821	5.4009	0.	872.4
13	7.4759	1.9936	0.	810.96
14	3.9772	1.7689	0.	1081.2
15	6.6802	5.461	0.	608.69
16	3.4054	0.90178	0.	1167.9
17	3.9154	5.2135	0.	978.39
18	2.6046	2.1408	0.	1221.3
19	1.4156	4.695	0.	1407.4
20	1.1839	1.1839	0.	1409.6
21	2.3528	1.0819	0.	1265.
22	8.238	0.77029	0.	679.08
23	7.9821	1.5352	0.	767.49
24	10.283	1.2099	0.	545.18
25	11.403	1.2113	0.	463.21
26	12.569	1.1965	0.	385.57
27	13.721	1.1885	0.	314.39
28	14.87	1.179	0.	250.39
29	16.019	1.1775	0.	193.67
30	17.153	1.1788	0.	144.77
31	18.294	1.1819	0.	103.31
32	19.429	1.1871	0.	69.297
33	20.569	1.1904	0.	42.761
34	21.708	1.1905	0.	23.725
35	22.857	1.1956	0.	12.348
36	1.4583	3.5283	0.	1444.9
37	1.3207	2.3626	0.	1473.2
38	22.85	2.3941	0.	15.695
39	22.849	3.6008	0.	15.683
40	22.852	4.8078	0.	12.379
41	21.709	4.7942	0.	23.767
42	20.565	4.7937	0.	42.869
43	19.424	4.7536	0.	69.484
44	18.287	4.7196	0.	103.57
45	17.151	4.7018	0.	144.94
46	16.017	4.6948	0.	193.64
47	14.876	4.7312	0.	249.83
48	13.717	4.7646	0.	314.21
49	12.548	4.7753	0.	386.8
50	11.351	4.7807	0.	466.04
51	10.14	4.772	0.	559.45
52	8.7678	4.7431	0.	636.62
53	7.6579	5.2548	0.	718.43
54	7.7921	2.7172	0.	880.48
55	8.9062	3.5469	0.	637.73
56	8.9082	2.2849	0.	621.97
57	10.163	2.3834	0.	549.91
58	11.355	2.4035	0.	462.26
59	12.524	2.3814	0.	384.55
60	13.7	2.3676	0.	313.7
61	14.865	2.3624	0.	249.8
62	16.015	2.3618	0.	193.72
63	17.152	2.3643	0.	144.99
64	18.292	2.3689	0.	103.85
65	19.428	2.3743	0.	70.146
66	20.566	2.3812	0.	44.151
67	21.705	2.3896	0.	25.885
68	2.9819	3.3012	0.	1122.8
69	21.696	3.5941	0.	25.989
70	20.564	3.5832	0.	44.206
71	19.421	3.5581	0.	70.352
72	18.286	3.5442	0.	104.02
73	17.151	3.5338	0.	145.1
74	16.012	3.5285	0.	193.67
75	14.855	3.5372	0.	250.16
76	13.691	3.5596	0.	313.95
77	12.516	3.5798	0.	385.32
78	11.321	3.5965	0.	464.75
79	10.099	3.5729	0.	557.58
80	7.419	4.2134	0.	862.67
81	4.6801	1.1119	0.	793.04
82	4.1954	2.4757	0.	1167.6
83	2.9402	4.6929	0.	1173.7
84	5.0271	5.0522	0.	745.35
85	4.2751	4.2253	0.	1196.
86	6.9462	1.1318	0.	668.34
87	6.4283	1.9739	0.	1128.2
88	5.3835	3.5122	0.	1786.2
89	5.9635	2.5331	0.	1737.9
90	4.7912	2.9204	0.	1443.4
91	6.7002	2.3655	0.	1241.5
92	6.7521	2.9269	0.	1234.1
93	9.2448	1.0837	0.	616.86
94	9.2448	1.0837	0.1	616.86
95	6.7521	2.9269	0.1	1234.1
96	6.7002	2.3655	0.1	1241.5
97	4.7912	2.9204	0.1	1443.4
98	5.9635	2.5331	0.1	1737.9
99	5.3835	3.5122	0.1	1786.2
100	6.4283	1.9739	0.1	1128.2
101	6.9462	1.1318	0.1	668.34
102	4.2751	4.2253	0.1	1196.
103	5.0271	5.0522	0.1	745.35
104	2.9402	4.6929	0.1	1173.7
105	4.1954	2.4757	0.1	1167.6
106	4.6801	1.1119	0.1	793.04
107	7.419	4.2134	0.1	862.67
108	10.099	3.5729	0.1	557.58
109	11.321	3.5965	0.1	464.75
110	12.516	3.5798	0.1	385.32
111	13.691	3.5596	0.1	313.95
112	14.855	3.5372	0.1	250.16
113	16.012	3.5285	0.1	193.67
114	17.151	3.5338	0.1	145.1
115	18.286	3.5442	0.1	104.02
116	19.421	3.5581	0.1	70.352
117	20.564	3.5832	0.1	44.206
118	21.696	3.5941	0.1	25.989
119	2.9819	3.3012	0.1	1122.8
120	21.705	2.3896	0.1	25.885
121	20.566	2.3812	0.1	44.151
122	19.428	2.3743	0.1	70.146
123	18.292	2.3689	0.1	103.85
124	17.152	2.3643	0.1	144.99
125	16.015	2.3618	0.1	193.72
126	14.865	2.3624	0.1	249.8
127	13.7	2.3676	0.1	313.7
128	12.524	2.3814	0.1	384.55
129	11.355	2.4035	0.1	462.26
130	10.163	2.3834	0.1	549.91
131	8.9082	2.2849	0.1	621.97
132	8.9062	3.5469	0.1	637.73
133	7.7921	2.7172	0.1	880.48
134	7.6579	5.2548	0.1	718.43
135	8.7678	4.7431	0.1	636.62
136	10.14	4.772	0.1	559.45
137	11.351	4.7807	0.1	466.04
138	12.548	4.7753	0.1	386.8
139	13.717	4.7646	0.1	314.21
140	14.876	4.7312	0.1	249.83
141	16.017	4.6948	0.1	193.64
142	17.151	4.7018	0.1	144.94
143	18.287	4.7196	0.1	103.57
144	19.424	4.7536	0.1	69.484
145	20.565	4.7937	0.1	42.869
146	21.709	4.7942	0.1	23.767
147	22.852	4.8078	0.1	12.379
148	22.849	3.6008	0.1	15.683
149	22.85	2.3941	0.1	15.695
150	1.3207	2.3626	0.1	1473.2
151	1.4583	3.5283	0.1	1444.9
152	22.857	1.1956	0.1	12.348
153	21.708	1.1905	0.1	23.725
154	20.569	1.1904	0.1	42.761
155	19.429	1.1871	0.1	69.297
156	18.294	1.1819	0.1	103.31
157	17.153	1.1788	0.1	144.77
158	16.019	1.1775	0.1	193.67
159	14.87	1.179	0.1	250.39
160	13.721	1.1885	0.1	314.39
161	12.569	1.1965	0.1	385.57
162	11.403	1.2113	0.1	463.21
163	10.283	1.2099	0.1	545.18
164	7.9821	1.5352	0.1	767.49
165	8.238	0.77029	0.1	679.08
166	2.3528	1.0819	0.1	1265.
167	1.1839	1.1839	0.1	1409.6
168	1.4156	4.695	0.1	1407.4
169	2.6046	2.1408	0.1	1221.3
170	3.9154	5.2135	0.1	978.39
171	3.4054	0.90178	0.1	1167.9
172	6.6802	5.461	0.1	608.69
173	3.9772	1.7689	0.1	1081.2
174	7.4759	1.9936	0.1	810.96
175	4.821	5.4009	0.1	872.4
176	6.4766	5.0637	0.1	621.88
177	6.8869	4.7302	0.1	918.38
178	4.7844	4.7252	0.1	1215.7
179	7.0257	0.59727	0.1	580.9
180	4.4742	0.64224	0.1	794.98
181	7.6867	3.5177	0.1	869.73
182	4.2763	3.5784	0.1	1402.9
183	5.7208	3.02	0.1	1714.3
184	6.7314	1.5648	0.1	892.99
185	6.4199	3.5299	0.1	1377.4
186	5.5791	2.4013	0.1	2234.4
187	5.7867	5.5	0.1	330.23
188	5.7867	5.	0.1	1104.2
189	5.7867	4.5	0.1	1268.3
190	5.7867	4.	0.1	2480.3
191	5.62	4.	0.1	2874.9
192	5.62	4.5	0.1	1803.4
193	5.62	5.	0.1	1091.5
194	5.62	5.5	0.1	299.21
195	5.7867	0.5	0.1	479.57
196	5.7867	1.	0.1	809.9
197	5.7867	1.5	0.1	1320.8
198	5.7867	2.	0.1	3267.1
199	5.62	2.	0.1	3315.
200	5.62	1.5	0.1	1293.
201	5.62	1.	0.1	1532.2
202	5.62	0.5	0.1	645.07
203	5.7867	6.	0.1	322.29
204	6.925	6.	0.1	547.99
205	8.0633	6.	0.1	667.1
206	9.2017	6.	0.1	632.17
207	10.34	6.	0.1	547.98
208	11.478	6.	0.1	467.2
209	12.617	6.	0.1	387.32
210	13.755	6.	0.1	315.42
211	14.893	6.	0.1	250.88
212	16.032	6.	0.1	194.
213	17.17	6.	0.1	145.12
214	18.308	6.	0.1	103.36
215	19.447	6.	0.1	69.173
216	20.585	6.	0.1	42.456
217	21.723	6.	0.1	22.568
218	22.862	6.	0.1	10.318
219	24.	6.	0.1	4.5831
220	24.	4.8	0.1	8.2663
221	24.	3.6	0.1	12.339
222	24.	2.4	0.1	12.322
223	24.	1.2	0.1	8.2594
224	1.049e-014	1.2	0.1	986.28
225	2.0981e-014	2.4	0.1	1029.6
226	3.1471e-014	3.6	0.1	1042.9
227	4.1961e-014	4.8	0.1	999.02
228	24.	0.	0.1	4.5983
229	22.862	0.	0.1	10.274
230	21.723	0.	0.1	22.669
231	20.585	0.	0.1	42.161
232	19.447	0.	0.1	68.925
233	18.308	0.	0.1	103.16
234	17.17	0.	0.1	144.89
235	16.032	0.	0.1	194.22
236	14.893	0.	0.1	251.05
237	13.755	0.	0.1	315.41
238	12.617	0.	0.1	388.11
239	11.478	0.	0.1	466.82
240	10.34	0.	0.1	545.51
241	9.2017	0.	0.1	617.11
242	8.0633	0.	0.1	660.32
243	6.925	0.	0.1	497.2
244	5.7867	0.	0.1	312.33
245	5.62	0.	0.1	410.73
246	4.496	5.8233e-031	0.1	725.76
247	3.372	4.3675e-031	0.1	1157.9
248	2.248	2.9116e-031	0.1	1378.4
249	1.124	1.4558e-031	0.1	1410.9
250	0.	0.	0.1	761.71
251	3.937e-014	6.	0.1	732.97
252	1.124	6.	0.1	1426.9
253	2.248	6.	0.1	1450.2
254	3.372	6.	0.1	1115.3
255	4.496	6.	0.1	724.2
256	5.62	6.	0.1	479.2
257	4.496	6.	0.	724.2
258	3.372	6.	0.	1115.3
259	2.248	6.	0.	1450.2
260	1.124	6.	0.	1426.9
261	5.62	6.	0.	479.2
262	3.937e-014	6.	0.	732.97
263	1.124	1.4558e-031	0.	1410.9
264	2.248	2.9116e-031	0.	1378.4
265	3.372	4.3675e-031	0.	1157.9
266	4.496	5.8233e-031	0.	725.76
267	5.62	0.	0.	410.73
268	0.	0.	0.	761.71
269	6.925	0.	0.	497.2
270	8.0633	0.	0.	660.32
271	9.2017	0.	0.	617.11
272	10.34	0.	0.	545.51
273	11.478	0.	0.	466.82
274	12.617	0.	0.	388.11
275	13.755	0.	0.	315.41
276	14.893	0.	0.	251.05
277	16.032	0.	0.	194.22
278	17.17	0.	0.	144.89
279	18.308	0.	0.	103.16
280	19.447	0.	0.	68.925
281	20.585	0.	0.	42.161
282	21.723	0.	0.	22.669
283	22.862	0.	0.	10.274
284	5.7867	0.	0.	312.33
285	24.	0.	0.	4.5983
286	4.1961e-014	4.8	0.	999.02
287	3.1471e-014	3.6	0.	1042.9
288	2.0981e-014	2.4	0.	1029.6
289	1.049e-014	1.2	0.	986.28
290	24.	1.2	0.	8.2594
291	24.	2.4	0.	12.322
292	24.	3.6	0.	12.339
293	24.	4.8	0.	8.2663
294	24.	6.	0.	4.5831
295	22.862	6.	0.	10.318
296	21.723	6.	0.	22.568
297	20.585	6.	0.	42.456
298	19.447	6.	0.	69.173
299	18.308	6.	0.	103.36
300	17.17	6.	0.	145.12
301	16.032	6.	0.	194.
302	14.893	6.	0.	250.88
303	13.755	6.	0.	315.42
304	12.617	6.	0.	387.32
305	11.478	6.	0.	467.2
306	10.34	6.	0.	547.98
307	9.2017	6.	0.	632.17
308	8.0633	6.	0.	667.1
309	6.925	6.	0.	547.99
310	5.7867	6.	0.	322.29
311	5.62	1.5	0.	1293.
312	5.62	1.	0.	1532.2
313	5.62	0.5	0.	645.07
314	5.62	2.	0.	3315.
315	5.7867	0.5	0.	479.57
316	5.7867	1.	0.	809.9
317	5.7867	1.5	0.	1320.8
318	5.7867	2.	0.	3267.1
319	5.62	4.5	0.	1803.4
320	5.62	5.	0.	1091.5
321	5.62	5.5	0.	299.21
322	5.62	4.	0.	2874.9
323	5.7867	5.5	0.	330.23
324	5.7867	5.	0.	1104.2
325	5.7867	4.5	0.	1268.3
326	5.7867	4.	0.	2480.3
327	5.7713	2.4672	0.	1948.2
328	5.1852	2.6609	0.	1805.4
329	5.5791	2.4013	5.e-002	32.777
330	5.5996	2.2007	0.	2745.
331	7.0533	3.5238	0.	1115.2
332	5.9017	3.521	0.	1504.9
333	6.586	3.2284	0.	1279.9
334	6.4199	3.5299	5.e-002	240.29
335	6.1033	3.7649	0.	1849.1
336	7.1036	1.7792	0.	841.77
337	6.8388	1.3483	0.	779.83
338	6.5798	1.7694	0.	1004.9
339	6.7314	1.5648	5.e-002	40.601
340	6.259	1.5324	0.	1024.1
341	5.5522	3.2661	0.	1741.3
342	5.8422	2.7766	0.	1721.3
343	5.256	2.9702	0.	1545.9
344	6.2364	2.9734	0.	1469.8
345	5.7208	3.02	5.e-002	69.59
346	3.6291	3.4398	0.	1257.3
347	4.2757	3.9019	0.	1293.7
348	4.8299	3.5453	0.	1568.4
349	4.5338	3.2494	0.	1406.
350	4.2763	3.5784	5.e-002	77.201
351	7.7394	3.1174	0.	874.3
352	8.2964	3.5323	0.	752.6
353	7.5528	3.8655	0.	865.35
354	7.6867	3.5177	5.e-002	23.825
355	3.9398	0.77201	0.	978.25
356	4.5771	0.87708	0.	793.48
357	4.4742	0.64224	5.e-002	66.889
