Node Number	X Location (in)	Y Location (in)	Z Location (in)	Minimum Principal Stress (psi)
1	1.6366	3.1421	0.	-8997.6
2	0.97387	3.651	0.	-6286.2
3	2.7281	2.7825	0.	-6320.5
4	0.91672	2.5133	0.	-6451.9
5	0.96992	4.9734	0.	-4138.3
6	0.94392	1.0287	0.	-4221.8
7	2.0992	2.8289	0.	-9787.3
8	2.2108	3.1096	0.	-9170.5
9	21.659	4.0338	0.	-529.97
10	19.312	4.0271	0.	-1022.4
11	16.968	4.0175	0.	-1572.6
12	14.619	4.0125	0.	-2151.8
13	12.222	4.0118	0.	-2788.7
14	9.849	3.999	0.	-3417.
15	7.2738	3.9402	0.	-3912.
16	4.7327	4.5019	0.	-4261.9
17	4.4094	3.1875	0.	-4898.7
18	21.772	2.0541	0.	-504.24
19	4.2243	1.1723	0.	-4373.6
20	5.9943	1.9492	0.	-4226.2
21	8.4056	1.8038	0.	-3712.6
22	10.423	2.0012	0.	-3239.8
23	12.681	2.0266	0.	-2638.5
24	14.948	2.0276	0.	-2057.7
25	17.215	2.0275	0.	-1506.4
26	19.498	2.0155	0.	-978.72
27	1.2766	1.5864	0.	-5650.7
28	3.6137	2.2101	0.	-5751.5
29	3.6137	2.2101	0.1	54.844
30	1.2766	1.5864	0.1	-261.43
31	19.498	2.0155	0.1	-31.839
32	17.215	2.0275	0.1	-18.156
33	14.948	2.0276	0.1	-16.539
34	12.681	2.0266	0.1	9.3138
35	10.423	2.0012	0.1	-46.131
36	8.4056	1.8038	0.1	-98.767
37	5.9943	1.9492	0.1	-54.472
38	4.2243	1.1723	0.1	-398.8
39	21.772	2.0541	0.1	-56.804
40	4.4094	3.1875	0.1	-34.415
41	4.7327	4.5019	0.1	-69.727
42	7.2738	3.9402	0.1	-47.013
43	9.849	3.999	0.1	-34.632
44	12.222	4.0118	0.1	21.296
45	14.619	4.0125	0.1	0.98141
46	16.968	4.0175	0.1	-7.1452
47	19.312	4.0271	0.1	-28.719
48	21.659	4.0338	0.1	-51.865
49	2.2108	3.1096	0.1	-2792.2
50	2.0992	2.8289	0.1	-1520.2
51	0.94392	1.0287	0.1	-1470.3
52	0.96992	4.9734	0.1	-846.18
53	0.91672	2.5133	0.1	-1571.5
54	2.7281	2.7825	0.1	-2317.
55	0.97387	3.651	0.1	-1318.6
56	1.6366	3.1421	0.1	-1911.2
57	2.1667	1.	0.1	490.25
58	2.1667	1.5	0.1	-32.888
59	2.1667	2.	0.1	904.
60	2.	2.	0.1	1986.5
61	2.	1.5	0.1	-1407.5
62	2.	1.	0.1	1358.7
63	2.1667	4.75	0.1	109.57
64	2.1667	4.	0.1	2871.
65	2.	4.	0.1	1131.6
66	2.	4.5	0.1	890.6
67	2.	5.	0.1	578.86
68	2.1667	6.	0.1	-518.14
69	4.5926	6.	0.1	-367.24
70	7.0185	6.	0.1	-93.059
71	9.4444	6.	0.1	20.553
72	11.87	6.	0.1	3.9819
73	14.296	6.	0.1	13.226
74	16.722	6.	0.1	7.787
75	19.148	6.	0.1	-25.559
76	21.574	6.	0.1	-58.176
77	24.	6.	0.1	-23.038
78	24.	4.	0.1	-33.19
79	24.	2.	0.1	-42.682
80	1.7484e-014	2.	0.1	3597.1
81	3.4968e-014	4.	0.1	4503.3
82	4.371e-014	5.	0.1	3364.
83	3.937e-014	6.	0.1	1502.3
84	1.	6.	0.1	-656.32
85	2.	6.	0.1	-265.62
86	24.	0.	0.1	-41.879
87	21.817	0.	0.1	-70.723
88	19.633	0.	0.1	-63.891
89	17.45	0.	0.1	-66.773
90	15.267	0.	0.1	-62.323
91	13.083	0.	0.1	-61.823
92	10.9	0.	0.1	-33.986
93	8.7167	0.	0.1	-99.441
94	6.5333	0.	0.1	-139.11
95	4.35	0.	0.1	-343.3
96	2.1667	0.	0.1	82.624
97	2.	0.	0.1	-175.03
98	0.	0.	0.1	1278.3
99	2.	0.	0.	-3576.
100	0.	0.	0.	-3486.7
101	4.35	0.	0.	-3631.2
102	6.5333	0.	0.	-4108.6
103	8.7167	0.	0.	-3796.9
104	10.9	0.	0.	-3068.2
105	13.083	0.	0.	-2520.5
106	15.267	0.	0.	-1971.8
107	17.45	0.	0.	-1439.4
108	19.633	0.	0.	-929.52
109	21.817	0.	0.	-465.98
110	2.1667	0.	0.	-3821.
111	24.	0.	0.	-259.16
112	1.	6.	0.	-3225.1
113	2.	6.	0.	-3431.3
114	3.937e-014	6.	0.	-3621.
115	4.371e-014	5.	0.	-6967.3
116	3.4968e-014	4.	0.	-9359.5
