Node Number	X Location (in)	Y Location (in)	Z Location (in)	Middle Principal Elastic Strain (in/in)
1	4.2329	3.3536	0.	2.4105e-005
2	3.2762	2.6241	0.	3.7908e-005
3	3.8944	4.1514	0.	2.4453e-005
4	0.92964	0.81685	0.	1.5958e-005
5	3.4471	0.77534	0.	2.5271e-005
6	1.4876	4.0605	0.	1.25e-006
7	3.1558	5.4738	0.	2.2296e-005
8	0.79849	4.3428	0.	5.0528e-005
9	4.2733	2.1682	0.	1.9016e-005
10	4.5176	1.0352	0.	3.2207e-005
11	5.5961	1.1641	0.	2.75e-005
12	6.7434	1.1998	0.	2.5954e-005
13	7.9166	1.2088	0.	2.3598e-005
14	9.0869	1.2131	0.	2.1052e-005
15	10.25	1.2135	0.	1.8305e-005
16	11.413	1.2112	0.	1.5265e-005
17	12.555	1.1854	0.	1.2523e-005
18	13.699	1.2166	0.	1.0085e-005
19	14.838	1.2091	0.	7.9124e-006
20	15.981	1.2004	0.	6.0143e-006
21	17.126	1.1952	0.	4.36e-006
22	18.273	1.1829	0.	2.9522e-006
23	19.417	1.1837	0.	1.8059e-006
24	20.562	1.1921	0.	9.1927e-007
25	21.707	1.1931	0.	2.8582e-007
26	22.853	1.1958	0.	-9.495e-008
27	22.848	2.3945	0.	-2.4059e-007
28	22.847	3.6001	0.	-2.4222e-007
29	22.85	4.8069	0.	-9.4539e-008
30	21.699	4.8084	0.	2.9054e-007
31	20.551	4.7947	0.	9.3234e-007
32	19.4	4.7854	0.	1.8313e-006
33	18.256	4.7807	0.	2.9704e-006
34	17.121	4.7918	0.	4.3726e-006
35	15.978	4.7994	0.	5.9978e-006
36	14.846	4.8372	0.	7.9177e-006
37	13.695	4.8237	0.	1.0084e-005
38	12.55	4.8222	0.	1.2545e-005
39	11.4	4.8204	0.	1.526e-005
40	10.239	4.8168	0.	1.8324e-005
41	9.0597	4.7984	0.	2.1156e-005
42	7.8575	4.79	0.	2.3795e-005
43	6.605	4.7723	0.	2.6217e-005
44	5.1706	4.7735	0.	2.7478e-005
45	4.1975	5.2566	0.	3.3385e-005
46	5.3365	3.5169	0.	2.5116e-005
47	5.4917	2.3242	0.	2.3004e-005
48	6.6705	2.3924	0.	2.3676e-005
49	7.8534	2.4037	0.	2.2644e-005
50	9.0521	2.4148	0.	2.0648e-005
51	10.239	2.4202	0.	1.8253e-005
52	11.414	2.4137	0.	1.5226e-005
53	12.553	2.4228	0.	1.2435e-005
54	13.686	2.4259	0.	1.0004e-005
55	14.817	2.4209	0.	7.8418e-006
56	15.965	2.3932	0.	5.916e-006
57	17.121	2.3875	0.	4.2471e-006
58	18.263	2.3886	0.	2.8423e-006
59	19.405	2.3907	0.	1.6927e-006
60	20.549	2.3935	0.	7.9922e-007
61	21.696	2.3916	0.	1.6126e-007
62	21.695	3.5987	0.	1.6361e-007
63	20.541	3.5911	0.	8.0614e-007
64	19.398	3.5832	0.	1.703e-006
65	18.255	3.5795	0.	2.8428e-006
66	17.113	3.5784	0.	4.2543e-006
67	15.965	3.5993	0.	5.9105e-006
68	14.825	3.6308	0.	7.827e-006
69	13.692	3.6409	0.	1.0014e-005
70	12.55	3.6438	0.	1.2437e-005
71	11.401	3.6379	0.	1.522e-005
72	10.221	3.6187	0.	1.8238e-005
73	9.0296	3.6114	0.	2.0604e-005
74	7.8206	3.603	0.	2.2702e-005
75	6.5858	3.581	0.	2.4201e-005
76	2.9465	5.0807	0.	2.0566e-005
77	3.4371	4.7021	0.	3.1926e-005
78	1.0563	1.3598	0.	-3.7512e-006
79	1.8173	3.9034	0.	7.949e-005
80	2.5271	2.5373	0.	6.1008e-005
81	3.1759	3.3926	0.	5.0815e-005
