Node Numbers,X Locations (inches),Y Locations (inches),Z Locations (inches),Equivalent Elastic Strains (in/in),Equivalent Stress (psi),Max Principal Elastic Strain (in/in),Max Principal Stress (psi),Middle Principal Elastic Strain (in/in),Middle Principal Stress (psi),Min Principal Elastic Strain (in/in),Min Principal Stress (psi),Total Deformation (in)
1,17.258,3.6798,0,0.00020899,2088.5,7.7694e-05,54.829,5.894e-05,-86.084,-0.00020916,-2100.5,1.3052
2,18.849,2.3922,0,0.0001563,1562,6.5818e-05,153.73,4.0866e-05,-33.746,-0.00015342,-1493.5,1.5152
3,17.146,2.1622,0,0.00020069,2005.5,8.1058e-05,153.69,5.46e-05,-45.098,-0.0001981,-1943.8,1.2911
4,17.046,5.0589,0,0.00012916,1290.7,6.2172e-05,272.56,3.3345e-05,55.958,-0.0001222,-1112.7,1.275
5,19.588,3.6809,0,0.00010964,1095.6,4.3957e-05,31.672,2.5364e-05,-108.02,-0.00011027,-1127.1,1.616
6,14.109,2.4628,0,0.00023119,2310.3,7.6943e-05,8.0348,7.5932e-05,0.44273,-0.00023105,-2306.1,0.9234
7,15.211,2.3372,0,0.00020918,2090.4,7.3353e-05,41.507,6.5478e-05,-17.662,-0.00020872,-2077.9,1.0525
8,12.645,2.4736,0,0.00026536,2651.7,8.9874e-05,19.721,8.5464e-05,-13.414,-0.00026523,-2648.4,0.76052
9,4.0773,2.5188,0,0.00047347,4731.4,0.00018671,50.222,0.00010691,-549.4,-0.0004791,-4952.4,0.089291
10,5.4673,2.401,0,0.00044775,4474.4,0.00016248,-13.588,0.00012095,-325.65,-0.0004527,-4635.8,0.15778
11,6.8154,2.4149,0,0.00041804,4177.5,0.00014778,32.02,0.00012405,-146.3,-0.0004197,-4231.8,0.24107
12,8.2536,2.4163,0,0.00038176,3814.9,0.00013044,12.199,0.00011951,-69.891,-0.00038267,-3843.1,0.3467
13,9.7057,2.4561,0,0.00034317,3429.3,0.00011432,-1.3986,0.0001113,-24.13,-0.0003436,-3442,0.46947
14,11.195,2.4658,0,0.00030404,3038.4,0.00010045,2.3651,0.00010036,1.6595,-0.00030398,-3036.3,0.61033
15,18.343,3.0338,0,0.0002371,2369.4,0.00013407,717.36,4.2957e-05,32.755,-0.0002168,-1918.9,1.4474
16,17.795,2.9819,0,0.00024504,2448.7,0.00012992,694.06,5.7498e-05,149.9,-0.0002261,-1981,1.3752
17,15.73,4.8762,0,0.00018286,1827.4,6.9508e-05,113.62,5.5058e-05,5.0533,-0.0001806,-1765.6,1.1127
18,14.408,4.8196,0,0.00021976,2196.1,7.5273e-05,37.503,7.1296e-05,7.6244,-0.00021898,-2173.4,0.95529
19,12.879,4.8018,0,0.00026038,2602,8.6424e-05,8.8639,8.5894e-05,4.8805,-0.00026015,-2595.1,0.78292
20,11.337,4.7926,0,0.00030101,3008,9.9575e-05,0.69507,9.8985e-05,-3.7396,-0.00030106,-3009.5,0.62131
21,9.7352,4.7974,0,0.00034461,3443.7,0.00011416,-1.1907,0.00011286,-10.955,-0.00034481,-3449.8,0.46852
