Node Numbers,X Locations (inches),Y Locations (inches),Z Locations (inches),Equivalent Elastic Strains (in/in),Equivalent Stress (psi),Max Principal Elastic Strain (in/in),Max Principal Stress (psi),Middle Principal Elastic Strain (in/in),Middle Principal Stress (psi),Min Principal Elastic Strain (in/in),Min Principal Stress (psi),Total Deformation (in)
1,5.3168,3.7882,0,0.0003297,3294.7,0.00014685,524.6,9.0772e-05,103.25,-0.00031699,-2960.5,0.040337
2,5.6089,2.3536,0,0.00021854,2183.9,7.8097e-05,51.041,6.6585e-05,-35.453,-0.00021815,-2174.8,0.045639
3,4.7988,2.2039,0,0.00024245,2422.8,9.6378e-05,190.92,6.9277e-05,-12.704,-0.00023877,-2327.3,0.032492
4,5.3078,3.3546,0,0.00024664,2464.7,9.8708e-05,212.22,7.0991e-05,3.9637,-0.0002423,-2350,0.040671
5,5.3215,3.5861,0,0.00026786,2676.7,0.00010866,257.79,7.7071e-05,20.449,-0.00026233,-2529.7,0.040691
6,4.762,3.9091,0,0.00021355,2134,8.8586e-05,158.09,5.3261e-05,-107.33,-0.00021144,-2096.2,0.031848
7,4.74,3.6042,0,0.00022247,2223.2,8.1693e-05,95.449,6.8021e-05,-7.2756,-0.0002208,-2177.3,0.031907
8,5.5768,3.5179,0,0.00022341,2232.5,8.3077e-05,108.52,6.7668e-05,-7.258,-0.00022146,-2179.7,0.045169
9,6.1499,1.2898,0,8.5524e-05,854.65,3.2811e-05,53.263,2.5226e-05,-3.7298,-8.4539e-05,-828.46,0.05509
10,5.9456,4.2452,0,0.00011865,1185.7,4.3421e-05,54.494,3.6875e-05,5.3118,-0.00011756,-1155.1,0.051425
11,5.1053,3.276,0,0.00024638,2462.1,9.5992e-05,165.75,7.1213e-05,-20.434,-0.00024338,-2384.2,0.037479
12,5.5331,3.2452,0,0.00021945,2193,8.2028e-05,115.76,6.6588e-05,-0.24957,-0.00021726,-2132.9,0.044562
13,4.4169,0.7627,0,8.0566e-05,805.11,3.4172e-05,93.692,2.2012e-05,2.3283,-7.8543e-05,-753.2,0.025477
14,4.436,1.7737,0,0.00014705,1469.5,6.0609e-05,151.81,4.1556e-05,8.6489,-0.00014379,-1384,0.02733
15,5.7502,0.29256,0,3.6826e-05,368,1.4941e-05,30.275,1.0097e-05,-6.1172,-3.628e-05,-354.57,0.045501
16,5.9498,4.488,0,0.00010317,1031,4.2066e-05,108.33,3.0164e-05,18.903,-0.00010072,-964.48,0.051242
17,4.4166,3.8547,0,0.00016563,1655.1,5.6348e-05,29.104,5.4463e-05,14.946,-0.00016487,-1633.1,0.027514
18,4.238,1.2611,0,0.00010496,1048.8,4.0565e-05,87.94,3.2557e-05,27.768,-0.00010286,-989.68,0.024371
19,5.0723,2.9987,0,0.00023765,2374.8,9.2811e-05,177.6,6.9977e-05,6.0297,-0.00023406,-2278.4,0.03704
20,4.048,4.183,0,0.00013216,1320.7,4.4581e-05,3.1282,4.2259e-05,-14.317,-0.00013234,-1326.2,0.022964
21,6.0946,3.356,0,0.00014624,1461.4,5.2063e-05,11.1,4.2742e-05,-58.937,-0.00014692,-1484,0.054963
22,5.2486,2.7521,0,0.00024319,2430.3,9.4988e-05,173.6,7.0817e-05,-8.0152,-0.00023987,-2342.4,0.039762
23,4.4392,0.55894,0,7.1429e-05,713.8,3.1964e-05,107.58,1.879e-05,8.5952,-6.8935e-05,-650.54,0.025329
24,6.3217,4.5304,0,9.2922e-05,928.58,3.5312e-05,48.945,2.7164e-05,-12.273,-9.2147e-05,-908.73,0.058769
25,4.6632,2.9867,0,0.00020671,2065.6,7.3372e-05,61.35,6.5056e-05,-1.1323,-0.00020561,-2034.8,0.031139
26,6.0302,2.9955,0,0.00015385,1537.4,5.2375e-05,1.3135,4.8163e-05,-30.335,-0.00015432,-1551.7,0.053774
27,4.8428,2.6803,0,0.00022999,2298.3,8.7239e-05,139.72,6.9268e-05,4.6892,-0.00022723,-2223.1,0.033552
28,5.931,5.0022,0,6.8894e-05,688.46,2.9422e-05,80.794,1.8515e-05,-1.1569,-6.7172e-05,-644.98,0.050209
29,4.4482,1.9926,0,0.00016183,1617.1,6.05e-05,86.233,4.9164e-05,1.0596,-0.00016017,-1571.8,0.027739
