Node Numbers,X Locations (inches),Y Locations (inches),Z Locations (inches),Equivalent Elastic Strains (in/in),Equivalent Stress (psi),Max Principal Elastic Strain (in/in),Max Principal Stress (psi),Middle Principal Elastic Strain (in/in),Middle Principal Stress (psi),Min Principal Elastic Strain (in/in),Min Principal Stress (psi),Total Deformation (in)
1,21.1,2.1818,0,0.00023958,2394.1,0.00011428,455.49,5.8861e-05,39.078,-0.00022843,-2119.5,1.8528
2,21.1,2.3636,0,0.00018332,1831.9,8.4496e-05,291.24,4.5028e-05,-5.3057,-0.00017664,-1670.9,1.853
3,21.1,2.5455,0,0.00016137,1612.6,7.2922e-05,240.74,4.0878e-05,-0.021882,-0.00015592,-1478.7,1.8532
4,21.1,2.7273,0,0.0001501,1500,6.7232e-05,216.09,3.8389e-05,-0.62437,-0.00014526,-1380.5,1.8533
5,21.1,2.9091,0,0.00014534,1452.4,6.4796e-05,205.62,3.7383e-05,-0.36096,-0.00014074,-1338.7,1.8533
6,21.1,3.0909,0,0.00014534,1452.4,6.4796e-05,205.62,3.7383e-05,-0.36096,-0.00014074,-1338.7,1.8533
7,21.1,3.2727,0,0.0001501,1500,6.7232e-05,216.09,3.8389e-05,-0.62437,-0.00014526,-1380.5,1.8533
8,21.1,3.4545,0,0.00016137,1612.6,7.2922e-05,240.74,4.0878e-05,-0.02188,-0.00015592,-1478.7,1.8532
9,21.1,3.6364,0,0.00018332,1831.9,8.4496e-05,291.24,4.5028e-05,-5.3057,-0.00017664,-1670.9,1.853
10,21.1,3.8182,0,0.00023958,2394.1,0.00011428,455.49,5.8861e-05,39.078,-0.00022843,-2119.5,1.8528
11,21.267,2.1818,0,0.00022766,2275.1,9.5081e-05,233.48,6.1907e-05,-15.777,-0.00022293,-2156,1.876
12,21.267,2.3636,0,0.00017912,1790,7.7711e-05,223.15,4.7148e-05,-6.496,-0.00017433,-1670.6,1.8762
13,21.267,2.5455,0,0.0001566,1565,6.7775e-05,196.5,4.1672e-05,0.37548,-0.00015233,-1457.3,1.8763
14,21.267,2.7273,0,0.0001453,1452,6.2921e-05,182.23,3.8583e-05,-0.63662,-0.00014134,-1352.5,1.8764
15,21.267,2.9091,0,0.00014047,1403.7,6.075e-05,175.4,3.737e-05,-0.27107,-0.00013666,-1307.9,1.8764
16,21.267,3.0909,0,0.00014047,1403.7,6.075e-05,175.4,3.737e-05,-0.27106,-0.00013666,-1307.9,1.8764
17,21.267,3.2727,0,0.0001453,1452,6.2921e-05,182.23,3.8583e-05,-0.63662,-0.00014134,-1352.5,1.8764
18,21.267,3.4545,0,0.0001566,1565,6.7775e-05,196.5,4.1672e-05,0.37548,-0.00015233,-1457.3,1.8763
19,21.267,3.6364,0,0.00017912,1790,7.7711e-05,223.15,4.7148e-05,-6.496,-0.00017433,-1670.6,1.8762
20,21.267,3.8182,0,0.00022766,2275.1,9.5081e-05,233.48,6.1907e-05,-15.777,-0.00022293,-2156,1.876
21,20.917,5.8182,0,1.4801e-05,147.9,7.1051e-06,26.082,3.3408e-06,-2.2013,-1.419e-05,-133.92,1.823
22,20.917,5.6364,0,2.2149e-05,221.33,1.2696e-05,67.064,3.6451e-06,-0.93853,-2.0225e-05,-180.29,1.8234
23,20.917,5.4545,0,3.1582e-05,315.6,2.0305e-05,125.56,3.4931e-06,-0.75758,-2.7501e-05,-233.63,1.8239
24,20.917,5.2727,0,4.2339e-05,423.1,2.914e-05,195.13,3.0761e-06,-0.69897,-3.5481e-05,-290.4,1.8244
25,20.917,5.0909,0,5.4572e-05,545.35,3.9263e-05,275.86,2.4579e-06,-0.67997,-4.4347e-05,-352.35,1.8248
26,20.917,4.9091,0,6.8777e-05,687.29,5.1034e-05,370.08,1.6509e-06,-0.96413,-5.4517e-05,-422.99,1.8253
27,20.917,4.7273,0,8.5867e-05,858.08,6.5103e-05,482.85,7.8754e-07,-0.39086,-6.6755e-05,-507.88,1.8257
28,20.917,4.5455,0,0.00010765,1075.8,8.277e-05,620.97,-3.4036e-07,-3.487,-8.2557e-05,-621.23,1.8261
29,20.917,4.3636,0,0.00013769,1375.9,0.00010644,807.52,-3.5455e-07,5.1332,-0.00010501,-781.23,1.8265
30,20.917,4.1818,0,0.00018225,1821.2,0.00013626,988.23,2.3985e-06,-17.567,-0.00014354,-1114.1,1.8269
31,20.917,4,0,0.00020788,2077.3,0.00013548,806.38,1.6126e-05,-90.414,-0.00018062,-1568.7,1.8272
32,20.917,3.8182,0,0.00018358,1834.5,9.6233e-05,445.67,3.7627e-05,5.3295,-0.0001719,-1569,1.8275
33,20.917,3.6364,0,0.00016668,1665.7,8.0157e-05,307.62,3.8753e-05,-3.4764,-0.00015931,-1491.7,1.8277
34,20.917,3.4545,0,0.00015427,1541.6,7.1321e-05,250.78,3.8044e-05,0.74929,-0.00014846,-1400.6,1.8278
35,20.917,3.2727,0,0.00014737,1472.7,6.7182e-05,226.86,3.6902e-05,-0.65575,-0.00014219,-1346.3,1.8279
36,20.917,3.0909,0,0.00014414,1440.4,6.5252e-05,216.41,3.6423e-05,-0.2093,-0.00013923,-1320,1.8279
37,20.917,2.9091,0,0.00014414,1440.4,6.5252e-05,216.41,3.6423e-05,-0.2093,-0.00013923,-1320,1.8279
38,20.917,2.7273,0,0.00014737,1472.7,6.7182e-05,226.86,3.6902e-05,-0.65575,-0.00014219,-1346.3,1.8279
39,20.917,2.5455,0,0.00015427,1541.6,7.1321e-05,250.78,3.8044e-05,0.7493,-0.00014846,-1400.6,1.8278
40,20.917,2.3636,0,0.00016668,1665.7,8.0157e-05,307.62,3.8753e-05,-3.4764,-0.00015931,-1491.7,1.8277
41,20.917,2.1818,0,0.00018358,1834.5,9.6233e-05,445.67,3.7627e-05,5.3295,-0.0001719,-1569,1.8275
42,20.917,2,0,0.00020788,2077.3,0.00013548,806.38,1.6126e-05,-90.414,-0.00018062,-1568.7,1.8272
43,20.917,1.8182,0,0.00018225,1821.2,0.00013626,988.23,2.3985e-06,-17.567,-0.00014354,-1114.1,1.8269
44,20.917,1.6364,0,0.00013769,1375.9,0.00010644,807.52,-3.5456e-07,5.1332,-0.00010501,-781.23,1.8265
45,20.917,1.4545,0,0.00010765,1075.8,8.277e-05,620.97,-3.4037e-07,-3.487,-8.2557e-05,-621.23,1.8261
46,20.917,1.2727,0,8.5867e-05,858.08,6.5103e-05,482.85,7.8754e-07,-0.39086,-6.6755e-05,-507.88,1.8257
47,20.917,1.0909,0,6.8777e-05,687.29,5.1034e-05,370.08,1.6509e-06,-0.96413,-5.4517e-05,-422.99,1.8253
48,20.917,0.90909,0,5.4572e-05,545.35,3.9263e-05,275.86,2.4579e-06,-0.67997,-4.4347e-05,-352.35,1.8248
49,20.917,0.72727,0,4.2339e-05,423.1,2.914e-05,195.13,3.0761e-06,-0.69897,-3.5481e-05,-290.4,1.8244
50,20.917,0.54545,0,3.1582e-05,315.6,2.0305e-05,125.56,3.4931e-06,-0.75758,-2.7501e-05,-233.63,1.8239
51,20.917,0.36364,0,2.2149e-05,221.33,1.2696e-05,67.064,3.6451e-06,-0.93853,-2.0225e-05,-180.29,1.8234
52,20.917,0.18182,0,1.4801e-05,147.9,7.1051e-06,26.082,3.3408e-06,-2.2013,-1.419e-05,-133.92,1.823
53,20.733,5.8182,0,2.3719e-05,237.03,9.4848e-06,20.282,6.8295e-06,0.33118,-2.3305e-05,-226.09,1.798
54,20.733,5.6364,0,2.8205e-05,281.85,1.3302e-05,49.283,6.7915e-06,0.3687,-2.704e-05,-253.83,1.7985
55,20.733,5.4545,0,3.5212e-05,351.87,1.9195e-05,94.702,6.6459e-06,0.40905,-3.2632e-05,-294.71,1.799
56,20.733,5.2727,0,4.4083e-05,440.53,2.6552e-05,151.82,6.4061e-06,0.45522,-3.9496e-05,-344.43,1.7994
57,20.733,5.0909,0,5.4629e-05,545.91,3.5164e-05,218.71,6.119e-06,0.48041,-4.7522e-05,-402.56,1.7998
58,20.733,4.9091,0,6.6985e-05,669.39,4.5057e-05,294.96,5.8739e-06,0.54605,-5.6908e-05,-471.18,1.8003
59,20.733,4.7273,0,8.1606e-05,815.49,5.6438e-05,380.92,5.8098e-06,0.52556,-6.8161e-05,-555.26,1.8007
60,20.733,4.5455,0,9.8763e-05,986.95,6.9104e-05,472.28,6.3193e-06,0.53799,-8.1861e-05,-662.01,1.8011
61,20.733,4.3636,0,0.00011916,1190.8,8.2681e-05,560.48,8.2993e-06,1.6097,-9.931e-05,-806.92,1.8014
