Node Numbers,X Locations (inches),Y Locations (inches),Z Locations (inches),Equivalent Elastic Strains (in/in),Equivalent Stress (psi),Max Principal Elastic Strain (in/in),Max Principal Stress (psi),Middle Principal Elastic Strain (in/in),Middle Principal Stress (psi),Min Principal Elastic Strain (in/in),Min Principal Stress (psi),Total Deformation (in)
1,12.5,2.1818,0,0.0010173,10166,0.0004332,1257.7,0.00028204,121.94,-0.00098909,-9428.8,0.77404
2,12.5,2.3636,0,0.00080512,8045.6,0.00034747,982.81,0.00021337,-24.765,-0.00078407,-7519.2,0.77483
3,12.5,2.5455,0,0.00071075,7102.6,0.00030243,827.01,0.00019243,0.55558,-0.00069305,-6652.6,0.7754
4,12.5,2.7273,0,0.00066182,6613.6,0.0002797,744.5,0.00018024,-2.7662,-0.00064602,-6211,0.77577
5,12.5,2.9091,0,0.00064094,6405,0.00026972,707.47,0.00017537,-1.4553,-0.00062598,-6022.5,0.77595
6,12.5,3.0909,0,0.00064094,6405,0.00026972,707.47,0.00017537,-1.4553,-0.00062598,-6022.5,0.77595
7,12.5,3.2727,0,0.00066182,6613.6,0.0002797,744.5,0.00018024,-2.7662,-0.00064602,-6211,0.77577
8,12.5,3.4545,0,0.00071075,7102.6,0.00030243,827.01,0.00019243,0.55558,-0.00069305,-6652.6,0.7754
9,12.5,3.6364,0,0.00080512,8045.6,0.00034747,982.81,0.00021337,-24.765,-0.00078407,-7519.2,0.77483
10,12.5,3.8182,0,0.0010173,10166,0.00043319,1257.7,0.00028204,121.94,-0.00098909,-9428.8,0.77404
11,12.667,2.1818,0,0.001003,10023,0.00040976,980.72,0.00028488,42.43,-0.00098232,-9478.8,0.79359
12,12.667,2.3636,0,0.00080032,7997.7,0.00033899,896.13,0.00021615,-26.811,-0.00078152,-7523,0.79436
13,12.667,2.5455,0,0.00070498,7044.9,0.00029586,769.63,0.00019356,0.98213,-0.00068871,-6628.1,0.79491
14,12.667,2.7273,0,0.00065591,6554.6,0.00027415,700.08,0.0001806,-2.8251,-0.00064122,-6177.6,0.79527
15,12.667,2.9091,0,0.00063492,6344.8,0.0002645,667.59,0.00017547,-1.3634,-0.00062093,-5985.2,0.79544
16,12.667,3.0909,0,0.00063492,6344.8,0.0002645,667.59,0.00017547,-1.3634,-0.00062093,-5985.2,0.79544
17,12.667,3.2727,0,0.00065591,6554.6,0.00027415,700.08,0.0001806,-2.8251,-0.00064122,-6177.6,0.79527
18,12.667,3.4545,0,0.00070498,7044.9,0.00029586,769.63,0.00019356,0.98213,-0.00068871,-6628.1,0.79491
