Node Number	X Location (in)	Y Location (in)	Z Location (in)	Equivalent (von-Mises) Stress (psi)
1	6.2565	2.7932	0.	1594.
2	6.0592	3.1998	0.	1592.4
3	6.9694	1.431	0.	893.19
4	3.8732	3.3343	0.	1202.5
5	7.1952	4.2701	0.	894.02
6	4.9696	0.39611	0.	436.24
7	7.0177	0.55821	0.	633.93
8	4.9055	4.6822	0.	1232.3
9	6.8625	5.4754	0.	573.54
10	7.2732	3.6227	0.	1053.6
11	4.9969	5.3963	0.	908.81
12	4.55	1.458	0.	947.65
13	3.4124	1.2474	0.	1172.9
14	4.5615	2.3652	0.	1280.1
15	8.1869	1.8071	0.	697.57
16	4.0346	5.1952	0.	998.47
17	1.3765	4.7453	0.	1397.7
18	1.1836	1.193	0.	1415.5
19	2.3295	1.1695	0.	1279.9
20	7.9276	0.96185	0.	654.12
21	9.259	0.979	0.	618.76
22	10.41	1.0941	0.	535.34
23	11.473	1.2123	0.	456.71
24	12.642	1.1943	0.	382.65
25	13.799	1.1789	0.	310.4
26	14.954	1.1724	0.	246.67
27	16.094	1.1793	0.	190.4
28	17.225	1.182	0.	142.26
29	18.349	1.1822	0.	101.5
30	19.48	1.1919	0.	68.087
31	20.604	1.1939	0.	42.072
32	21.739	1.1924	0.	23.378
33	22.868	1.1953	0.	12.298
34	1.3569	3.5876	0.	1464.8
35	1.2408	2.402	0.	1489.6
36	22.859	2.3935	0.	15.634
37	22.855	3.6007	0.	15.677
38	22.862	4.7958	0.	12.334
39	21.732	4.7974	0.	23.493
40	20.599	4.7959	0.	42.188
41	19.467	4.7984	0.	68.341
42	18.342	4.7756	0.	101.88
43	17.217	4.735	0.	142.73
44	16.064	4.7267	0.	191.52
45	14.929	4.7495	0.	247.63
46	13.766	4.7574	0.	312.35
47	12.574	4.7593	0.	388.48
48	11.321	4.7295	0.	469.78
49	10.044	4.7452	0.	569.57
50	8.5273	4.7523	0.	673.48
51	7.8322	5.3014	0.	695.94
52	3.548	2.3315	0.	1178.7
53	8.4768	3.7365	0.	716.1
54	2.7008	3.4974	0.	1169.7
55	2.4084	2.361	0.	1201.6
56	9.2605	1.8959	0.	622.72
57	10.245	2.2421	0.	544.41
58	11.343	2.385	0.	465.38
59	12.545	2.3829	0.	384.05
60	13.734	2.3615	0.	313.05
61	14.918	2.3386	0.	247.95
62	16.073	2.3543	0.	191.43
63	17.228	2.3652	0.	142.62
64	18.345	2.3698	0.	102.13
65	19.467	2.387	0.	69.212
66	20.598	2.3938	0.	43.562
67	21.722	2.3905	0.	25.741
68	21.723	3.5976	0.	25.719
69	20.581	3.5949	0.	43.84
70	19.455	3.586	0.	69.442
71	18.343	3.5729	0.	102.31
72	17.219	3.5461	0.	143.05
73	16.065	3.5218	0.	191.53
74	14.897	3.5446	0.	248.91
75	13.72	3.5576	0.	313.83
76	12.508	3.5678	0.	386.19
77	9.748	3.4476	0.	574.4
78	6.6404	5.0832	0.	612.96
79	7.0058	4.7442	0.	844.99
80	4.6204	0.79761	0.	931.1
81	5.3736	2.3276	0.	1554.2
82	2.9605	4.7155	0.	1172.2
83	5.1883	5.036	0.	733.41
84	4.259	4.0914	0.	1140.
85	6.7033	0.99505	0.	574.88
86	7.3338	2.0506	0.	902.
87	5.163	3.2001	0.	1369.5
88	7.8674	2.8159	0.	838.12
89	6.9282	2.8401	0.	1129.9
90	8.837	2.6425	0.	670.24
91	11.216	3.5506	0.	477.69
92	11.216	3.5506	0.1	477.69
93	8.837	2.6425	0.1	670.24
94	6.9282	2.8401	0.1	1129.9
95	7.8674	2.8159	0.1	838.12
96	5.163	3.2001	0.1	1369.5
97	7.3338	2.0506	0.1	902.
98	6.7033	0.99505	0.1	574.88
99	4.259	4.0914	0.1	1140.
100	5.1883	5.036	0.1	733.41
101	2.9605	4.7155	0.1	1172.2
102	5.3736	2.3276	0.1	1554.2
103	4.6204	0.79761	0.1	931.1
104	7.0058	4.7442	0.1	844.99
105	6.6404	5.0832	0.1	612.96
106	9.748	3.4476	0.1	574.4
107	12.508	3.5678	0.1	386.19
108	13.72	3.5576	0.1	313.83
109	14.897	3.5446	0.1	248.91
110	16.065	3.5218	0.1	191.53
111	17.219	3.5461	0.1	143.05
112	18.343	3.5729	0.1	102.31
113	19.455	3.586	0.1	69.442
114	20.581	3.5949	0.1	43.84
115	21.723	3.5976	0.1	25.719
116	21.722	2.3905	0.1	25.741
117	20.598	2.3938	0.1	43.562
118	19.467	2.387	0.1	69.212
119	18.345	2.3698	0.1	102.13
120	17.228	2.3652	0.1	142.62
121	16.073	2.3543	0.1	191.43
122	14.918	2.3386	0.1	247.95
123	13.734	2.3615	0.1	313.05
124	12.545	2.3829	0.1	384.05
125	11.343	2.385	0.1	465.38
126	10.245	2.2421	0.1	544.41
127	9.2605	1.8959	0.1	622.72
128	2.4084	2.361	0.1	1201.6
129	2.7008	3.4974	0.1	1169.7
130	8.4768	3.7365	0.1	716.1
131	3.548	2.3315	0.1	1178.7
132	7.8322	5.3014	0.1	695.94
133	8.5273	4.7523	0.1	673.48
134	10.044	4.7452	0.1	569.57
135	11.321	4.7295	0.1	469.78
136	12.574	4.7593	0.1	388.48
137	13.766	4.7574	0.1	312.35
138	14.929	4.7495	0.1	247.63
139	16.064	4.7267	0.1	191.52
140	17.217	4.735	0.1	142.73
141	18.342	4.7756	0.1	101.88
142	19.467	4.7984	0.1	68.341
143	20.599	4.7959	0.1	42.188
144	21.732	4.7974	0.1	23.493
145	22.862	4.7958	0.1	12.334
146	22.855	3.6007	0.1	15.677
147	22.859	2.3935	0.1	15.634
148	1.2408	2.402	0.1	1489.6
149	1.3569	3.5876	0.1	1464.8
150	22.868	1.1953	0.1	12.298
151	21.739	1.1924	0.1	23.378
152	20.604	1.1939	0.1	42.072
153	19.48	1.1919	0.1	68.087
154	18.349	1.1822	0.1	101.5
155	17.225	1.182	0.1	142.26
156	16.094	1.1793	0.1	190.4
157	14.954	1.1724	0.1	246.67
158	13.799	1.1789	0.1	310.4
159	12.642	1.1943	0.1	382.65
160	11.473	1.2123	0.1	456.71
161	10.41	1.0941	0.1	535.34
162	9.259	0.979	0.1	618.76
163	7.9276	0.96185	0.1	654.12
164	2.3295	1.1695	0.1	1279.9
165	1.1836	1.193	0.1	1415.5
166	1.3765	4.7453	0.1	1397.7
167	4.0346	5.1952	0.1	998.47
168	8.1869	1.8071	0.1	697.57
169	4.5615	2.3652	0.1	1280.1
170	3.4124	1.2474	0.1	1172.9
171	4.55	1.458	0.1	947.65
172	4.9969	5.3963	0.1	908.81
173	7.2732	3.6227	0.1	1053.6
174	6.8625	5.4754	0.1	573.54
175	4.9055	4.6822	0.1	1232.3
176	7.0177	0.55821	0.1	633.93
177	4.9696	0.39611	0.1	436.24
178	7.1952	4.2701	0.1	894.02
179	3.8732	3.3343	0.1	1202.5
180	6.9694	1.431	0.1	893.19
181	6.0592	3.1998	0.1	1592.4
182	6.2565	2.7932	0.1	1594.
183	5.9867	5.5	0.1	329.09
184	5.9867	5.	0.1	1102.8
185	5.9867	4.5	0.1	1196.1
186	5.9867	4.	0.1	2248.8
187	5.82	4.	0.1	2406.6
188	5.82	4.5	0.1	1756.1
189	5.82	5.	0.1	1136.9
190	5.82	5.5	0.1	295.54
191	5.9867	0.5	0.1	366.29
192	5.9867	1.	0.1	972.59
193	5.9867	1.5	0.1	1445.
194	5.9867	2.	0.1	2096.6
195	5.82	2.	0.1	3006.6
196	5.82	1.5	0.1	1848.8
197	5.82	1.	0.1	867.15
198	5.82	0.5	0.1	562.19
199	5.9867	6.	0.1	321.98
200	7.1125	6.	0.1	500.55
201	8.2383	6.	0.1	657.49
202	9.3642	6.	0.1	630.52
203	10.49	6.	0.1	544.91
204	11.616	6.	0.1	464.16
205	12.742	6.	0.1	383.71
206	13.868	6.	0.1	309.67
207	14.993	6.	0.1	246.27
208	16.119	6.	0.1	190.17
209	17.245	6.	0.1	142.3
210	18.371	6.	0.1	101.56
211	19.497	6.	0.1	67.876
212	20.622	6.	0.1	41.379
213	21.748	6.	0.1	22.285
214	22.874	6.	0.1	10.273
215	24.	6.	0.1	4.6076
216	24.	4.8	0.1	8.2816
217	24.	3.6	0.1	12.345
218	24.	2.4	0.1	12.362
219	24.	1.2	0.1	8.2607
220	1.049e-014	1.2	0.1	997.51
221	2.0981e-014	2.4	0.1	1040.5
222	3.1471e-014	3.6	0.1	1040.9
223	4.1961e-014	4.8	0.1	986.17
224	24.	0.	0.1	4.6051
225	22.874	0.	0.1	10.209
226	21.748	0.	0.1	22.354
227	20.622	0.	0.1	41.432
228	19.497	0.	0.1	67.571
229	18.371	0.	0.1	101.3
230	17.245	0.	0.1	142.02
231	16.119	0.	0.1	190.21
232	14.993	0.	0.1	246.02
233	13.868	0.	0.1	309.03
234	12.742	0.	0.1	380.83
235	11.616	0.	0.1	455.02
