Node Number	X Location (in)	Y Location (in)	Z Location (in)	Minimum Principal Stress (psi)
1	23.3	2.1818	0.	-659.76
2	23.3	2.3636	0.	-426.67
3	23.3	2.5455	0.	-341.51
4	23.3	2.7273	0.	-298.49
5	23.3	2.9091	0.	-280.4
6	23.3	3.0909	0.	-280.4
7	23.3	3.2727	0.	-298.49
8	23.3	3.4545	0.	-341.51
9	23.3	3.6364	0.	-426.67
10	23.3	3.8182	0.	-659.76
11	23.644	2.	0.	-803.42
12	23.822	2.	0.	-635.72
13	23.822	4.	0.	-635.72
14	23.644	4.	0.	-803.42
15	23.115	5.8182	0.	-48.836
16	23.115	5.6364	0.	-63.893
17	23.115	5.4545	0.	-80.778
18	23.115	5.2727	0.	-98.15
19	23.115	5.0909	0.	-116.11
20	23.115	4.9091	0.	-135.25
21	23.115	4.7273	0.	-156.54
22	23.115	4.5455	0.	-183.6
23	23.115	4.3636	0.	-219.88
24	23.115	4.1818	0.	-307.
25	23.115	4.	0.	-446.58
26	23.115	3.8182	0.	-433.74
27	23.115	3.6364	0.	-379.89
28	23.115	3.4545	0.	-340.37
29	23.115	3.2727	0.	-317.48
30	23.115	3.0909	0.	-306.94
31	23.115	2.9091	0.	-306.94
32	23.115	2.7273	0.	-317.48
33	23.115	2.5455	0.	-340.37
34	23.115	2.3636	0.	-379.89
35	23.115	2.1818	0.	-433.74
36	23.115	2.	0.	-446.58
37	23.115	1.8182	0.	-307.
38	23.115	1.6364	0.	-219.88
39	23.115	1.4545	0.	-183.6
40	23.115	1.2727	0.	-156.54
41	23.115	1.0909	0.	-135.25
42	23.115	0.90909	0.	-116.11
43	23.115	0.72727	0.	-98.15
44	23.115	0.54545	0.	-80.778
45	23.115	0.36364	0.	-63.893
46	23.115	0.18182	0.	-48.836
47	22.93	5.8182	0.	-91.727
48	22.93	5.6364	0.	-101.59
49	22.93	5.4545	0.	-114.91
50	22.93	5.2727	0.	-130.56
51	22.93	5.0909	0.	-148.17
52	22.93	4.9091	0.	-168.16
53	22.93	4.7273	0.	-191.95
54	22.93	4.5455	0.	-221.69
55	22.93	4.3636	0.	-264.37
56	22.93	4.1818	0.	-314.4
57	22.93	4.	0.	-358.57
58	22.93	3.8182	0.	-371.12
59	22.93	3.6364	0.	-358.76
60	22.93	3.4545	0.	-342.66
61	22.93	3.2727	0.	-332.1
62	22.93	3.0909	0.	-326.82
63	22.93	2.9091	0.	-326.82
64	22.93	2.7273	0.	-332.1
65	22.93	2.5455	0.	-342.66
66	22.93	2.3636	0.	-358.76
67	22.93	2.1818	0.	-371.12
68	22.93	2.	0.	-358.57
69	22.93	1.8182	0.	-314.4
70	22.93	1.6364	0.	-264.37
71	22.93	1.4545	0.	-221.69
72	22.93	1.2727	0.	-191.95
73	22.93	1.0909	0.	-168.16
74	22.93	0.90909	0.	-148.17
75	22.93	0.72727	0.	-130.56
76	22.93	0.54545	0.	-114.91
77	22.93	0.36364	0.	-101.59
78	22.93	0.18182	0.	-91.727
79	22.745	5.8182	0.	-140.24
80	22.745	5.6364	0.	-148.67
81	22.745	5.4545	0.	-160.19
82	22.745	5.2727	0.	-174.7
83	22.745	5.0909	0.	-191.98
84	22.745	4.9091	0.	-212.26
85	22.745	4.7273	0.	-236.23
86	22.745	4.5455	0.	-264.89
87	22.745	4.3636	0.	-297.68
88	22.745	4.1818	0.	-330.66
89	22.745	4.	0.	-354.4
90	22.745	3.8182	0.	-362.65
91	22.745	3.6364	0.	-360.14
92	22.745	3.4545	0.	-354.
93	22.745	3.2727	0.	-348.89
94	22.745	3.0909	0.	-346.27
95	22.745	2.9091	0.	-346.27
96	22.745	2.7273	0.	-348.89
97	22.745	2.5455	0.	-354.
98	22.745	2.3636	0.	-360.14
99	22.745	2.1818	0.	-362.65
100	22.745	2.	0.	-354.4
101	22.745	1.8182	0.	-330.66
102	22.745	1.6364	0.	-297.68
103	22.745	1.4545	0.	-264.89
104	22.745	1.2727	0.	-236.23
105	22.745	1.0909	0.	-212.26
106	22.745	0.90909	0.	-191.98
107	22.745	0.72727	0.	-174.7
108	22.745	0.54545	0.	-160.19
109	22.745	0.36364	0.	-148.67
110	22.745	0.18182	0.	-140.24
111	22.56	5.8182	0.	-190.87
112	22.56	5.6364	0.	-198.64
113	22.56	5.4545	0.	-209.11
114	22.56	5.2727	0.	-222.53
115	22.56	5.0909	0.	-238.79
116	22.56	4.9091	0.	-257.91
117	22.56	4.7273	0.	-279.87
118	22.56	4.5455	0.	-304.26
119	22.56	4.3636	0.	-329.56
120	22.56	4.1818	0.	-352.12
121	22.56	4.	0.	-367.86
122	22.56	3.8182	0.	-374.84
123	22.56	3.6364	0.	-375.08
124	22.56	3.4545	0.	-372.51
125	22.56	3.2727	0.	-369.92
126	22.56	3.0909	0.	-368.47
127	22.56	2.9091	0.	-368.47
128	22.56	2.7273	0.	-369.92
129	22.56	2.5455	0.	-372.51
130	22.56	2.3636	0.	-375.08
131	22.56	2.1818	0.	-374.84
132	22.56	2.	0.	-367.86
133	22.56	1.8182	0.	-352.12
134	22.56	1.6364	0.	-329.56
135	22.56	1.4545	0.	-304.26
136	22.56	1.2727	0.	-279.87
137	22.56	1.0909	0.	-257.91
138	22.56	0.90909	0.	-238.79
139	22.56	0.72727	0.	-222.53
140	22.56	0.54545	0.	-209.11
141	22.56	0.36364	0.	-198.64
142	22.56	0.18182	0.	-190.87
143	22.375	5.8182	0.	-242.36
144	22.375	5.6364	0.	-249.54
145	22.375	5.4545	0.	-259.19
146	22.375	5.2727	0.	-271.46
147	22.375	5.0909	0.	-286.26
148	22.375	4.9091	0.	-303.37
149	22.375	4.7273	0.	-322.39
150	22.375	4.5455	0.	-342.42
151	22.375	4.3636	0.	-361.81
152	22.375	4.1818	0.	-378.29
153	22.375	4.	0.	-389.81
154	22.375	3.8182	0.	-395.7
155	22.375	3.6364	0.	-397.14
156	22.375	3.4545	0.	-396.26
157	22.375	3.2727	0.	-394.88
158	22.375	3.0909	0.	-394.02
159	22.375	2.9091	0.	-394.02
160	22.375	2.7273	0.	-394.88
161	22.375	2.5455	0.	-396.26
162	22.375	2.3636	0.	-397.14
163	22.375	2.1818	0.	-395.7
164	22.375	2.	0.	-389.81
165	22.375	1.8182	0.	-378.29
166	22.375	1.6364	0.	-361.81
167	22.375	1.4545	0.	-342.42
168	22.375	1.2727	0.	-322.39
169	22.375	1.0909	0.	-303.37
170	22.375	0.90909	0.	-286.26
171	22.375	0.72727	0.	-271.46
172	22.375	0.54545	0.	-259.19
173	22.375	0.36364	0.	-249.54
174	22.375	0.18182	0.	-242.36
175	22.19	5.8182	0.	-293.82
176	22.19	5.6364	0.	-300.31
177	22.19	5.4545	0.	-309.11
178	22.19	5.2727	0.	-320.16
179	22.19	5.0909	0.	-333.25
180	22.19	4.9091	0.	-348.08
181	22.19	4.7273	0.	-364.05
182	22.19	4.5455	0.	-380.23
183	22.19	4.3636	0.	-395.32
184	22.19	4.1818	0.	-407.86
185	22.19	4.	0.	-416.75
186	22.19	3.8182	0.	-421.77
187	22.19	3.6364	0.	-423.64
188	22.19	3.4545	0.	-423.65
189	22.19	3.2727	0.	-423.01
190	22.19	3.0909	0.	-422.51
191	22.19	2.9091	0.	-422.51
192	22.19	2.7273	0.	-423.01
193	22.19	2.5455	0.	-423.65
194	22.19	2.3636	0.	-423.64
195	22.19	2.1818	0.	-421.77
196	22.19	2.	0.	-416.75
197	22.19	1.8182	0.	-407.86
198	22.19	1.6364	0.	-395.32
199	22.19	1.4545	0.	-380.23
200	22.19	1.2727	0.	-364.05
201	22.19	1.0909	0.	-348.08
202	22.19	0.90909	0.	-333.25
203	22.19	0.72727	0.	-320.16
204	22.19	0.54545	0.	-309.11
