Node Number	X Location (in)	Y Location (in)	Z Location (in)	Total Deformation (in)
1	5.6609	2.5065	0.	0.21936
2	5.4148	1.7984	0.	0.19714
3	3.3222	3.579	0.	6.5423e-002
4	5.425	4.1737	0.	0.1988
5	3.1444	2.4526	0.	5.7906e-002
6	2.7621	0.82643	0.	3.8859e-002
7	4.8441	0.49274	0.	0.14325
8	3.1181	4.6443	0.	5.2362e-002
9	2.8549	5.2072	0.	4.1047e-002
10	4.5995	5.0813	0.	0.12885
11	4.8364	2.6363	0.	0.15463
12	1.0269	4.7318	0.	5.4216e-003
13	0.91955	1.1499	0.	4.2421e-003
14	4.9167	1.2716	0.	0.15461
15	5.0207	4.7058	0.	0.1639
16	1.8377	1.0405	0.	1.7512e-002
17	2.0549	4.5589	0.	2.2998e-002
18	5.807	0.7237	0.	0.2245
19	4.8086	5.476	0.	0.14212
20	0.94869	2.3119	0.	4.9698e-003
21	1.0014	3.5016	0.	5.6584e-003
22	1.997	3.224	0.	2.329e-002
23	6.6903	1.2309	0.	0.30671
24	8.0941	1.2155	0.	0.44607
25	9.3258	1.2046	0.	0.58112
26	10.526	1.1953	0.	0.72308
27	11.679	1.1854	0.	0.86826
28	12.816	1.1747	0.	1.0189
29	13.954	1.1731	0.	1.1765
30	15.064	1.1722	0.	1.336
31	16.186	1.1724	0.	1.5023
32	17.295	1.1745	0.	1.671
33	18.41	1.1785	0.	1.8443
34	19.521	1.1846	0.	2.0199
35	20.636	1.1888	0.	2.1985
36	21.755	1.1886	0.	2.3796
37	22.879	1.195	0.	2.5628
38	22.867	2.3931	0.	2.5618
39	22.869	3.6016	0.	2.5625
40	22.876	4.7968	0.	2.5634
41	21.753	4.7927	0.	2.3805
42	20.629	4.7911	0.	2.1986
43	19.513	4.7414	0.	2.0198
44	18.4	4.7015	0.	1.8439
45	17.29	4.6814	0.	1.6716
46	16.181	4.6744	0.	1.503
47	15.071	4.6745	0.	1.3385
48	13.96	4.6761	0.	1.1788
49	12.837	4.7174	0.	1.0232
