Node Number	X Location (in)	Y Location (in)	Z Location (in)	Maximum Principal Stress (psi)
1	5.2283	2.502	0.	711.47
2	4.5661	2.6015	0.	347.66
3	6.4088	4.4067	0.	139.98
4	4.2494	0.51521	0.	140.98
5	6.2697	0.59913	0.	60.039
6	4.3566	4.2405	0.	249.85
7	6.061	5.4729	0.	79.974
8	6.6574	3.4983	0.	-39.373
9	4.2766	1.262	0.	180.48
10	4.0377	5.3321	0.	90.827
11	3.6607	2.5592	0.	-25.507
12	3.4747	0.7502	0.	15.472
13	3.0546	5.1297	0.	53.327
14	4.1276	3.5406	0.	70.356
15	2.0657	4.9441	0.	-55.25
16	1.038	4.8238	0.	262.67
17	1.2953	1.3081	0.	267.65
18	2.5052	1.3551	0.	-55.619
19	7.133	1.0338	0.	59.581
20	8.1061	1.98	0.	20.414
21	9.4179	2.0216	0.	4.7799
22	10.62	1.9967	0.	0.51811
23	11.75	1.8391	0.	0.46091
24	12.857	1.8634	0.	-0.14126
25	13.956	1.7708	0.	-0.42977
26	15.03	1.7518	0.	1.7355
27	16.15	1.8216	0.	3.844
28	17.24	1.8303	0.	5.0573
29	18.418	1.943	0.	6.8182
30	19.551	1.9752	0.	7.5693
31	20.663	2.0041	0.	7.6354
32	21.724	1.9172	0.	8.1293
33	22.79	1.5288	0.	7.9656
34	1.1453	3.6386	0.	310.8
35	1.264	2.4808	0.	291.
36	22.919	2.8575	0.	13.023
37	23.24	3.7682	0.	10.084
38	22.898	4.7986	0.	8.1494
39	21.864	3.9165	0.	8.5996
40	20.679	3.99	0.	7.6384
41	19.544	3.9821	0.	6.9585
42	18.419	3.9488	0.	7.1769
43	17.31	3.9212	0.	6.9301
44	16.198	3.9028	0.	5.7856
45	15.08	3.8744	0.	3.5588
46	13.986	3.8825	0.	0.20338
47	12.9	3.9171	0.	-0.31171
48	11.786	3.9389	0.	0.12858
49	10.625	3.9692	0.	1.066
50	9.4232	3.9723	0.	5.1715
51	8.1375	4.0065	0.	16.344
52	7.1756	4.9887	0.	46.369
53	2.2294	3.8532	0.	-66.85
54	2.6317	2.7584	0.	-61.808
55	5.8674	5.0271	0.	121.28
56	4.4802	0.94239	0.	262.97
57	3.7684	1.8683	0.	-22.596
58	4.1352	4.725	0.	157.48
59	4.4696	3.8837	0.	-132.77
60	5.9751	1.0624	0.	163.5
61	6.3656	1.5986	0.	141.47
62	6.6773	2.512	0.	-26.464
63	4.9842	3.6158	0.	438.76
64	4.7951	3.7006	0.	484.66
65	5.2624	3.2447	0.	220.15
66	4.6309	3.6421	0.	348.55
67	5.3997	2.8251	0.	153.82
68	4.6363	3.0573	0.	106.83
69	3.4922	3.6823	0.	17.345
70	3.1373	4.2894	0.	56.939
71	3.1373	4.2894	0.1	1208.7
72	3.4922	3.6823	0.1	1317.3
