Node Number	X Location (in)	Y Location (in)	Z Location (in)	Middle Principal Elastic Strain (in/in)
1	4.4247	2.5411	0.	6.6025e-005
2	5.1181	3.2962	0.	4.0477e-005
3	5.7927	1.3595	0.	2.6038e-005
4	3.5766	0.49166	0.	2.338e-005
5	3.5646	1.6583	0.	3.1853e-005
6	5.6738	0.52993	0.	1.7214e-005
7	3.5658	4.8544	0.	3.0671e-005
8	2.7608	4.0638	0.	2.4133e-005
9	5.7075	4.6491	0.	2.58e-005
10	5.3682	5.0498	0.	1.5732e-005
11	3.3182	5.3152	0.	2.5148e-005
12	7.5364	3.4983	0.	2.0172e-005
13	6.2072	3.3629	0.	2.5431e-005
14	2.5732	1.3241	0.	2.7002e-005
15	5.5594	5.4611	0.	1.8751e-005
16	2.2608	5.036	0.	3.6812e-005
17	1.337	3.7223	0.	7.8354e-006
18	1.3621	1.3387	0.	1.3212e-005
19	6.6136	0.7374	0.	2.5855e-005
20	7.4858	1.2083	0.	2.1456e-005
21	8.9181	1.1956	0.	1.9955e-005
22	10.181	1.2011	0.	1.7914e-005
23	11.39	1.1961	0.	1.5366e-005
24	12.577	1.1876	0.	1.2584e-005
25	13.743	1.1807	0.	1.007e-005
26	14.887	1.1769	0.	7.8611e-006
27	16.027	1.1762	0.	5.961e-006
28	17.162	1.178	0.	4.3174e-006
29	18.299	1.1815	0.	2.9367e-006
30	19.433	1.1869	0.	1.8002e-006
31	20.572	1.1903	0.	9.2092e-007
32	21.711	1.1903	0.	2.8785e-007
33	22.858	1.1956	0.	-9.4928e-008
34	1.4289	2.5815	0.	5.0751e-006
35	22.85	2.394	0.	-2.4154e-007
36	22.85	3.6008	0.	-2.3661e-007
37	22.853	4.808	0.	-9.3338e-008
38	21.711	4.7941	0.	2.8628e-007
39	20.567	4.7935	0.	9.2477e-007
40	19.428	4.7528	0.	1.8097e-006
41	18.292	4.7184	0.	2.952e-006
42	17.157	4.7002	0.	4.3376e-006
43	16.024	4.6933	0.	5.9709e-006
44	14.894	4.6938	0.	7.8478e-006
45	13.763	4.6955	0.	1.004e-005
46	12.592	4.7587	0.	1.2548e-005
47	11.391	4.7548	0.	1.5451e-005
48	10.169	4.754	0.	1.8017e-005
49	8.8836	4.7493	0.	1.9665e-005
50	7.3838	4.6725	0.	2.1701e-005
51	6.5761	5.2403	0.	2.2842e-005
52	7.5373	2.3901	0.	2.0516e-005
53	8.8143	2.3547	0.	1.9429e-005
54	10.092	2.3797	0.	1.7244e-005
55	11.344	2.3752	0.	1.5186e-005
56	12.56	2.3585	0.	1.2544e-005
57	13.734	2.3523	0.	9.9922e-006
58	14.888	2.3604	0.	7.7657e-006
59	16.024	2.3603	0.	5.8415e-006
60	17.16	2.3632	0.	4.1993e-006
61	18.297	2.3682	0.	2.8061e-006
62	19.433	2.3739	0.	1.6681e-006
63	20.57	2.381	0.	7.9223e-007
64	21.707	2.3894	0.	1.5708e-007
65	21.698	3.5939	0.	1.5521e-007
66	20.567	3.5829	0.	7.949e-007
67	19.426	3.5576	0.	1.6772e-006
68	18.292	3.5431	0.	2.8109e-006
69	17.157	3.5325	0.	4.195e-006
70	16.022	3.5265	0.	5.84e-006
71	14.891	3.5259	0.	7.7479e-006
72	13.748	3.5212	0.	9.9743e-006
73	12.551	3.5507	0.	1.2567e-005
74	11.328	3.5612	0.	1.5146e-005
75	10.075	3.561	0.	1.7304e-005
76	8.8063	3.5632	0.	1.9343e-005
77	6.0893	4.1289	0.	1.872e-005
78	3.8763	0.99947	0.	2.1683e-005
79	3.7	2.4107	0.	2.1644e-005
80	1.1746	4.8483	0.	1.3761e-005
81	2.9035	2.8835	0.	2.2081e-005
82	4.6679	2.5241	0.	4.9752e-005
83	5.4038	0.95118	0.	1.4059e-005
84	6.1095	1.8238	0.	2.0314e-005
85	6.1793	2.5146	0.	2.2039e-005
86	4.2482	2.8235	0.	4.9746e-005
87	4.2482	2.8235	0.1	-4.9746e-005
88	6.1793	2.5146	0.1	-2.2039e-005
89	6.1095	1.8238	0.1	-2.0314e-005
90	5.4038	0.95118	0.1	-1.4059e-005
91	4.6679	2.5241	0.1	-4.9752e-005
92	2.9035	2.8835	0.1	-2.2081e-005
93	1.1746	4.8483	0.1	-1.3761e-005
94	3.7	2.4107	0.1	-2.1644e-005
95	3.8763	0.99947	0.1	-2.1683e-005
96	6.0893	4.1289	0.1	-1.872e-005
97	8.8063	3.5632	0.1	-1.9343e-005
98	10.075	3.561	0.1	-1.7304e-005
99	11.328	3.5612	0.1	-1.5146e-005
100	12.551	3.5507	0.1	-1.2567e-005
101	13.748	3.5212	0.1	-9.9743e-006
102	14.891	3.5259	0.1	-7.7479e-006
103	16.022	3.5265	0.1	-5.84e-006
104	17.157	3.5325	0.1	-4.195e-006
