Node Number	X Location (in)	Y Location (in)	Z Location (in)	Total Deformation (in)
1	2.7052	3.1452	0.	5.1438e-002
2	1.7916	3.0567	0.	1.9448e-002
3	0.94542	3.6106	0.	4.8744e-003
4	3.206	2.1322	0.	7.2611e-002
5	3.4551	3.3132	0.	8.8921e-002
6	2.6884	2.5513	0.	4.9241e-002
7	2.1801	3.2396	0.	3.0953e-002
8	16.568	3.0772	0.	1.3924
9	4.6283	3.9062	0.	0.16024
10	2.1873	2.5942	0.	2.9549e-002
11	2.3708	2.7303	0.	3.6719e-002
12	3.8606	1.5508	0.	0.10631
13	3.8606	1.5508	0.1	0.10631
14	2.3708	2.7303	0.1	3.6719e-002
15	2.1873	2.5942	0.1	2.9549e-002
16	4.6283	3.9062	0.1	0.16024
17	16.568	3.0772	0.1	1.3924
18	2.1801	3.2396	0.1	3.0953e-002
19	2.6884	2.5513	0.1	4.9241e-002
20	3.4551	3.3132	0.1	8.8921e-002
21	3.206	2.1322	0.1	7.2611e-002
22	0.94542	3.6106	0.1	4.8744e-003
23	1.7916	3.0567	0.1	1.9448e-002
24	2.7052	3.1452	0.1	5.1438e-002
25	2.1667	1.	0.1	1.2994e-002
26	2.1667	1.5	0.1	1.8722e-002
27	2.1667	2.	0.1	2.4431e-002
28	2.	2.	0.1	1.9493e-002
29	2.	1.5	0.1	1.6486e-002
30	2.	1.	0.1	1.4737e-002
31	2.1667	5.	0.1	1.7682e-002
32	2.1667	4.5	0.1	2.2355e-002
33	2.1667	4.	0.1	2.6991e-002
34	2.	4.	0.1	2.2066e-002
35	2.	4.5	0.1	1.8037e-002
36	2.	5.	0.1	1.5297e-002
37	2.1667	6.	0.1	7.2821e-003
38	5.8056	6.	0.1	0.24258
39	9.4444	6.	0.1	0.56571
40	16.722	6.	0.1	1.4252
41	24.	6.	0.1	2.4667
42	24.	3.	0.1	2.4495
43	2.6226e-014	3.	0.1	0.
44	3.937e-014	6.	0.1	0.
45	1.	6.	0.1	2.461e-003
46	2.	6.	0.1	1.1435e-002
47	24.	0.	0.1	2.4274
48	18.178	0.	0.1	1.5863
49	12.356	0.	0.1	0.85254
50	7.9889	0.	0.1	0.41034
51	5.0778	0.	0.1	0.17619
52	2.1667	0.	0.1	2.6533e-003
53	2.	0.	0.1	1.2767e-002
54	0.	0.	0.1	0.
55	2.	0.	0.	1.2767e-002
56	0.	0.	0.	0.
57	5.0778	0.	0.	0.17619
58	7.9889	0.	0.	0.41034
59	12.356	0.	0.	0.85254
60	18.178	0.	0.	1.5863
61	2.1667	0.	0.	2.6533e-003
62	24.	0.	0.	2.4274
63	1.	6.	0.	2.461e-003
64	2.	6.	0.	1.1435e-002
65	3.937e-014	6.	0.	0.
66	2.6226e-014	3.	0.	0.
67	24.	3.	0.	2.4495
68	24.	6.	0.	2.4667
69	16.722	6.	0.	1.4252
70	9.4444	6.	0.	0.56571
71	5.8056	6.	0.	0.24258
72	2.1667	6.	0.	7.2821e-003
73	2.	4.5	0.	1.8037e-002
74	2.	5.	0.	1.5297e-002
75	2.	4.	0.	2.2066e-002
76	2.1667	5.	0.	1.7682e-002
77	2.1667	4.5	0.	2.2355e-002
78	2.1667	4.	0.	2.6991e-002
79	2.	1.5	0.	1.6486e-002
80	2.	1.	0.	1.4737e-002
81	2.	2.	0.	1.9493e-002
82	2.1667	1.	0.	1.2994e-002
83	2.1667	1.5	0.	1.8722e-002
84	2.1667	2.	0.	2.4431e-002
85	3.0801	3.2292	0.	6.9302e-002
86	2.6968	2.8482	0.	5.0561e-002
87	2.4426	3.1924	0.	4.0495e-002
88	2.7052	3.1452	5.e-002	5.1384e-002
89	2.4359	3.5726	0.	3.9651e-002
90	1.3685	3.3337	0.	1.1028e-002
91	1.9858	3.1481	0.	2.4817e-002
92	1.9894	2.8254	0.	2.4237e-002
