Node Number	X Location (in)	Y Location (in)	Z Location (in)	Maximum Principal Stress (psi)
1	4.6718	2.9902	0.	193.83
2	4.0459	3.1341	0.	444.17
3	5.4265	4.4059	0.	84.896
4	2.9976	0.6648	0.	86.383
5	2.4572	1.8654	0.	-16.84
6	5.2552	0.6046	0.	62.798
7	3.0368	5.1775	0.	108.72
8	3.2941	4.6419	0.	177.2
9	3.6631	4.3746	0.	803.9
10	5.2489	5.4167	0.	59.897
11	5.5509	3.5144	0.	-37.86
12	2.1099	4.5395	0.	12.971
13	3.2569	3.3566	0.	-11.843
14	1.1669	2.21	0.	302.06
15	1.2002	3.3692	0.	301.73
16	1.1199	4.601	0.	280.49
17	2.0119	0.94299	0.	-22.701
18	6.1211	1.0364	0.	46.558
19	7.1128	1.9926	0.	-8.9381
20	8.4015	2.0211	0.	6.8708
21	9.6	1.9886	0.	-2.2699
22	10.718	1.8711	0.	-0.86327
23	11.8	1.8546	0.	-1.0393
24	12.903	1.8676	0.	0.6042
25	13.968	1.7998	0.	3.1411
26	15.069	1.7534	0.	3.9334
27	16.168	1.8319	0.	5.3343
28	17.329	1.941	0.	7.2434
29	18.457	1.9563	0.	8.0239
30	19.575	1.9758	0.	8.1507
31	20.677	1.9864	0.	7.8516
32	21.736	1.8913	0.	8.0114
33	22.797	1.536	0.	7.9323
34	22.936	2.8881	0.	13.636
35	23.397	3.6124	0.	10.746
36	22.961	4.699	0.	8.2855
37	21.898	3.9138	0.	8.7928
38	20.68	3.9671	0.	7.8361
39	19.543	3.9414	0.	7.1232
40	18.422	3.9019	0.	7.1232
41	17.313	3.8718	0.	7.1893
42	16.212	3.8702	0.	6.896
43	15.116	3.8828	0.	5.9794
44	14.031	3.893	0.	4.6926
45	12.941	3.9069	0.	2.4429
46	11.85	3.9325	0.	-1.0421
47	10.745	3.9479	0.	-0.60306
48	9.5949	3.9455	0.	-1.4113
49	8.4091	3.9691	0.	6.7357
50	7.1172	4.0106	0.	-10.73
51	6.1403	4.9941	0.	73.678
52	4.9474	4.9747	0.	160.52
53	3.1717	1.1401	0.	37.99
54	2.4779	2.955	0.	-106.64
55	1.0422	1.1238	0.	287.64
56	4.971	1.0713	0.	141.15
57	5.4265	1.6208	0.	92.245
58	5.7851	2.4935	0.	-25.087
59	3.5576	4.0478	0.	-174.81
60	3.1264	3.7827	0.	143.14
61	3.1264	3.7827	0.1	1266.7
62	3.5576	4.0478	0.1	2016.6
63	5.7851	2.4935	0.1	1067.7
64	5.4265	1.6208	0.1	939.14
65	4.971	1.0713	0.1	647.68
66	1.0422	1.1238	0.1	1330.
67	2.4779	2.955	0.1	1494.3
68	3.1717	1.1401	0.1	1031.4
69	4.9474	4.9747	0.1	679.85
70	6.1403	4.9941	0.1	920.29
71	7.1172	4.0106	0.1	814.75
72	8.4091	3.9691	0.1	710.85
73	9.5949	3.9455	0.1	614.04
74	10.745	3.9479	0.1	515.71
75	11.85	3.9325	0.1	433.35
76	12.941	3.9069	0.1	360.84
77	14.031	3.893	0.1	294.48
78	15.116	3.8828	0.1	235.03
79	16.212	3.8702	0.1	181.59
80	17.313	3.8718	0.1	135.76
81	18.422	3.9019	0.1	96.158
82	19.543	3.9414	0.1	63.359
83	20.68	3.9671	0.1	37.173
84	21.898	3.9138	0.1	14.907
85	22.961	4.699	0.1	5.8054
86	23.397	3.6124	0.1	0.6918
87	22.936	2.8881	0.1	6.6714
88	22.797	1.536	0.1	6.093
89	21.736	1.8913	0.1	19.781
90	20.677	1.9864	0.1	37.325
91	19.575	1.9758	0.1	62.043
92	18.457	1.9563	0.1	94.594
93	17.329	1.941	0.1	135.28
94	16.168	1.8319	0.1	184.28
95	15.069	1.7534	0.1	238.47
96	13.968	1.7998	0.1	298.63
97	12.903	1.8676	0.1	364.64
98	11.8	1.8546	0.1	438.21
99	10.718	1.8711	0.1	517.69
100	9.6	1.9886	0.1	612.38
101	8.4015	2.0211	0.1	716.54
102	7.1128	1.9926	0.1	811.27
103	6.1211	1.0364	0.1	877.9
104	2.0119	0.94299	0.1	1392.
105	1.1199	4.601	0.1	1335.
106	1.2002	3.3692	0.1	1439.
107	1.1669	2.21	0.1	1439.
108	3.2569	3.3566	0.1	1623.1
109	2.1099	4.5395	0.1	1240.1
110	5.5509	3.5144	0.1	1299.
111	5.2489	5.4167	0.1	641.23
112	3.6631	4.3746	0.1	1145.
113	3.2941	4.6419	0.1	1050.
114	3.0368	5.1775	0.1	1057.5
115	5.2552	0.6046	0.1	643.83
116	2.4572	1.8654	0.1	1341.8
117	2.9976	0.6648	0.1	970.65
118	5.4265	4.4059	0.1	918.06
119	4.0459	3.1341	0.1	1970.7
120	4.6718	2.9902	0.1	1558.9
121	4.2267	5.5	0.1	617.61
122	4.2267	5.	0.1	1200.9
123	4.2267	4.5	0.1	1469.2
124	4.2267	4.	0.1	3242.
125	4.06	4.	0.1	3463.2
126	4.06	4.5	0.1	1564.
127	4.06	5.	0.1	981.24
128	4.06	5.5	0.1	706.52
129	4.2267	0.5	0.1	600.79
130	4.2267	1.	0.1	1182.5
131	4.2267	1.5	0.1	1529.2
132	4.2267	2.	0.1	3493.3
133	4.06	2.	0.1	3732.7
134	4.06	1.5	0.1	1634.3
135	4.06	1.	0.1	1819.4
136	4.06	0.5	0.1	1004.6
137	4.2267	6.	0.1	462.43
138	5.3252	6.	0.1	591.56
139	6.4237	6.	0.1	789.31
140	7.5222	6.	0.1	777.51
141	8.6207	6.	0.1	690.86
142	9.7193	6.	0.1	598.37
143	10.818	6.	0.1	515.36
144	11.916	6.	0.1	433.57
145	13.015	6.	0.1	356.5
146	14.113	6.	0.1	287.99
147	15.212	6.	0.1	227.45
148	16.31	6.	0.1	174.69
149	17.409	6.	0.1	128.26
150	18.507	6.	0.1	89.433
151	19.606	6.	0.1	57.511
152	20.704	6.	0.1	31.034
153	21.803	6.	0.1	12.286
154	22.901	6.	0.1	7.1645
155	24.	6.	0.1	2.6999
156	24.	4.8	0.1	2.2668
157	24.	3.6	0.1	3.6639
158	24.	2.4	0.1	2.1845
159	24.	1.2	0.1	3.9506
160	1.049e-014	1.2	0.1	1941.7
161	2.0981e-014	2.4	0.1	2068.6
162	3.1471e-014	3.6	0.1	2111.7
163	4.1961e-014	4.8	0.1	2029.8
164	24.	0.	0.1	1.6073
165	22.901	0.	0.1	5.2327
166	21.803	0.	0.1	12.932
167	20.704	0.	0.1	31.132
168	19.606	0.	0.1	57.11
169	18.507	0.	0.1	89.481
170	17.409	0.	0.1	127.82
171	16.31	0.	0.1	173.58
172	15.212	0.	0.1	227.82
173	14.113	0.	0.1	288.02
174	13.015	0.	0.1	356.04
175	11.916	0.	0.1	431.79
176	10.818	0.	0.1	516.45
177	9.7193	0.	0.1	602.57
178	8.6207	0.	0.1	691.59
179	7.5222	0.	0.1	789.09
180	6.4237	0.	0.1	784.48
181	5.3252	0.	0.1	576.88
182	4.2267	0.	0.1	446.65
183	4.06	0.	0.1	674.76
184	3.045	-2.8661e-030	0.1	855.84
185	2.03	-1.9108e-030	0.1	1406.
186	1.015	-9.5538e-031	0.1	1327.
187	0.	0.	0.1	1320.
188	3.937e-014	6.	0.1	1377.1
189	1.015	6.	0.1	1295.2
190	2.03	6.	0.1	1329.3
191	3.045	6.	0.1	870.21
192	4.06	6.	0.1	691.2
193	3.045	6.	0.	47.063
194	2.03	6.	0.	-42.032
195	1.015	6.	0.	194.4
196	4.06	6.	0.	-33.703
197	3.937e-014	6.	0.	-592.35
198	1.015	-9.5538e-031	0.	168.75
199	2.03	-1.9108e-030	0.	-4.9343
200	3.045	-2.8661e-030	0.	98.526
201	4.06	0.	0.	-119.7
202	0.	0.	0.	-555.13
203	5.3252	0.	0.	49.92
204	6.4237	0.	0.	22.379
205	7.5222	0.	0.	11.635
206	8.6207	0.	0.	5.547
207	9.7193	0.	0.	-4.6321
208	10.818	0.	0.	1.9287
209	11.916	0.	0.	8.1971
210	13.015	0.	0.	11.66
211	14.113	0.	0.	15.681
212	15.212	0.	0.	16.588
213	16.31	0.	0.	15.29
214	17.409	0.	0.	13.6
215	18.507	0.	0.	14.08
216	19.606	0.	0.	14.234
217	20.704	0.	0.	13.836
218	21.803	0.	0.	12.081
219	22.901	0.	0.	10.938
220	4.2267	0.	0.	-84.73
221	24.	0.	0.	5.0075
222	4.1961e-014	4.8	0.	-1000.6
223	3.1471e-014	3.6	0.	-1040.1
224	2.0981e-014	2.4	0.	-1020.1
225	1.049e-014	1.2	0.	-954.03
226	24.	1.2	0.	5.6769
227	24.	2.4	0.	9.0457
228	24.	3.6	0.	11.302
229	24.	4.8	0.	5.9168
230	24.	6.	0.	5.0057
231	22.901	6.	0.	10.416
232	21.803	6.	0.	9.9883
233	20.704	6.	0.	13.243
234	19.606	6.	0.	15.03
235	18.507	6.	0.	15.499
236	17.409	6.	0.	15.53
237	16.31	6.	0.	15.377
238	15.212	6.	0.	15.069
239	14.113	6.	0.	13.604
240	13.015	6.	0.	10.455
241	11.916	6.	0.	5.0603
242	10.818	6.	0.	0.33654
243	9.7193	6.	0.	-4.2987
244	8.6207	6.	0.	9.8509
245	7.5222	6.	0.	35.378
246	6.4237	6.	0.	43.928
247	5.3252	6.	0.	54.24
248	4.2267	6.	0.	-85.239
249	4.06	1.5	0.	225.1
250	4.06	1.	0.	371.88
251	4.06	0.5	0.	-136.03
252	4.06	2.	0.	-597.55
253	4.2267	0.5	0.	-89.394
254	4.2267	1.	0.	319.46
255	4.2267	1.5	0.	237.52
256	4.2267	2.	0.	-399.44
257	4.06	4.5	0.	939.52
258	4.06	5.	0.	28.565
259	4.06	5.5	0.	-163.07
260	4.06	4.	0.	490.7
261	4.2267	5.5	0.	-80.636
262	4.2267	5.	0.	352.08
263	4.2267	4.5	0.	277.31
264	4.2267	4.	0.	-303.87
265	4.3589	3.0622	0.	268.08
266	5.1113	3.2523	0.	47.574
267	4.6718	2.9902	5.e-002	73.916
268	4.4492	2.4951	0.	-116.89
269	3.6514	3.2454	0.	86.137
270	4.0459	3.1341	5.e-002	20.741
271	4.053	2.5671	0.	-118.69
272	4.1363	3.5671	0.	59.609
273	5.4887	3.9602	0.	19.67
274	5.7834	4.7	0.	52.963
275	5.1869	4.6903	0.	99.105
276	5.4265	4.4059	5.e-002	61.676
277	4.8266	4.453	0.	143.42
278	2.5048	0.8039	0.	-9.9872
279	3.0847	0.90243	0.	43.663
280	2.9976	0.6648	5.e-002	40.724
281	3.0213	0.3324	0.	91.041
282	3.5288	0.5824	0.	-66.743
283	1.812	2.0377	0.	135.89
284	2.2346	1.4042	0.	-23.365
285	2.8144	1.5027	0.	2.5793
286	2.4675	2.4102	0.	-63.662
287	2.4572	1.8654	5.e-002	64.736
288	3.2586	1.6827	0.	87.882
289	5.6881	0.82049	0.	42.134
290	5.1131	0.83793	0.	101.46
291	5.2552	0.6046	5.e-002	31.001
292	5.2902	0.3023	0.	54.104
293	4.7409	0.5523	0.	-48.27
294	3.1655	4.9097	0.	131.99
295	2.5733	4.8585	0.	14.703
296	3.0368	5.1775	5.e-002	34.614
297	3.0409	5.5887	0.	77.288
298	3.5484	5.3387	0.	-68.563
299	3.4786	4.5082	0.	478.83
300	3.2103	4.2123	0.	98.078
301	3.2941	4.6419	5.e-002	32.652
302	3.6771	4.821	0.	88.366
303	3.6104	4.2112	0.	300.82
304	3.6631	4.3746	5.e-002	116.08
305	3.8616	4.4373	0.	780.41
306	5.6946	5.2054	0.	60.454
307	5.0981	5.1957	0.	109.65
308	5.2489	5.4167	5.e-002	26.502
309	5.287	5.7083	0.	47.194
310	4.7378	5.4583	0.	-49.179
311	6.334	3.7625	0.	-27.876
312	5.668	3.004	0.	-40.832
313	5.5509	3.5144	5.e-002	46.088
314	4.8888	3.7572	0.	-234.15
315	1.6149	4.5703	0.	145.33
316	2.2939	3.7473	0.	-50.524
317	2.6181	4.1611	0.	75.173
318	2.1099	4.5395	5.e-002	44.689
319	2.0699	5.2698	0.	-21.237
320	2.8674	3.1558	0.	-67.251
321	3.1916	3.5697	0.	62.983
322	3.2569	3.3566	5.e-002	79.287
323	3.6584	3.6783	0.	118.23
324	1.1836	2.7896	0.	301.89
325	1.1046	1.6669	0.	294.83
326	1.1669	2.21	5.e-002	9.0456
327	0.58346	2.305	0.	-359.61
328	1.1601	3.9851	0.	290.95
329	1.8391	3.1621	0.	96.705
330	1.2002	3.3692	5.e-002	13.15
331	0.60011	3.4846	0.	-370.25
332	1.1199	4.601	5.e-002	18.823
333	1.0674	5.3005	0.	236.98
334	0.55994	4.7005	0.	-360.23
335	1.5271	1.0334	0.	132.33
336	2.0119	0.94299	5.e-002	14.484
337	2.021	0.4715	0.	-14.45
338	6.6169	1.5145	0.	15.367
339	5.7738	1.3286	0.	53.073
340	6.1211	1.0364	5.e-002	24.428
341	6.2724	0.51819	0.	29.673
342	7.7571	2.0069	0.	-1.2752
343	7.115	3.0016	0.	-9.949
344	6.4489	2.2431	0.	-18.196
345	7.1128	1.9926	5.e-002	6.1019
346	7.3175	0.99631	0.	-6.6846
347	9.0007	2.0049	0.	2.2937
348	8.4053	2.9951	0.	6.7502
349	8.4015	2.0211	5.e-002	6.783
350	8.5111	1.0106	0.	6.1924
351	10.159	1.9299	0.	-1.5699
352	9.5975	2.9671	0.	-1.8441
353	9.6	1.9886	5.e-002	4.9543
354	9.6596	0.99432	0.	-3.4521
355	11.259	1.8628	0.	-0.96412
356	10.732	2.9095	0.	-0.73522
357	10.718	1.8711	5.e-002	3.272
358	10.768	0.93554	0.	-0.65747
359	12.352	1.8611	0.	-0.76146
360	11.825	2.8935	0.	-1.0489
361	11.8	1.8546	5.e-002	3.2829
362	11.858	0.92729	0.	1.9912
363	13.435	1.8337	0.	1.862
364	12.922	2.8872	0.	0.95356
365	12.903	1.8676	5.e-002	3.1861
366	12.959	0.93379	0.	5.6795
367	14.518	1.7766	0.	3.5323
368	13.999	2.8464	0.	3.3255
369	13.968	1.7998	5.e-002	2.7801
370	14.041	0.89989	0.	8.8887
371	15.619	1.7927	0.	4.6282
372	15.092	2.8181	0.	4.3812
373	15.069	1.7534	5.e-002	2.3274
374	15.14	0.87672	0.	9.6571
375	16.748	1.8864	0.	6.2837
376	16.19	2.851	0.	5.4813
377	16.168	1.8319	5.e-002	2.2965
378	16.239	0.91593	0.	9.7516
379	17.893	1.9486	0.	7.632
380	17.321	2.9064	0.	6.5297
381	17.329	1.941	5.e-002	2.0754
382	17.369	0.97051	0.	9.9446
383	19.016	1.966	0.	8.0849
384	18.439	2.9291	0.	6.9513
385	18.457	1.9563	5.e-002	1.6351
386	18.482	0.97813	0.	10.495
387	20.126	1.9811	0.	8.0003
388	19.559	2.9586	0.	7.068
389	19.575	1.9758	5.e-002	1.2298
390	19.59	0.98791	0.	10.601
391	21.207	1.9389	0.	7.9233
392	20.678	2.9768	0.	7.3921
393	20.677	1.9864	5.e-002	0.67404
394	20.691	0.99321	0.	10.258
395	22.266	1.7137	0.	7.8908
396	21.817	2.9026	0.	8.1885
397	21.736	1.8913	5.e-002	0.93009
398	21.77	0.94567	0.	9.4884
399	22.866	2.2121	0.	10.519
400	22.797	1.536	5.e-002	0.96549
