Node Number	X Location (in)	Y Location (in)	Z Location (in)	Equivalent Elastic Strain (in/in)
1	5.4287	2.7174	0.	1.6452e-004
2	6.2498	3.3514	0.	1.3998e-004
3	6.7171	1.3381	0.	9.1656e-005
4	4.3088	2.615	0.	1.3626e-004
5	4.0872	3.4335	0.	1.3374e-004
6	7.4145	3.4036	0.	9.8289e-005
7	4.533	0.6223	0.	8.2392e-005
8	6.7507	0.51692	0.	6.1624e-005
9	4.7849	4.7265	0.	1.2275e-004
10	6.8748	4.6976	0.	8.6579e-005
11	6.4625	5.0528	0.	6.1228e-005
12	7.3569	2.5175	0.	9.8089e-005
13	4.8028	5.4007	0.	9.1272e-005
14	4.962	1.5767	0.	1.1261e-004
15	6.6611	5.4608	0.	5.8818e-005
16	3.5304	0.86778	0.	1.1402e-004
17	3.8927	5.2185	0.	9.7532e-005
18	3.0688	2.2932	0.	1.1628e-004
19	1.3757	4.7409	0.	1.4063e-004
20	1.3418	1.2452	0.	1.3994e-004
21	2.5815	1.1919	0.	1.2609e-004
22	7.6692	0.7434	0.	6.6336e-005
23	8.517	1.2007	0.	6.6912e-005
24	9.9956	1.203	0.	5.722e-005
25	11.301	1.196	0.	4.7141e-005
26	12.521	1.1982	0.	3.899e-005
27	13.696	1.1941	0.	3.1621e-005
28	14.867	1.1791	0.	2.5101e-005
29	16.012	1.1773	0.	1.9417e-005
30	17.148	1.1786	0.	1.451e-005
31	18.288	1.1818	0.	1.0357e-005
32	19.425	1.1871	0.	6.9478e-006
33	20.565	1.1904	0.	4.2867e-006
34	21.706	1.1905	0.	2.3778e-006
35	22.856	1.1957	0.	1.2371e-006
36	1.5	3.5562	0.	1.4617e-004
37	1.4582	2.402	0.	1.4476e-004
38	22.849	2.3942	0.	1.5721e-006
39	22.848	3.6007	0.	1.5709e-006
40	22.851	4.8077	0.	1.2402e-006
41	21.707	4.7943	0.	2.3823e-006
42	20.561	4.7937	0.	4.2979e-006
43	19.42	4.754	0.	6.9669e-006
44	18.281	4.7201	0.	1.0387e-005
45	17.144	4.7021	0.	1.4536e-005
