Node Numbers,X Locations (inches),Y Locations (inches),Z Locations (inches),Equivalent Elastic Strains (in/in),Equivalent Stress (psi),Max Principal Elastic Strain (in/in),Max Principal Stress (psi),Middle Principal Elastic Strain (in/in),Middle Principal Stress (psi),Min Principal Elastic Strain (in/in),Min Principal Stress (psi),Total Deformation (in)
1,19.7,2.1818,0,0.00035331,3530.7,0.00016021,564.29,9.212e-05,52.679,-0.00034002,-3194.3,1.6635
2,19.7,2.3636,0,0.0002752,2750.1,0.00012317,391.04,7.0054e-05,-8.0443,-0.0002665,-2536.8,1.6638
3,19.7,2.5455,0,0.00024283,2426.6,0.00010688,326.68,6.3407e-05,0.030198,-0.00023561,-2246.7,1.664
4,19.7,2.7273,0,0.00022609,2259.4,9.8751e-05,294.07,5.9486e-05,-0.94988,-0.00021966,-2098.3,1.6642
5,19.7,2.9091,0,0.00021898,2188.3,9.5234e-05,279.92,5.7907e-05,-0.53687,-0.00021288,-2035.1,1.6642
6,19.7,3.0909,0,0.00021898,2188.3,9.5234e-05,279.92,5.7907e-05,-0.53687,-0.00021288,-2035.1,1.6642
7,19.7,3.2727,0,0.00022609,2259.4,9.8751e-05,294.07,5.9486e-05,-0.94988,-0.00021966,-2098.3,1.6642
8,19.7,3.4545,0,0.00024283,2426.6,0.00010688,326.68,6.3407e-05,0.030197,-0.00023561,-2246.7,1.664
9,19.7,3.6364,0,0.0002752,2750.1,0.00012317,391.04,7.0054e-05,-8.0443,-0.0002665,-2536.8,1.6638
10,19.7,3.8182,0,0.00035331,3530.7,0.00016021,564.29,9.212e-05,52.679,-0.00034002,-3194.3,1.6635
11,19.867,2.1818,0,0.00034125,3410.2,0.00014029,330.8,9.5034e-05,-9.2528,-0.00033451,-3236.7,1.6865
12,19.867,2.3636,0,0.00027104,2708.5,0.00011607,318.7,7.2339e-05,-9.8554,-0.00026429,-2539.1,1.6868
13,19.867,2.5455,0,0.00023795,2377.9,0.00010145,279.38,6.4308e-05,0.35078,-0.00023196,-2225.7,1.687
14,19.867,2.7273,0,0.00022114,2209.9,9.4191e-05,257.78,5.9746e-05,-1.0254,-0.00021563,-2070.1,1.6871
15,19.867,2.9091,0,0.00021395,2138,9.0949e-05,247.47,5.7947e-05,-0.48478,-0.00020867,-2003.7,1.6871
16,19.867,3.0909,0,0.00021395,2138,9.0949e-05,247.47,5.7947e-05,-0.48478,-0.00020867,-2003.7,1.6871
17,19.867,3.2727,0,0.00022114,2209.9,9.4191e-05,257.78,5.9746e-05,-1.0254,-0.00021563,-2070.1,1.6871
18,19.867,3.4545,0,0.00023795,2377.9,0.00010145,279.38,6.4308e-05,0.35078,-0.00023196,-2225.7,1.687
19,19.867,3.6364,0,0.00027104,2708.5,0.00011607,318.7,7.2339e-05,-9.8554,-0.00026429,-2539.1,1.6868
20,19.867,3.8182,0,0.00034125,3410.2,0.00014029,330.81,9.5034e-05,-9.2527,-0.00033451,-3236.7,1.6865
21,19.516,5.8182,0,2.106e-05,210.46,1.0025e-05,35.646,4.7726e-06,-3.8215,-2.0239e-05,-191.75,1.6325
22,19.516,5.6364,0,3.1243e-05,312.22,1.741e-05,87.832,5.496e-06,-1.6846,-2.8799e-05,-259.37,1.6331
23,19.516,5.4545,0,4.4289e-05,442.58,2.7589e-05,163.86,5.6025e-06,-1.3342,-3.9146e-05,-337.56,1.6337
24,19.516,5.2727,0,5.9129e-05,590.88,3.9407e-05,254.38,5.3898e-06,-1.214,-5.0516e-05,-421.27,1.6343
25,19.516,5.0909,0,7.6018e-05,759.65,5.2958e-05,359.41,4.9657e-06,-1.1895,-6.3203e-05,-513.39,1.6349
26,19.516,4.9091,0,9.5691e-05,956.25,6.8747e-05,482.07,4.3739e-06,-1.6123,-7.7849e-05,-619.4,1.6354
