Node Number	X Location (in)	Y Location (in)	Z Location (in)	Maximum Principal Stress (psi)
1	20.1	2.1818	0.	531.77
2	20.1	2.3636	0.	362.06
3	20.1	2.5455	0.	302.06
4	20.1	2.7273	0.	271.86
5	20.1	2.9091	0.	258.82
6	20.1	3.0909	0.	258.82
7	20.1	3.2727	0.	271.86
8	20.1	3.4545	0.	302.06
9	20.1	3.6364	0.	362.06
10	20.1	3.8182	0.	531.77
11	20.267	2.1818	0.	300.56
12	20.267	2.3636	0.	290.57
13	20.267	2.5455	0.	255.47
14	20.267	2.7273	0.	236.21
15	20.267	2.9091	0.	226.98
16	20.267	3.0909	0.	226.98
17	20.267	3.2727	0.	236.21
18	20.267	3.4545	0.	255.47
19	20.267	3.6364	0.	290.57
20	20.267	3.8182	0.	300.56
21	19.916	5.8182	0.	32.831
22	19.916	5.6364	0.	81.7
23	19.916	5.4545	0.	152.6
24	19.916	5.2727	0.	237.01
25	19.916	5.0909	0.	334.95
26	19.916	4.9091	0.	449.3
27	19.916	4.7273	0.	586.31
28	19.916	4.5455	0.	753.91
29	19.916	4.3636	0.	981.03
30	19.916	4.1818	0.	1185.
31	19.916	4.	0.	940.56
32	19.916	3.8182	0.	506.5
33	19.916	3.6364	0.	363.32
34	19.916	3.4545	0.	300.95
35	19.916	3.2727	0.	274.73
36	19.916	3.0909	0.	262.98
37	19.916	2.9091	0.	262.98
38	19.916	2.7273	0.	274.73
39	19.916	2.5455	0.	300.95
40	19.916	2.3636	0.	363.32
41	19.916	2.1818	0.	506.5
42	19.916	2.	0.	940.56
43	19.916	1.8182	0.	1185.
44	19.916	1.6364	0.	981.03
45	19.916	1.4545	0.	753.91
46	19.916	1.2727	0.	586.31
47	19.916	1.0909	0.	449.3
48	19.916	0.90909	0.	334.95
49	19.916	0.72727	0.	237.01
50	19.916	0.54545	0.	152.6
51	19.916	0.36364	0.	81.7
52	19.916	0.18182	0.	32.831
53	19.731	5.8182	0.	24.997
54	19.731	5.6364	0.	57.759
55	19.731	5.4545	0.	111.33
56	19.731	5.2727	0.	179.23
57	19.731	5.0909	0.	258.79
58	19.731	4.9091	0.	349.25
59	19.731	4.7273	0.	450.72
60	19.731	4.5455	0.	556.92
61	19.731	4.3636	0.	655.81
62	19.731	4.1818	0.	682.9
63	19.731	4.	0.	556.99
64	19.731	3.8182	0.	402.27
65	19.731	3.6364	0.	310.54
66	19.731	3.4545	0.	270.92
67	19.731	3.2727	0.	251.54
68	19.731	3.0909	0.	243.62
69	19.731	2.9091	0.	243.62
70	19.731	2.7273	0.	251.54
71	19.731	2.5455	0.	270.92
72	19.731	2.3636	0.	310.54
73	19.731	2.1818	0.	402.27
74	19.731	2.	0.	556.99
75	19.731	1.8182	0.	682.9
76	19.731	1.6364	0.	655.81
77	19.731	1.4545	0.	556.92
78	19.731	1.2727	0.	450.72
79	19.731	1.0909	0.	349.25
80	19.731	0.90909	0.	258.79
81	19.731	0.72727	0.	179.23
82	19.731	0.54545	0.	111.33
83	19.731	0.36364	0.	57.759
84	19.731	0.18182	0.	24.997
85	19.547	5.8182	0.	25.425
86	19.547	5.6364	0.	55.83
87	19.547	5.4545	0.	99.518
88	19.547	5.2727	0.	154.61
89	19.547	5.0909	0.	218.71
90	19.547	4.9091	0.	289.17
91	19.547	4.7273	0.	361.7
92	19.547	4.5455	0.	428.41
93	19.547	4.3636	0.	470.06
94	19.547	4.1818	0.	461.99
95	19.547	4.	0.	401.09
96	19.547	3.8182	0.	321.9
97	19.547	3.6364	0.	265.45
98	19.547	3.4545	0.	235.67
99	19.547	3.2727	0.	221.23
100	19.547	3.0909	0.	215.45
101	19.547	2.9091	0.	215.45
102	19.547	2.7273	0.	221.23
103	19.547	2.5455	0.	235.67
104	19.547	2.3636	0.	265.45
105	19.547	2.1818	0.	321.9
106	19.547	2.	0.	401.09
107	19.547	1.8182	0.	461.99
108	19.547	1.6364	0.	470.06
109	19.547	1.4545	0.	428.41
110	19.547	1.2727	0.	361.7
111	19.547	1.0909	0.	289.17
112	19.547	0.90909	0.	218.71
113	19.547	0.72727	0.	154.61
114	19.547	0.54545	0.	99.518
115	19.547	0.36364	0.	55.83
116	19.547	0.18182	0.	25.425
117	19.362	5.8182	0.	26.292
118	19.362	5.6364	0.	56.917
119	19.362	5.4545	0.	94.788
120	19.362	5.2727	0.	139.84
121	19.362	5.0909	0.	190.48
122	19.362	4.9091	0.	243.7
123	19.362	4.7273	0.	294.68
124	19.362	4.5455	0.	335.86
125	19.362	4.3636	0.	356.59
126	19.362	4.1818	0.	347.3
127	19.362	4.	0.	311.84
128	19.362	3.8182	0.	266.57
129	19.362	3.6364	0.	228.79
130	19.362	3.4545	0.	205.34
131	19.362	3.2727	0.	193.21
132	19.362	3.0909	0.	188.19
133	19.362	2.9091	0.	188.19
134	19.362	2.7273	0.	193.21
135	19.362	2.5455	0.	205.34
136	19.362	2.3636	0.	228.79
137	19.362	2.1818	0.	266.57
138	19.362	2.	0.	311.84
139	19.362	1.8182	0.	347.3
140	19.362	1.6364	0.	356.59
141	19.362	1.4545	0.	335.86
142	19.362	1.2727	0.	294.68
143	19.362	1.0909	0.	243.7
144	19.362	0.90909	0.	190.48
145	19.362	0.72727	0.	139.84
146	19.362	0.54545	0.	94.788
147	19.362	0.36364	0.	56.917
148	19.362	0.18182	0.	26.292
149	19.178	5.8182	0.	26.595
150	19.178	5.6364	0.	57.324
151	19.178	5.4545	0.	91.21
152	19.178	5.2727	0.	128.68
153	19.178	5.0909	0.	168.65
154	19.178	4.9091	0.	208.54
155	19.178	4.7273	0.	244.37
156	19.178	4.5455	0.	270.75
157	19.178	4.3636	0.	281.91
158	19.178	4.1818	0.	275.05
159	19.178	4.	0.	253.04
