Node Numbers,X Locations (inches),Y Locations (inches),Z Locations (inches),Equivalent Elastic Strains (in/in),Equivalent Stress (psi),Max Principal Elastic Strain (in/in),Max Principal Stress (psi),Middle Principal Elastic Strain (in/in),Middle Principal Stress (psi),Min Principal Elastic Strain (in/in),Min Principal Stress (psi),Total Deformation (in)
1,5.0009,2.4503,0,0.00016068,1605.7,6.0576e-05,15.567,4.1276e-05,-129.44,-0.00016213,-1657.7,0.036966
2,4.9438,3.4486,0,0.00013386,1337.7,5.7543e-05,232.33,4.2543e-05,119.62,-0.00012751,-1158.1,0.036253
3,5.5874,1.8018,0,9.9749e-05,996.8,3.7232e-05,-81.904,1.7407e-05,-230.86,-0.00010423,-1144.8,0.046562
4,4.1819,2.6748,0,0.00024967,2495,0.0001126,296.99,5.6168e-05,-127.04,-0.00024406,-2382.8,0.025167
5,3.6886,3.8795,0,0.00019592,1957.8,7.998e-05,144.82,5.1245e-05,-71.085,-0.00019377,-1912,0.018972
6,6.1608,3.5288,0,0.00010234,1022.7,4.1009e-05,-2.3546,2.0581e-05,-155.84,-0.00010416,-1093.1,0.057509
7,3.0532,0.67237,0,9.7308e-05,972.41,3.9846e-05,82.984,2.6296e-05,-18.83,-9.5816e-05,-936.33,0.011557
8,2.4919,1.8881,0,0.00011802,1179.4,4.5869e-05,-35.619,2.3191e-05,-206.02,-0.0001212,-1290.9,0.0086226
9,5.14,0.60198,0,7.6431e-05,763.79,3.7584e-05,156.82,1.7729e-05,7.6372,-7.2532e-05,-670.55,0.037297
10,3.128,5.2175,0,0.00010475,1046.8,4.2403e-05,92.245,2.9486e-05,-4.8052,-0.00010293,-999.72,0.012275
11,3.4069,4.5853,0,0.00012476,1246.8,5.5494e-05,169.67,3.1663e-05,-9.3943,-0.00012107,-1156.9,0.015419
12,3.7301,4.3224,0,0.00016652,1664.1,0.00010457,659.17,2.3986e-05,53.666,-0.00014591,-1222.9,0.018797
13,5.4465,4.717,0,0.00010374,1036.7,4.6303e-05,131.88,2.5111e-05,-27.347,-0.00010104,-975.18,0.043813
14,5.0158,5.0583,0,7.0324e-05,702.75,3.2053e-05,102.82,1.7081e-05,-9.6787,-6.806e-05,-649.4,0.035925
