Node Number	X Location (in)	Y Location (in)	Z Location (in)	Minimum Principal Stress (psi)
1	5.0009	2.4503	0.	-1657.7
2	4.9438	3.4486	0.	-1158.1
3	5.5874	1.8018	0.	-1144.8
4	4.1819	2.6748	0.	-2382.8
5	3.6886	3.8795	0.	-1912.
6	6.1608	3.5288	0.	-1093.1
7	3.0532	0.67237	0.	-936.33
8	2.4919	1.8881	0.	-1290.9
9	5.14	0.60198	0.	-670.55
10	3.128	5.2175	0.	-999.72
11	3.4069	4.5853	0.	-1156.9
12	3.7301	4.3224	0.	-1222.9
13	5.4465	4.717	0.	-975.18
14	5.0158	5.0583	0.	-649.4
15	2.2337	4.581	0.	-1312.3
16	5.899	2.6299	0.	-1153.1
17	3.3432	3.2106	0.	-1771.6
18	5.2153	5.4588	0.	-649.98
19	7.378	3.5619	0.	-816.55
20	1.2348	3.3778	0.	-1421.6
21	1.1622	4.641	0.	-1342.8
22	2.044	0.95073	0.	-1375.6
23	6.1462	0.77534	0.	-811.13
24	7.1221	1.249	0.	-828.51
25	8.6311	1.2123	0.	-703.44
26	9.928	1.2065	0.	-585.41
27	11.151	1.1989	0.	-487.12
28	12.352	1.1888	0.	-401.52
29	13.537	1.1913	0.	-324.93
30	14.71	1.1837	0.	-256.84
31	15.878	1.1856	0.	-197.33
32	17.033	1.1898	0.	-146.11
33	18.195	1.1921	0.	-102.77
34	19.348	1.1912	0.	-67.264
35	20.52	1.1929	0.	-39.334
36	21.68	1.1938	0.	-19.245
37	22.839	1.1962	0.	-6.8308
38	1.0606	1.1287	0.	-1325.3
39	22.835	2.395	0.	-7.3611
40	22.824	3.5945	0.	-7.4687
41	22.835	4.805	0.	-6.8628
42	21.671	4.8053	0.	-19.374
43	20.51	4.8063	0.	-39.513
44	19.351	4.7954	0.	-67.28
45	18.191	4.7965	0.	-102.89
46	17.032	4.7634	0.	-146.22
47	15.875	4.7339	0.	-197.32
48	14.713	4.7448	0.	-256.62
49	13.544	4.7715	0.	-324.
50	12.365	4.7721	0.	-400.23
51	11.171	4.7766	0.	-484.71
52	9.9539	4.7769	0.	-580.58
53	8.6819	4.769	0.	-686.29
54	7.219	4.7726	0.	-804.54
55	6.2189	5.2477	0.	-842.72
56	1.1853	2.2421	0.	-1438.
57	7.2686	2.4251	0.	-831.35
58	8.5742	2.3832	0.	-698.68
59	9.8539	2.3878	0.	-589.5
60	11.108	2.3856	0.	-489.19
61	12.322	2.3821	0.	-402.18
62	13.529	2.3721	0.	-324.23
63	14.705	2.3709	0.	-256.55
64	15.876	2.3749	0.	-197.02
65	17.031	2.3787	0.	-145.86
66	18.19	2.3845	0.	-102.72
67	19.345	2.3902	0.	-67.281
68	20.51	2.3913	0.	-39.649
69	21.672	2.3928	0.	-19.702
70	21.668	3.5992	0.	-19.769
71	20.505	3.597	0.	-39.753
72	19.341	3.5956	0.	-67.483
73	18.184	3.5778	0.	-102.96
74	17.028	3.5654	0.	-146.12
75	15.871	3.5542	0.	-197.16
76	14.708	3.5448	0.	-256.34
77	13.522	3.5676	0.	-324.7
78	12.33	3.5703	0.	-401.58
79	11.116	3.5749	0.	-488.29
80	9.8727	3.5778	0.	-586.54
81	8.6059	3.5888	0.	-689.88
82	5.9153	4.1889	0.	-1113.7
83	3.2229	1.1624	0.	-952.67
84	2.5264	3.0103	0.	-1442.7
85	4.9293	0.93521	0.	-435.99
86	5.1765	1.2351	0.	-922.38
87	4.4534	2.3404	0.	-1565.7
88	4.394	3.4738	0.	-2005.8
89	3.9011	3.3903	0.	-2257.3
90	5.0974	2.9761	0.	-1500.
91	4.6393	3.0962	0.	-1557.8
92	4.3928	2.9178	0.	-2111.
93	3.0473	4.0265	0.	-1372.6
94	3.0473	4.0265	0.1	-107.3
95	4.3928	2.9178	0.1	-127.32
96	4.6393	3.0962	0.1	-44.34
97	5.0974	2.9761	0.1	-66.085
98	3.9011	3.3903	0.1	-119.85
99	4.394	3.4738	0.1	-434.
100	4.4534	2.3404	0.1	-547.85
101	5.1765	1.2351	0.1	-194.55
102	4.9293	0.93521	0.1	-222.05
103	2.5264	3.0103	0.1	94.165
104	3.2229	1.1624	0.1	-52.847
105	5.9153	4.1889	0.1	25.211
106	8.6059	3.5888	0.1	-5.687
107	9.8727	3.5778	0.1	2.7022
108	11.116	3.5749	0.1	0.37692
109	12.33	3.5703	0.1	-1.8237
110	13.522	3.5676	0.1	-5.6695
111	14.708	3.5448	0.1	-7.7963
112	15.871	3.5542	0.1	-9.111
113	17.028	3.5654	0.1	-9.7466
114	18.184	3.5778	0.1	-10.186
115	19.341	3.5956	0.1	-10.385
116	20.505	3.597	0.1	-10.551
117	21.668	3.5992	0.1	-10.629
