Node Number	X Location (in)	Y Location (in)	Z Location (in)	Equivalent (von-Mises) Stress (psi)
1	2.558	3.1269	0.	2518.4
2	3.3335	2.1376	0.	1601.2
3	4.1021	3.9737	0.	1222.8
4	1.1025	0.87188	0.	1209.4
5	1.217	2.4234	0.	1685.
6	3.8498	0.96678	0.	960.3
7	3.7511	5.2608	0.	911.48
8	0.99369	3.85	0.	1782.6
9	2.9763	2.7555	0.	1969.5
10	4.5867	2.7973	0.	1131.9
11	1.1205	4.9587	0.	1201.4
12	4.9269	1.4872	0.	1000.7
13	4.7133	4.7736	0.	1054.1
14	5.9607	1.8556	0.	928.11
15	6.9615	1.8234	0.	842.9
16	8.0777	1.5127	0.	721.2
17	9.221	1.4522	0.	640.15
18	10.285	1.4935	0.	553.12
19	11.401	1.4916	0.	467.8
20	12.529	1.4662	0.	381.55
21	13.698	1.3488	0.	316.66
22	14.943	1.2011	0.	254.02
23	16.099	1.1876	0.	191.37
24	17.242	1.1848	0.	142.09
25	18.366	1.1861	0.	101.38
26	19.486	1.1848	0.	68.216
27	20.616	1.182	0.	42.196
28	21.737	1.196	0.	23.55
29	22.87	1.1962	0.	12.438
30	22.861	2.3948	0.	15.844
31	22.861	3.6034	0.	15.852
32	22.867	4.7986	0.	12.454
33	21.735	4.7971	0.	23.66
34	20.601	4.8003	0.	42.435
35	19.475	4.7782	0.	68.714
36	18.352	4.7382	0.	101.95
37	17.244	4.7745	0.	142.24
38	16.129	4.7747	0.	189.57
39	15.027	4.794	0.	245.21
40	13.942	4.8608	0.	305.93
41	12.823	4.8543	0.	357.97
42	11.807	4.6289	0.	443.73
43	10.773	4.5231	0.	519.5
44	9.7071	4.4199	0.	600.84
45	8.4766	4.4491	0.	709.36
46	7.1188	3.8663	0.	789.18
47	5.7878	3.8755	0.	917.75
48	21.723	2.4006	0.	25.937
49	21.72	3.5981	0.	25.982
50	8.051	2.7597	0.	748.67
51	8.9158	2.9521	0.	655.44
52	10.03	2.9943	0.	564.95
53	11.116	3.0012	0.	491.23
54	12.116	3.0392	0.	389.39
55	13.672	2.5272	0.	333.16
56	14.922	2.4076	0.	246.42
57	16.105	2.3559	0.	192.46
58	17.245	2.3687	0.	143.31
59	18.368	2.3704	0.	102.39
60	19.486	2.3719	0.	69.22
61	20.607	2.3887	0.	43.74
62	20.592	3.5875	0.	43.98
63	19.481	3.5754	0.	69.542
64	18.357	3.5503	0.	102.69
65	17.249	3.5446	0.	143.25
66	16.128	3.5536	0.	191.66
67	14.99	3.5813	0.	242.16
68	13.878	3.6661	0.	303.58
69	12.982	3.864	0.	381.99
70	3.5165	4.6605	0.	1054.3
71	3.4548	3.621	0.	1540.2
72	1.0976	1.7357	0.	1475.3
73	1.4806	2.9162	0.	1540.1
74	2.4478	2.7669	0.	2888.8
75	1.8329	4.5553	0.	1664.8
76	3.7092	1.7128	0.	1263.9
77	3.5505	2.927	0.	1835.7
78	3.2125	4.2665	0.	1446.4
79	1.7722	3.8831	0.	1828.9
80	1.9371	3.138	0.	2216.
81	2.2126	2.78	0.	2876.6
82	2.2126	2.78	0.1	2876.6
83	1.9371	3.138	0.1	2216.
84	1.7722	3.8831	0.1	1828.9
85	3.2125	4.2665	1.e-001	1446.4
86	3.5505	2.927	1.e-001	1835.7
87	3.7092	1.7128	1.e-001	1263.9
88	1.8329	4.5553	0.1	1664.8
89	2.4478	2.7669	0.1	2888.8
90	1.4806	2.9162	0.1	1540.2
91	1.0976	1.7357	0.1	1475.3
92	3.4548	3.621	1.e-001	1540.2
93	3.5165	4.6605	1.e-001	1054.3
94	12.982	3.864	0.1	381.99
95	13.878	3.6661	0.1	303.58
96	14.99	3.5813	0.1	242.16
97	16.128	3.5536	0.1	191.66
98	17.249	3.5446	0.1	143.25
99	18.357	3.5503	0.1	102.69
100	19.481	3.5754	0.1	69.542
101	20.592	3.5875	0.1	43.98
102	20.607	2.3887	0.1	43.74
103	19.486	2.3719	0.1	69.22
