Node Number	X Location (in)	Y Location (in)	Z Location (in)	Minimum Principal Stress (psi)
1	4.2842	2.7838	0.	-1148.3
2	5.9716	3.9551	0.	-1026.5
3	3.5967	1.36	0.	-975.94
4	5.2624	2.8377	0.	-1627.9
5	5.5908	2.8598	0.	-938.09
6	21.324	3.1133	0.	-33.962
7	18.648	3.2265	0.	-96.412
8	15.954	3.1129	0.	-204.74
9	13.155	2.9937	0.	-320.51
10	10.16	3.0383	0.	-395.22
11	6.3032	2.8691	0.	-1244.4
12	4.3053	1.8782	0.	-1013.
13	1.9067	2.8915	0.	-907.12
14	3.4755	2.7302	0.	-1267.
15	6.6851	2.0004	0.	-634.6
16	7.868	1.2797	0.	-445.82
17	6.292	4.8861	0.	-339.53
18	6.292	4.8861	0.1	-235.52
19	7.868	1.2797	0.1	-114.48
20	6.6851	2.0004	0.1	52.668
21	3.4755	2.7302	0.1	143.7
22	1.9067	2.8915	0.1	-283.05
23	4.3053	1.8782	0.1	-194.54
24	6.3032	2.8691	0.1	321.85
25	10.16	3.0383	0.1	-4.9665
26	13.155	2.9937	0.1	-18.358
27	15.954	3.1129	0.1	5.02
28	18.648	3.2265	0.1	-5.6471
29	21.324	3.1133	0.1	-4.4581
30	5.5908	2.8598	0.1	-472.08
31	5.2624	2.8377	0.1	-270.08
32	3.5967	1.36	0.1	155.84
33	5.9716	3.9551	0.1	-112.39
34	4.2842	2.7838	0.1	-88.252
35	5.2667	5.	0.1	-24.199
36	5.2667	4.5	0.1	94.404
37	5.2667	4.	0.1	-29.659
38	5.1	4.	0.1	467.45
39	5.1	4.5	0.1	-49.006
40	5.1	5.	0.1	230.56
41	5.2667	1.	0.1	-45.393
42	5.2667	1.5	0.1	-32.175
43	5.2667	2.	0.1	188.46
44	5.1	2.	0.1	312.04
45	5.1	1.5	0.1	-154.97
46	5.1	1.	0.1	-13.47
47	5.2667	6.	0.1	-447.28
48	7.9429	6.	0.1	-78.659
49	10.619	6.	0.1	-47.391
50	13.295	6.	0.1	-43.643
51	15.971	6.	0.1	4.6061
52	18.648	6.	0.1	-13.052
53	21.324	6.	0.1	-11.838
54	24.	6.	0.1	-4.5801
55	24.	3.	0.1	2.7384
56	2.6226e-014	3.	0.1	920.45
57	24.	0.	0.1	-4.0129
58	21.324	0.	0.1	-10.919
59	18.648	0.	0.1	-6.7682
60	15.971	0.	0.1	-11.672
61	13.295	0.	0.1	-32.043
62	10.619	0.	0.1	-117.22
63	7.9429	0.	0.1	-68.222
64	5.2667	0.	0.1	-48.151
65	5.1	0.	0.1	-75.221
66	2.55	1.0919e-030	0.1	-373.33
67	0.	0.	0.1	808.86
68	3.937e-014	6.	0.1	679.23
69	2.55	6.	0.1	-257.99
70	5.1	6.	0.1	39.256
71	2.55	6.	0.	-824.95
72	5.1	6.	0.	-1231.3
73	3.937e-014	6.	0.	-1551.5
74	2.55	1.0919e-030	0.	-797.11
75	5.1	0.	0.	-853.32
76	0.	0.	0.	-1692.3
77	7.9429	0.	0.	-385.34
78	10.619	0.	0.	-340.71
79	13.295	0.	0.	-263.31
80	15.971	0.	0.	-189.78
81	18.648	0.	0.	-95.854
82	21.324	0.	0.	-34.749
83	5.2667	0.	0.	-452.24
84	24.	0.	0.	-19.692
85	2.6226e-014	3.	0.	-1887.4
86	24.	3.	0.	-14.648
87	24.	6.	0.	-16.017
88	21.324	6.	0.	-33.555
89	18.648	6.	0.	-95.251
90	15.971	6.	0.	-224.51
91	13.295	6.	0.	-412.39
92	10.619	6.	0.	-446.85
93	7.9429	6.	0.	-260.97
94	5.2667	6.	0.	-229.75
95	5.1	1.5	0.	-1919.
96	5.1	1.	0.	-1279.7
97	5.1	2.	0.	-4095.5
98	5.2667	1.	0.	-674.85
99	5.2667	1.5	0.	-1345.
100	5.2667	2.	0.	-2893.
101	5.1	4.5	0.	-2039.6
102	5.1	5.	0.	-1954.1
103	5.1	4.	0.	-3740.1
104	5.2667	5.	0.	-537.16
105	5.2667	4.5	0.	-1873.6
106	5.2667	4.	0.	-3336.9
107	4.2947	2.331	0.	-1077.9
108	3.8798	2.757	0.	-1200.9
109	4.2842	2.7838	5.e-002	-76.677
110	4.6921	2.3919	0.	-2619.2
111	4.6921	3.3919	0.	-2434.5
112	6.1374	3.4121	0.	-1126.6
113	6.1318	4.4206	0.	-681.94
114	5.9716	3.9551	5.e-002	-203.4
