Node Number	X Location (m)	Y Location (m)	Z Location (m)	Total Deformation (m)
287	0.19064	0.	0.	2.1146e-003
288	0.21857	0.	0.	2.7398e-003
289	0.2465	0.	0.	3.4075e-003
290	0.27443	0.	0.	4.1122e-003
291	0.30236	0.	0.	4.8483e-003
292	0.33029	0.	0.	5.6109e-003
293	0.35822	0.	0.	6.3952e-003
294	0.38616	0.	0.	7.1971e-003
295	0.41409	0.	0.	8.0129e-003
296	0.44202	0.	0.	8.8392e-003
297	0.46995	0.	0.	9.6733e-003
298	0.49788	0.	0.	1.0513e-002
299	0.52581	0.	0.	1.1356e-002
300	0.55374	0.	0.	1.22e-002
301	0.58167	0.	0.	1.3046e-002
302	0.10685	0.	0.	5.0563e-004
303	0.6096	0.	0.	1.3891e-002
304	1.0658e-015	0.12192	0.	0.
305	7.9936e-016	9.144e-002	0.	0.
306	5.3291e-016	6.096e-002	0.	0.
307	2.6645e-016	3.048e-002	0.	0.
308	0.6096	3.048e-002	0.	1.3899e-002
309	0.6096	6.096e-002	0.	1.3906e-002
310	0.6096	9.144e-002	0.	1.3913e-002
311	0.6096	0.12192	0.	1.3918e-002
312	0.6096	0.1524	0.	1.3923e-002
313	0.58167	0.1524	0.	1.3077e-002
314	0.55374	0.1524	0.	1.2232e-002
315	0.52581	0.1524	0.	1.1387e-002
316	0.49788	0.1524	0.	1.0544e-002
317	0.46995	0.1524	0.	9.705e-003
318	0.44202	0.1524	0.	8.8709e-003
319	0.41409	0.1524	0.	8.0446e-003
320	0.38616	0.1524	0.	7.2288e-003
321	0.35822	0.1524	0.	6.4269e-003
322	0.33029	0.1524	0.	5.6426e-003
323	0.30236	0.1524	0.	4.88e-003
324	0.27443	0.1524	0.	4.1439e-003
325	0.2465	0.1524	0.	3.4392e-003
326	0.21857	0.1524	0.	2.7722e-003
327	0.19064	0.1524	0.	2.1481e-003
328	0.16271	0.1524	0.	1.5723e-003
329	0.13478	0.1524	0.	1.0436e-003
330	0.10685	0.1524	0.	5.4796e-004
331	0.10262	3.81e-002	0.	5.4038e-004
332	0.10262	2.54e-002	0.	5.0875e-004
333	0.10262	1.27e-002	0.	4.7797e-004
334	0.10262	5.08e-002	0.	5.7195e-004
335	0.10685	1.27e-002	0.	5.3332e-004
336	0.10685	2.54e-002	0.	5.6283e-004
337	0.10685	3.81e-002	0.	5.9471e-004
338	0.10685	5.08e-002	0.	6.2681e-004
339	0.10262	0.1143	0.	5.4225e-004
340	0.10262	0.127	0.	5.0961e-004
341	0.10262	0.1397	0.	4.8026e-004
342	0.10262	0.1016	0.	5.7863e-004
343	0.10685	0.1397	0.	5.6817e-004
344	0.10685	0.127	0.	5.8944e-004
345	0.10685	0.1143	0.	6.1258e-004
346	0.10685	0.1016	0.	6.3644e-004
347	0.13724	6.1021e-002	0.	1.1259e-003
348	0.12692	6.7153e-002	0.	9.5402e-004
349	0.13517	7.7647e-002	0.	1.0971e-003
350	0.14939	7.5037e-002	0.	1.352e-003
351	0.1375	6.9458e-002	1.27e-003	1.1347e-003
352	0.15002	5.3503e-002	0.	1.3539e-003
353	0.13482	4.4991e-002	0.	1.0705e-003
354	0.13699	5.2584e-002	1.27e-003	1.1153e-003
355	0.12192	5.1692e-002	0.	8.5869e-004
356	8.638e-002	7.8352e-002	0.	4.1996e-004
357	0.10652	6.7989e-002	0.	6.5083e-004
358	9.979e-002	7.5047e-002	0.	5.6846e-004
359	9.67e-002	7.113e-002	1.27e-003	5.3016e-004
360	9.9658e-002	6.0965e-002	0.	5.5597e-004
361	9.3218e-002	0.10184	0.	4.7387e-004
362	9.9408e-002	9.5958e-002	0.	5.5043e-004
363	9.5602e-002	9.305e-002	0.	5.1034e-004
364	9.7341e-002	9.8667e-002	1.27e-003	5.2237e-004
365	9.9978e-002	0.10013	0.	5.5013e-004
366	0.13983	0.11002	0.	1.1749e-003
367	0.14361	0.12517	0.	1.2339e-003
368	0.12847	0.12318	0.	9.6469e-004
369	0.13255	0.11811	1.27e-003	1.0398e-003
370	0.1197	0.11621	0.	8.2184e-004
371	6.3496e-002	2.1159e-002	0.	1.9906e-004
372	7.802e-002	2.3792e-002	0.	3.0221e-004
373	7.5725e-002	1.7591e-002	1.27e-003	2.765e-004
374	7.6343e-002	8.7957e-003	0.	2.6742e-004
375	8.917e-002	1.5146e-002	0.	3.7403e-004
376	4.6761e-002	5.3747e-002	0.	1.21e-004
377	5.7355e-002	3.7371e-002	0.	1.7465e-004
378	7.1879e-002	4.0004e-002	0.	2.7465e-004
379	6.5499e-002	5.9261e-002	0.	2.3835e-004
380	6.3442e-002	5.0016e-002	1.27e-003	2.2003e-004
381	8.3029e-002	4.4058e-002	0.	3.6715e-004
382	0.1434	2.0576e-002	0.	1.1967e-003
383	0.12762	2.0313e-002	0.	9.1058e-004
384	0.13022	1.4819e-002	1.27e-003	9.4714e-004
385	0.1325	7.4097e-003	0.	9.7577e-004
386	0.11853	1.376e-002	0.	7.3889e-004
387	7.8573e-002	0.12494	0.	3.1278e-004
388	6.4353e-002	0.1303	0.	2.0599e-004
389	7.6432e-002	0.13373	1.27e-003	2.846e-004
390	7.6697e-002	0.14307	0.	2.7257e-004
391	8.9524e-002	0.13672	0.	3.7998e-004
392	8.4904e-002	0.11058	0.	3.8332e-004
393	7.0497e-002	0.1099	0.	2.6612e-004
394	8.0713e-002	0.11615	1.27e-003	3.4055e-004
395	9.1664e-002	0.12158	0.	4.2561e-004
396	8.2578e-002	9.5292e-002	0.	3.7647e-004
397	8.9095e-002	0.10501	1.27e-003	4.2839e-004
398	9.5856e-002	0.10965	0.	4.8722e-004
399	0.14196	0.13569	0.	1.1943e-003
400	0.12682	0.1337	0.	9.2426e-004
401	0.12925	0.13915	1.27e-003	9.6029e-004
402	0.13202	0.14577	0.	1.002e-003
403	0.11805	0.13942	0.	7.6315e-004
404	0.16195	0.11041	0.	1.5895e-003
405	0.13998	9.3882e-002	0.	1.1822e-003
406	0.15419	9.1271e-002	0.	1.4441e-003
407	0.14711	0.10193	1.27e-003	1.3097e-003
408	0.12698	0.10176	0.	9.5538e-004
409	4.0831e-002	0.12397	0.	8.5448e-005
410	5.6277e-002	0.11526	0.	1.6766e-004
411	5.2274e-002	0.12687	1.27e-003	1.3798e-004
412	5.1791e-002	0.13963	0.	1.2524e-004
413	0.15982	4.0378e-002	0.	1.5308e-003
414	0.1759	5.5914e-002	0.	1.863e-003
415	0.16217	6.7518e-002	0.	1.5932e-003
416	0.16306	5.4422e-002	1.27e-003	1.6042e-003
417	7.1808e-002	7.704e-002	0.	2.8869e-004
418	8.4962e-002	8.6503e-002	0.	4.0393e-004
419	6.8171e-002	9.461e-002	0.	2.5667e-004
420	7.6061e-002	8.5574e-002	1.27e-003	3.2247e-004
421	3.2489e-002	7.2798e-002	0.	5.9532e-005
422	2.8444e-002	4.337e-002	0.	4.376e-005
423	3.008e-002	5.7479e-002	1.27e-003	5.0176e-005
424	1.504e-002	5.922e-002	0.	1.2656e-005
425	3.2143e-002	0.10459	0.	5.6724e-005
426	5.1227e-002	7.8312e-002	0.	1.4705e-004
427	4.7589e-002	9.5882e-002	0.	1.2525e-004
428	3.4898e-002	8.8118e-002	1.27e-003	6.7849e-005
429	1.7449e-002	8.9779e-002	0.	1.7055e-005
430	2.9388e-002	0.12107	1.27e-003	4.4755e-005
431	2.7521e-002	0.13673	0.	3.5089e-005
432	1.4694e-002	0.12149	0.	1.1397e-005
433	3.9038e-002	2.6994e-002	0.	7.7006e-005
434	5.1267e-002	2.4727e-002	1.27e-003	1.3172e-004
435	5.1288e-002	1.2363e-002	0.	1.2137e-004
436	0.17268	2.753e-002	0.	1.7742e-003
437	0.14462	3.1866e-002	0.	1.2339e-003
438	0.15658	2.6333e-002	1.27e-003	1.4534e-003
439	0.15965	1.3167e-002	0.	1.4964e-003
440	0.20311	2.9478e-002	0.	2.4245e-003
441	0.18876	4.3066e-002	0.	2.1237e-003
442	0.18878	2.8726e-002	1.27e-003	2.1112e-003
443	0.18971	1.4363e-002	0.	2.1149e-003
444	0.23165	3.0517e-002	0.	3.0823e-003
445	0.21695	4.529e-002	0.	2.7506e-003
446	0.21743	3.023e-002	1.27e-003	2.7492e-003
447	0.218	1.5115e-002	0.	2.7465e-003
448	0.26	3.0777e-002	0.	3.776e-003
449	0.2455	4.6072e-002	0.	3.4281e-003
450	0.24586	3.0805e-002	1.27e-003	3.4253e-003
451	0.24618	1.5403e-002	0.	3.4183e-003
452	0.288	3.0286e-002	0.	4.4949e-003
453	0.27418	4.6322e-002	0.	4.1471e-003
454	0.27413	3.0749e-002	1.27e-003	4.135e-003
455	0.27428	1.5375e-002	0.	4.1252e-003
456	0.31588	2.9884e-002	0.	5.2396e-003
457	0.30209	4.608e-002	0.	4.8781e-003
458	0.30186	2.9822e-002	1.27e-003	4.8616e-003
459	0.30211	1.4911e-002	0.	4.8563e-003
460	0.34372	3.0365e-002	0.	6.008e-003
461	0.3297	4.5777e-002	0.	5.6275e-003
462	0.32989	2.9947e-002	1.27e-003	5.6233e-003
463	0.33009	1.4974e-002	0.	5.6182e-003
464	0.37151	3.0584e-002	0.	6.7945e-003
465	0.35734	4.611e-002	0.	6.3994e-003
466	0.35754	3.0783e-002	1.27e-003	6.3972e-003
467	0.35788	1.5392e-002	0.	6.3972e-003
468	0.39954	3.0197e-002	0.	7.6036e-003
469	0.38531	4.5656e-002	0.	7.198e-003
470	0.38547	3.0384e-002	1.27e-003	7.1956e-003
471	0.38581	1.5192e-002	0.	7.1971e-003
472	0.42756	3.0016e-002	0.	8.4251e-003
473	0.41333	4.5219e-002	0.	8.0129e-003
474	0.41361	3.0009e-002	1.27e-003	8.0145e-003
475	0.41385	1.5005e-002	0.	8.0143e-003
476	0.45547	3.0012e-002	0.	9.2529e-003
477	0.44124	4.5264e-002	0.	8.8356e-003
478	0.44151	3.0023e-002	1.27e-003	8.8379e-003
479	0.44177	1.5012e-002	0.	8.839e-003
480	0.48339	2.9979e-002	0.	1.0088e-002
481	0.46915	4.5324e-002	0.	9.6664e-003
482	0.46943	3.e-002	1.27e-003	9.6695e-003
483	0.46969	1.5e-002	0.	9.6717e-003
484	0.51133	3.0106e-002	0.	1.0928e-002
485	0.49707	4.5382e-002	0.	1.0503e-002
486	0.49736	2.9958e-002	1.27e-003	1.0507e-002
487	0.49762	1.4979e-002	0.	1.051e-002
488	0.5393	3.0263e-002	0.	1.1772e-002
489	0.525	4.5528e-002	0.	1.1345e-002
490	0.5253	3.0254e-002	1.27e-003	1.1349e-002
491	0.52555	1.5127e-002	0.	1.1353e-002
492	0.56733	3.0315e-002	0.	1.262e-002
493	0.55315	4.5567e-002	0.	1.2195e-002
494	0.55331	3.0272e-002	1.27e-003	1.2196e-002
495	0.55352	1.5136e-002	0.	1.2198e-002
496	0.58118	4.557e-002	0.	1.3042e-002
497	0.58134	3.0358e-002	1.27e-003	1.3044e-002
498	0.58151	1.5179e-002	0.	1.3045e-002
499	0.59547	3.0419e-002	0.	1.3471e-002
500	0.58101	7.6131e-002	0.	1.3044e-002
501	0.567	6.0822e-002	0.	1.2617e-002
502	0.58101	6.0782e-002	1.27e-003	1.3041e-002
503	0.5953	6.0871e-002	0.	1.3474e-002
504	0.58113	0.10663	0.	1.3054e-002
505	0.56692	9.144e-002	0.	1.2621e-002
506	0.58101	9.1481e-002	1.27e-003	1.3047e-002
507	0.5953	9.146e-002	0.	1.348e-002
508	0.56724	0.12183	0.	1.2636e-002
509	0.58126	0.12178	1.27e-003	1.306e-002
510	0.59543	0.12185	0.	1.3489e-002
511	0.58146	0.13709	0.	1.3069e-002
512	0.5391	0.12184	0.	1.1785e-002
513	0.55302	0.10664	0.	1.2204e-002
514	0.55321	0.12188	1.27e-003	1.2212e-002
515	0.55348	0.13714	0.	1.2222e-002
516	0.51092	0.12179	0.	1.0935e-002
517	0.52489	0.10658	0.	1.1354e-002
518	0.52499	0.12179	1.27e-003	1.1359e-002
519	0.5254	0.1371	0.	1.1373e-002
520	0.48297	0.1217	0.	1.0094e-002
521	0.49683	0.10652	0.	1.0509e-002
522	0.49686	0.12179	1.27e-003	1.0512e-002
523	0.49737	0.13709	0.	1.0528e-002
524	0.45514	0.12156	0.	9.2624e-003
525	0.46899	0.10637	0.	9.6743e-003
526	0.46907	0.12162	1.27e-003	9.6781e-003
527	0.46951	0.13701	0.	9.6919e-003
528	0.4273	0.1216	0.	8.4368e-003
529	0.44106	0.10624	0.	8.8429e-003
530	0.44121	0.12151	1.27e-003	8.8482e-003
531	0.44162	0.13696	0.	8.86e-003
532	0.39958	0.12183	0.	7.6239e-003
533	0.41322	0.1064	0.	8.0223e-003
534	0.41339	0.12168	1.27e-003	8.0275e-003
535	0.41374	0.13704	0.	8.0366e-003
536	0.37193	0.12276	0.	6.8255e-003
537	0.3855	0.10678	0.	7.2163e-003
538	0.38576	0.12199	1.27e-003	7.2231e-003
539	0.38596	0.13719	0.	7.2267e-003
540	0.344	0.12317	0.	6.0348e-003
541	0.35768	0.10807	0.	6.4216e-003
542	0.3581	0.12353	1.27e-003	6.4316e-003
543	0.35816	0.13797	0.	6.4301e-003
544	0.31581	0.12274	0.	5.2569e-003
545	0.32985	0.10763	0.	5.6442e-003
546	0.3299	0.1228	1.27e-003	5.6429e-003
547	0.3301	0.1376	0.	5.6438e-003
548	0.2874	0.1226	0.	4.4981e-003
549	0.30182	0.10788	0.	4.8832e-003
550	0.30171	0.12267	1.27e-003	4.8768e-003
551	0.30204	0.13754	0.	4.8797e-003
552	0.25852	0.12215	0.	3.7576e-003
553	0.27305	0.10734	0.	4.1304e-003
554	0.27309	0.12253	1.27e-003	4.1267e-003
555	0.27376	0.13747	0.	4.1368e-003
556	0.22856	0.12148	0.	3.0286e-003
557	0.24379	0.1067	0.	3.399e-003
558	0.24395	0.12177	1.27e-003	3.3975e-003
559	0.24523	0.13709	0.	3.4202e-003
560	0.19498	0.12004	0.	2.2674e-003
561	0.21335	0.10612	0.	2.6813e-003
562	0.21317	0.12119	1.27e-003	2.6714e-003
563	0.21587	0.13679	0.	2.7237e-003
564	0.16574	0.12556	0.	1.6563e-003
565	0.18113	0.10349	0.	1.9787e-003
566	0.17679	0.11889	1.27e-003	1.8833e-003
567	0.18372	0.13565	0.	2.0168e-003
568	0.15468	0.13224	1.27e-003	1.4358e-003
569	0.15869	0.14232	0.	1.5047e-003
570	0.20261	5.8879e-002	0.	2.4348e-003
571	0.18711	7.2747e-002	0.	2.1037e-003
572	0.18874	5.7406e-002	1.27e-003	2.1322e-003
573	0.2308	6.0845e-002	0.	3.0826e-003
574	0.215	7.5699e-002	0.	2.7197e-003
575	0.21647	6.0351e-002	1.27e-003	2.7481e-003
576	0.25968	6.1617e-002	0.	3.787e-003
577	0.24438	7.6487e-002	0.	3.4137e-003
578	0.24513	6.1339e-002	1.27e-003	3.4271e-003
579	0.28827	6.2117e-002	0.	4.5201e-003
580	0.27362	7.7023e-002	0.	4.1449e-003
581	0.27423	6.1895e-002	1.27e-003	4.1558e-003
582	0.31591	6.1973e-002	0.	5.2575e-003
583	0.30212	7.7713e-002	0.	4.8906e-003
584	0.30231	6.2339e-002	1.27e-003	4.8914e-003
585	0.34332	6.1522e-002	0.	6.0119e-003
586	0.32966	7.7032e-002	0.	5.6373e-003
587	0.32951	6.1607e-002	1.27e-003	5.629e-003
588	0.37114	6.1183e-002	0.	6.7971e-003
589	0.3572	7.7019e-002	0.	6.4055e-003
590	0.35713	6.1437e-002	1.27e-003	6.3994e-003
591	0.3991	6.0678e-002	0.	7.6029e-003
592	0.38519	7.6252e-002	0.	7.2042e-003
593	0.38514	6.0928e-002	1.27e-003	7.1987e-003
594	0.42702	6.0467e-002	0.	8.42e-003
595	0.41305	7.5774e-002	0.	8.0136e-003
596	0.41306	6.0428e-002	1.27e-003	8.01e-003
597	0.45492	6.0577e-002	0.	9.2465e-003
598	0.44094	7.5738e-002	0.	8.8349e-003
599	0.44097	6.0505e-002	1.27e-003	8.8322e-003
600	0.48283	6.0727e-002	0.	1.008e-002
601	0.46889	7.589e-002	0.	9.6665e-003
602	0.46887	6.0649e-002	1.27e-003	9.6623e-003
603	0.51074	6.0804e-002	0.	1.0919e-002
604	0.49679	7.6033e-002	0.	1.0503e-002
605	0.49678	6.0805e-002	1.27e-003	1.0499e-002
606	0.53884	6.0832e-002	0.	1.1766e-002
607	0.52474	7.6083e-002	0.	1.1344e-002
608	0.52471	6.0802e-002	1.27e-003	1.134e-002
609	0.55291	7.613e-002	0.	1.2195e-002
610	0.55298	6.0862e-002	1.27e-003	1.2193e-002
611	0.53881	9.1381e-002	0.	1.1772e-002
612	0.55283	9.1399e-002	1.27e-003	1.2195e-002
613	0.5108	9.1312e-002	0.	1.0927e-002
614	0.52478	9.1364e-002	1.27e-003	1.1348e-002
615	0.48286	9.1195e-002	0.	1.0087e-002
616	0.49681	9.126e-002	1.27e-003	1.0506e-002
617	0.4549	9.1051e-002	0.	9.2523e-003
618	0.4689	9.1131e-002	1.27e-003	9.6697e-003
619	0.42697	9.1045e-002	0.	8.425e-003
620	0.4409	9.0971e-002	1.27e-003	8.8364e-003
621	0.39914	9.1348e-002	0.	7.6103e-003
622	0.41304	9.112e-002	1.27e-003	8.0157e-003
623	0.37125	9.2088e-002	0.	6.8067e-003
