Node Number	X Location (m)	Y Location (m)	Z Location (m)	Maximum Principal Elastic Strain (m/m)
1017	0.48391	0.	2.54e-003	7.853e-006
1018	0.49788	0.	1.27e-003	3.8187e-007
1019	0.45598	0.	2.54e-003	1.1412e-005
1020	0.46995	0.	1.27e-003	4.7354e-007
1021	0.42805	0.	2.54e-003	1.569e-005
1022	0.44202	0.	1.27e-003	5.6886e-007
1023	0.40012	0.	2.54e-003	2.067e-005
1024	0.41409	0.	1.27e-003	6.613e-007
1025	0.37219	0.	2.54e-003	2.6318e-005
1026	0.38616	0.	1.27e-003	7.2431e-007
1027	0.34426	0.	2.54e-003	3.2718e-005
1028	0.35822	0.	1.27e-003	8.0341e-007
1029	0.31633	0.	2.54e-003	3.9867e-005
1030	0.33029	0.	1.27e-003	9.3758e-007
1031	0.2884	0.	2.54e-003	4.7682e-005
1032	0.30236	0.	1.27e-003	1.02e-006
1033	0.26047	0.	2.54e-003	5.6131e-005
1034	0.27443	0.	1.27e-003	9.9923e-007
1035	0.23254	0.	2.54e-003	6.5061e-005
1036	0.2465	0.	1.27e-003	9.658e-007
1037	0.20461	0.	2.54e-003	7.3307e-005
1038	0.21857	0.	1.27e-003	8.4447e-007
1039	0.17668	0.	2.54e-003	7.6145e-005
1040	0.19064	0.	1.27e-003	8.1739e-007
1041	0.14875	0.	2.54e-003	6.6456e-005
1042	0.16271	0.	1.27e-003	1.6362e-006
1043	0.12081	0.	2.54e-003	4.8831e-005
1044	0.13478	0.	1.27e-003	1.553e-006
1045	0.10685	0.	1.27e-003	6.0622e-006
1046	8.9789e-002	-4.4489e-032	2.54e-003	6.8884e-005
1047	0.10262	-5.0845e-032	1.27e-003	6.0734e-006
1048	6.4135e-002	-3.1778e-032	2.54e-003	1.0971e-004
1049	7.6962e-002	0.	1.27e-003	7.3019e-007
1050	3.8481e-002	-1.9067e-032	2.54e-003	1.3344e-004
1051	5.1308e-002	0.	1.27e-003	3.8885e-006
1052	1.2827e-002	-6.3556e-033	2.54e-003	1.0941e-004
1053	2.5654e-002	0.	1.27e-003	2.5999e-006
1054	0.	0.	1.27e-003	2.7342e-005
1055	1.2827e-002	0.1524	2.54e-003	1.1052e-004
1056	1.3323e-015	0.1524	1.27e-003	2.4298e-005
1057	3.8481e-002	0.1524	2.54e-003	1.3269e-004
1058	2.5654e-002	0.1524	1.27e-003	2.3526e-006
1059	6.4135e-002	0.1524	2.54e-003	1.1033e-004
1060	5.1308e-002	0.1524	1.27e-003	3.0689e-006
1061	8.9789e-002	0.1524	2.54e-003	7.0145e-005
1062	7.6962e-002	0.1524	1.27e-003	1.2011e-006
1063	0.10262	0.1524	1.27e-003	9.1906e-006
1064	6.4135e-002	0.1524	0.	3.8095e-005
1065	8.9789e-002	0.1524	0.	2.3666e-005
1066	3.8481e-002	0.1524	0.	5.3004e-005
1067	1.2827e-002	0.1524	0.	3.2258e-005
1068	0.10262	0.14605	0.	1.8989e-005
1069	1.199e-015	0.13716	0.	1.1817e-006
1070	3.8481e-002	-1.9067e-032	0.	5.295e-005
1071	1.2827e-002	-6.3556e-033	0.	3.2299e-005
1072	6.4135e-002	-3.1778e-032	0.	3.8296e-005
1073	8.9789e-002	-4.4489e-032	0.	2.273e-005
1074	0.10262	6.35e-003	0.	2.0956e-005
1075	1.3323e-016	1.524e-002	0.	1.1708e-006
1076	0.14875	0.	0.	2.5276e-005
1077	0.12081	0.	0.	1.6793e-005
1078	0.17668	0.	0.	2.708e-005
1079	0.20461	0.	0.	2.4939e-005
1080	0.23254	0.	0.	2.1435e-005
1081	0.26047	0.	0.	1.8648e-005
1082	0.2884	0.	0.	1.6187e-005
1083	0.31633	0.	0.	1.3772e-005
1084	0.34426	0.	0.	1.153e-005
1085	0.37219	0.	0.	9.5616e-006
1086	0.40012	0.	0.	7.7558e-006
1087	0.42805	0.	0.	6.1131e-006
1088	0.45598	0.	0.	4.7079e-006
1089	0.48391	0.	0.	3.5265e-006
1090	0.51184	0.	0.	2.5494e-006
1091	0.53977	0.	0.	1.7672e-006
1092	0.5677	0.	0.	1.1515e-006
1093	0.59563	0.	0.	6.7355e-007
1094	0.10685	6.35e-003	0.	1.4616e-005
1095	0.6096	1.524e-002	0.	6.1276e-007
1096	9.3259e-016	0.10668	0.	1.8352e-007
1097	6.6613e-016	7.62e-002	0.	1.3698e-008
1098	3.9968e-016	4.572e-002	0.	2.274e-008
1099	0.6096	4.572e-002	0.	9.6069e-007
1100	0.6096	7.62e-002	0.	1.1521e-006
1101	0.6096	0.10668	0.	9.6033e-007
1102	0.6096	0.13716	0.	6.1276e-007
1103	0.59563	0.1524	0.	6.7522e-007
1104	0.5677	0.1524	0.	1.1522e-006
1105	0.53977	0.1524	0.	1.7757e-006
1106	0.51184	0.1524	0.	2.5772e-006
1107	0.48391	0.1524	0.	3.5641e-006
1108	0.45598	0.1524	0.	4.7476e-006
1109	0.42805	0.1524	0.	6.1468e-006
1110	0.40012	0.1524	0.	7.7104e-006
1111	0.37219	0.1524	0.	9.5018e-006
1112	0.34426	0.1524	0.	1.1553e-005
1113	0.31633	0.1524	0.	1.3792e-005
1114	0.2884	0.1524	0.	1.6254e-005
1115	0.26047	0.1524	0.	1.9006e-005
1116	0.23254	0.1524	0.	2.1933e-005
1117	0.20461	0.1524	0.	2.5187e-005
1118	0.17668	0.1524	0.	2.8049e-005
1119	0.14875	0.1524	0.	2.2479e-005
1120	0.12081	0.1524	0.	1.5223e-005
1121	0.10685	0.14605	0.	1.1303e-005
1122	0.10262	3.175e-002	0.	6.1822e-005
1123	0.10262	4.445e-002	0.	8.342e-005
1124	0.10262	1.905e-002	0.	5.0069e-005
1125	0.10473	5.08e-002	0.	9.5003e-005
1126	0.10685	1.905e-002	0.	3.35e-005
1127	0.10685	3.175e-002	0.	7.3587e-005
1128	0.10685	4.445e-002	0.	9.3532e-005
1129	0.10262	0.12065	0.	6.7269e-005
1130	0.10262	0.10795	0.	1.5071e-004
1131	0.10262	0.13335	0.	2.5192e-005
1132	0.10473	0.1016	0.	1.6437e-004
1133	0.10685	0.13335	0.	2.3962e-005
1134	0.10685	0.12065	0.	7.0925e-005
1135	0.10685	0.10795	0.	1.0326e-004
