Node Number	X Location (m)	Y Location (m)	Z Location (m)	Middle Principal Elastic Strain (m/m)
997	0.6096	6.096e-002	1.27e-003	2.0326e-013
998	0.6096	1.524e-002	2.54e-003	1.823e-007
999	0.6096	3.048e-002	1.27e-003	1.8797e-013
1000	3.9968e-016	4.572e-002	2.54e-003	7.1778e-007
1001	1.3323e-016	1.524e-002	2.54e-003	5.354e-007
1002	2.7006e-016	3.048e-002	1.27e-003	-2.7216e-014
1003	6.6613e-016	7.62e-002	2.54e-003	6.6341e-007
1004	5.4012e-016	6.096e-002	1.27e-003	4.1075e-013
1005	9.3259e-016	0.10668	2.54e-003	9.341e-007
1006	8.1018e-016	9.144e-002	1.27e-003	-4.5047e-014
1007	1.199e-015	0.13716	2.54e-003	1.0348e-006
1008	1.0802e-015	0.12192	1.27e-003	7.617e-015
1009	0.59563	0.	2.54e-003	1.2383e-007
1010	0.6096	0.	1.27e-003	9.6995e-013
1011	0.5677	0.	2.54e-003	-6.8971e-008
1012	0.58167	0.	1.27e-003	2.8476e-013
1013	0.53977	0.	2.54e-003	-5.2229e-007
1014	0.55374	0.	1.27e-003	2.1293e-013
1015	0.51184	0.	2.54e-003	-1.2258e-006
1016	0.52581	0.	1.27e-003	1.987e-013
1017	0.48391	0.	2.54e-003	-2.1598e-006
1018	0.49788	0.	1.27e-003	2.188e-013
1019	0.45598	0.	2.54e-003	-3.328e-006
1020	0.46995	0.	1.27e-003	1.6393e-013
1021	0.42805	0.	2.54e-003	-4.7395e-006
1022	0.44202	0.	1.27e-003	-5.4463e-015
1023	0.40012	0.	2.54e-003	-6.3794e-006
1024	0.41409	0.	1.27e-003	1.0481e-013
1025	0.37219	0.	2.54e-003	-8.2686e-006
1026	0.38616	0.	1.27e-003	4.0247e-016
1027	0.34426	0.	2.54e-003	-1.0454e-005
1028	0.35822	0.	1.27e-003	-6.255e-015
1029	0.31633	0.	2.54e-003	-1.2851e-005
1030	0.33029	0.	1.27e-003	1.3048e-015
1031	0.2884	0.	2.54e-003	-1.5455e-005
1032	0.30236	0.	1.27e-003	-3.0712e-022
1033	0.26047	0.	2.54e-003	-1.8363e-005
1034	0.27443	0.	1.27e-003	6.689e-015
1035	0.23254	0.	2.54e-003	-2.1132e-005
1036	0.2465	0.	1.27e-003	-2.0486e-022
1037	0.20461	0.	2.54e-003	-2.3252e-005
1038	0.21857	0.	1.27e-003	-1.7913e-022
1039	0.17668	0.	2.54e-003	-2.4584e-005
1040	0.19064	0.	1.27e-003	9.6036e-014
1041	0.14875	0.	2.54e-003	-1.8784e-005
1042	0.16271	0.	1.27e-003	-3.4706e-022
1043	0.12081	0.	2.54e-003	-1.0419e-005
1044	0.13478	0.	1.27e-003	-3.2941e-022
1045	0.10685	0.	1.27e-003	-1.2859e-021
1046	8.9789e-002	-4.4489e-032	2.54e-003	-1.6722e-005
1047	0.10262	-5.0845e-032	1.27e-003	-1.2883e-021
1048	6.4135e-002	-3.1778e-032	2.54e-003	-3.5517e-005
1049	7.6962e-002	0.	1.27e-003	-1.5488e-022
1050	3.8481e-002	-1.9067e-032	2.54e-003	-3.7001e-005
1051	5.1308e-002	0.	1.27e-003	-8.248e-022
1052	1.2827e-002	-6.3556e-033	2.54e-003	-1.5247e-005
1053	2.5654e-002	0.	1.27e-003	-5.5148e-022
1054	0.	0.	1.27e-003	3.2345e-015
1055	1.2827e-002	0.1524	2.54e-003	-1.608e-005
1056	1.3323e-015	0.1524	1.27e-003	-5.1541e-021
1057	3.8481e-002	0.1524	2.54e-003	-3.7478e-005
1058	2.5654e-002	0.1524	1.27e-003	-4.9903e-022
1059	6.4135e-002	0.1524	2.54e-003	-3.5007e-005
1060	5.1308e-002	0.1524	1.27e-003	-6.5097e-022
1061	8.9789e-002	0.1524	2.54e-003	-1.5825e-005
1062	7.6962e-002	0.1524	1.27e-003	-2.5477e-022
1063	0.10262	0.1524	1.27e-003	-1.9495e-021
1064	6.4135e-002	0.1524	0.	3.5007e-005
1065	8.9789e-002	0.1524	0.	1.5825e-005
1066	3.8481e-002	0.1524	0.	3.7478e-005
1067	1.2827e-002	0.1524	0.	1.608e-005
1068	0.10262	0.14605	0.	1.8306e-008
1069	1.199e-015	0.13716	0.	-1.0348e-006
1070	3.8481e-002	-1.9067e-032	0.	3.7001e-005
1071	1.2827e-002	-6.3556e-033	0.	1.5247e-005
1072	6.4135e-002	-3.1778e-032	0.	3.5517e-005
1073	8.9789e-002	-4.4489e-032	0.	1.6722e-005
1074	0.10262	6.35e-003	0.	6.4521e-006
1075	1.3323e-016	1.524e-002	0.	-5.354e-007
1076	0.14875	0.	0.	1.8784e-005
1077	0.12081	0.	0.	1.0419e-005
1078	0.17668	0.	0.	2.4584e-005
1079	0.20461	0.	0.	2.3252e-005
1080	0.23254	0.	0.	2.1132e-005
1081	0.26047	0.	0.	1.8363e-005
1082	0.2884	0.	0.	1.5455e-005
1083	0.31633	0.	0.	1.2851e-005
1084	0.34426	0.	0.	1.0454e-005
1085	0.37219	0.	0.	8.2686e-006
1086	0.40012	0.	0.	6.3794e-006
1087	0.42805	0.	0.	4.7395e-006
1088	0.45598	0.	0.	3.328e-006
1089	0.48391	0.	0.	2.1598e-006
1090	0.51184	0.	0.	1.2258e-006
1091	0.53977	0.	0.	5.2229e-007
1092	0.5677	0.	0.	6.897e-008
1093	0.59563	0.	0.	-1.2383e-007
1094	0.10685	6.35e-003	0.	-2.0908e-006
1095	0.6096	1.524e-002	0.	-1.823e-007
1096	9.3259e-016	0.10668	0.	-9.341e-007
1097	6.6613e-016	7.62e-002	0.	-6.6341e-007
1098	3.9968e-016	4.572e-002	0.	-7.1778e-007
1099	0.6096	4.572e-002	0.	-2.8661e-007
1100	0.6096	7.62e-002	0.	-3.6152e-007
1101	0.6096	0.10668	0.	-2.8591e-007
1102	0.6096	0.13716	0.	-1.8173e-007
1103	0.59563	0.1524	0.	-1.2544e-007
1104	0.5677	0.1524	0.	6.7806e-008
1105	0.53977	0.1524	0.	5.1969e-007
1106	0.51184	0.1524	0.	1.2126e-006
1107	0.48391	0.1524	0.	2.1434e-006
1108	0.45598	0.1524	0.	3.3165e-006
1109	0.42805	0.1524	0.	4.7247e-006
1110	0.40012	0.1524	0.	6.3832e-006
1111	0.37219	0.1524	0.	8.305e-006
1112	0.34426	0.1524	0.	1.0427e-005
1113	0.31633	0.1524	0.	1.2813e-005
1114	0.2884	0.1524	0.	1.5448e-005
1115	0.26047	0.1524	0.	1.8517e-005
1116	0.23254	0.1524	0.	2.068e-005
1117	0.20461	0.1524	0.	2.4012e-005
1118	0.17668	0.1524	0.	2.4986e-005
1119	0.14875	0.1524	0.	1.9769e-005
1120	0.12081	0.1524	0.	9.8999e-006
1121	0.10685	0.14605	0.	-1.5342e-006
1122	0.10262	3.175e-002	0.	5.5414e-005
1123	0.10262	4.445e-002	0.	7.3483e-005
1124	0.10262	1.905e-002	0.	3.4093e-005
1125	0.10473	5.08e-002	0.	6.7144e-005
1126	0.10685	1.905e-002	0.	1.2563e-005
1127	0.10685	3.175e-002	0.	2.5529e-005
1128	0.10685	4.445e-002	0.	6.0695e-005
1129	0.10262	0.12065	0.	2.2475e-005
1130	0.10262	0.10795	0.	6.6778e-005
1131	0.10262	0.13335	0.	1.9416e-005
1132	0.10473	0.1016	0.	4.3706e-005
1133	0.10685	0.13335	0.	3.297e-006
1134	0.10685	0.12065	0.	8.5342e-006
1135	0.10685	0.10795	0.	2.9158e-005
