Node Number	X Location (m)	Y Location (m)	Z Location (m)	Middle Principal Elastic Strain (m/m)
510	0.59543	0.12185	0.	-1.5748e-007
511	0.58146	0.13709	0.	-9.8378e-008
512	0.5391	0.12184	0.	5.5855e-007
513	0.55302	0.10664	0.	1.9544e-007
514	0.55321	0.12188	1.27e-003	1.8924e-013
515	0.55348	0.13714	0.	2.4513e-007
516	0.51092	0.12179	0.	1.2749e-006
517	0.52489	0.10658	0.	7.9334e-007
518	0.52499	0.12179	1.27e-003	2.1411e-013
519	0.5254	0.1371	0.	8.3369e-007
520	0.48297	0.1217	0.	2.2244e-006
521	0.49683	0.10652	0.	1.6252e-006
522	0.49686	0.12179	1.27e-003	1.5638e-013
523	0.49737	0.13709	0.	1.6541e-006
524	0.45514	0.12156	0.	3.4033e-006
525	0.46899	0.10637	0.	2.6934e-006
526	0.46907	0.12162	1.27e-003	1.1487e-013
527	0.46951	0.13701	0.	2.7139e-006
528	0.4273	0.1216	0.	4.8104e-006
529	0.44106	0.10624	0.	3.9903e-006
530	0.44121	0.12151	1.27e-003	1.2219e-013
531	0.44162	0.13696	0.	4.0062e-006
532	0.39958	0.12183	0.	6.4455e-006
533	0.41322	0.1064	0.	5.5246e-006
534	0.41339	0.12168	1.27e-003	-7.009e-016
535	0.41374	0.13704	0.	5.5294e-006
536	0.37193	0.12276	0.	8.3287e-006
537	0.3855	0.10678	0.	7.2871e-006
538	0.38576	0.12199	1.27e-003	-1.7053e-015
539	0.38596	0.13719	0.	7.3004e-006
540	0.344	0.12317	0.	1.0479e-005
541	0.35768	0.10807	0.	9.3141e-006
542	0.3581	0.12353	1.27e-003	6.3828e-015
543	0.35816	0.13797	0.	9.3349e-006
544	0.31581	0.12274	0.	1.2907e-005
545	0.32985	0.10763	0.	1.1608e-005
546	0.3299	0.1228	1.27e-003	-9.1438e-023
547	0.3301	0.1376	0.	1.1572e-005
548	0.2874	0.1226	0.	1.5635e-005
549	0.30182	0.10788	0.	1.4169e-005
550	0.30171	0.12267	1.27e-003	2.9258e-015
551	0.30204	0.13754	0.	1.4147e-005
552	0.25852	0.12215	0.	1.8086e-005
553	0.27305	0.10734	0.	1.6649e-005
554	0.27309	0.12253	1.27e-003	-1.7183e-015
555	0.27376	0.13747	0.	1.6947e-005
556	0.22856	0.12148	0.	1.9623e-005
557	0.24379	0.1067	0.	1.8751e-005
558	0.24395	0.12177	1.27e-003	-2.7875e-014
559	0.24523	0.13709	0.	1.9817e-005
560	0.19498	0.12004	0.	2.1721e-005
561	0.21335	0.10612	0.	1.9873e-005
562	0.21317	0.12119	1.27e-003	2.7367e-014
563	0.21587	0.13679	0.	2.053e-005
564	0.16574	0.12556	0.	2.0725e-005
565	0.18113	0.10349	0.	2.1907e-005
566	0.17679	0.11889	1.27e-003	8.2063e-014
567	0.18372	0.13565	0.	2.5612e-005
568	0.15468	0.13224	1.27e-003	-3.0183e-015
569	0.15869	0.14232	0.	2.2905e-005
570	0.20261	5.8879e-002	0.	2.0533e-005
571	0.18711	7.2747e-002	0.	2.0708e-005
572	0.18874	5.7406e-002	1.27e-003	1.7814e-014
573	0.2308	6.0845e-002	0.	1.9169e-005
574	0.215	7.5699e-002	0.	1.9888e-005
575	0.21647	6.0351e-002	1.27e-003	1.5544e-013
576	0.25968	6.1617e-002	0.	1.7278e-005
577	0.24438	7.6487e-002	0.	1.8241e-005
578	0.24513	6.1339e-002	1.27e-003	-1.4833e-022
579	0.28827	6.2117e-002	0.	1.5321e-005
580	0.27362	7.7023e-002	0.	1.6358e-005
581	0.27423	6.1895e-002	1.27e-003	6.6732e-016
582	0.31591	6.1973e-002	0.	1.2822e-005
583	0.30212	7.7713e-002	0.	1.4133e-005
584	0.30231	6.2339e-002	1.27e-003	-4.1604e-016
585	0.34332	6.1522e-002	0.	1.0414e-005
586	0.32966	7.7032e-002	0.	1.1563e-005
587	0.32951	6.1607e-002	1.27e-003	-4.3902e-022
588	0.37114	6.1183e-002	0.	8.29e-006
589	0.3572	7.7019e-002	0.	9.2929e-006
590	0.35713	6.1437e-002	1.27e-003	2.6036e-016
591	0.3991	6.0678e-002	0.	6.3819e-006
592	0.38519	7.6252e-002	0.	7.2694e-006
593	0.38514	6.0928e-002	1.27e-003	-1.6623e-015
594	0.42702	6.0467e-002	0.	4.7085e-006
595	0.41305	7.5774e-002	0.	5.4788e-006
596	0.41306	6.0428e-002	1.27e-003	-1.7042e-015
597	0.45492	6.0577e-002	0.	3.2861e-006
598	0.44094	7.5738e-002	0.	3.9343e-006
599	0.44097	6.0505e-002	1.27e-003	1.1376e-013
600	0.48283	6.0727e-002	0.	2.102e-006
601	0.46889	7.589e-002	0.	2.6323e-006
602	0.46887	6.0649e-002	1.27e-003	1.1394e-013
603	0.51074	6.0804e-002	0.	1.1496e-006
604	0.49679	7.6033e-002	0.	1.564e-006
605	0.49678	6.0805e-002	1.27e-003	1.1336e-013
606	0.53884	6.0832e-002	0.	4.3185e-007
607	0.52474	7.6083e-002	0.	7.2924e-007
608	0.52471	6.0802e-002	1.27e-003	1.4162e-013
609	0.55291	7.613e-002	0.	1.3294e-007
610	0.55298	6.0862e-002	1.27e-003	1.4247e-013
611	0.53881	9.1381e-002	0.	4.2935e-007
612	0.55283	9.1399e-002	1.27e-003	1.6016e-013
613	0.5108	9.1312e-002	0.	1.1427e-006
614	0.52478	9.1364e-002	1.27e-003	1.4391e-013
615	0.48286	9.1195e-002	0.	2.0933e-006
616	0.49681	9.126e-002	1.27e-003	1.4463e-013
617	0.4549	9.1051e-002	0.	3.2795e-006
618	0.4689	9.1131e-002	1.27e-003	3.2433e-015
619	0.42697	9.1045e-002	0.	4.7036e-006
620	0.4409	9.0971e-002	1.27e-003	5.7035e-014
621	0.39914	9.1348e-002	0.	6.3654e-006
622	0.41304	9.112e-002	1.27e-003	5.8551e-014
623	0.37125	9.2088e-002	0.	8.2716e-006
624	0.38523	9.1576e-002	1.27e-003	9.1932e-016
625	0.34353	9.2529e-002	0.	1.0442e-005
626	0.35726	9.2601e-002	1.27e-003	2.3026e-016
627	0.31586	9.2772e-002	0.	1.2872e-005
628	0.3298	9.2457e-002	1.27e-003	-3.2503e-016
629	0.28747	9.262e-002	0.	1.5378e-005
630	0.30192	9.3087e-002	1.27e-003	4.6112e-015
631	0.25832	9.1893e-002	0.	1.7345e-005
632	0.27302	9.2152e-002	1.27e-003	4.4776e-015
633	0.22858	9.134e-002	0.	1.8995e-005
634	0.24363	9.1634e-002	1.27e-003	-2.6916e-015
635	0.1995	8.9567e-002	0.	2.0059e-005
636	0.17337	8.4351e-002	0.	2.1282e-005
637	0.18547	8.8087e-002	1.27e-003	2.3839e-014
638	0.21353	9.1046e-002	1.27e-003	3.5107e-013
639	0.12439	0.12825	1.27e-003	2.2893e-015
640	0.11562	0.12763	0.	4.8106e-006
641	8.0316e-002	2.9992e-002	1.27e-003	-4.4082e-022
642	9.1466e-002	2.7696e-002	0.	3.5555e-005
643	6.7555e-002	6.8505e-002	1.27e-003	7.7287e-013
644	8.5086e-002	5.9653e-002	0.	6.6408e-005
645	2.6809e-002	2.9261e-002	1.27e-003	4.3277e-013
646	2.6231e-002	1.463e-002	0.	2.2169e-005
647	1.3404e-002	2.987e-002	0.	5.7993e-006
648	0.12884	3.1602e-002	0.	2.1688e-005
649	0.12502	2.5807e-002	1.27e-003	4.753e-014
650	0.11593	2.5604e-002	0.	1.5818e-005
651	0.13266	3.7398e-002	1.27e-003	1.0953e-012
652	0.11975	3.7749e-002	0.	2.9672e-005
653	0.11796	7.1299e-002	0.	5.3009e-005
654	0.11634	6.4848e-002	1.27e-003	1.9609e-012
655	0.11159	5.7824e-002	0.	7.2227e-005
656	0.11214	9.2605e-002	0.	5.705e-005
657	0.10435	9.3347e-002	0.	8.972e-005
658	0.1076	8.9654e-002	0.	6.445e-005
659	0.10723	9.3445e-002	1.27e-003	-7.599e-021
660	0.10492	9.7523e-002	0.	9.88e-005
661	0.12494	8.8801e-002	0.	3.5631e-005
662	0.1165	8.8407e-002	0.	4.6398e-005
663	0.11704	9.1765e-002	1.27e-003	2.627e-012
664	0.11195	9.6683e-002	0.	5.1073e-005
665	0.1009	9.1222e-002	0.	8.6868e-005
666	0.10148	9.3249e-002	1.27e-003	-3.7262e-020
667	9.8371e-002	8.3198e-002	0.	6.6516e-005
668	9.7089e-002	8.8313e-002	0.	7.0992e-005
669	9.3863e-002	8.7432e-002	1.27e-003	3.5968e-013
670	0.12621	8.1793e-002	0.	4.5738e-005
671	0.13285	8.5837e-002	1.27e-003	-2.7617e-021
672	0.10542	8.2413e-002	0.	5.8322e-005
673	0.11123	7.8357e-002	0.	5.6104e-005
674	0.10288	7.8964e-002	1.27e-003	7.0977e-013
675	0.16128	8.0615e-002	1.27e-003	-1.9266e-013
676	0.10414	8.7529e-002	0.	6.3443e-005
677	0.11196	8.5456e-002	0.	5.7664e-005
678	0.10796	8.5863e-002	1.27e-003	-2.7649e-021
679	0.10031	8.9195e-002	1.27e-003	1.1983e-017
680	0.11777	8.1399e-002	0.	5.3468e-005
681	0.11958	7.775e-002	1.27e-003	2.7814e-012
682	0.11596	8.5048e-002	1.27e-003	1.0339e-013
683	6.028e-002	0.10365	1.27e-003	9.6545e-014
684	4.7589e-002	9.5882e-002	2.54e-003	-1.4354e-005
685	6.8171e-002	9.461e-002	2.54e-003	-2.5062e-005
686	5.6277e-002	0.11526	2.54e-003	-3.0586e-005
687	7.0497e-002	0.1099	2.54e-003	-3.6763e-005
688	0.11777	8.1399e-002	2.54e-003	-5.3468e-005
689	0.11196	8.5456e-002	2.54e-003	-5.7664e-005
690	0.1165	8.8407e-002	2.54e-003	-4.6398e-005
691	0.11123	7.8357e-002	2.54e-003	-5.6104e-005
692	0.12621	8.1793e-002	2.54e-003	-4.5738e-005
693	0.11796	7.1299e-002	2.54e-003	-5.3009e-005
694	0.10414	8.7529e-002	2.54e-003	-6.3443e-005
695	9.7089e-002	8.8313e-002	2.54e-003	-7.0992e-005
696	0.1009	9.1222e-002	2.54e-003	-8.6868e-005
697	0.10542	8.2413e-002	2.54e-003	-5.8322e-005
698	0.1076	8.9654e-002	2.54e-003	-6.445e-005
699	0.17337	8.4351e-002	2.54e-003	-2.1282e-005
700	0.16217	6.7518e-002	2.54e-003	-2.3388e-005
701	0.15419	9.1271e-002	2.54e-003	-2.1536e-005
702	0.14939	7.5037e-002	2.54e-003	-2.4665e-005
703	9.8371e-002	8.3198e-002	2.54e-003	-6.6516e-005
704	9.979e-002	7.5047e-002	2.54e-003	-5.8405e-005
705	0.12494	8.8801e-002	2.54e-003	-3.5631e-005
706	0.13998	9.3882e-002	2.54e-003	-2.7225e-005
707	0.13517	7.7647e-002	2.54e-003	-2.9713e-005
708	8.4962e-002	8.6503e-002	2.54e-003	-5.9906e-005
709	9.5602e-002	9.305e-002	2.54e-003	-6.8108e-005
710	0.10435	9.3347e-002	2.54e-003	-8.972e-005
711	9.9408e-002	9.5958e-002	2.54e-003	-9.3723e-005
712	0.11214	9.2605e-002	2.54e-003	-5.705e-005
713	0.11195	9.6683e-002	2.54e-003	-5.1073e-005
714	0.10492	9.7523e-002	2.54e-003	-9.88e-005
715	0.10652	6.7989e-002	2.54e-003	-5.5344e-005
716	0.12692	6.7153e-002	2.54e-003	-5.0867e-005
717	0.11159	5.7824e-002	2.54e-003	-7.2227e-005
718	0.12884	3.1602e-002	2.54e-003	-2.1688e-005
719	0.14462	3.1866e-002	2.54e-003	-2.5567e-005
720	0.13482	4.4991e-002	2.54e-003	-2.7254e-005
721	0.11975	3.7749e-002	2.54e-003	-2.9672e-005
722	0.12762	2.0313e-002	2.54e-003	-1.8759e-005
723	0.11593	2.5604e-002	2.54e-003	-1.5818e-005
724	3.9038e-002	2.6994e-002	2.54e-003	-2.5316e-005
725	2.8444e-002	4.337e-002	2.54e-003	-9.8826e-006
726	1.3404e-002	2.987e-002	2.54e-003	-5.7993e-006
727	2.6231e-002	1.463e-002	2.54e-003	-2.2169e-005
728	5.1227e-002	7.8312e-002	2.54e-003	-1.6263e-005
729	7.1808e-002	7.704e-002	2.54e-003	-2.6244e-005
730	6.5499e-002	5.9261e-002	2.54e-003	-3.0493e-005
731	8.5086e-002	5.9653e-002	2.54e-003	-6.6408e-005
732	7.1879e-002	4.0004e-002	2.54e-003	-3.2847e-005
733	7.802e-002	2.3792e-002	2.54e-003	-2.8533e-005
734	9.1466e-002	2.7696e-002	2.54e-003	-3.5555e-005
735	0.12682	0.1337	2.54e-003	-1.5056e-005
736	0.12847	0.12318	2.54e-003	-1.8289e-005
737	0.11562	0.12763	2.54e-003	-4.8106e-006
738	0.1995	8.9567e-002	2.54e-003	-2.0059e-005
739	0.22858	9.134e-002	2.54e-003	-1.8995e-005
740	0.215	7.5699e-002	2.54e-003	-1.9888e-005
741	0.21335	0.10612	2.54e-003	-1.9873e-005
742	0.18711	7.2747e-002	2.54e-003	-2.0708e-005
743	0.18113	0.10349	2.54e-003	-2.1907e-005
744	0.25832	9.1893e-002	2.54e-003	-1.7345e-005
745	0.24438	7.6487e-002	2.54e-003	-1.8241e-005
746	0.24379	0.1067	2.54e-003	-1.8751e-005
747	0.28747	9.262e-002	2.54e-003	-1.5378e-005
748	0.27362	7.7023e-002	2.54e-003	-1.6358e-005
749	0.27305	0.10734	2.54e-003	-1.6649e-005
750	0.31586	9.2772e-002	2.54e-003	-1.2872e-005
751	0.30212	7.7713e-002	2.54e-003	-1.4133e-005
752	0.30182	0.10788	2.54e-003	-1.4169e-005
753	0.34353	9.2529e-002	2.54e-003	-1.0442e-005
754	0.32966	7.7032e-002	2.54e-003	-1.1563e-005
755	0.32985	0.10763	2.54e-003	-1.1608e-005
756	0.37125	9.2088e-002	2.54e-003	-8.2716e-006
757	0.3572	7.7019e-002	2.54e-003	-9.2929e-006
758	0.35768	0.10807	2.54e-003	-9.3141e-006
759	0.39914	9.1348e-002	2.54e-003	-6.3654e-006
760	0.38519	7.6252e-002	2.54e-003	-7.2694e-006
761	0.3855	0.10678	2.54e-003	-7.2871e-006
762	0.42697	9.1045e-002	2.54e-003	-4.7036e-006
763	0.41305	7.5774e-002	2.54e-003	-5.4788e-006
764	0.41322	0.1064	2.54e-003	-5.5246e-006
765	0.4549	9.1051e-002	2.54e-003	-3.2795e-006
766	0.44094	7.5738e-002	2.54e-003	-3.9343e-006
767	0.44106	0.10624	2.54e-003	-3.9903e-006
768	0.48286	9.1195e-002	2.54e-003	-2.0933e-006
769	0.46889	7.589e-002	2.54e-003	-2.6323e-006
770	0.46899	0.10637	2.54e-003	-2.6934e-006
771	0.5108	9.1312e-002	2.54e-003	-1.1427e-006
772	0.49679	7.6033e-002	2.54e-003	-1.564e-006
773	0.49683	0.10652	2.54e-003	-1.6252e-006
774	0.53881	9.1381e-002	2.54e-003	-4.2935e-007
775	0.52474	7.6083e-002	2.54e-003	-7.2924e-007
776	0.52489	0.10658	2.54e-003	-7.9334e-007
777	0.55291	7.613e-002	2.54e-003	-1.3294e-007
778	0.55302	0.10664	2.54e-003	-1.9544e-007
779	0.56692	9.144e-002	2.54e-003	5.8582e-008
780	0.53884	6.0832e-002	2.54e-003	-4.3185e-007
781	0.567	6.0822e-002	2.54e-003	5.8272e-008
782	0.55315	4.5567e-002	2.54e-003	-1.9452e-007
783	0.51074	6.0804e-002	2.54e-003	-1.1496e-006
784	0.525	4.5528e-002	2.54e-003	-7.8629e-007
785	0.48283	6.0727e-002	2.54e-003	-2.102e-006
786	0.49707	4.5382e-002	2.54e-003	-1.6181e-006
787	0.45492	6.0577e-002	2.54e-003	-3.2861e-006
788	0.46915	4.5324e-002	2.54e-003	-2.6809e-006
789	0.42702	6.0467e-002	2.54e-003	-4.7085e-006
790	0.44124	4.5264e-002	2.54e-003	-3.9816e-006
791	0.3991	6.0678e-002	2.54e-003	-6.3819e-006
792	0.41333	4.5219e-002	2.54e-003	-5.5227e-006
793	0.37114	6.1183e-002	2.54e-003	-8.29e-006
794	0.38531	4.5656e-002	2.54e-003	-7.3205e-006
795	0.34332	6.1522e-002	2.54e-003	-1.0414e-005
796	0.35734	4.611e-002	2.54e-003	-9.3295e-006
797	0.31591	6.1973e-002	2.54e-003	-1.2822e-005
798	0.3297	4.5777e-002	2.54e-003	-1.1582e-005
799	0.28827	6.2117e-002	2.54e-003	-1.5321e-005
800	0.30209	4.608e-002	2.54e-003	-1.4128e-005
801	0.25968	6.1617e-002	2.54e-003	-1.7278e-005
802	0.27418	4.6322e-002	2.54e-003	-1.651e-005
803	0.2308	6.0845e-002	2.54e-003	-1.9169e-005
804	0.2455	4.6072e-002	2.54e-003	-1.8615e-005
805	0.20261	5.8879e-002	2.54e-003	-2.0533e-005
806	0.21695	4.529e-002	2.54e-003	-2.0549e-005
807	0.18876	4.3066e-002	2.54e-003	-2.2006e-005
808	0.1759	5.5914e-002	2.54e-003	-2.2778e-005
809	0.16574	0.12556	2.54e-003	-2.0725e-005
810	0.14196	0.13569	2.54e-003	-2.2549e-005
811	0.14361	0.12517	2.54e-003	-2.6815e-005
812	0.15869	0.14232	2.54e-003	-2.2905e-005
813	0.19498	0.12004	2.54e-003	-2.1721e-005
814	0.16195	0.11041	2.54e-003	-2.2272e-005
815	0.18372	0.13565	2.54e-003	-2.5612e-005
816	0.22856	0.12148	2.54e-003	-1.9623e-005
817	0.21587	0.13679	2.54e-003	-2.053e-005
818	0.25852	0.12215	2.54e-003	-1.8086e-005
819	0.24523	0.13709	2.54e-003	-1.9817e-005
820	0.2874	0.1226	2.54e-003	-1.5635e-005
821	0.27376	0.13747	2.54e-003	-1.6947e-005
822	0.31581	0.12274	2.54e-003	-1.2907e-005
823	0.30204	0.13754	2.54e-003	-1.4147e-005
824	0.344	0.12317	2.54e-003	-1.0479e-005
825	0.3301	0.1376	2.54e-003	-1.1572e-005
826	0.37193	0.12276	2.54e-003	-8.3287e-006
827	0.35816	0.13797	2.54e-003	-9.3349e-006
828	0.39958	0.12183	2.54e-003	-6.4455e-006
829	0.38596	0.13719	2.54e-003	-7.3004e-006
830	0.4273	0.1216	2.54e-003	-4.8104e-006
831	0.41374	0.13704	2.54e-003	-5.5294e-006
832	0.45514	0.12156	2.54e-003	-3.4033e-006
833	0.44162	0.13696	2.54e-003	-4.0062e-006
834	0.48297	0.1217	2.54e-003	-2.2244e-006
835	0.46951	0.13701	2.54e-003	-2.7139e-006
836	0.51092	0.12179	2.54e-003	-1.2749e-006
837	0.49737	0.13709	2.54e-003	-1.6541e-006
838	0.5391	0.12184	2.54e-003	-5.5855e-007
839	0.5254	0.1371	2.54e-003	-8.3369e-007
840	0.56724	0.12183	2.54e-003	-7.7613e-008
841	0.55348	0.13714	2.54e-003	-2.4513e-007
842	0.58113	0.10663	2.54e-003	1.7523e-007
843	0.58146	0.13709	2.54e-003	9.8377e-008
844	0.59543	0.12185	2.54e-003	1.5748e-007
845	0.58101	7.6131e-002	2.54e-003	2.4839e-007
846	0.5953	9.146e-002	2.54e-003	3.0607e-007
847	0.58118	4.557e-002	2.54e-003	1.7638e-007
848	0.5953	6.0871e-002	2.54e-003	3.065e-007
849	0.56733	3.0315e-002	2.54e-003	-7.5223e-008
850	0.59547	3.0419e-002	2.54e-003	1.5894e-007
851	0.58151	1.5179e-002	2.54e-003	9.7046e-008
852	0.5393	3.0263e-002	2.54e-003	-5.4814e-007
853	0.55352	1.5136e-002	2.54e-003	-2.4247e-007
854	0.51133	3.0106e-002	2.54e-003	-1.254e-006
855	0.52555	1.5127e-002	2.54e-003	-8.2869e-007
856	0.48339	2.9979e-002	2.54e-003	-2.1963e-006
857	0.49762	1.4979e-002	2.54e-003	-1.652e-006
858	0.45547	3.0012e-002	2.54e-003	-3.3756e-006
859	0.46969	1.5e-002	2.54e-003	-2.7049e-006
860	0.42756	3.0016e-002	2.54e-003	-4.7951e-006
861	0.44177	1.5012e-002	2.54e-003	-3.9995e-006
862	0.39954	3.0197e-002	2.54e-003	-6.4606e-006
863	0.41385	1.5005e-002	2.54e-003	-5.5358e-006
864	0.37151	3.0584e-002	2.54e-003	-8.3592e-006
865	0.38581	1.5192e-002	2.54e-003	-7.3046e-006
866	0.34372	3.0365e-002	2.54e-003	-1.0497e-005
867	0.35788	1.5392e-002	2.54e-003	-9.3236e-006
868	0.31588	2.9884e-002	2.54e-003	-1.2888e-005
869	0.33009	1.4974e-002	2.54e-003	-1.1627e-005
870	0.288	3.0286e-002	2.54e-003	-1.5522e-005
871	0.30211	1.4911e-002	2.54e-003	-1.4111e-005
872	0.26	3.0777e-002	2.54e-003	-1.7882e-005
873	0.27428	1.5375e-002	2.54e-003	-1.6874e-005
874	0.23165	3.0517e-002	2.54e-003	-2.0019e-005
875	0.24618	1.5403e-002	2.54e-003	-1.9416e-005
876	0.20311	2.9478e-002	2.54e-003	-2.2014e-005
877	0.218	1.5115e-002	2.54e-003	-2.1711e-005
878	0.17268	2.753e-002	2.54e-003	-2.2129e-005
879	0.18971	1.4363e-002	2.54e-003	-2.355e-005
880	0.15982	4.0378e-002	2.54e-003	-2.2752e-005
881	0.1434	2.0576e-002	2.54e-003	-2.4183e-005
882	0.15965	1.3167e-002	2.54e-003	-2.519e-005
883	5.7355e-002	3.7371e-002	2.54e-003	-3.3934e-005
884	6.3496e-002	2.1159e-002	2.54e-003	-3.5139e-005
885	5.1288e-002	1.2363e-002	2.54e-003	-3.947e-005
886	3.2143e-002	0.10459	2.54e-003	-7.9544e-006
887	4.0831e-002	0.12397	2.54e-003	-2.4245e-005
888	1.4694e-002	0.12149	2.54e-003	-6.5804e-006
889	2.7521e-002	0.13673	2.54e-003	-2.3981e-005
890	3.2489e-002	7.2798e-002	2.54e-003	-3.7196e-006
891	1.7449e-002	8.9779e-002	2.54e-003	-2.3868e-007
892	4.6761e-002	5.3747e-002	2.54e-003	-1.8593e-005
893	1.504e-002	5.922e-002	2.54e-003	-2.9259e-006
894	8.2578e-002	9.5292e-002	2.54e-003	-4.5446e-005
895	8.638e-002	7.8352e-002	2.54e-003	-5.7391e-005
896	0.15002	5.3503e-002	2.54e-003	-2.2399e-005
897	6.4353e-002	0.1303	2.54e-003	-3.473e-005
898	5.1791e-002	0.13963	2.54e-003	-3.7167e-005
899	0.13983	0.11002	2.54e-003	-2.8455e-005
900	0.12698	0.10176	2.54e-003	-3.4345e-005
901	0.11805	0.13942	2.54e-003	-1.3514e-005
902	0.13202	0.14577	2.54e-003	-1.7765e-005
903	8.4904e-002	0.11058	2.54e-003	-3.8023e-005
904	9.3218e-002	0.10184	2.54e-003	-5.1722e-005
905	9.5856e-002	0.10965	2.54e-003	-2.838e-005
906	7.8573e-002	0.12494	2.54e-003	-3.2365e-005
907	9.1664e-002	0.12158	2.54e-003	-3.2456e-005
908	8.9524e-002	0.13672	2.54e-003	-2.0653e-005
909	7.6697e-002	0.14307	2.54e-003	-2.8902e-005
910	0.11853	1.376e-002	2.54e-003	-1.5078e-005
911	0.1325	7.4097e-003	2.54e-003	-1.757e-005
912	8.3029e-002	4.4058e-002	2.54e-003	-3.2736e-005
913	8.917e-002	1.5146e-002	2.54e-003	-2.2019e-005
914	7.6343e-002	8.7957e-003	2.54e-003	-2.6608e-005
915	0.1197	0.11621	2.54e-003	-2.1319e-005
916	9.9978e-002	0.10013	2.54e-003	-1.0948e-004
917	9.9658e-002	6.0965e-002	2.54e-003	-7.6136e-005
918	0.13724	6.1021e-002	2.54e-003	-2.5472e-005
919	0.12192	5.1692e-002	2.54e-003	-6.4143e-005
920	0.10685	0.13335	2.54e-003	-3.297e-006
921	0.10685	0.14605	2.54e-003	1.5342e-006
922	0.10685	0.1397	1.27e-003	-7.5135e-022
923	0.10685	0.12065	2.54e-003	-8.5342e-006
924	0.10685	0.127	1.27e-003	-5.3795e-021
925	0.10685	0.10795	2.54e-003	-2.9158e-005
926	0.10685	0.1143	1.27e-003	-3.89e-021
927	0.10473	0.1016	2.54e-003	-4.3706e-005
928	0.10685	0.1016	1.27e-003	-6.1155e-021
929	0.10262	0.10795	2.54e-003	-6.6778e-005
930	0.10262	0.1016	1.27e-003	-2.119e-020
931	0.10262	0.12065	2.54e-003	-2.2475e-005
932	0.10262	0.1143	1.27e-003	-4.8756e-021
933	0.10262	0.13335	2.54e-003	-1.9416e-005
934	0.10262	0.127	1.27e-003	-1.8756e-013
935	0.10262	0.14605	2.54e-003	-1.8306e-008
936	0.10262	0.1397	1.27e-003	-1.4161e-021
937	0.10685	1.905e-002	2.54e-003	-1.2563e-005
938	0.10685	6.35e-003	2.54e-003	2.0908e-006
939	0.10685	1.27e-002	1.27e-003	-8.5107e-022
940	0.10685	3.175e-002	2.54e-003	-2.5529e-005
941	0.10685	2.54e-002	1.27e-003	8.932e-013
942	0.10685	4.445e-002	2.54e-003	-6.0695e-005
943	0.10685	3.81e-002	1.27e-003	-2.3265e-021
944	0.10473	5.08e-002	2.54e-003	-6.7144e-005
945	0.10685	5.08e-002	1.27e-003	2.448e-012
946	0.10262	4.445e-002	2.54e-003	-7.3483e-005
947	0.10262	5.08e-002	1.27e-003	6.9461e-013
948	0.10262	3.175e-002	2.54e-003	-5.5414e-005
949	0.10262	3.81e-002	1.27e-003	-2.6622e-021
950	0.10262	1.905e-002	2.54e-003	-3.4093e-005
951	0.10262	2.54e-002	1.27e-003	-4.8668e-021
952	0.10262	6.35e-003	2.54e-003	-6.4521e-006
953	0.10262	1.27e-002	1.27e-003	-2.3247e-021
954	0.12081	0.1524	2.54e-003	-9.8999e-006
955	0.10685	0.1524	1.27e-003	7.615e-014
956	0.14875	0.1524	2.54e-003	-1.9769e-005
957	0.13478	0.1524	1.27e-003	1.4569e-014
958	0.17668	0.1524	2.54e-003	-2.4986e-005
959	0.16271	0.1524	1.27e-003	1.8141e-014
960	0.20461	0.1524	2.54e-003	-2.4012e-005
961	0.19064	0.1524	1.27e-003	-5.4944e-022
962	0.23254	0.1524	2.54e-003	-2.068e-005
963	0.21857	0.1524	1.27e-003	-3.0879e-015
964	0.26047	0.1524	2.54e-003	-1.8517e-005
965	0.2465	0.1524	1.27e-003	4.7231e-013
966	0.2884	0.1524	2.54e-003	-1.5448e-005
967	0.27443	0.1524	1.27e-003	-3.0804e-015
968	0.31633	0.1524	2.54e-003	-1.2813e-005
969	0.30236	0.1524	1.27e-003	8.2739e-015
970	0.34426	0.1524	2.54e-003	-1.0427e-005
971	0.33029	0.1524	1.27e-003	-5.7646e-015
972	0.37219	0.1524	2.54e-003	-8.305e-006
973	0.35822	0.1524	1.27e-003	-1.878e-022
974	0.40012	0.1524	2.54e-003	-6.3832e-006
975	0.38616	0.1524	1.27e-003	2.279e-013
976	0.42805	0.1524	2.54e-003	-4.7247e-006
977	0.41409	0.1524	1.27e-003	2.1565e-013
978	0.45598	0.1524	2.54e-003	-3.3165e-006
979	0.44202	0.1524	1.27e-003	1.1443e-013
980	0.48391	0.1524	2.54e-003	-2.1434e-006
981	0.46995	0.1524	1.27e-003	1.7094e-013
982	0.51184	0.1524	2.54e-003	-1.2126e-006
983	0.49788	0.1524	1.27e-003	1.7757e-013
984	0.53977	0.1524	2.54e-003	-5.1969e-007
985	0.52581	0.1524	1.27e-003	1.9436e-013
986	0.5677	0.1524	2.54e-003	-6.7807e-008
987	0.55374	0.1524	1.27e-003	2.0603e-013
988	0.59563	0.1524	2.54e-003	1.2543e-007
989	0.58167	0.1524	1.27e-003	2.5802e-013
990	0.6096	0.13716	2.54e-003	1.8173e-007
991	0.6096	0.1524	1.27e-003	9.7318e-013
992	0.6096	0.10668	2.54e-003	2.8591e-007
993	0.6096	0.12192	1.27e-003	1.8289e-013
994	0.6096	7.62e-002	2.54e-003	3.6152e-007
995	0.6096	9.144e-002	1.27e-003	1.7379e-013
996	0.6096	4.572e-002	2.54e-003	2.8661e-007
