Node Number	X Location (m)	Y Location (m)	Z Location (m)	Equivalent (von-Mises) Stress (Pa)
531	0.44162	0.13696	0.	9.3757e+005
532	0.39958	0.12183	0.	1.4371e+006
533	0.41322	0.1064	0.	1.2573e+006
534	0.41339	0.12168	1.27e-003	26066
535	0.41374	0.13704	0.	1.2534e+006
536	0.37193	0.12276	0.	1.8213e+006
537	0.3855	0.10678	0.	1.6178e+006
538	0.38576	0.12199	1.27e-003	30639
539	0.38596	0.13719	0.	1.6141e+006
540	0.344	0.12317	0.	2.2565e+006
541	0.35768	0.10807	0.	2.0268e+006
542	0.3581	0.12353	1.27e-003	33366
543	0.35816	0.13797	0.	2.0291e+006
544	0.31581	0.12274	0.	2.7425e+006
545	0.32985	0.10763	0.	2.4816e+006
546	0.3299	0.1228	1.27e-003	38680
547	0.3301	0.1376	0.	2.4898e+006
548	0.2874	0.1226	0.	3.2777e+006
549	0.30182	0.10788	0.	2.9851e+006
550	0.30171	0.12267	1.27e-003	41964
551	0.30204	0.13754	0.	3.0023e+006
552	0.25852	0.12215	0.	3.8502e+006
553	0.27305	0.10734	0.	3.5426e+006
554	0.27309	0.12253	1.27e-003	46172
555	0.27376	0.13747	0.	3.5652e+006
556	0.22856	0.12148	0.	4.5293e+006
557	0.24379	0.1067	0.	4.1269e+006
558	0.24395	0.12177	1.27e-003	21336
559	0.24523	0.13709	0.	4.1925e+006
560	0.19498	0.12004	0.	5.33e+006
561	0.21335	0.10612	0.	4.8519e+006
562	0.21317	0.12119	1.27e-003	54148
563	0.21587	0.13679	0.	4.8465e+006
564	0.16574	0.12556	0.	5.4801e+006
565	0.18113	0.10349	0.	5.6429e+006
566	0.17679	0.11889	1.27e-003	57698
567	0.18372	0.13565	0.	5.6091e+006
568	0.15468	0.13224	1.27e-003	2.0426e+005
569	0.15869	0.14232	0.	5.2818e+006
570	0.20261	5.8879e-002	0.	5.0509e+006
571	0.18711	7.2747e-002	0.	5.4805e+006
572	0.18874	5.7406e-002	1.27e-003	78455
573	0.2308	6.0845e-002	0.	4.3996e+006
574	0.215	7.5699e-002	0.	4.7369e+006
575	0.21647	6.0351e-002	1.27e-003	45681
576	0.25968	6.1617e-002	0.	3.8051e+006
577	0.24438	7.6487e-002	0.	4.109e+006
578	0.24513	6.1339e-002	1.27e-003	62747
579	0.28827	6.2117e-002	0.	3.2357e+006
580	0.27362	7.7023e-002	0.	3.5159e+006
581	0.27423	6.1895e-002	1.27e-003	47411
582	0.31591	6.1973e-002	0.	2.7245e+006
583	0.30212	7.7713e-002	0.	2.9703e+006
584	0.30231	6.2339e-002	1.27e-003	38550
585	0.34332	6.1522e-002	0.	2.2575e+006
586	0.32966	7.7032e-002	0.	2.4787e+006
587	0.32951	6.1607e-002	1.27e-003	36447
588	0.37114	6.1183e-002	0.	1.8297e+006
589	0.3572	7.7019e-002	0.	2.0307e+006
590	0.35713	6.1437e-002	1.27e-003	34057
591	0.3991	6.0678e-002	0.	1.4444e+006
592	0.38519	7.6252e-002	0.	1.6225e+006
593	0.38514	6.0928e-002	1.27e-003	31488
594	0.42702	6.0467e-002	0.	1.1047e+006
595	0.41305	7.5774e-002	0.	1.2603e+006
596	0.41306	6.0428e-002	1.27e-003	27297
597	0.45492	6.0577e-002	0.	8.1335e+005
598	0.44094	7.5738e-002	0.	9.4502e+005
599	0.44097	6.0505e-002	1.27e-003	23224
600	0.48283	6.0727e-002	0.	5.7049e+005
601	0.46889	7.589e-002	0.	6.7775e+005
602	0.46887	6.0649e-002	1.27e-003	19364
603	0.51074	6.0804e-002	0.	3.7632e+005
604	0.49679	7.6033e-002	0.	4.5912e+005
605	0.49678	6.0805e-002	1.27e-003	15485
606	0.53884	6.0832e-002	0.	2.3186e+005
607	0.52474	7.6083e-002	0.	2.9007e+005
608	0.52471	6.0802e-002	1.27e-003	11890
609	0.55291	7.613e-002	0.	1.7211e+005
610	0.55298	6.0862e-002	1.27e-003	8063.5
611	0.53881	9.1381e-002	0.	2.3219e+005
612	0.55283	9.1399e-002	1.27e-003	8117.6
613	0.5108	9.1312e-002	0.	3.7633e+005
614	0.52478	9.1364e-002	1.27e-003	11868
615	0.48286	9.1195e-002	0.	5.7056e+005
616	0.49681	9.126e-002	1.27e-003	15548
617	0.4549	9.1051e-002	0.	8.1388e+005
618	0.4689	9.1131e-002	1.27e-003	19541
619	0.42697	9.1045e-002	0.	1.1051e+006
620	0.4409	9.0971e-002	1.27e-003	23191
621	0.39914	9.1348e-002	0.	1.4429e+006
622	0.41304	9.112e-002	1.27e-003	27265
623	0.37125	9.2088e-002	0.	1.828e+006
624	0.38523	9.1576e-002	1.27e-003	30193
625	0.34353	9.2529e-002	0.	2.256e+006
626	0.35726	9.2601e-002	1.27e-003	32709
627	0.31586	9.2772e-002	0.	2.728e+006
628	0.3298	9.2457e-002	1.27e-003	37930
629	0.28747	9.262e-002	0.	3.253e+006
630	0.30192	9.3087e-002	1.27e-003	40946
631	0.25832	9.1893e-002	0.	3.8214e+006
632	0.27302	9.2152e-002	1.27e-003	51145
633	0.22858	9.134e-002	0.	4.448e+006
634	0.24363	9.1634e-002	1.27e-003	32125
635	0.1995	8.9567e-002	0.	5.1648e+006
636	0.17337	8.4351e-002	0.	5.8886e+006
637	0.18547	8.8087e-002	1.27e-003	1.5891e+005
638	0.21353	9.1046e-002	1.27e-003	48370
639	0.12439	0.12825	1.27e-003	3.2728e+005
640	0.11562	0.12763	0.	4.27e+006
641	8.0316e-002	2.9992e-002	1.27e-003	1.8648e+005
642	9.1466e-002	2.7696e-002	0.	9.1949e+006
643	6.7555e-002	6.8505e-002	1.27e-003	2.6942e+005
644	8.5086e-002	5.9653e-002	0.	1.7375e+007
645	2.6809e-002	2.9261e-002	1.27e-003	2.2669e+005
646	2.6231e-002	1.463e-002	0.	9.5287e+006
647	1.3404e-002	2.987e-002	0.	8.172e+006
648	0.12884	3.1602e-002	0.	5.6671e+006
649	0.12502	2.5807e-002	1.27e-003	53582
650	0.11593	2.5604e-002	0.	5.9296e+006
651	0.13266	3.7398e-002	1.27e-003	8.3162e+005
652	0.11975	3.7749e-002	0.	8.3336e+006
653	0.11796	7.1299e-002	0.	1.2322e+007
654	0.11634	6.4848e-002	1.27e-003	1.3327e+005
655	0.11159	5.7824e-002	0.	1.7935e+007
656	0.11214	9.2605e-002	0.	1.5664e+007
657	0.10435	9.3347e-002	0.	2.074e+007
658	0.1076	8.9654e-002	0.	1.8017e+007
659	0.10723	9.3445e-002	1.27e-003	3.2145e+006
660	0.10492	9.7523e-002	0.	2.9754e+007
661	0.12494	8.8801e-002	0.	1.07e+007
662	0.1165	8.8407e-002	0.	1.206e+007
663	0.11704	9.1765e-002	1.27e-003	2.1822e+006
664	0.11195	9.6683e-002	0.	1.5899e+007
665	0.1009	9.1222e-002	0.	2.0402e+007
666	0.10148	9.3249e-002	1.27e-003	2.9581e+006
667	9.8371e-002	8.3198e-002	0.	1.582e+007
668	9.7089e-002	8.8313e-002	0.	1.7296e+007
669	9.3863e-002	8.7432e-002	1.27e-003	4.1489e+005
670	0.12621	8.1793e-002	0.	1.1173e+007
671	0.13285	8.5837e-002	1.27e-003	1.1683e+006
672	0.10542	8.2413e-002	0.	1.5614e+007
673	0.11123	7.8357e-002	0.	1.3727e+007
674	0.10288	7.8964e-002	1.27e-003	9.6431e+005
675	0.16128	8.0615e-002	1.27e-003	1.6788e+005
676	0.10414	8.7529e-002	0.	1.6793e+007
677	0.11196	8.5456e-002	0.	1.448e+007
678	0.10796	8.5863e-002	1.27e-003	1.1696e+006
679	0.10031	8.9195e-002	1.27e-003	1.6613e+005
680	0.11777	8.1399e-002	0.	1.2545e+007
681	0.11958	7.775e-002	1.27e-003	5.7265e+005
682	0.11596	8.5048e-002	1.27e-003	6.4197e+005
683	6.028e-002	0.10365	1.27e-003	2.013e+005
684	4.7589e-002	9.5882e-002	2.54e-003	9.6828e+006
685	6.8171e-002	9.461e-002	2.54e-003	9.9168e+006
686	5.6277e-002	0.11526	2.54e-003	9.0426e+006
687	7.0497e-002	0.1099	2.54e-003	8.8073e+006
688	0.11777	8.1399e-002	2.54e-003	1.2545e+007
689	0.11196	8.5456e-002	2.54e-003	1.448e+007
690	0.1165	8.8407e-002	2.54e-003	1.206e+007
691	0.11123	7.8357e-002	2.54e-003	1.3727e+007
692	0.12621	8.1793e-002	2.54e-003	1.1173e+007
693	0.11796	7.1299e-002	2.54e-003	1.2322e+007
694	0.10414	8.7529e-002	2.54e-003	1.6793e+007
695	9.7089e-002	8.8313e-002	2.54e-003	1.7296e+007
696	0.1009	9.1222e-002	2.54e-003	2.0402e+007
697	0.10542	8.2413e-002	2.54e-003	1.5614e+007
698	0.1076	8.9654e-002	2.54e-003	1.8017e+007
699	0.17337	8.4351e-002	2.54e-003	5.8886e+006
700	0.16217	6.7518e-002	2.54e-003	6.1346e+006
701	0.15419	9.1271e-002	2.54e-003	6.2709e+006
702	0.14939	7.5037e-002	2.54e-003	7.5448e+006
703	9.8371e-002	8.3198e-002	2.54e-003	1.582e+007
704	9.979e-002	7.5047e-002	2.54e-003	1.5831e+007
705	0.12494	8.8801e-002	2.54e-003	1.07e+007
706	0.13998	9.3882e-002	2.54e-003	8.266e+006
707	0.13517	7.7647e-002	2.54e-003	9.5025e+006
708	8.4962e-002	8.6503e-002	2.54e-003	1.3246e+007
709	9.5602e-002	9.305e-002	2.54e-003	1.8244e+007
710	0.10435	9.3347e-002	2.54e-003	2.074e+007
711	9.9408e-002	9.5958e-002	2.54e-003	2.1077e+007
712	0.11214	9.2605e-002	2.54e-003	1.5664e+007
713	0.11195	9.6683e-002	2.54e-003	1.5899e+007
714	0.10492	9.7523e-002	2.54e-003	2.9754e+007
715	0.10652	6.7989e-002	2.54e-003	1.44e+007
716	0.12692	6.7153e-002	2.54e-003	1.0791e+007
717	0.11159	5.7824e-002	2.54e-003	1.7935e+007
718	0.12884	3.1602e-002	2.54e-003	5.6671e+006
719	0.14462	3.1866e-002	2.54e-003	6.2446e+006
720	0.13482	4.4991e-002	2.54e-003	7.3288e+006
721	0.11975	3.7749e-002	2.54e-003	8.3336e+006
722	0.12762	2.0313e-002	2.54e-003	4.8055e+006
723	0.11593	2.5604e-002	2.54e-003	5.9296e+006
724	3.9038e-002	2.6994e-002	2.54e-003	9.2404e+006
725	2.8444e-002	4.337e-002	2.54e-003	1.0135e+007
726	1.3404e-002	2.987e-002	2.54e-003	8.172e+006
727	2.6231e-002	1.463e-002	2.54e-003	9.5287e+006
728	5.1227e-002	7.8312e-002	2.54e-003	9.5211e+006
729	7.1808e-002	7.704e-002	2.54e-003	9.725e+006
730	6.5499e-002	5.9261e-002	2.54e-003	8.7944e+006
731	8.5086e-002	5.9653e-002	2.54e-003	1.7375e+007
732	7.1879e-002	4.0004e-002	2.54e-003	7.4694e+006
733	7.802e-002	2.3792e-002	2.54e-003	6.5926e+006
734	9.1466e-002	2.7696e-002	2.54e-003	9.1949e+006
735	0.12682	0.1337	2.54e-003	4.0992e+006
736	0.12847	0.12318	2.54e-003	4.8791e+006
737	0.11562	0.12763	2.54e-003	4.27e+006
738	0.1995	8.9567e-002	2.54e-003	5.1648e+006
739	0.22858	9.134e-002	2.54e-003	4.448e+006
740	0.215	7.5699e-002	2.54e-003	4.7369e+006
741	0.21335	0.10612	2.54e-003	4.8519e+006
742	0.18711	7.2747e-002	2.54e-003	5.4805e+006
743	0.18113	0.10349	2.54e-003	5.6429e+006
744	0.25832	9.1893e-002	2.54e-003	3.8214e+006
745	0.24438	7.6487e-002	2.54e-003	4.109e+006
746	0.24379	0.1067	2.54e-003	4.1269e+006
747	0.28747	9.262e-002	2.54e-003	3.253e+006
748	0.27362	7.7023e-002	2.54e-003	3.5159e+006
749	0.27305	0.10734	2.54e-003	3.5426e+006
750	0.31586	9.2772e-002	2.54e-003	2.728e+006
751	0.30212	7.7713e-002	2.54e-003	2.9703e+006
752	0.30182	0.10788	2.54e-003	2.9851e+006
753	0.34353	9.2529e-002	2.54e-003	2.256e+006
754	0.32966	7.7032e-002	2.54e-003	2.4787e+006
755	0.32985	0.10763	2.54e-003	2.4816e+006
756	0.37125	9.2088e-002	2.54e-003	1.828e+006
757	0.3572	7.7019e-002	2.54e-003	2.0307e+006
758	0.35768	0.10807	2.54e-003	2.0268e+006
759	0.39914	9.1348e-002	2.54e-003	1.4429e+006
760	0.38519	7.6252e-002	2.54e-003	1.6225e+006
761	0.3855	0.10678	2.54e-003	1.6178e+006
762	0.42697	9.1045e-002	2.54e-003	1.1051e+006
763	0.41305	7.5774e-002	2.54e-003	1.2603e+006
764	0.41322	0.1064	2.54e-003	1.2573e+006
765	0.4549	9.1051e-002	2.54e-003	8.1388e+005
766	0.44094	7.5738e-002	2.54e-003	9.4502e+005
767	0.44106	0.10624	2.54e-003	9.4251e+005
768	0.48286	9.1195e-002	2.54e-003	5.7056e+005
769	0.46889	7.589e-002	2.54e-003	6.7775e+005
770	0.46899	0.10637	2.54e-003	6.7482e+005
771	0.5108	9.1312e-002	2.54e-003	3.7633e+005
772	0.49679	7.6033e-002	2.54e-003	4.5912e+005
773	0.49683	0.10652	2.54e-003	4.5533e+005
774	0.53881	9.1381e-002	2.54e-003	2.3219e+005
775	0.52474	7.6083e-002	2.54e-003	2.9007e+005
776	0.52489	0.10658	2.54e-003	2.8426e+005
777	0.55291	7.613e-002	2.54e-003	1.7211e+005
778	0.55302	0.10664	2.54e-003	1.6345e+005
779	0.56692	9.144e-002	2.54e-003	1.3906e+005
780	0.53884	6.0832e-002	2.54e-003	2.3186e+005
781	0.567	6.0822e-002	2.54e-003	1.3877e+005
782	0.55315	4.5567e-002	2.54e-003	1.6297e+005
783	0.51074	6.0804e-002	2.54e-003	3.7632e+005
784	0.525	4.5528e-002	2.54e-003	2.8339e+005
785	0.48283	6.0727e-002	2.54e-003	5.7049e+005
786	0.49707	4.5382e-002	2.54e-003	4.5371e+005
787	0.45492	6.0577e-002	2.54e-003	8.1335e+005
788	0.46915	4.5324e-002	2.54e-003	6.7291e+005
789	0.42702	6.0467e-002	2.54e-003	1.1047e+006
790	0.44124	4.5264e-002	2.54e-003	9.4058e+005
791	0.3991	6.0678e-002	2.54e-003	1.4444e+006
792	0.41333	4.5219e-002	2.54e-003	1.2568e+006
793	0.37114	6.1183e-002	2.54e-003	1.8297e+006
794	0.38531	4.5656e-002	2.54e-003	1.622e+006
795	0.34332	6.1522e-002	2.54e-003	2.2575e+006
796	0.35734	4.611e-002	2.54e-003	2.0305e+006
797	0.31591	6.1973e-002	2.54e-003	2.7245e+006
798	0.3297	4.5777e-002	2.54e-003	2.4817e+006
799	0.28827	6.2117e-002	2.54e-003	3.2357e+006
800	0.30209	4.608e-002	2.54e-003	2.9766e+006
801	0.25968	6.1617e-002	2.54e-003	3.8051e+006
802	0.27418	4.6322e-002	2.54e-003	3.516e+006
803	0.2308	6.0845e-002	2.54e-003	4.3996e+006
804	0.2455	4.6072e-002	2.54e-003	4.1113e+006
805	0.20261	5.8879e-002	2.54e-003	5.0509e+006
806	0.21695	4.529e-002	2.54e-003	4.7097e+006
807	0.18876	4.3066e-002	2.54e-003	5.3756e+006
808	0.1759	5.5914e-002	2.54e-003	5.7278e+006
809	0.16574	0.12556	2.54e-003	5.4801e+006
810	0.14196	0.13569	2.54e-003	4.8546e+006
811	0.14361	0.12517	2.54e-003	5.9257e+006
812	0.15869	0.14232	2.54e-003	5.2818e+006
813	0.19498	0.12004	2.54e-003	5.33e+006
814	0.16195	0.11041	2.54e-003	6.0282e+006
815	0.18372	0.13565	2.54e-003	5.6091e+006
816	0.22856	0.12148	2.54e-003	4.5293e+006
817	0.21587	0.13679	2.54e-003	4.8465e+006
818	0.25852	0.12215	2.54e-003	3.8502e+006
819	0.24523	0.13709	2.54e-003	4.1925e+006
820	0.2874	0.1226	2.54e-003	3.2777e+006
821	0.27376	0.13747	2.54e-003	3.5652e+006
822	0.31581	0.12274	2.54e-003	2.7425e+006
823	0.30204	0.13754	2.54e-003	3.0023e+006
824	0.344	0.12317	2.54e-003	2.2565e+006
825	0.3301	0.1376	2.54e-003	2.4898e+006
826	0.37193	0.12276	2.54e-003	1.8213e+006
827	0.35816	0.13797	2.54e-003	2.0291e+006
828	0.39958	0.12183	2.54e-003	1.4371e+006
829	0.38596	0.13719	2.54e-003	1.6141e+006
830	0.4273	0.1216	2.54e-003	1.0996e+006
831	0.41374	0.13704	2.54e-003	1.2534e+006
832	0.45514	0.12156	2.54e-003	8.0832e+005
833	0.44162	0.13696	2.54e-003	9.3757e+005
834	0.48297	0.1217	2.54e-003	5.6431e+005
835	0.46951	0.13701	2.54e-003	6.6936e+005
836	0.51092	0.12179	2.54e-003	3.6762e+005
837	0.49737	0.13709	2.54e-003	4.4892e+005
838	0.5391	0.12184	2.54e-003	2.189e+005
839	0.5254	0.1371	2.54e-003	2.7565e+005
840	0.56724	0.12183	2.54e-003	1.1966e+005
841	0.55348	0.13714	2.54e-003	1.5039e+005
842	0.58113	0.10663	2.54e-003	94215
843	0.58146	0.13709	2.54e-003	73989
844	0.59543	0.12185	2.54e-003	69624
845	0.58101	7.6131e-002	2.54e-003	1.0648e+005
846	0.5953	9.146e-002	2.54e-003	95719
847	0.58118	4.557e-002	2.54e-003	94079
848	0.5953	6.0871e-002	2.54e-003	95711
849	0.56733	3.0315e-002	2.54e-003	1.1934e+005
850	0.59547	3.0419e-002	2.54e-003	69446
851	0.58151	1.5179e-002	2.54e-003	73873
852	0.5393	3.0263e-002	2.54e-003	2.1794e+005
853	0.55352	1.5136e-002	2.54e-003	1.5016e+005
854	0.51133	3.0106e-002	2.54e-003	3.652e+005
855	0.52555	1.5127e-002	2.54e-003	2.7462e+005
856	0.48339	2.9979e-002	2.54e-003	5.609e+005
857	0.49762	1.4979e-002	2.54e-003	4.4703e+005
858	0.45547	3.0012e-002	2.54e-003	8.0501e+005
859	0.46969	1.5e-002	2.54e-003	6.6709e+005
860	0.42756	3.0016e-002	2.54e-003	1.0975e+006
861	0.44177	1.5012e-002	2.54e-003	9.3536e+005
862	0.39954	3.0197e-002	2.54e-003	1.4391e+006
863	0.41385	1.5005e-002	2.54e-003	1.2533e+006
864	0.37151	3.0584e-002	2.54e-003	1.8276e+006
865	0.38581	1.5192e-002	2.54e-003	1.6196e+006
866	0.34372	3.0365e-002	2.54e-003	2.2593e+006
867	0.35788	1.5392e-002	2.54e-003	2.0299e+006
868	0.31588	2.9884e-002	2.54e-003	2.7378e+006
869	0.33009	1.4974e-002	2.54e-003	2.4901e+006
870	0.288	3.0286e-002	2.54e-003	3.2602e+006
871	0.30211	1.4911e-002	2.54e-003	2.9985e+006
872	0.26	3.0777e-002	2.54e-003	3.8245e+006
873	0.27428	1.5375e-002	2.54e-003	3.5477e+006
874	0.23165	3.0517e-002	2.54e-003	4.423e+006
875	0.24618	1.5403e-002	2.54e-003	4.1401e+006
876	0.20311	2.9478e-002	2.54e-003	5.0353e+006
877	0.218	1.5115e-002	2.54e-003	4.7535e+006
878	0.17268	2.753e-002	2.54e-003	5.3361e+006
879	0.18971	1.4363e-002	2.54e-003	5.3277e+006
880	0.15982	4.0378e-002	2.54e-003	5.6822e+006
881	0.1434	2.0576e-002	2.54e-003	5.1722e+006
882	0.15965	1.3167e-002	2.54e-003	5.3023e+006
883	5.7355e-002	3.7371e-002	2.54e-003	8.5839e+006
884	6.3496e-002	2.1159e-002	2.54e-003	7.6752e+006
885	5.1288e-002	1.2363e-002	2.54e-003	9.0198e+006
886	3.2143e-002	0.10459	2.54e-003	9.8656e+006
887	4.0831e-002	0.12397	2.54e-003	9.0952e+006
888	1.4694e-002	0.12149	2.54e-003	8.2577e+006
889	2.7521e-002	0.13673	2.54e-003	9.5883e+006
890	3.2489e-002	7.2798e-002	2.54e-003	1.023e+007
891	1.7449e-002	8.9779e-002	2.54e-003	8.4589e+006
892	4.6761e-002	5.3747e-002	2.54e-003	9.2828e+006
893	1.504e-002	5.922e-002	2.54e-003	8.743e+006
894	8.2578e-002	9.5292e-002	2.54e-003	1.0953e+007
895	8.638e-002	7.8352e-002	2.54e-003	1.3013e+007
896	0.15002	5.3503e-002	2.54e-003	6.7601e+006
897	6.4353e-002	0.1303	2.54e-003	7.7073e+006
898	5.1791e-002	0.13963	2.54e-003	8.7738e+006
899	0.13983	0.11002	2.54e-003	6.4479e+006
900	0.12698	0.10176	2.54e-003	1.3103e+007
901	0.11805	0.13942	2.54e-003	3.0613e+006
902	0.13202	0.14577	2.54e-003	4.2301e+006
903	8.4904e-002	0.11058	2.54e-003	1.0433e+007
904	9.3218e-002	0.10184	2.54e-003	1.6542e+007
905	9.5856e-002	0.10965	2.54e-003	1.1028e+007
906	7.8573e-002	0.12494	2.54e-003	7.7241e+006
907	9.1664e-002	0.12158	2.54e-003	7.3581e+006
908	8.9524e-002	0.13672	2.54e-003	5.3952e+006
909	7.6697e-002	0.14307	2.54e-003	6.5743e+006
910	0.11853	1.376e-002	2.54e-003	3.6097e+006
911	0.1325	7.4097e-003	2.54e-003	4.5412e+006
912	8.3029e-002	4.4058e-002	2.54e-003	9.9521e+006
913	8.917e-002	1.5146e-002	2.54e-003	5.6883e+006
914	7.6343e-002	8.7957e-003	2.54e-003	6.2619e+006
915	0.1197	0.11621	2.54e-003	7.0287e+006
916	9.9978e-002	0.10013	2.54e-003	3.0998e+007
917	9.9658e-002	6.0965e-002	2.54e-003	2.0852e+007
918	0.13724	6.1021e-002	2.54e-003	8.18e+006
919	0.12192	5.1692e-002	2.54e-003	1.5354e+007
920	0.10685	0.13335	2.54e-003	3.327e+006
921	0.10685	0.14605	2.54e-003	1.8547e+006
922	0.10685	0.1397	1.27e-003	3.1783e+005
923	0.10685	0.12065	2.54e-003	7.8277e+006
924	0.10685	0.127	1.27e-003	1.6446e+006
925	0.10685	0.10795	2.54e-003	1.5863e+007
926	0.10685	0.1143	1.27e-003	1.6456e+006
927	0.10473	0.1016	2.54e-003	2.7092e+007
928	0.10685	0.1016	1.27e-003	2.587e+006
929	0.10262	0.10795	2.54e-003	2.4066e+007
930	0.10262	0.1016	1.27e-003	8.9639e+006
931	0.10262	0.12065	2.54e-003	9.4346e+006
932	0.10262	0.1143	1.27e-003	2.0625e+006
933	0.10262	0.13335	2.54e-003	5.5819e+006
934	0.10262	0.127	1.27e-003	1.0501e+006
935	0.10262	0.14605	2.54e-003	3.4542e+006
936	0.10262	0.1397	1.27e-003	5.9904e+005
937	0.10685	1.905e-002	2.54e-003	5.128e+006
938	0.10685	6.35e-003	2.54e-003	2.3278e+006
939	0.10685	1.27e-002	1.27e-003	3.6001e+005
940	0.10685	3.175e-002	2.54e-003	9.7269e+006
941	0.10685	2.54e-002	1.27e-003	1.6403e+006
942	0.10685	4.445e-002	2.54e-003	1.693e+007
943	0.10685	3.81e-002	1.27e-003	9.8414e+005
944	0.10473	5.08e-002	2.54e-003	2.144e+007
945	0.10685	5.08e-002	1.27e-003	6.5323e+005
946	0.10262	4.445e-002	2.54e-003	1.8857e+007
947	0.10262	5.08e-002	1.27e-003	9.7259e+005
948	0.10262	3.175e-002	2.54e-003	1.2232e+007
949	0.10262	3.81e-002	1.27e-003	1.1262e+006
950	0.10262	1.905e-002	2.54e-003	9.081e+006
951	0.10262	2.54e-002	1.27e-003	2.0587e+006
952	0.10262	6.35e-003	2.54e-003	4.2064e+006
953	0.10262	1.27e-002	1.27e-003	9.8337e+005
954	0.12081	0.1524	2.54e-003	3.0458e+006
955	0.10685	0.1524	1.27e-003	4.0717e+005
956	0.14875	0.1524	2.54e-003	4.5342e+006
957	0.13478	0.1524	1.27e-003	93292
958	0.17668	0.1524	2.54e-003	5.4245e+006
959	0.16271	0.1524	1.27e-003	33613
960	0.20461	0.1524	2.54e-003	5.1278e+006
961	0.19064	0.1524	1.27e-003	2.3242e+005
962	0.23254	0.1524	2.54e-003	4.5046e+006
963	0.21857	0.1524	1.27e-003	56037
964	0.26047	0.1524	2.54e-003	3.9107e+006
965	0.2465	0.1524	1.27e-003	81487
966	0.2884	0.1524	2.54e-003	3.2938e+006
967	0.27443	0.1524	1.27e-003	95486
968	0.31633	0.1524	2.54e-003	2.7534e+006
969	0.30236	0.1524	1.27e-003	89385
970	0.34426	0.1524	2.54e-003	2.2664e+006
971	0.33029	0.1524	1.27e-003	81350
972	0.37219	0.1524	2.54e-003	1.8263e+006
973	0.35822	0.1524	1.27e-003	79443
974	0.40012	0.1524	2.54e-003	1.4347e+006
975	0.38616	0.1524	1.27e-003	66033
976	0.42805	0.1524	2.54e-003	1.096e+006
977	0.41409	0.1524	1.27e-003	56839
978	0.45598	0.1524	2.54e-003	8.0321e+005
979	0.44202	0.1524	1.27e-003	49390
980	0.48391	0.1524	2.54e-003	5.5846e+005
981	0.46995	0.1524	1.27e-003	41921
982	0.51184	0.1524	2.54e-003	3.6126e+005
983	0.49788	0.1524	1.27e-003	34000
984	0.53977	0.1524	2.54e-003	2.1102e+005
985	0.52581	0.1524	1.27e-003	25211
986	0.5677	0.1524	2.54e-003	1.077e+005
987	0.55374	0.1524	1.27e-003	16609
988	0.59563	0.1524	2.54e-003	49062
989	0.58167	0.1524	1.27e-003	9124.1
990	0.6096	0.13716	2.54e-003	43138
991	0.6096	0.1524	1.27e-003	1712.9
992	0.6096	0.10668	2.54e-003	70954
993	0.6096	0.12192	1.27e-003	3514.6
994	0.6096	7.62e-002	2.54e-003	85020
995	0.6096	9.144e-002	1.27e-003	3765.9
996	0.6096	4.572e-002	2.54e-003	70909
997	0.6096	6.096e-002	1.27e-003	3754.9
998	0.6096	1.524e-002	2.54e-003	43081
999	0.6096	3.048e-002	1.27e-003	3485.3
1000	3.9968e-016	4.572e-002	2.54e-003	7.0297e+006
1001	1.3323e-016	1.524e-002	2.54e-003	5.6613e+006
1002	2.7006e-016	3.048e-002	1.27e-003	4.589e+005
1003	6.6613e-016	7.62e-002	2.54e-003	7.2562e+006
1004	5.4012e-016	6.096e-002	1.27e-003	1.5263e+005
1005	9.3259e-016	0.10668	2.54e-003	7.1043e+006
1006	8.1018e-016	9.144e-002	1.27e-003	1.0916e+005
1007	1.199e-015	0.13716	2.54e-003	5.7646e+006
1008	1.0802e-015	0.12192	1.27e-003	3.6956e+005
1009	0.59563	0.	2.54e-003	48983
1010	0.6096	0.	1.27e-003	1828.3
1011	0.5677	0.	2.54e-003	1.0773e+005
1012	0.58167	0.	1.27e-003	9113.5
1013	0.53977	0.	2.54e-003	2.1063e+005
1014	0.55374	0.	1.27e-003	16533
1015	0.51184	0.	2.54e-003	3.6057e+005
1016	0.52581	0.	1.27e-003	25341
1017	0.48391	0.	2.54e-003	5.5749e+005
1018	0.49788	0.	1.27e-003	34264
1019	0.45598	0.	2.54e-003	8.0175e+005
1020	0.46995	0.	1.27e-003	42490
1021	0.42805	0.	2.54e-003	1.0956e+006
1022	0.44202	0.	1.27e-003	51043
1023	0.40012	0.	2.54e-003	1.4383e+006
1024	0.41409	0.	1.27e-003	59337
1025	0.37219	0.	2.54e-003	1.8261e+006
1026	0.38616	0.	1.27e-003	64991
1027	0.34426	0.	2.54e-003	2.2649e+006
1028	0.35822	0.	1.27e-003	72088
1029	0.31633	0.	2.54e-003	2.7552e+006
1030	0.33029	0.	1.27e-003	84127
1031	0.2884	0.	2.54e-003	3.2899e+006
1032	0.30236	0.	1.27e-003	91518
1033	0.26047	0.	2.54e-003	3.8665e+006
1034	0.27443	0.	1.27e-003	89659
1035	0.23254	0.	2.54e-003	4.4731e+006
1036	0.2465	0.	1.27e-003	86659
1037	0.20461	0.	2.54e-003	5.0465e+006
1038	0.21857	0.	1.27e-003	75773
1039	0.17668	0.	2.54e-003	5.284e+006
1040	0.19064	0.	1.27e-003	73343
1041	0.14875	0.	2.54e-003	4.5932e+006
