Node Number	X Location (m)	Y Location (m)	Z Location (m)	Minimum Principal Stress (Pa)
524	0.45514	0.12156	0.	-7.7921e+005
525	0.46899	0.10637	0.	-6.4347e+005
526	0.46907	0.12162	1.27e-003	-11170
527	0.46951	0.13701	0.	-6.3386e+005
528	0.4273	0.1216	0.	-1.0716e+006
529	0.44106	0.10624	0.	-9.1287e+005
530	0.44121	0.12151	1.27e-003	-13125
531	0.44162	0.13696	0.	-9.0298e+005
532	0.39958	0.12183	0.	-1.4109e+006
533	0.41322	0.1064	0.	-1.2295e+006
534	0.41339	0.12168	1.27e-003	-15049
535	0.41374	0.13704	0.	-1.2201e+006
536	0.37193	0.12276	0.	-1.7985e+006
537	0.3855	0.10678	0.	-1.5931e+006
538	0.38576	0.12199	1.27e-003	-17690
539	0.38596	0.13719	0.	-1.5846e+006
540	0.344	0.12317	0.	-2.2393e+006
541	0.35768	0.10807	0.	-2.007e+006
542	0.3581	0.12353	1.27e-003	-19264
543	0.35816	0.13797	0.	-2.0042e+006
544	0.31581	0.12274	0.	-2.7346e+006
545	0.32985	0.10763	0.	-2.4679e+006
546	0.3299	0.1228	1.27e-003	-22332
547	0.3301	0.1376	0.	-2.4704e+006
548	0.2874	0.1226	0.	-3.2797e+006
549	0.30182	0.10788	0.	-2.986e+006
550	0.30171	0.12267	1.27e-003	-24228
551	0.30204	0.13754	0.	-2.9913e+006
552	0.25852	0.12215	0.	-3.8817e+006
553	0.27305	0.10734	0.	-3.5556e+006
554	0.27309	0.12253	1.27e-003	-26658
555	0.27376	0.13747	0.	-3.564e+006
556	0.22856	0.12148	0.	-4.6157e+006
557	0.24379	0.1067	0.	-4.1884e+006
558	0.24395	0.12177	1.27e-003	-12319
559	0.24523	0.13709	0.	-4.22e+006
560	0.19498	0.12004	0.	-5.4541e+006
561	0.21335	0.10612	0.	-4.9791e+006
562	0.21317	0.12119	1.27e-003	-31263
563	0.21587	0.13679	0.	-4.9568e+006
564	0.16574	0.12556	0.	-5.5993e+006
565	0.18113	0.10349	0.	-5.7832e+006
566	0.17679	0.11889	1.27e-003	-33312
567	0.18372	0.13565	0.	-5.6171e+006
568	0.15468	0.13224	1.27e-003	-1.1793e+005
569	0.15869	0.14232	0.	-5.2944e+006
570	0.20261	5.8879e-002	0.	-5.1929e+006
571	0.18711	7.2747e-002	0.	-5.6344e+006
572	0.18874	5.7406e-002	1.27e-003	-45296
573	0.2308	6.0845e-002	0.	-4.4795e+006
574	0.215	7.5699e-002	0.	-4.8671e+006
575	0.21647	6.0351e-002	1.27e-003	-26374
576	0.25968	6.1617e-002	0.	-3.8374e+006
577	0.24438	7.6487e-002	0.	-4.1629e+006
578	0.24513	6.1339e-002	1.27e-003	-36227
579	0.28827	6.2117e-002	0.	-3.2455e+006
580	0.27362	7.7023e-002	0.	-3.5371e+006
581	0.27423	6.1895e-002	1.27e-003	-27372
582	0.31591	6.1973e-002	0.	-2.717e+006
583	0.30212	7.7713e-002	0.	-2.9707e+006
584	0.30231	6.2339e-002	1.27e-003	-22257
585	0.34332	6.1522e-002	0.	-2.2406e+006
586	0.32966	7.7032e-002	0.	-2.4658e+006
587	0.32951	6.1607e-002	1.27e-003	-21042
588	0.37114	6.1183e-002	0.	-1.8058e+006
589	0.3572	7.7019e-002	0.	-2.0105e+006
590	0.35713	6.1437e-002	1.27e-003	-19663
591	0.3991	6.0678e-002	0.	-1.4166e+006
592	0.38519	7.6252e-002	0.	-1.5971e+006
593	0.38514	6.0928e-002	1.27e-003	-18180
594	0.42702	6.0467e-002	0.	-1.0741e+006
595	0.41305	7.5774e-002	0.	-1.2315e+006
596	0.41306	6.0428e-002	1.27e-003	-15760
597	0.45492	6.0577e-002	0.	-7.8011e+005
598	0.44094	7.5738e-002	0.	-9.1356e+005
599	0.44097	6.0505e-002	1.27e-003	-13408
600	0.48283	6.0727e-002	0.	-5.349e+005
601	0.46889	7.589e-002	0.	-6.4389e+005
602	0.46887	6.0649e-002	1.27e-003	-11180
603	0.51074	6.0804e-002	0.	-3.3773e+005
604	0.49679	7.6033e-002	0.	-4.2259e+005
605	0.49678	6.0805e-002	1.27e-003	-8940.2
606	0.53884	6.0832e-002	0.	-1.8819e+005
607	0.52474	7.6083e-002	0.	-2.4979e+005
608	0.52471	6.0802e-002	1.27e-003	-6864.6
609	0.55291	7.613e-002	0.	-1.2471e+005
610	0.55298	6.0862e-002	1.27e-003	-4655.5
611	0.53881	9.1381e-002	0.	-1.8839e+005
612	0.55283	9.1399e-002	1.27e-003	-4686.7
613	0.5108	9.1312e-002	0.	-3.3722e+005
614	0.52478	9.1364e-002	1.27e-003	-6852.1
615	0.48286	9.1195e-002	0.	-5.3443e+005
616	0.49681	9.126e-002	1.27e-003	-8976.4
617	0.4549	9.1051e-002	0.	-7.8031e+005
618	0.4689	9.1131e-002	1.27e-003	-11282
619	0.42697	9.1045e-002	0.	-1.0739e+006
620	0.4409	9.0971e-002	1.27e-003	-13389
621	0.39914	9.1348e-002	0.	-1.415e+006
622	0.41304	9.112e-002	1.27e-003	-15741
623	0.37125	9.2088e-002	0.	-1.8047e+006
624	0.38523	9.1576e-002	1.27e-003	-17432
625	0.34353	9.2529e-002	0.	-2.2385e+006
626	0.35726	9.2601e-002	1.27e-003	-18884
627	0.31586	9.2772e-002	0.	-2.7218e+006
628	0.3298	9.2457e-002	1.27e-003	-21899
629	0.28747	9.262e-002	0.	-3.264e+006
630	0.30192	9.3087e-002	1.27e-003	-23640
631	0.25832	9.1893e-002	0.	-3.8637e+006
632	0.27302	9.2152e-002	1.27e-003	-29528
633	0.22858	9.134e-002	0.	-4.5517e+006
634	0.24363	9.1634e-002	1.27e-003	-18548
635	0.1995	8.9567e-002	0.	-5.3083e+006
636	0.17337	8.4351e-002	0.	-6.1431e+006
637	0.18547	8.8087e-002	1.27e-003	-91747
638	0.21353	9.1046e-002	1.27e-003	-27927
639	0.12439	0.12825	1.27e-003	-1.8895e+005
640	0.11562	0.12763	0.	-3.6767e+006
641	8.0316e-002	2.9992e-002	1.27e-003	-1.0766e+005
642	9.1466e-002	2.7696e-002	0.	-8.8897e+006
643	6.7555e-002	6.8505e-002	1.27e-003	-1.5555e+005
644	8.5086e-002	5.9653e-002	0.	-2.0136e+007
645	2.6809e-002	2.9261e-002	1.27e-003	-1.3088e+005
646	2.6231e-002	1.463e-002	0.	-8.9264e+006
647	1.3404e-002	2.987e-002	0.	-1.1231e+007
648	0.12884	3.1602e-002	0.	-5.0959e+006
649	0.12502	2.5807e-002	1.27e-003	-30936
650	0.11593	2.5604e-002	0.	-5.3547e+006
651	0.13266	3.7398e-002	1.27e-003	-4.8014e+005
652	0.11975	3.7749e-002	0.	-7.6829e+006
653	0.11796	7.1299e-002	0.	-1.1212e+007
654	0.11634	6.4848e-002	1.27e-003	-76943
655	0.11159	5.7824e-002	0.	-1.828e+007
656	0.11214	9.2605e-002	0.	-1.4346e+007
657	0.10435	9.3347e-002	0.	-1.9705e+007
658	0.1076	8.9654e-002	0.	-1.6707e+007
659	0.10723	9.3445e-002	1.27e-003	-1.8559e+006
660	0.10492	9.7523e-002	0.	-2.9887e+007
661	0.12494	8.8801e-002	0.	-1.0245e+007
662	0.1165	8.8407e-002	0.	-1.1437e+007
663	0.11704	9.1765e-002	1.27e-003	-1.2599e+006
664	0.11195	9.6683e-002	0.	-1.7887e+007
665	0.1009	9.1222e-002	0.	-1.8919e+007
666	0.10148	9.3249e-002	1.27e-003	-1.7079e+006
667	9.8371e-002	8.3198e-002	0.	-1.4702e+007
668	9.7089e-002	8.8313e-002	0.	-1.5687e+007
669	9.3863e-002	8.7432e-002	1.27e-003	-2.3953e+005
670	0.12621	8.1793e-002	0.	-1.1091e+007
671	0.13285	8.5837e-002	1.27e-003	-6.7449e+005
672	0.10542	8.2413e-002	0.	-1.4571e+007
673	0.11123	7.8357e-002	0.	-1.3022e+007
674	0.10288	7.8964e-002	1.27e-003	-5.5674e+005
675	0.16128	8.0615e-002	1.27e-003	-96928
676	0.10414	8.7529e-002	0.	-1.5368e+007
677	0.11196	8.5456e-002	0.	-1.3862e+007
678	0.10796	8.5863e-002	1.27e-003	-6.7526e+005
679	0.10031	8.9195e-002	1.27e-003	-95918
680	0.11777	8.1399e-002	0.	-1.2265e+007
681	0.11958	7.775e-002	1.27e-003	-3.3062e+005
682	0.11596	8.5048e-002	1.27e-003	-3.7064e+005
683	6.028e-002	0.10365	1.27e-003	-1.1622e+005
684	4.7589e-002	9.5882e-002	2.54e-003	-9.8107e+005
685	6.8171e-002	9.461e-002	2.54e-003	-1.0583e+005
686	5.6277e-002	0.11526	2.54e-003	2.0928e+005
687	7.0497e-002	0.1099	2.54e-003	18760
688	0.11777	8.1399e-002	2.54e-003	-6.6613e+005
689	0.11196	8.5456e-002	2.54e-003	-1.2965e+006
690	0.1165	8.8407e-002	2.54e-003	-1.2757e+006
691	0.11123	7.8357e-002	2.54e-003	-1.3136e+006
692	0.12621	8.1793e-002	2.54e-003	-4.7109e+005
693	0.11796	7.1299e-002	2.54e-003	-1.6452e+006
694	0.10414	8.7529e-002	2.54e-003	-2.4812e+006
695	9.7089e-002	8.8313e-002	2.54e-003	-2.5081e+006
696	0.1009	9.1222e-002	2.54e-003	-2.3324e+006
697	0.10542	8.2413e-002	2.54e-003	-1.9981e+006
698	0.1076	8.9654e-002	2.54e-003	-2.535e+006
699	0.17337	8.4351e-002	2.54e-003	-8224.1
700	0.16217	6.7518e-002	2.54e-003	72101
701	0.15419	9.1271e-002	2.54e-003	1.616e+005
702	0.14939	7.5037e-002	2.54e-003	1.4291e+005
703	9.8371e-002	8.3198e-002	2.54e-003	-1.8041e+006
704	9.979e-002	7.5047e-002	2.54e-003	-2.4447e+006
705	0.12494	8.8801e-002	2.54e-003	-1.2197e+006
706	0.13998	9.3882e-002	2.54e-003	-504.17
707	0.13517	7.7647e-002	2.54e-003	-23876
708	8.4962e-002	8.6503e-002	2.54e-003	-5.1049e+005
709	9.5602e-002	9.305e-002	2.54e-003	-2.5279e+006
710	0.10435	9.3347e-002	2.54e-003	-1.7379e+006
711	9.9408e-002	9.5958e-002	2.54e-003	-1.7211e+006
712	0.11214	9.2605e-002	2.54e-003	-2.3784e+006
713	0.11195	9.6683e-002	2.54e-003	1.2797e+006
714	0.10492	9.7523e-002	2.54e-003	-1.7564e+006
715	0.10652	6.7989e-002	2.54e-003	-2.7577e+006
716	0.12692	6.7153e-002	2.54e-003	-6.247e+005
717	0.11159	5.7824e-002	2.54e-003	-2.2909e+005
718	0.12884	3.1602e-002	2.54e-003	-9.3386e+005
719	0.14462	3.1866e-002	2.54e-003	-5.4334e+005
720	0.13482	4.4991e-002	2.54e-003	-2.1395e+005
721	0.11975	3.7749e-002	2.54e-003	-1.23e+006
722	0.12762	2.0313e-002	2.54e-003	-8.8773e+005
723	0.11593	2.5604e-002	2.54e-003	-1.1685e+006
724	3.9038e-002	2.6994e-002	2.54e-003	-9.1942e+005
725	2.8444e-002	4.337e-002	2.54e-003	-2.1195e+006
726	1.3404e-002	2.987e-002	2.54e-003	2.326e+006
727	2.6231e-002	1.463e-002	2.54e-003	-1.6002e+006
728	5.1227e-002	7.8312e-002	2.54e-003	-5.976e+005
729	7.1808e-002	7.704e-002	2.54e-003	2.8204e+005
730	6.5499e-002	5.9261e-002	2.54e-003	5.571e+005
731	8.5086e-002	5.9653e-002	2.54e-003	2.5992e+006
732	7.1879e-002	4.0004e-002	2.54e-003	1.04e+005
733	7.802e-002	2.3792e-002	2.54e-003	-4.2389e+005
734	9.1466e-002	2.7696e-002	2.54e-003	-7.6196e+005
735	0.12682	0.1337	2.54e-003	-9.1693e+005
736	0.12847	0.12318	2.54e-003	-1.0558e+006
737	0.11562	0.12763	2.54e-003	-1.1759e+006
738	0.1995	8.9567e-002	2.54e-003	-44647
739	0.22858	9.134e-002	2.54e-003	14929
740	0.215	7.5699e-002	2.54e-003	24206
741	0.21335	0.10612	2.54e-003	-5615.7
742	0.18711	7.2747e-002	2.54e-003	-70176
743	0.18113	0.10349	2.54e-003	-69115
744	0.25832	9.1893e-002	2.54e-003	4395.3
745	0.24438	7.6487e-002	2.54e-003	-4955.5
746	0.24379	0.1067	2.54e-003	25457
747	0.28747	9.262e-002	2.54e-003	3293.9
748	0.27362	7.7023e-002	2.54e-003	1915.6
749	0.27305	0.10734	2.54e-003	-82.163
750	0.31586	9.2772e-002	2.54e-003	-17702
751	0.30212	7.7713e-002	2.54e-003	-4427.4
752	0.30182	0.10788	2.54e-003	-5491.9
753	0.34353	9.2529e-002	2.54e-003	-40374
754	0.32966	7.7032e-002	2.54e-003	-31818
755	0.32985	0.10763	2.54e-003	-31309
756	0.37125	9.2088e-002	2.54e-003	-53094
757	0.3572	7.7019e-002	2.54e-003	-47045
758	0.35768	0.10807	2.54e-003	-44460
759	0.39914	9.1348e-002	2.54e-003	-61452
760	0.38519	7.6252e-002	2.54e-003	-56439
761	0.3855	0.10678	2.54e-003	-53643
762	0.42697	9.1045e-002	2.54e-003	-66822
763	0.41305	7.5774e-002	2.54e-003	-62840
764	0.41322	0.1064	2.54e-003	-58794
765	0.4549	9.1051e-002	2.54e-003	-69942
766	0.44094	7.5738e-002	2.54e-003	-66786
767	0.44106	0.10624	2.54e-003	-61628
768	0.48286	9.1195e-002	2.54e-003	-72082
769	0.46889	7.589e-002	2.54e-003	-69298
770	0.46899	0.10637	2.54e-003	-63260
771	0.5108	9.1312e-002	2.54e-003	-73209
772	0.49679	7.6033e-002	2.54e-003	-70996
773	0.49683	0.10652	2.54e-003	-64296
774	0.53881	9.1381e-002	2.54e-003	-73665
775	0.52474	7.6083e-002	2.54e-003	-72015
776	0.52489	0.10658	2.54e-003	-64463
777	0.55291	7.613e-002	2.54e-003	-72947
778	0.55302	0.10664	2.54e-003	-64013
779	0.56692	9.144e-002	2.54e-003	-73802
780	0.53884	6.0832e-002	2.54e-003	-73426
781	0.567	6.0822e-002	2.54e-003	-73849
782	0.55315	4.5567e-002	2.54e-003	-64129
783	0.51074	6.0804e-002	2.54e-003	-72423
784	0.525	4.5528e-002	2.54e-003	-64708
785	0.48283	6.0727e-002	2.54e-003	-71111
786	0.49707	4.5382e-002	2.54e-003	-64303
787	0.45492	6.0577e-002	2.54e-003	-69160
788	0.46915	4.5324e-002	2.54e-003	-63530
789	0.42702	6.0467e-002	2.54e-003	-65870
790	0.44124	4.5264e-002	2.54e-003	-61641
791	0.3991	6.0678e-002	2.54e-003	-60885
792	0.41333	4.5219e-002	2.54e-003	-58064
793	0.37114	6.1183e-002	2.54e-003	-53348
794	0.38531	4.5656e-002	2.54e-003	-53257
795	0.34332	6.1522e-002	2.54e-003	-41258
796	0.35734	4.611e-002	2.54e-003	-45349
797	0.31591	6.1973e-002	2.54e-003	-20999
798	0.3297	4.5777e-002	2.54e-003	-30905
799	0.28827	6.2117e-002	2.54e-003	3206.6
800	0.30209	4.608e-002	2.54e-003	-10093
801	0.25968	6.1617e-002	2.54e-003	-7464.9
802	0.27418	4.6322e-002	2.54e-003	5535.6
803	0.2308	6.0845e-002	2.54e-003	4801.5
804	0.2455	4.6072e-002	2.54e-003	-9299.1
805	0.20261	5.8879e-002	2.54e-003	-1293.1
806	0.21695	4.529e-002	2.54e-003	19789
807	0.18876	4.3066e-002	2.54e-003	-59699
808	0.1759	5.5914e-002	2.54e-003	8173.8
809	0.16574	0.12556	2.54e-003	-1.1122e+005
810	0.14196	0.13569	2.54e-003	-2.3885e+005
811	0.14361	0.12517	2.54e-003	-5.1722e+005
812	0.15869	0.14232	2.54e-003	-1.022e+005
813	0.19498	0.12004	2.54e-003	-30220
814	0.16195	0.11041	2.54e-003	1.039e+005
815	0.18372	0.13565	2.54e-003	-53335
816	0.22856	0.12148	2.54e-003	4702.3
817	0.21587	0.13679	2.54e-003	5082.8
818	0.25852	0.12215	2.54e-003	21216
819	0.24523	0.13709	2.54e-003	20909
820	0.2874	0.1226	2.54e-003	-800.75
821	0.27376	0.13747	2.54e-003	-8185.1
822	0.31581	0.12274	2.54e-003	-21520
823	0.30204	0.13754	2.54e-003	-25767
824	0.344	0.12317	2.54e-003	-38244
825	0.3301	0.1376	2.54e-003	-42262
826	0.37193	0.12276	2.54e-003	-48109
827	0.35816	0.13797	2.54e-003	-50396
828	0.39958	0.12183	2.54e-003	-54218
829	0.38596	0.13719	2.54e-003	-58094
830	0.4273	0.1216	2.54e-003	-56840
831	0.41374	0.13704	2.54e-003	-64351
832	0.45514	0.12156	2.54e-003	-58158
833	0.44162	0.13696	2.54e-003	-65896
834	0.48297	0.1217	2.54e-003	-58608
835	0.46951	0.13701	2.54e-003	-66316
836	0.51092	0.12179	2.54e-003	-58542
837	0.49737	0.13709	2.54e-003	-65940
838	0.5391	0.12184	2.54e-003	-57530
839	0.5254	0.1371	2.54e-003	-63452
840	0.56724	0.12183	2.54e-003	-54883
841	0.55348	0.13714	2.54e-003	-58850
842	0.58113	0.10663	2.54e-003	-62604
843	0.58146	0.13709	2.54e-003	-51373
844	0.59543	0.12185	2.54e-003	-49737
845	0.58101	7.6131e-002	2.54e-003	-73309
846	0.5953	9.146e-002	2.54e-003	-71737
847	0.58118	4.557e-002	2.54e-003	-62562
848	0.5953	6.0871e-002	2.54e-003	-71773
849	0.56733	3.0315e-002	2.54e-003	-54917
850	0.59547	3.0419e-002	2.54e-003	-49787
851	0.58151	1.5179e-002	2.54e-003	-51210
852	0.5393	3.0263e-002	2.54e-003	-58173
853	0.55352	1.5136e-002	2.54e-003	-58971
854	0.51133	3.0106e-002	2.54e-003	-59645
855	0.52555	1.5127e-002	2.54e-003	-63377
856	0.48339	2.9979e-002	2.54e-003	-59895
857	0.49762	1.4979e-002	2.54e-003	-65021
858	0.45547	3.0012e-002	2.54e-003	-59232
859	0.46969	1.5e-002	2.54e-003	-65747
860	0.42756	3.0016e-002	2.54e-003	-57029
861	0.44177	1.5012e-002	2.54e-003	-64734
862	0.39954	3.0197e-002	2.54e-003	-53546
863	0.41385	1.5005e-002	2.54e-003	-62819
864	0.37151	3.0584e-002	2.54e-003	-48413
865	0.38581	1.5192e-002	2.54e-003	-61012
866	0.34372	3.0365e-002	2.54e-003	-38083
867	0.35788	1.5392e-002	2.54e-003	-53208
868	0.31588	2.9884e-002	2.54e-003	-22641
869	0.33009	1.4974e-002	2.54e-003	-39643
870	0.288	3.0286e-002	2.54e-003	625.99
871	0.30211	1.4911e-002	2.54e-003	-27758
872	0.26	3.0777e-002	2.54e-003	3953.4
873	0.27428	1.5375e-002	2.54e-003	-754.23
874	0.23165	3.0517e-002	2.54e-003	5933.
875	0.24618	1.5403e-002	2.54e-003	4555.8
876	0.20311	2.9478e-002	2.54e-003	-39795
877	0.218	1.5115e-002	2.54e-003	22244
878	0.17268	2.753e-002	2.54e-003	-91611
879	0.18971	1.4363e-002	2.54e-003	-90978
880	0.15982	4.0378e-002	2.54e-003	-27086
881	0.1434	2.0576e-002	2.54e-003	-2.8463e+005
882	0.15965	1.3167e-002	2.54e-003	-77711
883	5.7355e-002	3.7371e-002	2.54e-003	2.5496e+005
884	6.3496e-002	2.1159e-002	2.54e-003	22580
885	5.1288e-002	1.2363e-002	2.54e-003	1.1578e+005
886	3.2143e-002	0.10459	2.54e-003	-2.0276e+006
887	4.0831e-002	0.12397	2.54e-003	-8.3727e+005
888	1.4694e-002	0.12149	2.54e-003	2.3719e+006
889	2.7521e-002	0.13673	2.54e-003	-1.6928e+006
890	3.2489e-002	7.2798e-002	2.54e-003	-2.116e+006
891	1.7449e-002	8.9779e-002	2.54e-003	2.5495e+006
892	4.6761e-002	5.3747e-002	2.54e-003	-9.3329e+005
893	1.504e-002	5.922e-002	2.54e-003	2.4271e+006
894	8.2578e-002	9.5292e-002	2.54e-003	-3.6541e+005
895	8.638e-002	7.8352e-002	2.54e-003	-7.4884e+005
896	0.15002	5.3503e-002	2.54e-003	2.0935e+005
897	6.4353e-002	0.1303	2.54e-003	66603
898	5.1791e-002	0.13963	2.54e-003	2.2759e+005
899	0.13983	0.11002	2.54e-003	-2.8015e+005
900	0.12698	0.10176	2.54e-003	2.3488e+006
901	0.11805	0.13942	2.54e-003	1.7226e+005
902	0.13202	0.14577	2.54e-003	-2.4987e+005
903	8.4904e-002	0.11058	2.54e-003	-1.4965e+006
904	9.3218e-002	0.10184	2.54e-003	-2.8071e+006
905	9.5856e-002	0.10965	2.54e-003	-1.9425e+006
906	7.8573e-002	0.12494	2.54e-003	-7.0149e+005
907	9.1664e-002	0.12158	2.54e-003	1.1114e+005
908	8.9524e-002	0.13672	2.54e-003	3.537e+005
909	7.6697e-002	0.14307	2.54e-003	-4.6544e+005
910	0.11853	1.376e-002	2.54e-003	2.1318e+005
911	0.1325	7.4097e-003	2.54e-003	-4.4554e+005
912	8.3029e-002	4.4058e-002	2.54e-003	83199
913	8.917e-002	1.5146e-002	2.54e-003	4.5242e+005
914	7.6343e-002	8.7957e-003	2.54e-003	-5.0636e+005
915	0.1197	0.11621	2.54e-003	-1.6647e+006
916	9.9978e-002	0.10013	2.54e-003	-2.0156e+006
917	9.9658e-002	6.0965e-002	2.54e-003	4.1983e+005
918	0.13724	6.1021e-002	2.54e-003	3.5917e+005
919	0.12192	5.1692e-002	2.54e-003	1.5852e+006
920	0.10685	0.13335	2.54e-003	-1.9602e+005
921	0.10685	0.14605	2.54e-003	3.8887e+005
922	0.10685	0.1397	1.27e-003	-1.835e+005
923	0.10685	0.12065	2.54e-003	-2.572e+006
924	0.10685	0.127	1.27e-003	-9.4953e+005
925	0.10685	0.10795	2.54e-003	-2.8166e+005
926	0.10685	0.1143	1.27e-003	-9.5006e+005
927	0.10473	0.1016	2.54e-003	1.5568e+006
928	0.10685	0.1016	1.27e-003	-1.4936e+006
929	0.10262	0.10795	2.54e-003	-1.1397e+006
930	0.10262	0.1016	1.27e-003	-5.1753e+006
931	0.10262	0.12065	2.54e-003	-1.3064e+006
932	0.10262	0.1143	1.27e-003	-1.1908e+006
933	0.10262	0.13335	2.54e-003	7.4242e+005
934	0.10262	0.127	1.27e-003	-6.0627e+005
935	0.10262	0.14605	2.54e-003	8.3196e+005
936	0.10262	0.1397	1.27e-003	-3.4586e+005
937	0.10685	1.905e-002	2.54e-003	-3.1665e+005
938	0.10685	6.35e-003	2.54e-003	4.3713e+005
939	0.10685	1.27e-002	1.27e-003	-2.0785e+005
940	0.10685	3.175e-002	2.54e-003	-2.0816e+006
941	0.10685	2.54e-002	1.27e-003	-9.4702e+005
942	0.10685	4.445e-002	2.54e-003	-1.0739e+005
943	0.10685	3.81e-002	1.27e-003	-5.6819e+005
944	0.10473	5.08e-002	2.54e-003	3.6232e+006
945	0.10685	5.08e-002	1.27e-003	-3.7714e+005
946	0.10262	4.445e-002	2.54e-003	2.1417e+006
947	0.10262	5.08e-002	1.27e-003	-5.6152e+005
948	0.10262	3.175e-002	2.54e-003	-1.7603e+005
949	0.10262	3.81e-002	1.27e-003	-6.5019e+005
950	0.10262	1.905e-002	2.54e-003	-1.5491e+005
951	0.10262	2.54e-002	1.27e-003	-1.1886e+006
952	0.10262	6.35e-003	2.54e-003	8.808e+005
953	0.10262	1.27e-002	1.27e-003	-5.6775e+005
954	0.12081	0.1524	2.54e-003	2.6368e+005
955	0.10685	0.1524	1.27e-003	-2.3508e+005
956	0.14875	0.1524	2.54e-003	48344
957	0.13478	0.1524	1.27e-003	-53862
958	0.17668	0.1524	2.54e-003	-1.8977e+005
959	0.16271	0.1524	1.27e-003	-19406
960	0.20461	0.1524	2.54e-003	-38707
961	0.19064	0.1524	1.27e-003	-1.3419e+005
962	0.23254	0.1524	2.54e-003	21682
963	0.21857	0.1524	1.27e-003	-32353
964	0.26047	0.1524	2.54e-003	-18956
965	0.2465	0.1524	1.27e-003	-47046
966	0.2884	0.1524	2.54e-003	-36333
967	0.27443	0.1524	1.27e-003	-55129
968	0.31633	0.1524	2.54e-003	-48941
969	0.30236	0.1524	1.27e-003	-51606
970	0.34426	0.1524	2.54e-003	-57062
971	0.33029	0.1524	1.27e-003	-46967
972	0.37219	0.1524	2.54e-003	-63394
973	0.35822	0.1524	1.27e-003	-45867
974	0.40012	0.1524	2.54e-003	-71124
975	0.38616	0.1524	1.27e-003	-38124
976	0.42805	0.1524	2.54e-003	-76447
977	0.41409	0.1524	1.27e-003	-32816
978	0.45598	0.1524	2.54e-003	-77067
979	0.44202	0.1524	1.27e-003	-28515
980	0.48391	0.1524	2.54e-003	-76608
981	0.46995	0.1524	1.27e-003	-24203
982	0.51184	0.1524	2.54e-003	-73783
983	0.49788	0.1524	1.27e-003	-19630
984	0.53977	0.1524	2.54e-003	-67732
985	0.52581	0.1524	1.27e-003	-14556
986	0.5677	0.1524	2.54e-003	-58441
987	0.55374	0.1524	1.27e-003	-9589.1
988	0.59563	0.1524	2.54e-003	-44009
989	0.58167	0.1524	1.27e-003	-5267.8
990	0.6096	0.13716	2.54e-003	-40668
991	0.6096	0.1524	1.27e-003	-988.98
992	0.6096	0.10668	2.54e-003	-58214
993	0.6096	0.12192	1.27e-003	-2029.2
994	0.6096	7.62e-002	2.54e-003	-69655
995	0.6096	9.144e-002	1.27e-003	-2174.2
996	0.6096	4.572e-002	2.54e-003	-58338
997	0.6096	6.096e-002	1.27e-003	-2167.9
998	0.6096	1.524e-002	2.54e-003	-40761
999	0.6096	3.048e-002	1.27e-003	-2012.2
1000	3.9968e-016	4.572e-002	2.54e-003	6.8741e+006
1001	1.3323e-016	1.524e-002	2.54e-003	5.3857e+006
1002	2.7006e-016	3.048e-002	1.27e-003	-2.6495e+005
1003	6.6613e-016	7.62e-002	2.54e-003	7.0911e+006
1004	5.4012e-016	6.096e-002	1.27e-003	-88123
1005	9.3259e-016	0.10668	2.54e-003	6.9423e+006
1006	8.1018e-016	9.144e-002	1.27e-003	-63021
1007	1.199e-015	0.13716	2.54e-003	5.5219e+006
1008	1.0802e-015	0.12192	1.27e-003	-2.1336e+005
1009	0.59563	0.	2.54e-003	-43878
1010	0.6096	0.	1.27e-003	-1055.6
1011	0.5677	0.	2.54e-003	-58367
1012	0.58167	0.	1.27e-003	-5261.7
1013	0.53977	0.	2.54e-003	-67107
1014	0.55374	0.	1.27e-003	-9545.4
1015	0.51184	0.	2.54e-003	-71621
1016	0.52581	0.	1.27e-003	-14631
1017	0.48391	0.	2.54e-003	-73739
1018	0.49788	0.	1.27e-003	-19782
1019	0.45598	0.	2.54e-003	-74123
1020	0.46995	0.	1.27e-003	-24531
1021	0.42805	0.	2.54e-003	-73470
1022	0.44202	0.	1.27e-003	-29469
1023	0.40012	0.	2.54e-003	-73198
1024	0.41409	0.	1.27e-003	-34258
1025	0.37219	0.	2.54e-003	-68570
1026	0.38616	0.	1.27e-003	-37522
1027	0.34426	0.	2.54e-003	-57540
1028	0.35822	0.	1.27e-003	-41620
1029	0.31633	0.	2.54e-003	-47561
1030	0.33029	0.	1.27e-003	-48571
1031	0.2884	0.	2.54e-003	-32055
1032	0.30236	0.	1.27e-003	-52838
1033	0.26047	0.	2.54e-003	-4605.1
1034	0.27443	0.	1.27e-003	-51765
1035	0.23254	0.	2.54e-003	20613
1036	0.2465	0.	1.27e-003	-50033
1037	0.20461	0.	2.54e-003	-29061
1038	0.21857	0.	1.27e-003	-43748
1039	0.17668	0.	2.54e-003	-1.7196e+005
1040	0.19064	0.	1.27e-003	-42344
1041	0.14875	0.	2.54e-003	-1.8332e+005
1042	0.16271	0.	1.27e-003	-84762
1043	0.12081	0.	2.54e-003	2.1711e+005
1044	0.13478	0.	1.27e-003	-80452
1045	0.10685	0.	1.27e-003	-3.1405e+005
1046	8.9789e-002	-4.4489e-032	2.54e-003	3.0237e+005
1047	0.10262	-5.0845e-032	1.27e-003	-3.1463e+005
