Node Number	X Location (m)	Y Location (m)	Z Location (m)	Middle Principal Stress (Pa)
550	0.30171	0.12267	1.27e-003	7.8073e-003
551	0.30204	0.13754	0.	-3875.5
552	0.25852	0.12215	0.	-41856
553	0.27305	0.10734	0.	-26233
554	0.27309	0.12253	1.27e-003	6.045e-003
555	0.27376	0.13747	0.	-5764.2
556	0.22856	0.12148	0.	-1.7273e+005
557	0.24379	0.1067	0.	-98639
558	0.24395	0.12177	1.27e-003	1.0024e-003
559	0.24523	0.13709	0.	-34088
560	0.19498	0.12004	0.	-2.9329e+005
561	0.21335	0.10612	0.	-2.7199e+005
562	0.21317	0.12119	1.27e-003	4.0044e-003
563	0.21587	0.13679	0.	-2.2292e+005
564	0.16574	0.12556	0.	-3.8312e+005
565	0.18113	0.10349	0.	-3.7627e+005
566	0.17679	0.11889	1.27e-003	4.1443e-003
567	0.18372	0.13565	0.	-71344
568	0.15468	0.13224	1.27e-003	1.1068e-002
569	0.15869	0.14232	0.	-1.3527e+005
570	0.20261	5.8879e-002	0.	-2.9851e+005
571	0.18711	7.2747e-002	0.	-4.0943e+005
572	0.18874	5.7406e-002	1.27e-003	2.1801e-002
573	0.2308	6.0845e-002	0.	-1.5909e+005
574	0.215	7.5699e-002	0.	-2.4381e+005
575	0.21647	6.0351e-002	1.27e-003	9.7315e-004
576	0.25968	6.1617e-002	0.	-73439
577	0.24438	7.6487e-002	0.	-1.1531e+005
578	0.24513	6.1339e-002	1.27e-003	2.0674e-003
579	0.28827	6.2117e-002	0.	-16477
580	0.27362	7.7023e-002	0.	-40770
581	0.27423	6.1895e-002	1.27e-003	4.8756e-003
582	0.31591	6.1973e-002	0.	-6232.3
583	0.30212	7.7713e-002	0.	-5082.4
584	0.30231	6.2339e-002	1.27e-003	7.8481e-003
585	0.34332	6.1522e-002	0.	-8259.2
586	0.32966	7.7032e-002	0.	-6506.
587	0.32951	6.1607e-002	1.27e-003	7.9284e-003
588	0.37114	6.1183e-002	0.	-7127.6
589	0.3572	7.7019e-002	0.	-7657.8
590	0.35713	6.1437e-002	1.27e-003	9.7402e-003
591	0.3991	6.0678e-002	0.	-7671.8
592	0.38519	7.6252e-002	0.	-7553.3
593	0.38514	6.0928e-002	1.27e-003	8.294e-003
594	0.42702	6.0467e-002	0.	-8297.2
595	0.41305	7.5774e-002	0.	-8155.1
596	0.41306	6.0428e-002	1.27e-003	1.2248e-002
597	0.45492	6.0577e-002	0.	-8200.9
598	0.44094	7.5738e-002	0.	-8362.8
599	0.44097	6.0505e-002	1.27e-003	1.2187e-002
600	0.48283	6.0727e-002	0.	-8221.5
601	0.46889	7.589e-002	0.	-8247.8
602	0.46887	6.0649e-002	1.27e-003	1.4915e-002
603	0.51074	6.0804e-002	0.	-8345.3
604	0.49679	7.6033e-002	0.	-8266.1
605	0.49678	6.0805e-002	1.27e-003	1.7363e-002
606	0.53884	6.0832e-002	0.	-8117.2
607	0.52474	7.6083e-002	0.	-8420.9
608	0.52471	6.0802e-002	1.27e-003	1.7104e-002
609	0.55291	7.613e-002	0.	-7920.8
610	0.55298	6.0862e-002	1.27e-003	1.8502e-002
611	0.53881	9.1381e-002	0.	-8275.4
612	0.55283	9.1399e-002	1.27e-003	1.9452e-002
613	0.5108	9.1312e-002	0.	-8392.3
614	0.52478	9.1364e-002	1.27e-003	1.7481e-002
615	0.48286	9.1195e-002	0.	-8344.8
616	0.49681	9.126e-002	1.27e-003	1.5766e-002
617	0.4549	9.1051e-002	0.	-8461.1
618	0.4689	9.1131e-002	1.27e-003	1.5265e-002
619	0.42697	9.1045e-002	0.	-8270.6
620	0.4409	9.0971e-002	1.27e-003	1.294e-002
621	0.39914	9.1348e-002	0.	-8082.8
622	0.41304	9.112e-002	1.27e-003	9.8044e-003
623	0.37125	9.2088e-002	0.	-8116.1
624	0.38523	9.1576e-002	1.27e-003	1.126e-002
625	0.34353	9.2529e-002	0.	-5938.9
626	0.35726	9.2601e-002	1.27e-003	1.2711e-002
627	0.31586	9.2772e-002	0.	-5486.6
628	0.3298	9.2457e-002	1.27e-003	7.7975e-003
629	0.28747	9.262e-002	0.	-18626
630	0.30192	9.3087e-002	1.27e-003	5.9993e-003
631	0.25832	9.1893e-002	0.	-81436
632	0.27302	9.2152e-002	1.27e-003	4.986e-003
633	0.22858	9.134e-002	0.	-1.9824e+005
634	0.24363	9.1634e-002	1.27e-003	2.0897e-003
635	0.1995	8.9567e-002	0.	-3.5494e+005
636	0.17337	8.4351e-002	0.	-5.5818e+005
637	0.18547	8.8087e-002	1.27e-003	9.7969e-004
638	0.21353	9.1046e-002	1.27e-003	-7.2169e-004
639	0.12439	0.12825	1.27e-003	-4.008e-011
640	0.11562	0.12763	0.	-4.9381e+005
641	8.0316e-002	2.9992e-002	1.27e-003	2.4682e-003
642	9.1466e-002	2.7696e-002	0.	-2.3238e+005
643	6.7555e-002	6.8505e-002	1.27e-003	3.2934e-002
644	8.5086e-002	5.9653e-002	0.	-2.9271e+006
645	2.6809e-002	2.9261e-002	1.27e-003	6.6533e-003
646	2.6231e-002	1.463e-002	0.	-8.9022e+005
647	1.3404e-002	2.987e-002	0.	-4.0741e+006
648	0.12884	3.1602e-002	0.	1.2082e+005
649	0.12502	2.5807e-002	1.27e-003	1.5493e-005
650	0.11593	2.5604e-002	0.	-2.916e+005
651	0.13266	3.7398e-002	1.27e-003	1.0027e-002
652	0.11975	3.7749e-002	0.	-85035
653	0.11796	7.1299e-002	0.	4.954e+005
654	0.11634	6.4848e-002	1.27e-003	6.2156e-002
655	0.11159	5.7824e-002	0.	-9.8039e+005
656	0.11214	9.2605e-002	0.	-18468
657	0.10435	9.3347e-002	0.	2.5268e+005
658	0.1076	8.9654e-002	0.	-2.3606e+005
659	0.10723	9.3445e-002	1.27e-003	-3.9366e-010
660	0.10492	9.7523e-002	0.	-2.4758e+006
661	0.12494	8.8801e-002	0.	-5.2344e+005
662	0.1165	8.8407e-002	0.	-1.5628e+005
663	0.11704	9.1765e-002	1.27e-003	6.1483e-002
664	0.11195	9.6683e-002	0.	-2.806e+006
665	0.1009	9.1222e-002	0.	5.1168e+005
666	0.10148	9.3249e-002	1.27e-003	-3.6227e-010
667	9.8371e-002	8.3198e-002	0.	3.265e+005
668	9.7089e-002	8.8313e-002	0.	5.4236e+005
669	9.3863e-002	8.7432e-002	1.27e-003	0.11071
670	0.12621	8.1793e-002	0.	-3.5332e+005
671	0.13285	8.5837e-002	1.27e-003	-1.4307e-010
672	0.10542	8.2413e-002	0.	-1.3075e+005
673	0.11123	7.8357e-002	0.	1847.
674	0.10288	7.8964e-002	1.27e-003	1.9056e-002
675	0.16128	8.0615e-002	1.27e-003	-5.5053e-003
676	0.10414	8.7529e-002	0.	1.1852e+005
677	0.11196	8.5456e-002	0.	-1.7365e+005
678	0.10796	8.5863e-002	1.27e-003	-1.4323e-010
679	0.10031	8.9195e-002	1.27e-003	-2.0346e-011
680	0.11777	8.1399e-002	0.	-1.4354e+005
681	0.11958	7.775e-002	1.27e-003	9.8835e-002
682	0.11596	8.5048e-002	1.27e-003	6.5412e-003
683	6.028e-002	0.10365	1.27e-003	6.3948e-003
684	4.7589e-002	9.5882e-002	2.54e-003	1.9288e+006
685	6.8171e-002	9.461e-002	2.54e-003	1.7374e+006
686	5.6277e-002	0.11526	2.54e-003	1.1591e+006
687	7.0497e-002	0.1099	2.54e-003	4.5519e+005
688	0.11777	8.1399e-002	2.54e-003	1.4354e+005
689	0.11196	8.5456e-002	2.54e-003	1.7365e+005
690	0.1165	8.8407e-002	2.54e-003	1.5628e+005
691	0.11123	7.8357e-002	2.54e-003	-1847.
692	0.12621	8.1793e-002	2.54e-003	3.5332e+005
693	0.11796	7.1299e-002	2.54e-003	-4.954e+005
694	0.10414	8.7529e-002	2.54e-003	-1.1852e+005
695	9.7089e-002	8.8313e-002	2.54e-003	-5.4236e+005
696	0.1009	9.1222e-002	2.54e-003	-5.1168e+005
697	0.10542	8.2413e-002	2.54e-003	1.3075e+005
698	0.1076	8.9654e-002	2.54e-003	2.3606e+005
699	0.17337	8.4351e-002	2.54e-003	5.5818e+005
700	0.16217	6.7518e-002	2.54e-003	5.322e+005
701	0.15419	9.1271e-002	2.54e-003	7.8782e+005
702	0.14939	7.5037e-002	2.54e-003	1.0162e+006
703	9.8371e-002	8.3198e-002	2.54e-003	-3.265e+005
704	9.979e-002	7.5047e-002	2.54e-003	-65141
705	0.12494	8.8801e-002	2.54e-003	5.2345e+005
706	0.13998	9.3882e-002	2.54e-003	1.002e+006
707	0.13517	7.7647e-002	2.54e-003	1.2636e+006
708	8.4962e-002	8.6503e-002	2.54e-003	-13638
709	9.5602e-002	9.305e-002	2.54e-003	37988
710	0.10435	9.3347e-002	2.54e-003	-2.5268e+005
711	9.9408e-002	9.5958e-002	2.54e-003	-4.3585e+005
712	0.11214	9.2605e-002	2.54e-003	18468
713	0.11195	9.6683e-002	2.54e-003	2.806e+006
714	0.10492	9.7523e-002	2.54e-003	2.4758e+006
715	0.10652	6.7989e-002	2.54e-003	-5.605e+005
716	0.12692	6.7153e-002	2.54e-003	-3.0433e+005
717	0.11159	5.7824e-002	2.54e-003	9.8039e+005
718	0.12884	3.1602e-002	2.54e-003	-1.2082e+005
719	0.14462	3.1866e-002	2.54e-003	28406
720	0.13482	4.4991e-002	2.54e-003	5.1008e+005
721	0.11975	3.7749e-002	2.54e-003	85035
722	0.12762	2.0313e-002	2.54e-003	-1.9006e+005
723	0.11593	2.5604e-002	2.54e-003	2.916e+005
724	3.9038e-002	2.6994e-002	2.54e-003	9.6079e+005
725	2.8444e-002	4.337e-002	2.54e-003	1.7126e+006
726	1.3404e-002	2.987e-002	2.54e-003	4.0741e+006
727	2.6231e-002	1.463e-002	2.54e-003	8.9022e+005
728	5.1227e-002	7.8312e-002	2.54e-003	1.9632e+006
729	7.1808e-002	7.704e-002	2.54e-003	1.8094e+006
730	6.5499e-002	5.9261e-002	2.54e-003	1.2809e+006
731	8.5086e-002	5.9653e-002	2.54e-003	2.9271e+006
732	7.1879e-002	4.0004e-002	2.54e-003	3.0245e+005
733	7.802e-002	2.3792e-002	2.54e-003	-4214.3
734	9.1466e-002	2.7696e-002	2.54e-003	2.3238e+005
735	0.12682	0.1337	2.54e-003	-1.8533e+005
736	0.12847	0.12318	2.54e-003	-2.2766e+005
737	0.11562	0.12763	2.54e-003	4.9381e+005
738	0.1995	8.9567e-002	2.54e-003	3.5494e+005
739	0.22858	9.134e-002	2.54e-003	1.9824e+005
740	0.215	7.5699e-002	2.54e-003	2.4381e+005
741	0.21335	0.10612	2.54e-003	2.7199e+005
742	0.18711	7.2747e-002	2.54e-003	4.0943e+005
743	0.18113	0.10349	2.54e-003	3.7627e+005
744	0.25832	9.1893e-002	2.54e-003	81436
745	0.24438	7.6487e-002	2.54e-003	1.1531e+005
746	0.24379	0.1067	2.54e-003	98639
747	0.28747	9.262e-002	2.54e-003	18626
748	0.27362	7.7023e-002	2.54e-003	40770
749	0.27305	0.10734	2.54e-003	26233
750	0.31586	9.2772e-002	2.54e-003	5486.6
751	0.30212	7.7713e-002	2.54e-003	5082.4
752	0.30182	0.10788	2.54e-003	7331.5
753	0.34353	9.2529e-002	2.54e-003	5938.9
754	0.32966	7.7032e-002	2.54e-003	6506.
755	0.32985	0.10763	2.54e-003	4283.6
756	0.37125	9.2088e-002	2.54e-003	8116.1
757	0.3572	7.7019e-002	2.54e-003	7657.8
758	0.35768	0.10807	2.54e-003	5908.5
759	0.39914	9.1348e-002	2.54e-003	8082.8
760	0.38519	7.6252e-002	2.54e-003	7553.3
761	0.3855	0.10678	2.54e-003	5955.6
762	0.42697	9.1045e-002	2.54e-003	8270.6
763	0.41305	7.5774e-002	2.54e-003	8155.1
764	0.41322	0.1064	2.54e-003	5691.3
765	0.4549	9.1051e-002	2.54e-003	8461.1
766	0.44094	7.5738e-002	2.54e-003	8362.8
767	0.44106	0.10624	2.54e-003	5981.5
768	0.48286	9.1195e-002	2.54e-003	8344.8
769	0.46889	7.589e-002	2.54e-003	8247.8
770	0.46899	0.10637	2.54e-003	5893.6
771	0.5108	9.1312e-002	2.54e-003	8392.3
772	0.49679	7.6033e-002	2.54e-003	8266.1
773	0.49683	0.10652	2.54e-003	6107.4
774	0.53881	9.1381e-002	2.54e-003	8275.4
775	0.52474	7.6083e-002	2.54e-003	8420.9
776	0.52489	0.10658	2.54e-003	6042.6
777	0.55291	7.613e-002	2.54e-003	7920.8
778	0.55302	0.10664	2.54e-003	5923.8
779	0.56692	9.144e-002	2.54e-003	8310.8
780	0.53884	6.0832e-002	2.54e-003	8117.2
781	0.567	6.0822e-002	2.54e-003	8146.9
782	0.55315	4.5567e-002	2.54e-003	5736.7
783	0.51074	6.0804e-002	2.54e-003	8345.3
784	0.525	4.5528e-002	2.54e-003	6105.2
785	0.48283	6.0727e-002	2.54e-003	8221.5
786	0.49707	4.5382e-002	2.54e-003	6052.3
787	0.45492	6.0577e-002	2.54e-003	8200.9
788	0.46915	4.5324e-002	2.54e-003	5996.9
789	0.42702	6.0467e-002	2.54e-003	8297.2
790	0.44124	4.5264e-002	2.54e-003	5927.2
791	0.3991	6.0678e-002	2.54e-003	7671.8
792	0.41333	4.5219e-002	2.54e-003	6087.7
793	0.37114	6.1183e-002	2.54e-003	7127.6
794	0.38531	4.5656e-002	2.54e-003	5108.9
795	0.34332	6.1522e-002	2.54e-003	8259.2
796	0.35734	4.611e-002	2.54e-003	5578.3
797	0.31591	6.1973e-002	2.54e-003	6232.3
798	0.3297	4.5777e-002	2.54e-003	6730.8
799	0.28827	6.2117e-002	2.54e-003	16477
800	0.30209	4.608e-002	2.54e-003	4638.8
801	0.25968	6.1617e-002	2.54e-003	73439
802	0.27418	4.6322e-002	2.54e-003	30486
803	0.2308	6.0845e-002	2.54e-003	1.5909e+005
804	0.2455	4.6072e-002	2.54e-003	83010
805	0.20261	5.8879e-002	2.54e-003	2.9851e+005
806	0.21695	4.529e-002	2.54e-003	1.7669e+005
807	0.18876	4.3066e-002	2.54e-003	2.7028e+005
808	0.1759	5.5914e-002	2.54e-003	3.8531e+005
809	0.16574	0.12556	2.54e-003	3.8312e+005
810	0.14196	0.13569	2.54e-003	-84367
811	0.14361	0.12517	2.54e-003	-1.8023e+005
812	0.15869	0.14232	2.54e-003	1.3527e+005
813	0.19498	0.12004	2.54e-003	2.9329e+005
814	0.16195	0.11041	2.54e-003	6.0017e+005
815	0.18372	0.13565	2.54e-003	71344
816	0.22856	0.12148	2.54e-003	1.7273e+005
817	0.21587	0.13679	2.54e-003	2.2292e+005
818	0.25852	0.12215	2.54e-003	41856
819	0.24523	0.13709	2.54e-003	34088
820	0.2874	0.1226	2.54e-003	4794.2
821	0.27376	0.13747	2.54e-003	5764.2
822	0.31581	0.12274	2.54e-003	6000.6
823	0.30204	0.13754	2.54e-003	3875.5
824	0.344	0.12317	2.54e-003	4323.9
825	0.3301	0.1376	2.54e-003	3956.
826	0.37193	0.12276	2.54e-003	3796.2
827	0.35816	0.13797	2.54e-003	1567.4
828	0.39958	0.12183	2.54e-003	3606.7
829	0.38596	0.13719	2.54e-003	750.88
830	0.4273	0.1216	2.54e-003	3444.
831	0.41374	0.13704	2.54e-003	435.57
832	0.45514	0.12156	2.54e-003	3456.4
833	0.44162	0.13696	2.54e-003	212.26
834	0.48297	0.1217	2.54e-003	3703.7
835	0.46951	0.13701	2.54e-003	303.45
836	0.51092	0.12179	2.54e-003	3806.9
837	0.49737	0.13709	2.54e-003	381.66
838	0.5391	0.12184	2.54e-003	3736.4
839	0.5254	0.1371	2.54e-003	322.92
840	0.56724	0.12183	2.54e-003	3864.8
841	0.55348	0.13714	2.54e-003	716.36
842	0.58113	0.10663	2.54e-003	6191.1
843	0.58146	0.13709	2.54e-003	814.71
844	0.59543	0.12185	2.54e-003	3981.6
845	0.58101	7.6131e-002	2.54e-003	8464.2
846	0.5953	9.146e-002	2.54e-003	8680.7
847	0.58118	4.557e-002	2.54e-003	6239.6
848	0.5953	6.0871e-002	2.54e-003	8677.8
849	0.56733	3.0315e-002	2.54e-003	3890.8
850	0.59547	3.0419e-002	2.54e-003	3966.8
851	0.58151	1.5179e-002	2.54e-003	792.74
852	0.5393	3.0263e-002	2.54e-003	3767.2
853	0.55352	1.5136e-002	2.54e-003	746.22
854	0.51133	3.0106e-002	2.54e-003	3851.4
855	0.52555	1.5127e-002	2.54e-003	368.27
856	0.48339	2.9979e-002	2.54e-003	3864.8
857	0.49762	1.4979e-002	2.54e-003	387.12
858	0.45547	3.0012e-002	2.54e-003	3763.9
859	0.46969	1.5e-002	2.54e-003	493.41
860	0.42756	3.0016e-002	2.54e-003	3756.3
861	0.44177	1.5012e-002	2.54e-003	592.55
862	0.39954	3.0197e-002	2.54e-003	3559.8
863	0.41385	1.5005e-002	2.54e-003	815.76
864	0.37151	3.0584e-002	2.54e-003	3597.5
865	0.38581	1.5192e-002	2.54e-003	830.22
866	0.34372	3.0365e-002	2.54e-003	4060.1
867	0.35788	1.5392e-002	2.54e-003	1163.2
868	0.31588	2.9884e-002	2.54e-003	5069.6
869	0.33009	1.4974e-002	2.54e-003	1078.8
870	0.288	3.0286e-002	2.54e-003	8030.5
871	0.30211	1.4911e-002	2.54e-003	4198.4
872	0.26	3.0777e-002	2.54e-003	38253
873	0.27428	1.5375e-002	2.54e-003	9307.2
874	0.23165	3.0517e-002	2.54e-003	99348
875	0.24618	1.5403e-002	2.54e-003	36756
876	0.20311	2.9478e-002	2.54e-003	1.4888e+005
877	0.218	1.5115e-002	2.54e-003	1.001e+005
878	0.17268	2.753e-002	2.54e-003	2.2581e+005
879	0.18971	1.4363e-002	2.54e-003	1.0733e+005
880	0.15982	4.0378e-002	2.54e-003	3.4855e+005
881	0.1434	2.0576e-002	2.54e-003	-1.2086e+005
882	0.15965	1.3167e-002	2.54e-003	-29172
883	5.7355e-002	3.7371e-002	2.54e-003	7.3946e+005
884	6.3496e-002	2.1159e-002	2.54e-003	1.4687e+005
885	5.1288e-002	1.2363e-002	2.54e-003	3.7538e+005
886	3.2143e-002	0.10459	2.54e-003	1.8125e+006
887	4.0831e-002	0.12397	2.54e-003	1.0398e+006
888	1.4694e-002	0.12149	2.54e-003	4.0742e+006
889	2.7521e-002	0.13673	2.54e-003	7.1629e+005
890	3.2489e-002	7.2798e-002	2.54e-003	2.202e+006
891	1.7449e-002	8.9779e-002	2.54e-003	4.7488e+006
892	4.6761e-002	5.3747e-002	2.54e-003	1.4865e+006
893	1.504e-002	5.922e-002	2.54e-003	4.5737e+006
894	8.2578e-002	9.5292e-002	2.54e-003	3.5526e+005
895	8.638e-002	7.8352e-002	2.54e-003	-42193
896	0.15002	5.3503e-002	2.54e-003	9.3591e+005
897	6.4353e-002	0.1303	2.54e-003	2.1934e+005
898	5.1791e-002	0.13963	2.54e-003	5.3396e+005
899	0.13983	0.11002	2.54e-003	32030
900	0.12698	0.10176	2.54e-003	3.7156e+006
901	0.11805	0.13942	2.54e-003	1.9682e+005
902	0.13202	0.14577	2.54e-003	54477
903	8.4904e-002	0.11058	2.54e-003	63730
904	9.3218e-002	0.10184	2.54e-003	5.0668e+005
905	9.5856e-002	0.10965	2.54e-003	7.6521e+005
906	7.8573e-002	0.12494	2.54e-003	-42156
907	9.1664e-002	0.12158	2.54e-003	2.951e+005
908	8.9524e-002	0.13672	2.54e-003	6.3558e+005
909	7.6697e-002	0.14307	2.54e-003	-66114
910	0.11853	1.376e-002	2.54e-003	3.084e+005
911	0.1325	7.4097e-003	2.54e-003	72008
912	8.3029e-002	4.4058e-002	2.54e-003	1.2606e+006
913	8.917e-002	1.5146e-002	2.54e-003	6.9781e+005
914	7.6343e-002	8.7957e-003	2.54e-003	-26459
915	0.1197	0.11621	2.54e-003	-25469
916	9.9978e-002	0.10013	2.54e-003	1.9466e+006
917	9.9658e-002	6.0965e-002	2.54e-003	2.1851e+006
918	0.13724	6.1021e-002	2.54e-003	1.3269e+006
919	0.12192	5.1692e-002	2.54e-003	1.7149e+006
920	0.10685	0.13335	2.54e-003	8.7452e+005
921	0.10685	0.14605	2.54e-003	1.0539e+006
922	0.10685	0.1397	1.27e-003	-3.8923e-011
923	0.10685	0.12065	2.54e-003	6.601e+005
924	0.10685	0.127	1.27e-003	-2.0141e-010
925	0.10685	0.10795	2.54e-003	3.5572e+006
926	0.10685	0.1143	1.27e-003	-2.0152e-010
927	0.10473	0.1016	2.54e-003	7.8078e+006
928	0.10685	0.1016	1.27e-003	-3.1681e-010
929	0.10262	0.10795	2.54e-003	3.2082e+006
930	0.10262	0.1016	1.27e-003	-1.0978e-009
931	0.10262	0.12065	2.54e-003	1.0141e+006
932	0.10262	0.1143	1.27e-003	-0.11385
933	0.10262	0.13335	2.54e-003	1.0416e+006
934	0.10262	0.127	1.27e-003	-1.286e-010
935	0.10262	0.14605	2.54e-003	1.8147e+006
936	0.10262	0.1397	1.27e-003	-7.3361e-011
937	0.10685	1.905e-002	2.54e-003	7.6797e+005
938	0.10685	6.35e-003	2.54e-003	1.3026e+006
939	0.10685	1.27e-002	1.27e-003	1.4575e-002
940	0.10685	3.175e-002	2.54e-003	4.0801e+005
941	0.10685	2.54e-002	1.27e-003	-1.6799e-003
942	0.10685	4.445e-002	2.54e-003	1.5937e+006
943	0.10685	3.81e-002	1.27e-003	-1.2052e-010
944	0.10473	5.08e-002	2.54e-003	5.0665e+006
945	0.10685	5.08e-002	1.27e-003	8.3026e-003
946	0.10262	4.445e-002	2.54e-003	2.6564e+006
947	0.10262	5.08e-002	1.27e-003	-5.1893e-010
948	0.10262	3.175e-002	2.54e-003	1.5594e+005
949	0.10262	3.81e-002	1.27e-003	-1.3792e-010
950	0.10262	1.905e-002	2.54e-003	6.7271e+005
951	0.10262	2.54e-002	1.27e-003	-4.3931e-003
952	0.10262	6.35e-003	2.54e-003	1.6322e+006
953	0.10262	1.27e-002	1.27e-003	-1.2043e-010
954	0.12081	0.1524	2.54e-003	5.3943e+005
955	0.10685	0.1524	1.27e-003	-7.3481e-003
956	0.14875	0.1524	2.54e-003	1.8878e+005
957	0.13478	0.1524	1.27e-003	-1.1425e-011
958	0.17668	0.1524	2.54e-003	-31102
959	0.16271	0.1524	1.27e-003	-5.6099e-003
960	0.20461	0.1524	2.54e-003	22164
961	0.19064	0.1524	1.27e-003	-2.8464e-011
962	0.23254	0.1524	2.54e-003	86590
963	0.21857	0.1524	1.27e-003	0.12366
964	0.26047	0.1524	2.54e-003	6374.9
965	0.2465	0.1524	1.27e-003	7.7402e-003
966	0.2884	0.1524	2.54e-003	5442.3
967	0.27443	0.1524	1.27e-003	7.5994e-003
968	0.31633	0.1524	2.54e-003	1786.4
969	0.30236	0.1524	1.27e-003	7.8021e-003
970	0.34426	0.1524	2.54e-003	1224.9
971	0.33029	0.1524	1.27e-003	1.1315e-002
972	0.37219	0.1524	2.54e-003	-1392.6
973	0.35822	0.1524	1.27e-003	9.7539e-003
974	0.40012	0.1524	2.54e-003	-2369.4
975	0.38616	0.1524	1.27e-003	1.4088e-002
976	0.42805	0.1524	2.54e-003	-2775.
977	0.41409	0.1524	1.27e-003	1.3639e-002
978	0.45598	0.1524	2.54e-003	-2929.2
979	0.44202	0.1524	1.27e-003	1.5295e-002
980	0.48391	0.1524	2.54e-003	-3013.3
981	0.46995	0.1524	1.27e-003	1.8566e-002
982	0.51184	0.1524	2.54e-003	-3088.9
983	0.49788	0.1524	1.27e-003	1.8323e-002
984	0.53977	0.1524	2.54e-003	-2666.7
985	0.52581	0.1524	1.27e-003	2.1544e-002
986	0.5677	0.1524	2.54e-003	-2264.6
987	0.55374	0.1524	1.27e-003	2.1968e-002
988	0.59563	0.1524	2.54e-003	-2531.4
989	0.58167	0.1524	1.27e-003	2.8048e-002
990	0.6096	0.13716	2.54e-003	489.88
991	0.6096	0.1524	1.27e-003	5.9848e-002
992	0.6096	0.10668	2.54e-003	6346.5
993	0.6096	0.12192	1.27e-003	2.2164e-002
994	0.6096	7.62e-002	2.54e-003	8756.4
995	0.6096	9.144e-002	1.27e-003	1.9725e-002
996	0.6096	4.572e-002	2.54e-003	6278.2
997	0.6096	6.096e-002	1.27e-003	2.1772e-002
998	0.6096	1.524e-002	2.54e-003	426.73
999	0.6096	3.048e-002	1.27e-003	2.2454e-002
1000	3.9968e-016	4.572e-002	2.54e-003	6.9125e+006
1001	1.3323e-016	1.524e-002	2.54e-003	5.4741e+006
1002	2.7006e-016	3.048e-002	1.27e-003	-1.6365e-003
1003	6.6613e-016	7.62e-002	2.54e-003	7.1261e+006
1004	5.4012e-016	6.096e-002	1.27e-003	-1.4511e-003
1005	9.3259e-016	0.10668	2.54e-003	7.0002e+006
1006	8.1018e-016	9.144e-002	1.27e-003	-2.2112e-003
1007	1.199e-015	0.13716	2.54e-003	5.6368e+006
1008	1.0802e-015	0.12192	1.27e-003	3.915e-004
1009	0.59563	0.	2.54e-003	-2569.8
1010	0.6096	0.	1.27e-003	5.8391e-002
1011	0.5677	0.	2.54e-003	-2288.
1012	0.58167	0.	1.27e-003	2.82e-002
1013	0.53977	0.	2.54e-003	-2614.4
1014	0.55374	0.	1.27e-003	2.0164e-002
1015	0.51184	0.	2.54e-003	-3050.6
1016	0.52581	0.	1.27e-003	1.9234e-002
1017	0.48391	0.	2.54e-003	-2938.9
1018	0.49788	0.	1.27e-003	1.8796e-002
1019	0.45598	0.	2.54e-003	-2635.4
1020	0.46995	0.	1.27e-003	1.6662e-002
1021	0.42805	0.	2.54e-003	-2312.6
1022	0.44202	0.	1.27e-003	1.567e-002
1023	0.40012	0.	2.54e-003	-1897.1
1024	0.41409	0.	1.27e-003	1.3675e-002
1025	0.37219	0.	2.54e-003	-1585.5
1026	0.38616	0.	1.27e-003	1.3687e-002
1027	0.34426	0.	2.54e-003	-1808.6
1028	0.35822	0.	1.27e-003	9.7582e-003
1029	0.31633	0.	2.54e-003	158.16
1030	0.33029	0.	1.27e-003	1.5624e-002
1031	0.2884	0.	2.54e-003	5856.5
1032	0.30236	0.	1.27e-003	1.1362e-002
1033	0.26047	0.	2.54e-003	10161
1034	0.27443	0.	1.27e-003	7.4237e-003
1035	0.23254	0.	2.54e-003	36270
1036	0.2465	0.	1.27e-003	3.9366e-003
1037	0.20461	0.	2.54e-003	58294
1038	0.21857	0.	1.27e-003	5.2731e-003
1039	0.17668	0.	2.54e-003	-42626
1040	0.19064	0.	1.27e-003	1.4992e-003
1041	0.14875	0.	2.54e-003	1.53e+005
1042	0.16271	0.	1.27e-003	-4.147e-003
1043	0.12081	0.	2.54e-003	5.473e+005
1044	0.13478	0.	1.27e-003	-1.7065e-011
1045	0.10685	0.	1.27e-003	-6.6615e-011
1046	8.9789e-002	-4.4489e-032	2.54e-003	6.1363e+005
1047	0.10262	-5.0845e-032	1.27e-003	-6.6738e-011
1048	6.4135e-002	-3.1778e-032	2.54e-003	-35118
1049	7.6962e-002	0.	1.27e-003	-8.0237e-012
1050	3.8481e-002	-1.9067e-032	2.54e-003	2.697e+005
1051	5.1308e-002	0.	1.27e-003	-4.8668e-011
1052	1.2827e-002	-6.3556e-033	2.54e-003	2.3206e+006
1053	2.5654e-002	0.	1.27e-003	-2.8569e-011
1054	0.	0.	1.27e-003	0.24885
1055	1.2827e-002	0.1524	2.54e-003	2.2936e+006
1056	1.3323e-015	0.1524	1.27e-003	-2.67e-010
1057	3.8481e-002	0.1524	2.54e-003	1.8074e+005
1058	2.5654e-002	0.1524	1.27e-003	-2.5852e-011
1059	6.4135e-002	0.1524	2.54e-003	58538
1060	5.1308e-002	0.1524	1.27e-003	-3.3723e-011
1061	8.9789e-002	0.1524	2.54e-003	7.2151e+005
1062	7.6962e-002	0.1524	1.27e-003	-1.3198e-011
